Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
BMP5	4	1	0	0	0	5	5	5
CCRL2	5	0	0	0	0	5	5	5
CD19	5	0	0	0	0	5	5	5
CD93	4	1	0	0	0	5	5	5
CHI3L1	5	0	0	0	0	5	5	5
EIF4A2	3	0	0	1	1	5	5	5
FREM2	5	0	0	0	0	5	5	5
HNRNPL	4	1	0	0	0	5	5	5
KRT6B	5	0	0	0	0	5	5	5
LILRA4	5	0	0	0	0	5	5	5
LILRA5	5	0	0	0	0	5	5	5
LILRB5	4	0	0	1	0	5	5	5
MCM7	5	0	0	0	0	5	5	5
MYLK2	5	0	0	0	0	5	5	5
OR5M1	5	0	0	0	0	5	5	5
PCDHB2	5	0	0	0	0	5	5	5
SLITRK1	5	0	0	0	0	5	5	5
SMCR8	5	0	0	0	0	5	5	5
ZNF281	5	0	0	0	0	5	5	5
ZNF692	4	1	0	0	0	5	5	5
ARHGEF25	5	0	0	0	0	5	4	4
DDX41	5	0	0	0	0	5	4	4
GJA10	4	1	0	0	0	5	4	4
HRC	4	1	0	0	0	5	4	4
PARP3	4	0	0	1	0	5	4	4
SCAF8	4	1	0	0	0	5	4	4
ZBTB6	4	1	0	0	0	5	4	4
ABRA	4	0	0	0	0	4	4	4
ACRBP	4	0	0	0	0	4	4	4
ADCY9	4	0	0	0	0	4	4	4
ANGPT4	3	0	0	1	0	4	4	4
ATG9A	3	1	0	0	0	4	4	4
AVPR1B	4	0	0	0	0	4	4	4
BAP1	4	0	0	0	0	4	4	4
C17orf47	3	1	0	0	0	4	4	4
CA9	4	0	0	0	0	4	4	4
CARD6	3	0	0	1	0	4	4	4
CCDC142	3	1	0	0	0	4	4	4
CD1C	4	0	0	0	0	4	4	4
CELSR3	4	0	0	0	0	4	4	4
CSTF2T	4	0	0	0	0	4	4	4
DNAJC14	3	1	0	0	0	4	4	4
DUSP19	4	0	0	0	0	4	4	4
ENPP5	4	0	0	0	0	4	4	4
ENTPD2	4	0	0	0	0	4	4	4
FAM124B	4	0	0	0	0	4	4	4
FGG	2	1	0	1	0	4	4	4
FZD7	4	0	0	0	0	4	4	4
GLMP	3	1	0	0	0	4	4	4
GPR12	4	0	0	0	0	4	4	4
GPR162	4	0	0	0	0	4	4	4
HIST1H2AD	4	0	0	0	0	4	4	4
HSPA5	4	0	0	0	0	4	4	4
HTR5A	4	0	0	0	0	4	4	4
KBTBD7	4	0	0	0	0	4	4	4
KIR2DL4	4	0	0	0	0	4	4	4
KIR3DL2	4	0	0	0	0	4	4	4
KRT1	4	0	0	0	0	4	4	4
KRT25	4	0	0	0	0	4	4	4
KRT28	4	0	0	0	0	4	4	4
LILRA2	4	0	0	0	0	4	4	4
MED12	3	1	0	0	0	4	4	4
MLH3	4	0	0	0	0	4	4	4
N4BP2L2	2	2	0	0	0	4	4	4
NOV	4	0	0	0	0	4	4	4
OR4K2	4	0	0	0	0	4	4	4
OR51A4	3	1	0	0	0	4	4	4
P2RY1	4	0	0	0	0	4	4	4
PAQR9	4	0	0	0	0	4	4	4
PCDH9	4	0	0	0	0	4	4	4
PCDHB11	4	0	0	0	0	4	4	4
PCDHB7	3	1	0	0	0	4	4	4
PGBD4	4	0	0	0	0	4	4	4
POTEC	3	1	0	0	0	4	4	4
POTEH	4	0	0	0	0	4	4	4
POU3F4	4	0	0	0	0	4	4	4
PTGER2	4	0	0	0	0	4	4	4
RBM15B	4	0	0	0	0	4	4	4
RBM8A	4	0	0	0	0	4	4	4
RNF6	4	0	0	0	0	4	4	4
SERPINC1	4	0	0	0	0	4	4	4
SIGLEC10	3	1	0	0	0	4	4	4
SIGLEC11	4	0	0	0	0	4	4	4
SIGLEC6	4	0	0	0	0	4	4	4
SLC18A3	4	0	0	0	0	4	4	4
SLC22A6	4	0	0	0	0	4	4	4
SP4	3	1	0	0	0	4	4	4
SPATA31D1	4	0	0	0	0	4	4	4
TMEM151B	3	1	0	0	0	4	4	4
TMEM214	4	0	0	0	0	4	4	4
TRIM41	4	0	0	0	0	4	4	4
TSPYL2	3	0	0	1	0	4	4	4
TSPYL4	4	0	0	0	0	4	4	4
ZFYVE19	4	0	0	0	0	4	4	4
ZNF649	4	0	0	0	0	4	4	4
SRPR	4	1	0	0	0	5	3	3
FAT4	4	0	0	0	0	4	3	3
HMGCLL1	4	0	0	0	0	4	3	3
KERA	4	0	0	0	0	4	3	3
PCDHB12	4	0	0	0	0	4	3	3
PRSS38	4	0	0	0	0	4	3	3
SDPR	4	0	0	0	0	4	3	3
SLC39A12	4	0	0	0	0	4	3	3
ADCY8	3	0	0	0	0	3	3	3
ADRA1A	3	0	0	0	0	3	3	3
AGBL3	3	0	0	0	0	3	3	3
AIPL1	3	0	0	0	0	3	3	3
AKAP17A	3	0	0	0	0	3	3	3
ANGPTL3	3	0	0	0	0	3	3	3
ANO8	3	0	0	0	0	3	3	3
APEX2	3	0	0	0	0	3	3	3
APOBR	3	0	0	0	0	3	3	3
AQP12A	3	0	0	0	0	3	3	3
ASL	3	0	0	0	0	3	3	3
ATHL1	3	0	0	0	0	3	3	3
ATP1A4	2	0	0	1	0	3	3	3
ATP4A	2	0	0	1	0	3	3	3
BARHL2	3	0	0	0	0	3	3	3
BCL2A1	3	0	0	0	0	3	3	3
BCL2L1	3	0	0	0	0	3	3	3
BRAP	3	0	0	0	0	3	3	3
BRS3	3	0	0	0	0	3	3	3
BTBD19	3	0	0	0	0	3	3	3
C10orf2	3	0	0	0	0	3	3	3
CARD17	3	0	0	0	0	3	3	3
CARD9	3	0	0	0	0	3	3	3
CAV1	3	0	0	0	0	3	3	3
CBFB	1	1	0	0	1	3	3	3
CCDC180	3	0	0	0	0	3	3	3
CCER1	3	0	0	0	0	3	3	3
CD33	3	0	0	0	0	3	3	3
CDK12	2	1	0	0	0	3	3	3
CELA3B	3	0	0	0	0	3	3	3
CHRNG	3	0	0	0	0	3	3	3
CHST7	3	0	0	0	0	3	3	3
CIAO1	2	1	0	0	0	3	3	3
CLEC4A	3	0	0	0	0	3	3	3
CLIC5	3	0	0	0	0	3	3	3
CNTNAP1	3	0	0	0	0	3	3	3
COASY	3	0	0	0	0	3	3	3
CTCFL	3	0	0	0	0	3	3	3
CXorf57	2	1	0	0	0	3	3	3
CYB5R1	3	0	0	0	0	3	3	3
CYP11B1	3	0	0	0	0	3	3	3
CYP11B2	3	0	0	0	0	3	3	3
CYP2A13	3	0	0	0	0	3	3	3
CYP8B1	3	0	0	0	0	3	3	3
DDX43	3	0	0	0	0	3	3	3
DDX53	3	0	0	0	0	3	3	3
DEPDC4	3	0	0	0	0	3	3	3
DHPS	3	0	0	0	0	3	3	3
DHRS13	3	0	0	0	0	3	3	3
DNTT	3	0	0	0	0	3	3	3
DNTTIP2	3	0	0	0	0	3	3	3
EEPD1	3	0	0	0	0	3	3	3
EIF2B2	1	1	0	1	0	3	3	3
EIF2B4	3	0	0	0	0	3	3	3
EIF2B5	3	0	0	0	0	3	3	3
EIF5	3	0	0	0	0	3	3	3
ENPP7	3	0	0	0	0	3	3	3
EPM2AIP1	2	1	0	0	0	3	3	3
ESRP1	3	0	0	0	0	3	3	3
ESX1	3	0	0	0	0	3	3	3
EXOC4	3	0	0	0	0	3	3	3
EXOC8	3	0	0	0	0	3	3	3
FAM155A	3	0	0	0	0	3	3	3
FAM96A	3	0	0	0	0	3	3	3
FAM98C	3	0	0	0	0	3	3	3
FASTKD3	2	1	0	0	0	3	3	3
FGF6	3	0	0	0	0	3	3	3
FLAD1	2	1	0	0	0	3	3	3
FLG2	1	2	0	0	0	3	3	3
FZD1	3	0	0	0	0	3	3	3
GBP7	3	0	0	0	0	3	3	3
GIMAP1	3	0	0	0	0	3	3	3
GPC2	3	0	0	0	0	3	3	3
GPD1	3	0	0	0	0	3	3	3
GPR101	3	0	0	0	0	3	3	3
GPR149	3	0	0	0	0	3	3	3
GTF3C3	1	1	0	1	0	3	3	3
GUF1	3	0	0	0	0	3	3	3
HAL	3	0	0	0	0	3	3	3
HCFC2	3	0	0	0	0	3	3	3
HLA-F	3	0	0	0	0	3	3	3
HNRNPDL	1	2	0	0	0	3	3	3
HNRNPK	3	0	0	0	0	3	3	3
HYOU1	3	0	0	0	0	3	3	3
IGFALS	2	1	0	0	0	3	3	3
IL1RL2	3	0	0	0	0	3	3	3
ITPKB	2	1	0	0	0	3	3	3
ITPKC	3	0	0	0	0	3	3	3
KCNJ11	2	1	0	0	0	3	3	3
KCNK9	3	0	0	0	0	3	3	3
KCNN3	3	0	0	0	0	3	3	3
KCNS2	3	0	0	0	0	3	3	3
KIF14	3	0	0	0	0	3	3	3
KIF3C	3	0	0	0	0	3	3	3
KIF4B	3	0	0	0	0	3	3	3
KIR3DL1	3	0	0	0	0	3	3	3
KRT2	3	0	0	0	0	3	3	3
KRT34	2	1	0	0	0	3	3	3
KRT4	3	0	0	0	0	3	3	3
KRT74	2	1	0	0	0	3	3	3
KRT84	3	0	0	0	0	3	3	3
KRT9	3	0	0	0	0	3	3	3
LAMB2	3	0	0	0	0	3	3	3
LGALSL	3	0	0	0	0	3	3	3
LILRB2	3	0	0	0	0	3	3	3
LRRTM3	3	0	0	0	0	3	3	3
LYSMD1	3	0	0	0	0	3	3	3
MAML2	3	0	0	0	0	3	3	3
MARCH4	3	0	0	0	0	3	3	3
MASP2	3	0	0	0	0	3	3	3
MAT2A	3	0	0	0	0	3	3	3
MEPCE	3	0	0	0	0	3	3	3
MFHAS1	3	0	0	0	0	3	3	3
MPEG1	3	0	0	0	0	3	3	3
MSTN	2	1	0	0	0	3	3	3
NAA11	3	0	0	0	0	3	3	3
NAB2	3	0	0	0	0	3	3	3
NDUFB6	3	0	0	0	0	3	3	3
NDUFS5	3	0	0	0	0	3	3	3
NEFL	3	0	0	0	0	3	3	3
NEIL1	3	0	0	0	0	3	3	3
NEUROD1	3	0	0	0	0	3	3	3
NOA1	3	0	0	0	0	3	3	3
NPAS4	3	0	0	0	0	3	3	3
NPDC1	3	0	0	0	0	3	3	3
NXNL1	3	0	0	0	0	3	3	3
OLFML3	3	0	0	0	0	3	3	3
OR9G1	3	0	0	0	0	3	3	3
PAGE1	2	0	0	0	1	3	3	3
PBDC1	3	0	0	0	0	3	3	3
PCDHB13	3	0	0	0	0	3	3	3
PCDHB4	3	0	0	0	0	3	3	3
PHLDA1	3	0	0	0	0	3	3	3
PHOX2B	3	0	0	0	0	3	3	3
PKDREJ	3	0	0	0	0	3	3	3
PLEKHG2	3	0	0	0	0	3	3	3
PLXNA3	2	1	0	0	0	3	3	3
PM20D1	3	0	0	0	0	3	3	3
PNMAL2	3	0	0	0	0	3	3	3
PNN	3	0	0	0	0	3	3	3
PPM1J	3	0	0	0	0	3	3	3
PRDM13	3	0	0	0	0	3	3	3
PRKCE	3	0	0	0	0	3	3	3
PRND	3	0	0	0	0	3	3	3
PSG1	3	0	0	0	0	3	3	3
PSMB5	3	0	0	0	0	3	3	3
PTGS2	2	1	0	0	0	3	3	3
PURG	3	0	0	0	0	3	3	3
RAP2B	2	1	0	0	0	3	3	3
RARS2	3	0	0	0	0	3	3	3
RBM11	2	0	0	0	1	3	3	3
RCOR2	3	0	0	0	0	3	3	3
RDH11	2	1	0	0	0	3	3	3
RECQL4	3	0	0	0	0	3	3	3
RHOXF2	2	1	0	0	0	3	3	3
RHOXF2B	3	0	0	0	0	3	3	3
RNFT1	3	0	0	0	0	3	3	3
RPS6	2	0	0	0	1	3	3	3
RTN2	3	0	0	0	0	3	3	3
SBSN	3	0	0	0	0	3	3	3
SCFD2	3	0	0	0	0	3	3	3
SIX6	3	0	0	0	0	3	3	3
SLC25A4	3	0	0	0	0	3	3	3
SLC39A4	3	0	0	0	0	3	3	3
SLC39A7	3	0	0	0	0	3	3	3
SP1	3	0	0	0	0	3	3	3
SPATA4	3	0	0	0	0	3	3	3
SPP2	3	0	0	0	0	3	3	3
SSX3	2	0	0	1	0	3	3	3
SSX7	3	0	0	0	0	3	3	3
SYCP1	2	1	0	0	0	3	3	3
TACR2	3	0	0	0	0	3	3	3
TAF1	2	1	0	0	0	3	3	3
TBX3	2	0	0	1	0	3	3	3
TCEAL2	3	0	0	0	0	3	3	3
TCEAL3	3	0	0	0	0	3	3	3
TMEM145	3	0	0	0	0	3	3	3
TPP1	3	0	0	0	0	3	3	3
TRIM42	2	1	0	0	0	3	3	3
TRIM48	3	0	0	0	0	3	3	3
TRMT12	2	1	0	0	0	3	3	3
TSC22D3	3	0	0	0	0	3	3	3
TSPYL1	3	0	0	0	0	3	3	3
TTC14	3	0	0	0	0	3	3	3
TTC30B	3	0	0	0	0	3	3	3
TTC32	2	1	0	0	0	3	3	3
TYR	3	0	0	0	0	3	3	3
UGT1A8	3	0	0	0	0	3	3	3
UGT2B10	3	0	0	0	0	3	3	3
USP51	3	0	0	0	0	3	3	3
ZBTB24	2	1	0	0	0	3	3	3
ZBTB37	3	0	0	0	0	3	3	3
ZFP36L2	3	0	0	0	0	3	3	3
ZKSCAN4	3	0	0	0	0	3	3	3
HOXB2	3	0	0	0	0	3	2	2
KBTBD6	2	1	0	0	0	3	2	2
MSANTD3	2	1	0	0	0	3	2	2
NMUR1	3	0	0	0	0	3	2	2
SNRNP40	3	0	0	0	0	3	2	2
THTPA	3	0	0	0	0	3	2	2
UNCX	3	0	0	0	0	3	2	2
ZNF514	3	0	0	0	0	3	2	2
AARS2	2	0	0	0	0	2	2	2
ABCD2	2	0	0	0	0	2	2	2
ABCF3	2	0	0	0	0	2	2	2
ACIN1	2	0	0	0	0	2	2	2
ACTR5	2	0	0	0	0	2	2	2
ADAMTS19	2	0	0	0	0	2	2	2
ADAMTS5	2	0	0	0	0	2	2	2
AGAP5	2	0	0	0	0	2	2	2
ALDH16A1	2	0	0	0	0	2	2	2
ALG10	1	1	0	0	0	2	2	2
ALKBH1	2	0	0	0	0	2	2	2
ALKBH5	2	0	0	0	0	2	2	2
ALOX12	2	0	0	0	0	2	2	2
ALOXE3	1	0	0	1	0	2	2	2
AMBP	1	0	0	0	1	2	2	2
AMER2	2	0	0	0	0	2	2	2
AMIGO1	2	0	0	0	0	2	2	2
ANKRD30A	2	0	0	0	0	2	2	2
AP4B1	2	0	0	0	0	2	2	2
AP4M1	2	0	0	0	0	2	2	2
AP5B1	2	0	0	0	0	2	2	2
APH1A	2	0	0	0	0	2	2	2
APOBEC3G	2	0	0	0	0	2	2	2
AQP5	2	0	0	0	0	2	2	2
ARAP3	2	0	0	0	0	2	2	2
ARFGEF1	2	0	0	0	0	2	2	2
ARFIP2	2	0	0	0	0	2	2	2
ARFRP1	1	1	0	0	0	2	2	2
ARHGEF15	2	0	0	0	0	2	2	2
ARHGEF26	1	1	0	0	0	2	2	2
ARID3B	2	0	0	0	0	2	2	2
ARL11	2	0	0	0	0	2	2	2
ARL6IP6	2	0	0	0	0	2	2	2
ARMC12	2	0	0	0	0	2	2	2
ASB17	2	0	0	0	0	2	2	2
ASIC1	2	0	0	0	0	2	2	2
AURKC	1	0	0	1	0	2	2	2
AVPR1A	2	0	0	0	0	2	2	2
B2M	2	0	0	0	0	2	2	2
B4GALT3	2	0	0	0	0	2	2	2
BAG5	2	0	0	0	0	2	2	2
BIRC7	2	0	0	0	0	2	2	2
BMPR2	0	2	0	0	0	2	2	2
BPIFB3	2	0	0	0	0	2	2	2
BRPF1	2	0	0	0	0	2	2	2
BSND	2	0	0	0	0	2	2	2
C11orf87	2	0	0	0	0	2	2	2
C15orf52	2	0	0	0	0	2	2	2
C19orf40	1	0	0	1	0	2	2	2
C20orf173	1	1	0	0	0	2	2	2
C2orf47	2	0	0	0	0	2	2	2
C3orf52	2	0	0	0	0	2	2	2
C3orf70	2	0	0	0	0	2	2	2
C6orf141	2	0	0	0	0	2	2	2
C9orf64	2	0	0	0	0	2	2	2
CASP10	1	0	0	0	1	2	2	2
CASQ1	2	0	0	0	0	2	2	2
CBLN4	1	1	0	0	0	2	2	2
CCDC23	2	0	0	0	0	2	2	2
CCKAR	2	0	0	0	0	2	2	2
CCR7	2	0	0	0	0	2	2	2
CCT2	2	0	0	0	0	2	2	2
CD2	2	0	0	0	0	2	2	2
CD207	1	1	0	0	0	2	2	2
CD79B	2	0	0	0	0	2	2	2
CDCA2	2	0	0	0	0	2	2	2
CDCA3	2	0	0	0	0	2	2	2
CDK11A	1	1	0	0	0	2	2	2
CEACAM5	2	0	0	0	0	2	2	2
CFAP46	1	0	0	1	0	2	2	2
CGB1	2	0	0	0	0	2	2	2
CHRD	2	0	0	0	0	2	2	2
CHRNA9	2	0	0	0	0	2	2	2
CHRNB2	2	0	0	0	0	2	2	2
CHTF18	2	0	0	0	0	2	2	2
CLEC18C	2	0	0	0	0	2	2	2
CLRN2	2	0	0	0	0	2	2	2
CLRN3	2	0	0	0	0	2	2	2
CNNM4	2	0	0	0	0	2	2	2
COA6	2	0	0	0	0	2	2	2
COL25A1	2	0	0	0	0	2	2	2
COMMD2	1	1	0	0	0	2	2	2
COMMD5	1	1	0	0	0	2	2	2
COX4I2	1	0	0	1	0	2	2	2
CRABP1	1	0	0	1	0	2	2	2
CRHBP	1	0	0	1	0	2	2	2
CSMD3	2	0	0	0	0	2	2	2
CSNK1A1	1	1	0	0	0	2	2	2
CSNK2B-LY6G5B--991	2	0	0	0	0	2	2	2
CST8	2	0	0	0	0	2	2	2
CTSF	2	0	0	0	0	2	2	2
CXCL6	2	0	0	0	0	2	2	2
CYB561D2	2	0	0	0	0	2	2	2
CYP1A2	2	0	0	0	0	2	2	2
CYP24A1	1	0	0	1	0	2	2	2
CYP4V2	1	1	0	0	0	2	2	2
DACH2	2	0	0	0	0	2	2	2
DBX1	2	0	0	0	0	2	2	2
DCAF11	2	0	0	0	0	2	2	2
DCAF4L1	2	0	0	0	0	2	2	2
DCAF8L1	1	1	0	0	0	2	2	2
DCHS2	2	0	0	0	0	2	2	2
DCST2	2	0	0	0	0	2	2	2
DCTN1	2	0	0	0	0	2	2	2
DDHD1	2	0	0	0	0	2	2	2
DDX49	2	0	0	0	0	2	2	2
DDX51	1	0	0	1	0	2	2	2
DFNB59	2	0	0	0	0	2	2	2
DHFRL1	1	1	0	0	0	2	2	2
DKC1	2	0	0	0	0	2	2	2
DLG1	1	1	0	0	0	2	2	2
DLX5	1	1	0	0	0	2	2	2
DNAAF3	2	0	0	0	0	2	2	2
DOK6	1	0	0	0	1	2	2	2
DUSP7	2	0	0	0	0	2	2	2
E2F4	1	1	0	0	0	2	2	2
EEF2	2	0	0	0	0	2	2	2
EIF3G	2	0	0	0	0	2	2	2
EIF3L	1	0	0	1	0	2	2	2
EIF4G1	2	0	0	0	0	2	2	2
ELOVL4	2	0	0	0	0	2	2	2
EME1	2	0	0	0	0	2	2	2
EMILIN1	2	0	0	0	0	2	2	2
EMILIN3	1	1	0	0	0	2	2	2
ENDOU	2	0	0	0	0	2	2	2
ENSA	2	0	0	0	0	2	2	2
ENTPD7	2	0	0	0	0	2	2	2
EPHX3	2	0	0	0	0	2	2	2
EPX	2	0	0	0	0	2	2	2
ERCC3	2	0	0	0	0	2	2	2
EXOSC9	2	0	0	0	0	2	2	2
FABP1	1	1	0	0	0	2	2	2
FAF2	1	0	0	1	0	2	2	2
FAM107B	2	0	0	0	0	2	2	2
FAM155B	2	0	0	0	0	2	2	2
FAM205A	2	0	0	0	0	2	2	2
FAM219B	2	0	0	0	0	2	2	2
FAM46A	2	0	0	0	0	2	2	2
FAM47C	2	0	0	0	0	2	2	2
FAM76B	2	0	0	0	0	2	2	2
FAM84A	2	0	0	0	0	2	2	2
FAM9A	2	0	0	0	0	2	2	2
FAM9C	2	0	0	0	0	2	2	2
FANCA	2	0	0	0	0	2	2	2
FANCG	2	0	0	0	0	2	2	2
FBXL14	2	0	0	0	0	2	2	2
FBXO3	2	0	0	0	0	2	2	2
FCGR1A	2	0	0	0	0	2	2	2
FGF7	1	1	0	0	0	2	2	2
FGL2	2	0	0	0	0	2	2	2
FIBP	2	0	0	0	0	2	2	2
FKBP8	2	0	0	0	0	2	2	2
FMO2	2	0	0	0	0	2	2	2
FN1	2	0	0	0	0	2	2	2
FN3KRP	2	0	0	0	0	2	2	2
FOXA1	2	0	0	0	0	2	2	2
FOXRED2	2	0	0	0	0	2	2	2
FZD5	2	0	0	0	0	2	2	2
G6PC2	2	0	0	0	0	2	2	2
GALNT5	2	0	0	0	0	2	2	2
GDF9	2	0	0	0	0	2	2	2
GEMIN2	2	0	0	0	0	2	2	2
GHSR	2	0	0	0	0	2	2	2
GK	2	0	0	0	0	2	2	2
GLDC	1	0	0	1	0	2	2	2
GLIPR1	2	0	0	0	0	2	2	2
GNRH1	2	0	0	0	0	2	2	2
GOPC	2	0	0	0	0	2	2	2
GORAB	2	0	0	0	0	2	2	2
GPALPP1	2	0	0	0	0	2	2	2
GPKOW	2	0	0	0	0	2	2	2
GPR108	2	0	0	0	0	2	2	2
GPR158	2	0	0	0	0	2	2	2
GPR37	2	0	0	0	0	2	2	2
GRIA4	2	0	0	0	0	2	2	2
GRID1	2	0	0	0	0	2	2	2
GRXCR1	2	0	0	0	0	2	2	2
GTF3C6	2	0	0	0	0	2	2	2
GUSB	2	0	0	0	0	2	2	2
GYLTL1B	2	0	0	0	0	2	2	2
H3F3A	2	0	0	0	0	2	2	2
HAO1	2	0	0	0	0	2	2	2
HAUS5	2	0	0	0	0	2	2	2
HEATR1	1	1	0	0	0	2	2	2
HEMK1	2	0	0	0	0	2	2	2
HIST1H4H	2	0	0	0	0	2	2	2
HIST3H2BB	2	0	0	0	0	2	2	2
HNRNPU	2	0	0	0	0	2	2	2
HOXB13	1	1	0	0	0	2	2	2
HPSE	2	0	0	0	0	2	2	2
HSPA8	2	0	0	0	0	2	2	2
HTR1A	2	0	0	0	0	2	2	2
IBSP	1	1	0	0	0	2	2	2
IDH3B	2	0	0	0	0	2	2	2
IER5	2	0	0	0	0	2	2	2
IFI44	2	0	0	0	0	2	2	2
IGBP1	2	0	0	0	0	2	2	2
IL11	2	0	0	0	0	2	2	2
IL2RG	2	0	0	0	0	2	2	2
IL6	2	0	0	0	0	2	2	2
IMPACT	2	0	0	0	0	2	2	2
INMT	2	0	0	0	0	2	2	2
INTS6	2	0	0	0	0	2	2	2
IPO13	2	0	0	0	0	2	2	2
IRAK1BP1	2	0	0	0	0	2	2	2
ISG20L2	2	0	0	0	0	2	2	2
ISL2	2	0	0	0	0	2	2	2
ITGAL	2	0	0	0	0	2	2	2
ITIH1	2	0	0	0	0	2	2	2
ITPR3	2	0	0	0	0	2	2	2
IVD	2	0	0	0	0	2	2	2
JMY	0	2	0	0	0	2	2	2
JUN	1	1	0	0	0	2	2	2
KBTBD4	2	0	0	0	0	2	2	2
KCNA7	2	0	0	0	0	2	2	2
KCNG4	2	0	0	0	0	2	2	2
KCNH3	2	0	0	0	0	2	2	2
KCNH7	2	0	0	0	0	2	2	2
KCNK18	2	0	0	0	0	2	2	2
KCNQ3	2	0	0	0	0	2	2	2
KCNV2	2	0	0	0	0	2	2	2
KCTD8	2	0	0	0	0	2	2	2
KIAA1210	2	0	0	0	0	2	2	2
KIF13A	1	0	0	1	0	2	2	2
KIF17	2	0	0	0	0	2	2	2
KIFC2	2	0	0	0	0	2	2	2
KLC2	2	0	0	0	0	2	2	2
KLHDC7A	2	0	0	0	0	2	2	2
KLHL4	2	0	0	0	0	2	2	2
KNSTRN	2	0	0	0	0	2	2	2
KRT27	2	0	0	0	0	2	2	2
KRT3	2	0	0	0	0	2	2	2
KRT6C	2	0	0	0	0	2	2	2
KRT79	2	0	0	0	0	2	2	2
KRT82	2	0	0	0	0	2	2	2
KRT85	2	0	0	0	0	2	2	2
LACC1	2	0	0	0	0	2	2	2
LDB2	2	0	0	0	0	2	2	2
LDOC1	2	0	0	0	0	2	2	2
LDOC1L	1	1	0	0	0	2	2	2
LIF	2	0	0	0	0	2	2	2
LIG3	1	1	0	0	0	2	2	2
LILRA6	1	1	0	0	0	2	2	2
LIPN	1	1	0	0	0	2	2	2
LMAN2	2	0	0	0	0	2	2	2
LRIF1	2	0	0	0	0	2	2	2
LRR1	1	1	0	0	0	2	2	2
LRRTM2	2	0	0	0	0	2	2	2
LSR	1	0	0	0	1	2	2	2
LTK	2	0	0	0	0	2	2	2
LUZP4	2	0	0	0	0	2	2	2
MAD2L1	2	0	0	0	0	2	2	2
MAGEC1	2	0	0	0	0	2	2	2
MAGEE1	2	0	0	0	0	2	2	2
MAPK15	2	0	0	0	0	2	2	2
MCM3AP	2	0	0	0	0	2	2	2
MCTP1	2	0	0	0	0	2	2	2
MED23	0	1	0	1	0	2	2	2
MED25	2	0	0	0	0	2	2	2
MEFV	2	0	0	0	0	2	2	2
MEP1A	2	0	0	0	0	2	2	2
METTL11B	2	0	0	0	0	2	2	2
METTL21B	2	0	0	0	0	2	2	2
METTL2A	2	0	0	0	0	2	2	2
MFAP5	1	1	0	0	0	2	2	2
MKS1	1	1	0	0	0	2	2	2
MMP1	2	0	0	0	0	2	2	2
MMP10	2	0	0	0	0	2	2	2
MMP13	2	0	0	0	0	2	2	2
MMP27	2	0	0	0	0	2	2	2
MMP3	2	0	0	0	0	2	2	2
MMP9	2	0	0	0	0	2	2	2
MN1	2	0	0	0	0	2	2	2
