Chr	Start	End	Name	Score	Strand
chr1	12016466	12022466	MIIP	0	+
chr1	12060303	12066303	TNFRSF8	0	+
chr1	12163991	12169991	TNFRSF1B	0	+
chr1	12227030	12233030	VPS13D	0	+
chr1	12615210	12621210	DHRS3	0	-
chr1	12641085	12647085	AADACL4	0	+
chr1	12713110	12719110	AADACL3	0	+
chr1	12743200	12749200	C1orf158	0	+
chr1	12770738	12776738	PRAMEF12	0	+
chr1	12788397	12794397	PRAMEF1	0	+
chr1	12828410	12834410	PRAMEF11	0	-
chr1	12845720	12851720	HNRNPCL1	0	-
chr1	12854086	12860086	PRAMEF2	0	+
chr1	12883201	12889201	PRAMEF4	0	-
chr1	12895270	12901270	PRAMEF10	0	-
chr1	12913610	12919610	PRAMEF7	0	+
chr1	12944580	12950580	PRAMEF6	0	-
chr1	13053575	13059575	PRAMEF27	0	-
chr1	13057769	13063769	HNRNPCL3	0	+
chr1	13065677	13071677	PRAMEF25	0	+
chr1	13113854	13119854	HNRNPCL2	0	-
chr1	13153009	13159009	PRAMEF26	0	-
chr1	13162631	13168631	HNRNPCL4	0	-
chr1	13168848	13174848	PRAMEF9	0	+
chr1	13198409	13204409	PRAMEF13	0	-
chr1	13223106	13229106	PRAMEF18	0	-
chr1	13251212	13257212	PRAMEF5	0	+
chr1	13282174	13288174	PRAMEF8	0	-
chr1	13300539	13306539	PRAMEF33	0	+
chr1	13312581	13318581	PRAMEF15	0	+
chr1	13344134	13350134	PRAMEF14	0	-
chr1	13368900	13374900	PRAMEF19	0	-
chr1	13386632	13392632	PRAMEF17	0	+
chr1	13413351	13419351	PRAMEF20	0	+
chr1	13511003	13517003	LRRC38	0	-
chr1	13580465	13586465	PDPN	0	+
chr1	13697188	13703188	PRDM2	0	+
chr1	13889792	13895792	KAZN	0	+
chr1	15149532	15155532	TMEM51	0	+
chr1	15233521	15239521	FHAD1	0	+
chr1	15406888	15412888	EFHD2	0	+
chr1	15435442	15441442	CTRC	0	+
chr1	15523534	15529534	CASP9	0	-
chr1	15523813	15529813	DNAJC16	0	+
chr1	15614458	15620458	DDI2	0	+
chr1	15681320	15687320	PLEKHM2	0	+
chr1	15733258	15739258	SLC25A34	0	+
chr1	15739499	15745499	TMEM82	0	+
chr1	15753607	15759607	FBLIM1	0	+
chr1	15806348	15812348	UQCRHL	0	-
chr1	15833095	15839095	SPEN	0	+
chr1	15973132	15979132	ZBTB17	0	-
chr1	16001236	16007236	SRARP	0	+
chr1	16015875	16021875	CLCNKA	0	+
chr1	16037252	16043252	CLCNKB	0	+
chr1	16070651	16076651	FAM131C	0	-
chr1	16153069	16159069	EPHA2	0	-
chr1	16209652	16215652	ARHGEF19	0	-
chr1	16234183	16240183	CPLANE2	0	-
chr1	16349480	16355480	FBXO42	0	-
chr1	16434424	16440424	SPATA21	0	-
chr1	16437721	16443721	NECAP2	0	+
chr1	16610562	16616562	NBPF1	0	-
chr1	16737273	16743273	CROCC	0	+
chr1	16977632	16983632	MFAP2	0	-
chr1	17008928	17014928	ATP13A2	0	-
chr1	17051032	17057032	SDHB	0	-
chr1	17116451	17122451	PADI2	0	-
chr1	17202128	17208128	PADI1	0	+
chr1	17246098	17252098	PADI3	0	+
chr1	17305195	17311195	PADI4	0	+
chr1	17369196	17375196	PADI6	0	+
chr1	17436677	17442677	RCC2	0	-
chr1	17536698	17542698	ARHGEF10L	0	+
chr1	17752333	17758333	ACTL8	0	+
chr1	18104798	18110798	IGSF21	0	+
chr1	18477930	18483930	KLHDC7A	0	+
chr1	18627846	18633846	PAX7	0	+
chr1	18856682	18862682	TAS1R2	0	-
chr1	18899724	18905724	ALDH4A1	0	-
chr1	18953676	18959676	IFFO2	0	-
chr1	19207266	19213266	UBR4	0	-
chr1	19248552	19254552	EMC1	0	-
chr1	19248805	19254805	MRTO4	0	+
chr1	19285770	19291770	AKR7A3	0	-
chr1	19309144	19315144	AKR7A2	0	-
chr1	19309326	19315326	SLC66A1	0	+
chr1	19482539	19488539	CAPZB	0	-
chr1	19593979	19599979	NBL1	0	+
chr1	19661875	19667875	HTR6	0	+
chr1	19796945	19802945	TMCO4	0	-
chr1	19812283	19818283	RNF186	0	-
chr1	19879395	19885395	OTUD3	0	+
chr1	19920617	19926617	PLA2G2E	0	-
chr1	19977416	19983416	PLA2G2A	0	-
chr1	20025179	20031179	PLA2G5	0	+
chr1	20116566	20122566	PLA2G2D	0	-
chr1	20136323	20142323	PLA2G2F	0	+
chr1	20183518	20189518	PLA2G2C	0	-
chr1	20287875	20293875	VWA5B1	0	+
chr1	20483210	20489210	CAMK2N1	0	-
chr1	20505151	20511151	MUL1	0	-
chr1	20549573	20555573	FAM43B	0	+
chr1	20586086	20592086	CDA	0	+
chr1	20630458	20636458	PINK1	0	+
chr1	20658544	20664544	DDOST	0	-
chr1	20715017	20721017	KIF17	0	-
chr1	20729837	20735837	SH2D5	0	-
chr1	20784323	20790323	HP1BP3	0	-
chr1	21174285	21180285	EIF4G3	0	-
chr1	21342572	21348572	ECE1	0	-
chr1	21437128	21443128	NBPF3	0	+
chr1	21506397	21512397	ALPL	0	+
chr1	21666357	21672357	RAP1GAP	0	-
chr1	21780606	21786606	USP48	0	-
chr1	21934310	21940310	HSPG2	0	-
chr1	21974022	21980022	CELA3B	0	+
chr1	21998657	22004657	CELA3A	0	+
chr1	22022511	22028511	CDC42	0	+
chr1	22140969	22146969	WNT4	0	-
chr1	22425838	22431838	ZBTB40	0	+
chr1	22560489	22566489	EPHA8	0	+
chr1	22633628	22639628	C1QA	0	+
chr1	22640633	22646633	C1QC	0	+
chr1	22649762	22655762	C1QB	0	+
chr1	22707839	22713839	EPHB2	0	+
chr1	22962338	22968338	LACTBL1	0	-
chr1	23016100	23022100	TEX46	0	-
chr1	23016443	23022443	KDM1A	0	+
chr1	23174808	23180808	LUZP1	0	-
chr1	23214502	23220502	HTR1D	0	-
chr1	23341336	23347336	HNRNPR	0	-
chr1	23366836	23372836	ZNF436	0	-
chr1	23421748	23427748	TCEA3	0	-
chr1	23481568	23487568	ASAP3	0	-
chr1	23528233	23534233	E2F2	0	-
chr1	23556501	23562501	ID3	0	-
chr1	23688742	23694742	RPL11	0	+
chr1	23740448	23746448	ELOA	0	+
chr1	23775418	23781418	PITHD1	0	+
chr1	23788145	23794145	LYPLA2	0	+
chr1	23797781	23803781	GALE	0	-
chr1	23835620	23841620	HMGCL	0	-
chr1	23865290	23871290	FUCA1	0	-
chr1	23910362	23916362	CNR2	0	-
chr1	23953839	23959839	PNRC2	0	+
chr1	23977927	23983927	SRSF10	0	-
chr1	24109135	24115135	MYOM3	0	-
chr1	24140140	24146140	IL22RA1	0	-
chr1	24184959	24190959	IFNLR1	0	-
chr1	24196558	24202558	GRHL3	0	+
chr1	24412802	24418802	NIPAL3	0	+
chr1	24499351	24505351	RCAN3	0	+
chr1	24553087	24559087	NCMAP	0	+
chr1	24628716	24634716	SRRM1	0	+
chr1	24742382	24748382	CLIC4	0	+
chr1	24962121	24968121	RUNX3	0	-
chr1	25229502	25235502	SYF2	0	-
chr1	25335213	25341213	RSRP1	0	-
chr1	25427192	25433192	RHCE	0	-
chr1	25427858	25433858	MACO1	0	+
chr1	25540606	25546606	LDLRAP1	0	+
chr1	25613791	25619791	MAN1C1	0	+
chr1	25797193	25803193	SELENON	0	+
chr1	25856458	25862458	AUNIP	0	-
chr1	25872708	25878708	PAQR7	0	-
chr1	25903991	25909991	STMN1	0	-
chr1	25995117	26001117	PAFAH2	0	-
chr1	26016884	26022884	EXTL1	0	+
chr1	26043118	26049118	SLC30A2	0	-
chr1	26065436	26071436	TRIM63	0	-
chr1	26108165	26114165	PDIK1L	0	+
chr1	26156079	26162079	FAM110D	0	+
chr1	26165963	26171963	C1orf232	0	-
chr1	26168831	26174831	ZNF593OS	0	-
chr1	26174484	26180484	CNKSR1	0	+
chr1	26187561	26193561	CATSPER4	0	+
chr1	26231200	26237200	CEP85	0	+
chr1	26315363	26321363	UBXN11	0	-
chr1	26357080	26363080	CRYBG2	0	-
chr1	26371522	26377522	ZNF683	0	-
chr1	26407817	26413817	LIN28A	0	+
chr1	26429282	26435282	DHDDS	0	+
chr1	26469440	26475440	HMGN2	0	+
chr1	26526761	26532761	RPS6KA1	0	+
chr1	26690236	26696236	ARID1A	0	+
chr1	26784054	26790054	PIGV	0	+
chr1	26823688	26829688	ZDHHC18	0	+
chr1	26860149	26866149	SFN	0	+
chr1	26887283	26893283	GPN2	0	-
chr1	26897238	26903238	NUDC	0	+
chr1	26957468	26963468	KDF1	0	-
chr1	26990692	26996692	TRNP1	0	+
chr1	27009850	27015850	TENT5B	0	-
chr1	27163981	27169981	SLC9A1	0	-
chr1	27231632	27237632	WDTC1	0	+
chr1	27319145	27325145	TMEM222	0	+
chr1	27339020	27345020	SYTL1	0	+
chr1	27363961	27369961	MAP3K6	0	-
chr1	27371824	27377824	FCN3	0	-
chr1	27380333	27386333	CD164L2	0	-
chr1	27389622	27395622	GPR3	0	+
chr1	27487167	27493167	WASF2	0	-
chr1	27601431	27607431	AHDC1	0	-
chr1	27632185	27638185	FGR	0	-
chr1	27669212	27675212	IFI6	0	-
chr1	27722961	27728961	FAM76A	0	+
chr1	27770219	27776219	STX12	0	+
chr1	27827782	27833782	PPP1R8	0	+
chr1	27869543	27875543	THEMIS2	0	+
chr1	27911746	27917746	RPA2	0	-
chr1	27932000	27938000	SMPDL3B	0	+
chr1	27956588	27962588	XKR8	0	+
chr1	28085637	28091637	EYA3	0	-
chr1	28190936	28196936	PTAFR	0	-
chr1	28230029	28236029	DNAJC8	0	-
chr1	28233109	28239109	ATP5IF1	0	+
chr1	28256518	28262518	SESN2	0	+
chr1	28326002	28332002	MED18	0	+
chr1	28366582	28372582	PHACTR4	0	+
chr1	28502943	28508943	RCC1	0	+
chr1	28550085	28556085	TRNAU1AP	0	+
chr1	28645291	28651291	TAF12	0	-
chr1	28665778	28671778	GMEB1	0	+
chr1	28733621	28739621	YTHDF2	0	+
chr1	28809170	28815170	OPRD1	0	+
chr1	28884091	28890091	EPB41	0	+
chr1	29178900	29184900	SRSF4	0	-
chr1	29227942	29233942	MECR	0	-
chr1	29233516	29239516	PTPRU	0	+
chr1	30720585	30726585	MATN1	0	-
chr1	30754774	30760774	LAPTM5	0	-
chr1	30905758	30911758	SDC3	0	-
chr1	31062991	31068991	PUM1	0	-
chr1	31236887	31242887	NKAIN1	0	-
chr1	31293788	31299788	SNRNP40	0	-
chr1	31293982	31299982	ZCCHC17	0	+
chr1	31373850	31379850	FABP3	0	-
chr1	31406565	31412565	SERINC2	0	+
chr1	31573485	31579485	TINAGL1	0	+
chr1	31641896	31647896	PEF1	0	-
chr1	31701319	31707319	COL16A1	0	-
chr1	31761893	31767893	ADGRB2	0	-
chr1	31813022	31819022	SPOCD1	0	-
chr1	31941856	31947856	PTP4A2	0	-
chr1	32010868	32016868	KHDRBS1	0	+
chr1	32069031	32075031	TMEM39B	0	+
chr1	32105056	32111056	KPNA6	0	+
chr1	32176675	32182675	TXLNA	0	+
chr1	32197595	32203595	CCDC28B	0	+
chr1	32202671	32208671	IQCC	0	+
chr1	32218077	32224077	EIF3I	0	+
chr1	32244222	32250222	FAM167B	0	+
chr1	32248239	32254239	LCK	0	+
chr1	32289083	32295083	HDAC1	0	+
chr1	32333233	32339233	MARCKSL1	0	-
chr1	32348521	32354521	TSSK3	0	+
chr1	32391731	32397731	BSDC1	0	-
chr1	32462057	32468057	ENSG00000254553	0	+
chr1	32648142	32654142	RBBP4	0	+
chr1	32738830	32744830	KIAA1522	0	+
chr1	32814380	32820380	YARS1	0	-
chr1	32869482	32875482	FNDC5	0	-
chr1	32882994	32888994	HPCA	0	+
chr1	32961809	32967809	RNF19B	0	-
chr1	33077996	33083996	AK2	0	-
chr1	33078104	33084104	AZIN2	0	+
chr1	33179059	33185059	TRIM62	0	-
chr1	33253492	33259492	ZNF362	0	+
chr1	33318098	33324098	A3GALT2	0	-
chr1	33428095	33434095	PHC2	0	-
chr1	33469645	33475645	ZSCAN20	0	+
chr1	34162842	34168842	CSMD2	0	-
chr1	34163883	34169883	C1orf94	0	+
chr1	34856755	34862755	SMIM12	0	-
chr1	34926650	34932650	DLGAP3	0	-
chr1	35028741	35034741	ENSG00000271741	0	-
chr1	35029172	35035172	ZMYM1	0	+
chr1	35190145	35196145	SFPQ	0	-
chr1	35265709	35271709	ZMYM4	0	+
chr1	35554950	35560950	KIAA0319L	0	-
chr1	35570314	35576314	TFAP2E	0	+
chr1	35638526	35644526	PSMB2	0	-
chr1	35715894	35721894	C1orf216	0	-
chr1	35766978	35772978	CLSPN	0	-
chr1	35805016	35811016	AGO4	0	+
chr1	35866808	35872808	AGO1	0	+
chr1	35927718	35933718	AGO3	0	+
chr1	36081094	36087094	TEKT2	0	+
chr1	36085892	36091892	ADPRS	0	+
chr1	36122222	36128222	COL8A2	0	-
chr1	36152579	36158579	MAP7D1	0	+
chr1	36221432	36227432	THRAP3	0	+
chr1	36303368	36309368	SH3D21	0	+
chr1	36382924	36388924	STK40	0	-
chr1	36394908	36400908	LSM10	0	-
chr1	36447451	36453451	OSCP1	0	-
chr1	36461384	36467384	MRPS15	0	-
chr1	36480278	36486278	CSF3R	0	-
chr1	37031515	37037515	GRIK3	0	-
chr1	37471580	37477580	ZC3H12A	0	+
chr1	37511766	37517766	MEAF6	0	-
chr1	37551293	37557293	SNIP1	0	-
chr1	37592937	37598937	GNL2	0	-
chr1	37631892	37637892	RSPO1	0	-
chr1	37689249	37695249	C1orf109	0	-
chr1	37689481	37695481	CDCA8	0	+
chr1	37762133	37768133	EPHA10	0	-
chr1	37790847	37796847	MANEAL	0	+
chr1	37805208	37811208	YRDC	0	-
chr1	37856592	37862592	MTF1	0	-
chr1	37944057	37950057	INPP5B	0	-
chr1	37987075	37993075	SF3A3	0	-
chr1	38002606	38008606	FHL3	0	-
chr1	38006258	38012258	UTP11	0	+
chr1	38043793	38049793	POU3F1	0	-
chr1	38856772	38862772	RRAGC	0	-
chr1	38878617	38884617	ENSG00000274944	0	-
chr1	38938830	38944830	RHBDL2	0	-
chr1	38988276	38994276	AKIRIN1	0	+
chr1	39023318	39029318	NDUFS5	0	+
chr1	39078316	39084316	MACF1	0	+
chr1	39488636	39494636	BMP8A	0	+
chr1	39573790	39579790	PABPC4	0	-
chr1	39636643	39642643	HEYL	0	-
chr1	39669107	39675107	NT5C1A	0	-
chr1	39688485	39694485	HPCAL4	0	-
chr1	39689182	39695182	PPIE	0	+
chr1	39768348	39774348	OXCT2	0	-
chr1	39880511	39886511	TRIT1	0	-
chr1	39899256	39905256	MYCL	0	-
chr1	39952112	39958112	MFSD2A	0	+
chr1	40037233	40043233	CAP1	0	+
chr1	40094260	40100260	PPT1	0	-
chr1	40158387	40164387	RLF	0	+
chr1	40242947	40248947	TMCO2	0	+
chr1	40255041	40261041	ZMPSTE24	0	+
chr1	40314813	40320813	COL9A2	0	-
chr1	40341850	40347850	SMAP2	0	+
chr1	40447102	40453102	ZFP69B	0	+
chr1	40474290	40480290	ZFP69	0	+
chr1	40505741	40511741	EXO5	0	+
chr1	40528573	40534573	ZNF684	0	+
chr1	40662682	40668682	RIMS3	0	-
chr1	40688648	40694648	NFYC	0	+
chr1	40780787	40786787	KCNQ4	0	+
chr1	40859363	40865363	CITED4	0	-
chr1	40976688	40982688	CTPS1	0	+
chr1	41020237	41026237	SLFNL1	0	-
chr1	41239154	41245154	SCMH1	0	-
chr1	41358922	41364922	FOXO6	0	+
chr1	41481683	41487683	EDN2	0	-
chr1	42032925	42038925	HIVEP3	0	-
chr1	42150410	42156410	GUCA2B	0	+
chr1	42161745	42167745	GUCA2A	0	-
chr1	42332877	42338877	FOXJ3	0	-
chr1	42377792	42383792	RIMKLA	0	+
chr1	42453253	42459253	ZMYND12	0	-
chr1	42460221	42466221	CCDC30	0	+
chr1	42655335	42661335	PPIH	0	+
chr1	42679418	42685418	YBX1	0	+
chr1	42737254	42743254	CLDN19	0	-
chr1	42764084	42770084	P3H1	0	-
chr1	42781991	42787991	TMEM269	0	+
chr1	42814122	42820122	ERMAP	0	+
chr1	42843573	42849573	ZNF691	0	+
chr1	42955893	42961893	SLC2A1	0	-
chr1	43142153	43148153	FAM183A	0	+
chr1	43267936	43273936	EBNA1BP2	0	-
chr1	43282617	43288617	C1orf210	0	-
chr1	43297982	43303982	TIE1	0	+
chr1	43334818	43340818	MPL	0	+
chr1	43355981	43361981	CDC20	0	+
chr1	43365074	43371074	ELOVL1	0	-
chr1	43386808	43392808	MED8	0	-
chr1	43386882	43392882	SZT2	0	+
chr1	43522187	43528187	PTPRF	0	+
chr1	43647149	43653149	ENSG00000284989	0	+
chr1	43930320	43936320	ARTN	0	+
chr1	43943950	43949950	IPO13	0	+
chr1	43967000	43973000	DPH2	0	+
chr1	43971487	43977487	ATP6V0B	0	+
chr1	43975943	43981943	B4GALT2	0	+
chr1	44028467	44034467	SLC6A9	0	-
chr1	44115821	44121821	KLF17	0	+
chr1	44138631	44144631	KLF18	0	-
chr1	44210455	44216455	DMAP1	0	+
chr1	44352260	44358260	ERI3	0	-
chr1	44402194	44408194	RNF220	0	+
chr1	44671692	44677692	ARMH1	0	+
chr1	44736818	44742818	KIF2C	0	+
chr1	44772251	44778251	RPS8	0	+
chr1	44785170	44791170	BEST4	0	-
chr1	44797377	44803377	PLK3	0	+
chr1	44805482	44811482	BTBD19	0	+
chr1	44840253	44846253	PTCH2	0	-
chr1	44983722	44989722	EIF2B3	0	-
chr1	45008324	45014324	HECTD3	0	-
chr1	45303209	45309209	ZSWIM5	0	-
chr1	45323895	45329895	HPDL	0	+
chr1	45488155	45494155	ENSG00000288208	0	-
chr1	45497079	45503079	CCDC163	0	-
chr1	45539732	45545732	PRDX1	0	-
chr1	45547543	45553543	AKR1A1	0	+
chr1	45580846	45586846	NASP	0	+
chr1	45621057	45627057	CCDC17	0	-
chr1	45685113	45691113	GPBP1L1	0	-
chr1	45747653	45753653	IPP	0	-
chr1	45783987	45789987	MAST2	0	+
chr1	46173488	46179488	P3R3URF-PIK3R3	0	-
chr1	46217305	46223305	POMGNT1	0	-
chr1	46300616	46306616	LRRC41	0	-
chr1	46300698	46306698	UQCRH	0	+
chr1	46337789	46343789	NSUN4	0	+
chr1	46391317	46397317	FAAH	0	+
chr1	46486836	46492836	DMBX1	0	+
chr1	46540969	46546969	TMEM275	0	-
chr1	46548647	46554647	KNCN	0	-
chr1	46613843	46619843	MKNK1	0	-
chr1	46670867	46676867	ATPAF1	0	-
chr1	46716146	46722146	EFCAB14	0	-
chr1	46754838	46760838	CYP4B1	0	+
chr1	46938484	46944484	CYP4A11	0	-
chr1	47020669	47026669	CYP4X1	0	+
chr1	47064231	47070231	CYP4Z1	0	+
chr1	47134435	47140435	CYP4A22	0	+
chr1	47188044	47194044	PDZK1IP1	0	-
chr1	47229225	47235225	TAL1	0	-
chr1	47311892	47317892	STIL	0	-
chr1	47330790	47336790	CMPK1	0	+
chr1	47413285	47419285	FOXE3	0	+
chr1	47435044	47441044	FOXD2	0	+
chr1	47994385	48000385	TRABD2B	0	-
chr1	48219685	48225685	SLC5A9	0	+
chr1	48469208	48475208	SPATA6	0	-
chr1	50020954	50026954	AGBL4	0	-
chr1	50021029	50027029	ELAVL4	0	+
chr1	50420443	50426443	DMRTA2	0	-
chr1	50957267	50963267	FAF1	0	-
chr1	50957745	50963745	CDKN2C	0	+
chr1	51099221	51105221	C1orf185	0	+
chr1	51233273	51239273	RNF11	0	+
chr1	51342116	51348116	TTC39A	0	-
chr1	51516266	51522266	EPS15	0	-
chr1	51574179	51580179	OSBPL9	0	+
chr1	51987700	51993700	RAB3B	0	-
chr1	52052191	52058191	TXNDC12	0	-
chr1	52053199	52059199	BTF3L4	0	+
chr1	52139089	52145089	ZFYVE9	0	+
chr1	52401423	52407423	ORC1	0	-
chr1	52550487	52556487	TUT4	0	-
chr1	52599371	52605371	GPX7	0	+
chr1	52630168	52636168	SHISAL2A	0	+
chr1	52695347	52701347	COA7	0	-
chr1	52723453	52729453	ZYG11B	0	+
chr1	52839511	52845511	ZYG11A	0	+
chr1	52924212	52930212	ECHDC2	0	-
chr1	52924276	52930276	SCP2	0	+
chr1	53059052	53065052	PODN	0	+
chr1	53139638	53145638	SLC1A7	0	-
chr1	53193792	53199792	CPT2	0	+
chr1	53235518	53241518	MAGOH	0	-
chr1	53325469	53331469	LRP8	0	-
chr1	53456399	53462399	DMRTB1	0	+
chr1	53736164	53742164	GLIS1	0	-
chr1	53835463	53841463	NDC1	0	-
chr1	53886798	53892798	YIPF1	0	-
chr1	53888239	53894239	DIO1	0	+
chr1	53942699	53948699	HSPB11	0	-
chr1	53943085	53949085	LRRC42	0	+
chr1	54015186	54021186	LDLRAD1	0	-
chr1	54050504	54056504	TMEM59	0	-
chr1	54050584	54056584	TCEANC2	0	+
chr1	54197073	54203073	ENSG00000256407	0	-
chr1	54410479	54416479	SSBP3	0	-
chr1	54539257	54545257	ACOT11	0	+
chr1	54638786	54644786	MROH7-TTC4	0	+
chr1	54761523	54767523	PARS2	0	-
chr1	54798323	54804323	TTC22	0	-
chr1	54803063	54809063	LEXM	0	+
chr1	54884195	54890195	DHCR24	0	-
chr1	54977628	54983628	TMEM61	0	+
chr1	54995933	55001933	BSND	0	+
chr1	55036447	55042447	PCSK9	0	+
chr1	55212364	55218364	USP24	0	-
chr1	56521495	56527495	ENSG00000284686	0	-
chr1	56642314	56648314	PRKAA2	0	+
chr1	56816696	56822696	FYB2	0	-
chr1	56851797	56857797	C8A	0	+
chr1	56963140	56969140	C8B	0	-
chr1	58543734	58549734	DAB1	0	-
chr1	58574252	58580252	TACSTD2	0	-
chr1	58697077	58703077	MYSM1	0	-
chr1	58781048	58787048	JUN	0	-
chr1	59293638	59299638	FGGY	0	+
chr1	59811786	59817786	HOOK1	0	+
chr1	59923773	59929773	CYP2J2	0	-
chr1	60070770	60076770	C1orf87	0	-
chr1	60862259	60868259	NFIA	0	+
chr1	61722423	61728423	TM2D1	0	-
chr1	61739477	61745477	PATJ	0	+
chr1	62191849	62197849	L1TD1	0	+
