Chr	Start	End	Gene_Name	Strand
1	37511774	37517774	MEAF6	-
1	37551302	37557302	SNIP1	-
1	37553919	37559919	DNALI1	+
1	37592935	37598935	GNL2	-
1	37608748	37614748	RSPO1	-
1	37631923	37637923	RSPO1	-
1	37689249	37695249	C1orf109	-
1	37689418	37695418	CDCA8	+
1	37762133	37768133	EPHA10	-
1	37790802	37796802	MANEAL	+
1	37803979	37809979	C1orf122	+
1	37805185	37811185	YRDC	-
1	37856620	37862620	MTF1	-
1	37944057	37950057	INPP5B	-
1	37987921	37993921	SF3A3	-
1	38002606	38008606	FHL3	-
1	38006258	38012258	UTP11	+
1	38043794	38049794	POU3F1	-
1	38856823	38862823	RRAGC	-
1	38871105	38877105	MYCBP	-
1	38878587	38884587	GJA9	-
1	38938799	38944799	RHBDL2	-
1	38988223	38994223	AKIRIN1	+
1	39023318	39029318	NDUFS5	+
1	39078316	39084316	MACF1	+
1	39488646	39494646	BMP8A	+
1	39573790	39579790	PABPC4	-
1	39636945	39642945	HEYL	-
1	39669038	39675038	NT5C1A	-
1	39688689	39694689	HPCAL4	-
1	39689182	39695182	PPIE	+
1	39768348	39774348	BMP8B	-
1	39785861	39791861	OXCT2	-
1	39880511	39886511	TRIT1	-
1	39899256	39905256	MYCL	-
1	39952112	39958112	MFSD2A	+
1	40037233	40043233	CAP1	+
1	40094703	40100703	PPT1	-
1	40158373	40164373	RLF	+
1	40255107	40261107	ZMPSTE24	+
1	40314816	40320816	COL9A2	-
1	40341850	40347850	SMAP2	+
1	40447102	40453102	ZFP69B	+
1	40474215	40480215	ZFP69	+
1	40505741	40511741	EXO5	+
1	40528561	40534561	ZNF684	+
1	40662657	40668657	RIMS3	-
1	40688648	40694648	NFYC	+
1	40781012	40787012	KCNQ4	+
1	40859366	40865366	CITED4	-
1	40976335	40982335	CTPS1	+
1	41020237	41026237	SLFNL1	-
1	41239154	41245154	SCMH1	-
1	41358922	41364922	FOXO6	+
1	41481673	41487673	EDN2	-
1	42032925	42038925	HIVEP3	-
1	42150421	42156421	GUCA2B	+
1	42332877	42338877	FOXJ3	-
1	42377795	42383795	RIMKLA	+
1	42453117	42459117	PPCS	+
1	42453267	42459267	ZMYND12	-
1	42460330	42466330	CCDC30	+
1	42655425	42661425	PPIH	+
1	42679427	42685427	YBX1	+
1	42737254	42743254	CLDN19	-
1	42764084	42770084	P3H1	-
1	42764269	42770269	C1orf50	+
1	42814124	42820124	ERMAP	+
1	42814252	42820252	SVBP	-
1	42843573	42849573	ZNF691	+
1	42956173	42962173	SLC2A1	-
1	43142153	43148153	FAM183A	+
1	43169149	43175149	CFAP57	+
1	43251358	43257358	EBNA1BP2	-
1	43266994	43272994	TMEM125	+
1	43297993	43303993	TIE1	+
1	43334807	43340807	MPL	+
1	43355955	43361955	CDC20	+
1	43365074	43371074	ELOVL1	-
1	43386808	43392808	MED8	-
1	43386882	43392882	SZT2	+
1	43450989	43456989	HYI	-
1	43522187	43528187	PTPRF	+
1	43647158	43653158	KDM4A	+
1	43702824	43708824	ST3GAL3	+
1	43807884	43813884	ST3GAL3	+
1	43930320	43936320	ARTN	+
1	43943939	43949939	IPO13	+
1	43967000	43973000	DPH2	+
1	43971487	43977487	ATP6V0B	+
1	43975943	43981943	B4GALT2	+
1	43988359	43994359	CCDC24	+
1	44028467	44034467	SLC6A9	-
1	44115850	44121850	KLF17	+
1	44210455	44216455	DMAP1	+
1	44352260	44358260	ERI3	-
1	44402194	44408194	RNF220	+
1	44671555	44677555	TMEM53	-
1	44736818	44742818	KIF2C	+
1	44772251	44778251	RPS8	+
1	44784705	44790705	BEST4	-
1	44797225	44803225	PLK3	+
1	44803675	44809675	TCTEX1D4	-
1	44805482	44811482	BTBD19	+
1	44840063	44846063	PTCH2	-
1	44983722	44989722	EIF2B3	-
1	45008329	45014329	HECTD3	-
1	45009147	45015147	UROD	+
1	45303209	45309209	ZSWIM5	-
1	45323905	45329905	HPDL	+
1	45336670	45342670	TOE1	+
1	45337470	45343470	MUTYH	-
1	45488166	45494166	TESK2	-
1	45497053	45503053	MMACHC	+
1	45520047	45526047	PRDX1	-
1	45547543	45553543	AKR1A1	+
1	45580846	45586846	NASP	+
1	45621057	45627057	CCDC17	-
1	45684214	45690214	TMEM69	+
1	45685113	45691113	GPBP1L1	-
1	45747650	45753650	IPP	-
1	45783987	45789987	MAST2	+
1	46130036	46136036	PIK3R3	-
1	46172073	46178073	TSPAN1	+
1	46200334	46206334	LURAP1	+
1	46217305	46223305	POMGNT1	-
1	46244688	46250688	RAD54L	+
1	46300608	46306608	LRRC41	-
1	46300631	46306631	UQCRH	+
1	46337177	46343177	NSUN4	+
1	46391265	46397265	FAAH	+
1	46503996	46509996	DMBX1	+
1	46548527	46554527	KNCN	-
1	46613843	46619843	MKNK1	-
1	46613891	46619891	MOB3C	-
1	46665855	46671855	TEX38	+
1	46670594	46676594	ATPAF1	-
1	46716064	46722064	EFCAB14	-
1	47020568	47026568	CYP4X1	+
1	47064488	47070488	CYP4Z1	+
1	47188044	47194044	PDZK1IP1	-
1	47311147	47317147	STIL	-
1	47330797	47336797	CMPK1	+
1	47413072	47419072	FOXE3	+
1	47433017	47439017	FOXD2	+
1	47993895	47999895	TRABD2B	-
1	48219685	48225685	SLC5A9	+
1	48469208	48475208	SPATA6	-
1	48773969	48779969	AGBL4	-
1	50020913	50026913	BEND5	-
1	50420500	50426500	DMRTA2	-
1	50957263	50963263	FAF1	-
1	50957745	50963745	CDKN2C	+
1	51099234	51105234	C1orf185	+
1	51233271	51239271	RNF11	+
1	51342116	51348116	TTC39A	-
1	51516328	51522328	EPS15	-
1	51574179	51580179	OSBPL9	+
1	51875937	51881937	NRDC	-
1	51987764	51993764	RAB3B	-
1	52030816	52036816	TXNDC12	-
1	52053125	52059125	BTF3L4	+
1	52053171	52059171	KTI12	-
1	52139094	52145094	ZFYVE9	+
1	52363193	52369193	CC2D1B	-
1	52401459	52407459	ORC1	-
1	52401564	52407564	PRPF38A	+
1	52550487	52556487	ZCCHC11	-
1	52599372	52605372	GPX7	+
1	52695366	52701366	COA7	-
1	52723467	52729467	ZYG11B	+
1	52839511	52845511	ZYG11A	+
1	52924212	52930212	ECHDC2	-
1	52924229	52930229	SCP2	+
1	53059052	53065052	PODN	+
1	53139632	53145632	SLC1A7	-
1	53193429	53199429	CPT2	+
1	53217617	53223617	C1orf123	-
1	53235610	53241610	MAGOH	-
1	53325070	53331070	LRP8	-
1	53735106	53741106	GLIS1	-
1	53835860	53841860	NDC1	-
1	53886834	53892834	YIPF1	-
1	53888239	53894239	DIO1	+
1	53942929	53948929	HSPB11	-
1	53943077	53949077	LRRC42	+
1	54015186	54021186	LDLRAD1	-
1	54050504	54056504	TMEM59	-
1	54050587	54056587	TCEANC2	+
1	54150770	54156770	CDCP2	-
1	54181041	54187041	MRPL37	+
1	54197036	54203036	CYB5RL	-
1	54410479	54416479	SSBP3	-
1	54539257	54545257	ACOT11	+
1	54636192	54642192	FAM151A	-
1	54638754	54644754	MROH7	+
1	54638786	54644786	MROH7-TTC4	+
1	54712822	54718822	TTC4	+
1	54761514	54767514	PARS2	-
1	54798267	54804267	TTC22	-
1	54803063	54809063	LEXM	+
1	54884218	54890218	DHCR24	-
1	54977792	54983792	TMEM61	+
1	54995933	55001933	BSND	+
1	55036548	55042548	PCSK9	+
1	55212113	55218113	USP24	-
1	56547712	56553712	PLPP3	-
1	56642301	56648301	PLPP3	-
1	56642322	56648322	PRKAA2	+
1	56851806	56857806	C8A	+
1	56963140	56969140	C8B	-
1	57273696	57279696	DAB1	-
1	58543734	58549734	DAB1	-
1	58543802	58549802	OMA1	-
1	58574773	58580773	TACSTD2	-
1	58697092	58703092	MYSM1	-
1	58781327	58787327	JUN	-
1	59293638	59299638	FGGY	+
1	59811786	59817786	HOOK1	+
1	59923790	59929790	CYP2J2	-
1	60070770	60076770	C1orf87	-
1	60862259	60868259	NFIA	+
1	61722423	61728423	TM2D1	-
1	61739477	61745477	PATJ	+
1	62301730	62307730	KANK4	-
1	62316414	62322414	KANK4	-
1	62433297	62439297	USP1	+
1	62594487	62600487	ANGPTL3	+
1	62603159	62609159	DOCK7	-
1	62781135	62787135	ATG4C	+
1	63320041	63326041	FOXD3	+
1	63364590	63370590	ALG6	+
1	63520372	63526372	EFCAB7	+
1	63569693	63575693	ITGB3BP	-
1	63590276	63596276	PGM1	+
1	63771022	63777022	ROR1	+
1	63965478	63971478	ROR1	+
1	64076849	64082849	ROR1	+
1	64078783	64084783	ROR1	+
1	64080608	64086608	ROR1	+
1	64467792	64473792	CACHD1	+
1	64742095	64748095	RAVER2	+
1	64963504	64969504	JAK1	-
1	65144549	65150549	AK4	+
1	65245219	65251219	DNAJC6	+
1	65417587	65423587	LEPROT	+
1	65417652	65423652	LEPR	+
1	65789514	65795514	PDE4B	+
1	66530383	66536383	SGIP1	+
1	66921887	66927887	WDR78	-
1	66921895	66927895	MIER1	+
1	67051099	67057099	SLC35D1	-
1	67135907	67141907	IL23R	+
1	67228853	67234853	C1orf141	-
1	67304364	67310364	IL12RB2	+
1	67427415	67433415	SERBP1	-
1	67682061	67688061	GADD45A	+
1	67830467	67836467	GNG12	-
1	68048631	68054631	DIRAS3	-
1	68230120	68236120	WLS	-
1	68446959	68452959	RPE65	-
1	68494221	68500221	DEPDC1	-
1	69565398	69571398	LRRC7	+
1	70202620	70208620	LRRC40	-
1	70202682	70208682	SRSF11	+
1	70351734	70357734	ANKRD13C	-
1	70351805	70357805	HHLA3	+
1	70408218	70414218	CTH	+
1	71044808	71050808	PTGER3	-
1	71078297	71084297	ZRANB2	-
1	72279734	72285734	NEGR1	-
1	74195187	74201187	LRRIQ3	-
1	74195212	74201212	FPGT	+
