Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	150628852	150629945	150629506	1093	150629398	-546	547	108
chr1	155311963	155315533	155312373	3570	155313748	-1785	1785	-1375
chr1	42930860	42932476	42931078	1616	42931668	-808	808	-590
chr1	160238884	160241198	160240318	2314	160240041	-1157	1157	277
chr1	52353138	52356293	52353461	3155	52354715	-1577	1578	-1254
chr1	11847599	11853093	11847627	5494	11850346	-2747	2747	-2719
chr1	109236669	109240175	109237802	3506	109238422	-1753	1753	-620
chr1	155177829	155181297	155179889	3468	155179563	-1734	1734	326
chr1	153987648	153993163	153992859	5515	153990405	-2757	2758	2454
chr1	11669859	11675057	11673766	5198	11672458	-2599	2599	1308
chr1	161121454	161124393	161122110	2939	161122923	-1469	1470	-813
chr1	92831277	92832587	92832079	1310	92831932	-655	655	147
chr1	153951063	153956383	153951374	5320	153953723	-2660	2660	-2349
chr1	19140358	19142431	19141740	2073	19141394	-1036	1037	346
chr1	161155682	161163352	161158123	7670	161159517	-3835	3835	-1394
chr1	26779388	26781241	26779863	1853	26780314	-926	927	-451
chr1	179086885	179094678	179094136	7793	179090781	-3896	3897	3355
chr1	32767962	32774402	32770414	6440	32771182	-3220	3220	-768
chr1	6211044	6214118	6211894	3074	6212581	-1537	1537	-687
chr1	160238884	160241198	160240245	2314	160240041	-1157	1157	204
chr1	204195919	204203172	204202895	7253	204199545	-3626	3627	3350
chr1	1756543	1761566	1758523	5023	1759054	-2511	2512	-531
chr1	145923787	145930293	145924521	6506	145927040	-3253	3253	-2519
chr1	246913175	246916262	246913360	3087	246914718	-1543	1544	-1358
chr1	117074836	117076768	117074992	1932	117075802	-966	966	-810
chr1	150628852	150629945	150629466	1093	150629398	-546	547	68
chr1	9600235	9605556	9602336	5321	9602895	-2660	2661	-559
chr1	11955687	11961786	11957002	6099	11958736	-3049	3050	-1734
chr1	181047393	181052180	181050064	4787	181049786	-2393	2394	278
chr1	202892025	202895056	202892351	3031	202893540	-1515	1516	-1189
chr1	112695108	112699703	112698081	4595	112697405	-2297	2298	676
chr1	154249041	154251725	154251647	2684	154250383	-1342	1342	1264
chr1	53270944	53275106	53271259	4162	53273025	-2081	2081	-1766
chr1	112455454	112457889	112457215	2435	112456671	-1217	1218	544
chr1	150963764	150965163	150964252	1399	150964463	-699	700	-211
chr1	145845583	145848365	145847587	2782	145846974	-1391	1391	613
chr1	85580671	85583428	85583095	2757	85582049	-1378	1379	1046
chr1	15933469	15937568	15934964	4099	15935518	-2049	2050	-554
chr1	35191421	35193804	35193050	2383	35192612	-1191	1192	438
chr1	37481025	37484310	37483802	3285	37482667	-1642	1643	1135
chr1	117077618	117080810	117077972	3192	117079214	-1596	1596	-1242
chr1	154182026	154187241	154183169	5215	154184633	-2607	2608	-1464
chr1	154958882	154962939	154958907	4057	154960910	-2028	2029	-2003
chr1	159935742	159938062	159936454	2320	159936902	-1160	1160	-448
chr1	15933469	15937568	15935078	4099	15935518	-2049	2050	-440
chr1	107055484	107058627	107057655	3143	107057055	-1571	1572	600
chr1	51407658	51410552	51408330	2894	51409105	-1447	1447	-775
chr1	150619757	150624493	150624483	4736	150622125	-2368	2368	2358
chr1	43171624	43173547	43172123	1923	43172585	-961	962	-462
chr1	150259585	150261859	150260269	2274	150260722	-1137	1137	-453
chr1	156290990	156293471	156293366	2481	156292230	-1240	1241	1136
chr1	36455455	36456492	36456312	1037	36455973	-518	519	339
chr1	44758568	44760985	44759251	2417	44759776	-1208	1209	-525
chr1	46285493	46286806	46286350	1313	46286149	-656	657	201
chr1	180264808	180272560	180271869	7752	180268684	-3876	3876	3185
chr1	109248872	109255065	109251479	6193	109251968	-3096	3097	-489
chr1	161212057	161216693	161214164	4636	161214375	-2318	2318	-211
chr1	16989695	16995258	16992289	5563	16992476	-2781	2782	-187
chr1	159935742	159938062	159936781	2320	159936902	-1160	1160	-121
chr1	149886886	149889648	149887265	2762	149888267	-1381	1381	-1002
chr1	43601290	43604634	43603644	3344	43602962	-1672	1672	682
chr1	154550069	154556304	154552804	6235	154553186	-3117	3118	-382
chr1	156264470	156268536	156266571	4066	156266503	-2033	2033	68
chr1	203817334	203820919	203818580	3585	203819126	-1792	1793	-546
chr1	16628206	16635716	16630324	7510	16631961	-3755	3755	-1637
chr1	32229949	32235778	32234453	5829	32232863	-2914	2915	1590
chr1	160998900	161001224	160999977	2324	161000062	-1162	1162	-85
chr1	150967054	150969017	150968442	1963	150968035	-981	982	407
chr1	156264470	156268536	156266326	4066	156266503	-2033	2033	-177
chr1	153972617	153977782	153974817	5165	153975199	-2582	2583	-382
chr1	209796450	209799899	209796477	3449	209798174	-1724	1725	-1697
chr1	42816044	42817506	42816441	1462	42816775	-731	731	-334
chr1	43614371	43620204	43619297	5833	43617287	-2916	2917	2010
chr1	151042476	151049117	151043065	6641	151045796	-3320	3321	-2731
chr1	154550069	154556304	154552445	6235	154553186	-3117	3118	-741
chr1	155060158	155062797	155062509	2639	155061477	-1319	1320	1032
chr1	147620244	147621915	147620775	1671	147621079	-835	836	-304
chr1	206731327	206735449	206732574	4122	206733388	-2061	2061	-814
chr1	10657514	10661825	10660487	4311	10659669	-2155	2156	818
chr1	15933469	15937568	15933987	4099	15935518	-2049	2050	-1531
chr1	202011191	202015827	202015368	4636	202013509	-2318	2318	1859
chr1	160238884	160241198	160240071	2314	160240041	-1157	1157	30
chr1	151299830	151304141	151302220	4311	151301985	-2155	2156	235
chr1	156264470	156268536	156268290	4066	156266503	-2033	2033	1787
chr1	1532379	1537640	1533987	5261	1535009	-2630	2631	-1022
chr1	6439310	6444889	6444619	5579	6442099	-2789	2790	2520
chr1	6583468	6589608	6585882	6140	6586538	-3070	3070	-656
chr1	11827935	11830485	11829306	2550	11829210	-1275	1275	96
chr1	19311895	19318460	19317730	6565	19315177	-3282	3283	2553
chr1	25817550	25823342	25823056	5792	25820446	-2896	2896	2610
chr1	37481025	37484310	37483603	3285	37482667	-1642	1643	936
chr1	45002551	45008655	45008510	6104	45005603	-3052	3052	2907
chr1	46188177	46190504	46189991	2327	46189340	-1163	1164	651
chr1	59857974	59859084	59858466	1110	59858529	-555	555	-63
chr1	85580671	85583428	85582466	2757	85582049	-1378	1379	417
chr1	114713047	114714496	114713920	1449	114713771	-724	725	149
chr1	149899854	149902672	149900052	2818	149901263	-1409	1409	-1211
chr1	150994454	150995622	150994635	1168	150995038	-584	584	-403
chr1	153951063	153956383	153952022	5320	153953723	-2660	2660	-1701
chr1	155135584	155137932	155137693	2348	155136758	-1174	1174	935
chr1	156730411	156736365	156732329	5954	156733388	-2977	2977	-1059
chr1	156730411	156736365	156733414	5954	156733388	-2977	2977	26
chr1	156804501	156807235	156807214	2734	156805868	-1367	1367	1346
chr1	156937683	156942123	156938455	4440	156939903	-2220	2220	-1448
chr1	161114984	161121140	161118016	6156	161118062	-3078	3078	-46
chr1	180184461	180188640	180186141	4179	180186550	-2089	2090	-409
chr1	200407901	200411046	200408991	3145	200409473	-1572	1573	-482
chr1	204121640	204124898	204123678	3258	204123269	-1629	1629	409
chr1	204257122	204262139	204257428	5017	204259630	-2508	2509	-2202
chr1	228285602	228292931	228288243	7329	228289266	-3664	3665	-1023
chr1	16618109	16621870	16619828	3761	16619989	-1880	1881	-161
chr1	11827935	11830485	11829288	2550	11829210	-1275	1275	78
chr1	16989695	16995258	16990179	5563	16992476	-2781	2782	-2297
chr1	31433438	31437448	31434185	4010	31435443	-2005	2005	-1258
chr1	110337341	110342887	110342101	5546	110340114	-2773	2773	1987
chr1	228367917	228374092	228372781	6175	228371004	-3087	3088	1777
chr1	13781767	13782719	13782074	952	13782243	-476	476	-169
chr1	156010655	156011805	156011786	1150	156011230	-575	575	556
chr1	183561553	183563778	183563502	2225	183562665	-1112	1113	837
chr1	226983256	226987161	226984118	3905	226985208	-1952	1953	-1090
chr1	1915137	1918067	1916828	2930	1916602	-1465	1465	226
chr1	147622009	147624430	147624078	2421	147623219	-1210	1211	859
chr1	58575507	58578070	58576516	2563	58576788	-1281	1282	-272
chr1	8354824	8361599	8356115	6775	8358211	-3387	3388	-2096
chr1	32380113	32384605	32383964	4492	32382359	-2246	2246	1605
chr1	44776008	44781385	44777615	5377	44778696	-2688	2689	-1081
chr1	150806278	150808039	150806710	1761	150807158	-880	881	-448
chr1	153660205	153662626	153662399	2421	153661415	-1210	1211	984
chr1	153972617	153977782	153973257	5165	153975199	-2582	2583	-1942
chr1	154347482	154350294	154348467	2812	154348888	-1406	1406	-421
chr1	154958882	154962939	154959512	4057	154960910	-2028	2029	-1398
chr1	154990293	154994176	154993642	3883	154992234	-1941	1942	1408
chr1	155060158	155062797	155062548	2639	155061477	-1319	1320	1071
chr1	155754295	155755405	155754416	1110	155754850	-555	555	-434
chr1	156234408	156238188	156236468	3780	156236298	-1890	1890	170
chr1	179591159	179593494	179592602	2335	179592326	-1167	1168	276
chr1	181047393	181052180	181049160	4787	181049786	-2393	2394	-626
chr1	202966360	202968233	202966775	1873	202967296	-936	937	-521
chr1	204128958	204132439	204132042	3481	204130698	-1740	1741	1344
chr1	204240755	204245848	204241726	5093	204243301	-2546	2547	-1575
chr1	204257122	204262139	204261354	5017	204259630	-2508	2509	1724
chr1	228285602	228292931	228287891	7329	228289266	-3664	3665	-1375
chr1	244854759	244856700	244855946	1941	244855729	-970	971	217
chr1	117032656	117035116	117034077	2460	117033886	-1230	1230	191
chr1	112455454	112457889	112456856	2435	112456671	-1217	1218	185
chr1	156152263	156157077	156154690	4814	156154670	-2407	2407	20
chr1	16618109	16621870	16619911	3761	16619989	-1880	1881	-78
chr1	33363297	33368841	33368589	5544	33366069	-2772	2772	2520
chr1	150281278	150286016	150283554	4738	150283647	-2369	2369	-93
chr1	156724943	156729343	156729215	4400	156727143	-2200	2200	2072
chr1	166849496	166852355	166850135	2859	166850925	-1429	1430	-790
chr1	204225675	204231325	204230535	5650	204228500	-2825	2825	2035
chr1	54852761	54856917	54854172	4156	54854839	-2078	2078	-667
chr1	206912426	206915527	206913930	3101	206913976	-1550	1551	-46
chr1	151263082	151267448	151263929	4366	151265265	-2183	2183	-1336
chr1	205748437	205751180	205750235	2743	205749808	-1371	1372	427
chr1	112695108	112699703	112695484	4595	112697405	-2297	2298	-1921
chr1	117074836	117076768	117075074	1932	117075802	-966	966	-728
chr1	155123365	155128727	155127956	5362	155126046	-2681	2681	1910
chr1	108192508	108194064	108192636	1556	108193286	-778	778	-650
chr1	45565962	45569792	45568563	3830	45567877	-1915	1915	686
chr1	112699838	112704154	112703675	4316	112701996	-2158	2158	1679
chr1	181088390	181090557	181088945	2167	181089473	-1083	1084	-528
chr1	32767962	32774402	32772872	6440	32771182	-3220	3220	1690
chr1	200737832	200740952	200739795	3120	200739392	-1560	1560	403
chr1	161173127	161176094	161173632	2967	161174610	-1483	1484	-978
chr1	88980788	88985066	88983410	4278	88982927	-2139	2139	483
chr1	16934207	16937726	16937653	3519	16935966	-1759	1760	1687
chr1	20644338	20650240	20644541	5902	20647289	-2951	2951	-2748
chr1	236858076	236860228	236859836	2152	236859152	-1076	1076	684
chr1	16198828	16203797	16199173	4969	16201312	-2484	2485	-2139
chr1	155177829	155181297	155178184	3468	155179563	-1734	1734	-1379
chr1	6463969	6471224	6470561	7255	6467596	-3627	3628	2965
chr1	201871552	201875720	201874936	4168	201873636	-2084	2084	1300
chr1	17027230	17029901	17028706	2671	17028565	-1335	1336	141
chr1	107055484	107058627	107057976	3143	107057055	-1571	1572	921
chr1	16393045	16399658	16395878	6613	16396351	-3306	3307	-473
chr1	26182702	26187437	26184404	4735	26185069	-2367	2368	-665
chr1	26182702	26187437	26187188	4735	26185069	-2367	2368	2119
chr1	112455454	112457889	112457299	2435	112456671	-1217	1218	628
chr1	150958956	150963712	150960675	4756	150961334	-2378	2378	-659
chr1	153625857	153626978	153626323	1121	153626417	-560	561	-94
chr1	154967340	154975235	154969388	7895	154971287	-3947	3948	-1899
chr1	156290990	156293471	156293074	2481	156292230	-1240	1241	844
chr1	153660205	153662626	153662545	2421	153661415	-1210	1211	1130
chr1	22125966	22130867	22129736	4901	22128416	-2450	2451	1320
chr1	44217008	44222829	44219188	5821	44219918	-2910	2911	-730
chr1	112455454	112457889	112457386	2435	112456671	-1217	1218	715
chr1	155941011	155944906	155942473	3895	155942958	-1947	1948	-485
chr1	200559446	200560756	200559453	1310	200560101	-655	655	-648
chr1	159928025	159930684	159930181	2659	159929354	-1329	1330	827
chr1	15933469	15937568	15935688	4099	15935518	-2049	2050	170
chr1	149886886	149889648	149887475	2762	149888267	-1381	1381	-792
chr1	26853009	26858472	26853845	5463	26855740	-2731	2732	-1895
chr1	153660205	153662626	153661255	2421	153661415	-1210	1211	-160
chr1	153660205	153662626	153662324	2421	153661415	-1210	1211	909
chr1	206731327	206735449	206732713	4122	206733388	-2061	2061	-675
chr1	182598739	182601148	182600369	2409	182599943	-1204	1205	426
chr1	155316281	155318924	155318278	2643	155317602	-1321	1322	676
chr1	45507958	45509395	45508918	1437	45508676	-718	719	242
chr1	151397194	151402348	151400649	5154	151399771	-2577	2577	878
chr1	22118960	22123510	22120234	4550	22121235	-2275	2275	-1001
chr1	15933469	15937568	15937302	4099	15935518	-2049	2050	1784
chr1	150965269	150966925	150966604	1656	150966097	-828	828	507
chr1	1487022	1491544	1490662	4522	1489283	-2261	2261	1379
chr1	103525990	103528626	103526221	2636	103527308	-1318	1318	-1087
chr1	211577062	211579845	211578515	2783	211578453	-1391	1392	62
chr1	11053065	11060620	11059273	7555	11056842	-3777	3778	2431
chr1	151404031	151405712	151405417	1681	151404871	-840	841	546
chr1	228305612	228311209	228307494	5597	228308410	-2798	2799	-916
chr1	114570179	114573655	114570731	3476	114571917	-1738	1738	-1186
chr1	145845583	145848365	145846633	2782	145846974	-1391	1391	-341
chr1	154267602	154271369	154268785	3767	154269485	-1883	1884	-700
chr1	156925923	156933388	156932549	7465	156929655	-3732	3733	2894
chr1	27849031	27850920	27850215	1889	27849975	-944	945	240
chr1	117082648	117084503	117084042	1855	117083575	-927	928	467
chr1	161169074	161171462	161169695	2388	161170268	-1194	1194	-573
chr1	36318477	36324682	36319897	6205	36321579	-3102	3103	-1682
chr1	180190802	180196518	180196443	5716	180193660	-2858	2858	2783
chr1	161052219	161055279	161052469	3060	161053749	-1530	1530	-1280
chr1	202880645	202885602	202881174	4957	202883123	-2478	2479	-1949
chr1	145845583	145848365	145846069	2782	145846974	-1391	1391	-905
chr1	228357796	228364461	228360588	6665	228361128	-3332	3333	-540
chr1	43614371	43620204	43618695	5833	43617287	-2916	2917	1408
chr1	155263029	155264030	155263318	1001	155263529	-500	501	-211
chr1	244862886	244865743	244864013	2857	244864314	-1428	1429	-301
chr1	44217008	44222829	44221539	5821	44219918	-2910	2911	1621
chr1	113912080	113913884	113913547	1804	113912982	-902	902	565
chr1	160207714	160211604	160208588	3890	160209659	-1945	1945	-1071
chr1	247299776	247301255	247301091	1479	247300515	-739	740	576
chr1	6218152	6220871	6219246	2719	6219511	-1359	1360	-265
chr1	19255468	19258083	19255995	2615	19256775	-1307	1308	-780
chr1	11999217	12002921	12001998	3704	12001069	-1852	1852	929
chr1	11827935	11830485	11828568	2550	11829210	-1275	1275	-642
chr1	27879044	27885127	27882942	6083	27882085	-3041	3042	857
chr1	117032656	117035116	117033951	2460	117033886	-1230	1230	65
chr1	3780434	3783270	3781140	2836	3781852	-1418	1418	-712
chr1	17647498	17649362	17648569	1864	17648430	-932	932	139
chr1	26468716	26469811	26469326	1095	26469263	-547	548	63
chr1	43544715	43547149	43545139	2434	43545932	-1217	1217	-793
chr1	23309722	23312270	23310999	2548	23310996	-1274	1274	3
chr1	1915137	1918067	1916819	2930	1916602	-1465	1465	217
chr1	45617194	45623000	45621953	5806	45620097	-2903	2903	1856
chr1	43620805	43623398	43622088	2593	43622101	-1296	1297	-13
chr1	153770262	153776516	153773762	6254	153773389	-3127	3127	373
chr1	204121640	204124898	204124640	3258	204123269	-1629	1629	1371
chr1	1756543	1761566	1756596	5023	1759054	-2511	2512	-2458
chr1	58780835	58786137	58782713	5302	58783486	-2651	2651	-773
chr1	155043623	155049605	155046158	5982	155046614	-2991	2991	-456
chr1	179881808	179884251	179882722	2443	179883029	-1221	1222	-307
chr1	150263349	150266356	150266105	3007	150264852	-1503	1504	1253
chr1	150267428	150270167	150268047	2739	150268797	-1369	1370	-750
chr1	12007696	12013475	12011546	5779	12010585	-2889	2890	961
chr1	12027707	12031947	12029101	4240	12029827	-2120	2120	-726
chr1	19744913	19749745	19746460	4832	19747329	-2416	2416	-869
chr1	32767962	32774402	32771338	6440	32771182	-3220	3220	156
chr1	33321856	33324631	33323806	2775	33323243	-1387	1388	563
chr1	43620805	43623398	43622098	2593	43622101	-1296	1297	-3
chr1	179881808	179884251	179882928	2443	179883029	-1221	1222	-101
chr1	156290990	156293471	156292926	2481	156292230	-1240	1241	696
chr1	179106463	179112083	179108338	5620	179109273	-2810	2810	-935
chr1	206731327	206735449	206732807	4122	206733388	-2061	2061	-581
chr1	46034800	46037804	46034937	3004	46036302	-1502	1502	-1365
chr1	156264470	156268536	156266592	4066	156266503	-2033	2033	89
chr1	204125633	204127790	204126754	2157	204126711	-1078	1079	43
chr1	2382589	2388032	2387496	5443	2385310	-2721	2722	2186
chr1	153662647	153663921	153663030	1274	153663284	-637	637	-254
chr1	963535	968263	964004	4728	965899	-2364	2364	-1895
chr1	161173127	161176094	161175132	2967	161174610	-1483	1484	522
chr1	2186892	2191124	2187003	4232	2189008	-2116	2116	-2005
chr1	111723024	111728566	111727527	5542	111725795	-2771	2771	1732
chr1	115688564	115691939	115691365	3375	115690251	-1687	1688	1114
chr1	165827331	165829350	165827843	2019	165828340	-1009	1010	-497
chr1	26779388	26781241	26779863	1853	26780314	-926	927	-451
chr1	32767962	32774402	32772909	6440	32771182	-3220	3220	1727
chr1	42816044	42817506	42816492	1462	42816775	-731	731	-283
chr1	149886886	149889648	149887046	2762	149888267	-1381	1381	-1221
chr1	153951063	153956383	153954255	5320	153953723	-2660	2660	532
chr1	155263029	155264030	155263227	1001	155263529	-500	501	-302
chr1	154967340	154975235	154970341	7895	154971287	-3947	3948	-946
chr1	228367917	228374092	228371942	6175	228371004	-3087	3088	938
chr1	236858076	236860228	236859840	2152	236859152	-1076	1076	688
chr1	150470714	150474232	150471933	3518	150472473	-1759	1759	-540
chr1	159928025	159930684	159930332	2659	159929354	-1329	1330	978
chr1	43995728	43999052	43997618	3324	43997390	-1662	1662	228
chr1	119139880	119141436	119140477	1556	119140658	-778	778	-181
chr1	145838264	145841785	145840953	3521	145840024	-1760	1761	929
chr1	180190802	180196518	180196507	5716	180193660	-2858	2858	2847
chr1	149886886	149889648	149887316	2762	149888267	-1381	1381	-951
chr1	155941011	155944906	155942618	3895	155942958	-1947	1948	-340
chr1	154220157	154222264	154220535	2107	154221210	-1053	1054	-675
chr1	6666185	6670231	6667754	4046	6668208	-2023	2023	-454
chr1	107055484	107058627	107057145	3143	107057055	-1571	1572	90
chr1	153628108	153635521	153630580	7413	153631814	-3706	3707	-1234
chr1	45002551	45008655	45004879	6104	45005603	-3052	3052	-724
chr1	150812343	150814989	150814157	2646	150813666	-1323	1323	491
chr1	151170822	151175655	151170920	4833	151173238	-2416	2417	-2318
chr1	30932953	30935482	30933212	2529	30934217	-1264	1265	-1005
chr1	46030610	46034532	46031047	3922	46032571	-1961	1961	-1524
chr1	109605792	109606713	109606045	921	109606252	-460	461	-207
chr1	119139880	119141436	119140614	1556	119140658	-778	778	-44
chr1	150958956	150963712	150963013	4756	150961334	-2378	2378	1679
chr1	155258652	155262911	155262143	4259	155260781	-2129	2130	1362
chr1	155910293	155913049	155910768	2756	155911671	-1378	1378	-903
chr1	225842442	225850428	225848915	7986	225846435	-3993	3993	2480
chr1	108698729	108700025	108699260	1296	108699377	-648	648	-117
chr1	119996423	120000695	119997098	4272	119998559	-2136	2136	-1461
chr1	150259585	150261859	150261330	2274	150260722	-1137	1137	608
chr1	182602793	182605370	182603327	2577	182604081	-1288	1289	-754
chr1	228305612	228311209	228309520	5597	228308410	-2798	2799	1110
chr1	15834147	15835973	15835617	1826	15835060	-913	913	557
chr1	179591159	179593494	179592848	2335	179592326	-1167	1168	522
chr1	6211044	6214118	6211967	3074	6212581	-1537	1537	-614
chr1	43995728	43999052	43996173	3324	43997390	-1662	1662	-1217
chr1	150619757	150624493	150624479	4736	150622125	-2368	2368	2354
chr1	156741523	156745779	156742576	4256	156743651	-2128	2128	-1075
chr1	154976301	154978677	154978037	2376	154977489	-1188	1188	548
chr1	155129000	155131746	155131361	2746	155130373	-1373	1373	988
chr1	6439310	6444889	6444649	5579	6442099	-2789	2790	2550
chr1	6666185	6670231	6667771	4046	6668208	-2023	2023	-437
chr1	43620805	43623398	43621989	2593	43622101	-1296	1297	-112
chr1	151397194	151402348	151399711	5154	151399771	-2577	2577	-60
chr1	156264470	156268536	156266345	4066	156266503	-2033	2033	-158
chr1	155043623	155049605	155046398	5982	155046614	-2991	2991	-216
chr1	11283865	11286455	11285790	2590	11285160	-1295	1295	630
chr1	150576214	150582535	150578456	6321	150579374	-3160	3161	-918
chr1	179095452	179096989	179095666	1537	179096220	-768	769	-554
chr1	154964996	154967213	154966053	2217	154966104	-1108	1109	-51
chr1	147622009	147624430	147622432	2421	147623219	-1210	1211	-787
chr1	151170822	151175655	151171457	4833	151173238	-2416	2417	-1781
chr1	27403227	27407478	27405668	4251	27405352	-2125	2126	316
chr1	112455454	112457889	112456267	2435	112456671	-1217	1218	-404
chr1	43614371	43620204	43619392	5833	43617287	-2916	2917	2105
chr1	154573141	154576605	154575804	3464	154574873	-1732	1732	931
chr1	156937683	156942123	156940230	4440	156939903	-2220	2220	327
chr1	36318477	36324682	36320719	6205	36321579	-3102	3103	-860
chr1	43689026	43694915	43690989	5889	43691970	-2944	2945	-981
chr1	45617194	45623000	45622814	5806	45620097	-2903	2903	2717
chr1	46029095	46030352	46029492	1257	46029723	-628	629	-231
chr1	51293446	51298597	51294427	5151	51296021	-2575	2576	-1594
chr1	51788248	51793467	51789641	5219	51790857	-2609	2610	-1216
chr1	150267428	150270167	150268720	2739	150268797	-1369	1370	-77
chr1	151240505	151242835	151242149	2330	151241670	-1165	1165	479
chr1	154550069	154556304	154555518	6235	154553186	-3117	3118	2332
chr1	161363498	161366655	161365556	3157	161365076	-1578	1579	480
chr1	206583457	206588575	206586739	5118	206586016	-2559	2559	723
chr1	206583457	206588575	206586912	5118	206586016	-2559	2559	896
chr1	226378936	226383187	226379184	4251	226381061	-2125	2126	-1877
chr1	151263082	151267448	151266518	4366	151265265	-2183	2183	1253
chr1	26779388	26781241	26779645	1853	26780314	-926	927	-669
chr1	22118960	22123510	22120460	4550	22121235	-2275	2275	-775
chr1	151189230	151192864	151190166	3634	151191047	-1817	1817	-881
chr1	228301684	228304962	228304433	3278	228303323	-1639	1639	1110
chr1	26889215	26895939	26893404	6724	26892577	-3362	3362	827
chr1	20644338	20650240	20645556	5902	20647289	-2951	2951	-1733
chr1	108690135	108693399	108692600	3264	108691767	-1632	1632	833
chr1	154967340	154975235	154974854	7895	154971287	-3947	3948	3567
chr1	156730411	156736365	156734385	5954	156733388	-2977	2977	997
chr1	206583457	206588575	206584456	5118	206586016	-2559	2559	-1560
chr1	153770262	153776516	153775375	6254	153773389	-3127	3127	1986
chr1	15926508	15928947	15928410	2439	15927727	-1219	1220	683
chr1	16393045	16399658	16393318	6613	16396351	-3306	3307	-3033
chr1	145923787	145930293	145926820	6506	145927040	-3253	3253	-220
chr1	45565962	45569792	45567957	3830	45567877	-1915	1915	80
chr1	180273799	180275177	180274252	1378	180274488	-689	689	-236
chr1	153932478	153937928	153932959	5450	153935203	-2725	2725	-2244
chr1	155015279	155017220	155016348	1941	155016249	-970	971	99
chr1	155657412	155660432	155659787	3020	155658922	-1510	1510	865
chr1	112699838	112704154	112701698	4316	112701996	-2158	2158	-298
chr1	88980788	88985066	88981765	4278	88982927	-2139	2139	-1162
chr1	117074836	117076768	117075412	1932	117075802	-966	966	-390
chr1	204257122	204262139	204261406	5017	204259630	-2508	2509	1776
chr1	156050621	156055890	156054935	5269	156053255	-2634	2635	1680
chr1	8354824	8361599	8355053	6775	8358211	-3387	3388	-3158
chr1	179106463	179112083	179108062	5620	179109273	-2810	2810	-1211
chr1	109271659	109275660	109272937	4001	109273659	-2000	2001	-722
chr1	151170822	151175655	151174830	4833	151173238	-2416	2417	1592
chr1	43446678	43454364	43447947	7686	43450521	-3843	3843	-2574
chr1	26468716	26469811	26468962	1095	26469263	-547	548	-301
chr1	150263349	150266356	150266092	3007	150264852	-1503	1504	1240
chr1	161169074	161171462	161170444	2388	161170268	-1194	1194	176
chr1	16628206	16635716	16630060	7510	16631961	-3755	3755	-1901
chr1	29148472	29149940	29148880	1468	29149206	-734	734	-326
chr1	113903555	113906812	113904697	3257	113905183	-1628	1629	-486
chr1	149926901	149928413	149927847	1512	149927657	-756	756	190
chr1	228367917	228374092	228373994	6175	228371004	-3087	3088	2990
chr1	6094063	6100872	6097434	6809	6097467	-3404	3405	-33
