Chr	Start	End	Mutations
chr1	110281923	110284848	0
chr1	110363466	110365731	0
chr1	115034922	115035993	0
chr1	115045733	115047370	0
chr1	115285714	115286590	4
chr1	115287883	115289973	0
chr1	116990141	116990266	0
chr1	149853115	149854348	0
chr1	149853115	149854348	0
chr1	149853115	149854348	0
chr1	149854347	149856112	0
chr1	149854347	149856112	0
chr1	149854347	149856112	0
chr1	149926564	149928208	4
chr1	150280727	150284919	3
chr1	150280727	150284919	3
chr1	150598125	150600568	0
chr1	150600567	150600813	0
chr1	150600812	150601329	0
chr1	151171193	151174552	2
chr1	151171193	151174552	2
chr1	151263783	151264700	1
chr1	151264699	151264749	0
chr1	151264748	151268404	4
chr1	151268403	151268741	0
chr1	153603844	153605321	0
chr1	153606253	153607997	0
chr1	153613442	153615197	0
chr1	153616965	153618375	0
chr1	153616965	153618375	0
chr1	153618374	153621263	1
chr1	153640618	153643722	2
chr1	153769618	153773411	3
chr1	153773410	153776671	3
chr1	153930049	153931586	1
chr1	153931585	153931872	0
chr1	153931871	153935291	5
chr1	153945093	153950258	2
chr1	153960556	153963825	1
chr1	154322769	154324127	2
chr1	154324126	154326400	0
chr1	154545617	154547767	1
chr1	154545617	154547767	1
chr1	154551151	154553617	4
chr1	154939816	154941463	0
chr1	154943654	154947711	11
chr1	154963168	154965926	4
chr1	154989695	154990406	1
chr1	154990405	154991559	0
chr1	154990405	154991559	0
chr1	155048825	155054035	2
chr1	155231576	155232702	0
chr1	155232820	155233821	0
chr1	155236088	155237435	0
chr1	155242796	155245576	0
chr1	155260102	155264983	7
chr1	155287738	155288715	2
chr1	155289178	155290020	0
chr1	155291537	155293943	2
chr1	155884774	155886946	0
chr1	155887794	155890890	0
chr1	156142074	156145616	0
chr1	156178764	156179669	0
chr1	156208376	156210010	0
chr1	156210009	156213200	3
chr1	156213199	156216311	0
chr1	156458658	156461506	0
chr1	156461505	156465123	2
chr1	156669439	156677928	20
chr1	156730574	156735862	3
chr1	156730574	156735862	3
chr1	156736012	156736872	1
chr1	156736012	156736872	1
chr1	157093032	157094753	0
chr1	160182670	160184387	0
chr1	160996859	161000332	4
chr1	161041770	161045057	1
chr1	161041770	161045057	1
chr1	162529752	162532620	0
chr1	165721255	165722134	0
chr1	179075598	179076884	0
chr1	181059664	181059693	0
chr1	186310308	186311835	1
chr1	193254101	193255862	0
chr1	200623851	200624708	0
chr1	201109891	201112733	0
chr1	201460863	201463332	0
chr1	201463331	201464050	0
chr1	201466105	201468615	2
chr1	204190344	204192242	0
chr1	204194803	204196854	0
chr1	204196853	204199255	0
chr1	204199254	204200453	0
chr1	204217797	204220220	0
chr1	204220219	204221675	0
chr1	204394531	204397336	0
chr1	206906205	206908794	0
chr1	225978153	225980509	0
chr1	227913670	227915835	0
chr1	228101203	228104891	0
chr1	228101203	228104891	0
chr1	228101203	228104891	0
chr1	228493313	228498910	0
chr1	229428384	229431960	3
chr2	3190986	3195289	0
chr2	27442895	27447049	4
chr2	27442895	27447049	4
chr2	47658737	47664541	0
chr2	86785612	86787926	0
chr2	101890637	101892737	0
chr2	238450308	238457734	0
chr2	1627603	1629712	0
chr2	3186470	3190987	0
chr2	3490394	3495131	0
chr2	9999193	10001314	0
chr2	10441175	10445355	0
chr2	27256610	27261609	0
chr2	27304169	27310699	0
chr2	27304169	27310699	0
chr2	27317667	27323630	0
chr2	33563280	33565554	0
chr2	36810454	36812236	0
chr2	37374138	37375635	0
chr2	47386595	47387215	1
chr2	65308575	65309914	0
chr2	65310151	65311145	0
chr2	68285650	68288170	0
chr2	70443850	70444954	0
chr2	74208038	74210091	1
chr2	74424883	74427098	3
chr2	74424883	74427098	3
chr2	74682803	74685082	0
chr2	74685431	74686015	0
chr2	74686014	74686563	0
chr2	74686562	74689413	0
chr2	85541866	85543954	6
chr2	85833744	85834958	0
chr2	96806259	96808929	0
chr2	97491725	97494228	0
chr2	98599776	98600943	1
chr2	113959167	113963818	0
chr2	152646028	152648048	1
chr2	202035660	202036379	1
chr2	219187109	219189152	0
chr2	219487411	219495709	8
chr2	219487411	219495709	8
chr2	219497916	219500435	0
chr2	222712247	222712427	0
chr2	222712426	222712550	0
chr2	222712549	222713282	0
chr2	223759511	223763122	0
chr2	227660760	227665447	0
chr2	232580165	232582773	0
chr2	233203988	233206060	1
chr2	233206059	233207302	0
chr2	238395569	238398516	0
chr2	238400538	238403222	0
chr2	238403680	238407472	0
chr2	238446862	238450309	0
chr3	50328838	50333075	0
chr3	57932872	57936614	0
chr3	46708260	46712079	0
chr3	46708260	46712079	0
chr3	49164817	49173392	0
chr3	50296352	50298909	0
chr3	52524791	52529776	0
chr3	53194323	53202566	0
chr3	128826753	128828610	0
chr3	183680832	183682050	0
chr3	184038424	184045984	0
chr3	184100446	184107474	0
chr3	185630259	185632537	0
chr3	196194012	196198432	0
chr3	9497642	9498735	0
chr3	9724247	9728642	0
chr3	9730489	9731939	0
chr3	9785434	9786945	0
chr3	9850770	9853307	0
chr3	9853306	9853552	0
chr3	9868008	9869973	0
chr3	9956665	9959792	0
chr3	9964251	9966487	0
chr3	12584520	12588440	0
chr3	12871273	12874120	0
chr3	12874628	12876465	0
chr3	14198988	14199896	0
chr3	23923596	23924911	0
chr3	38494244	38496692	0
chr3	39141753	39145368	5
chr3	39141753	39145368	5
chr3	39179459	39181831	0
chr3	39181830	39182701	0
chr3	39182987	39187028	8
chr3	42704223	42707644	0
chr3	46713262	46715941	0
chr3	46713262	46715941	0
chr3	47012711	47015492	0
chr3	48306465	48309733	1
chr3	48520085	48525398	1
chr3	48628601	48634723	2
chr3	48628601	48634723	2
chr3	48634722	48637920	0
chr3	48637919	48643768	1
chr3	48666912	48671585	0
chr3	48681541	48685181	3
chr3	48747400	48752961	3
chr3	49022981	49026806	2
chr3	49022981	49026806	2
chr3	49091083	49094750	0
chr3	49094749	49098802	3
chr3	49157362	49159891	0
chr3	49352432	49355953	0
chr3	49721380	49723483	2
chr3	49721380	49723483	2
chr3	50220135	50221527	1
chr3	50221526	50223675	0
chr3	50288833	50294732	3
chr3	50288833	50294732	3
chr3	50298908	50300627	1
chr3	50300626	50303356	2
chr3	50325781	50328839	1
chr3	50358317	50362298	2
chr3	50646825	50651383	0
chr3	52400579	52407893	7
chr3	52400579	52407893	7
chr3	52433693	52435156	0
chr3	52435155	52438264	2
chr3	52520720	52523754	2
chr3	53221888	53225710	0
chr3	64004420	64006080	0
chr3	64006387	64007739	0
chr3	64006387	64007739	0
chr3	100454934	100457566	0
chr3	113442905	113444692	0
chr3	125078873	125083760	0
chr3	128622868	128627053	0
chr3	133933061	133934515	0
chr3	134066530	134068619	0
chr3	149366503	149368490	0
chr3	160223064	160224986	0
chr3	170082956	170084756	3
chr3	170082956	170084756	3
chr3	170088145	170088178	0
chr3	170088145	170088178	0
chr3	170088177	170088302	0
chr3	170088177	170088302	0
chr3	183913004	183917292	0
chr3	184038193	184038425	0
chr3	184058494	184063617	3
chr3	184063616	184065629	0
chr3	184294734	184300134	0
chr3	185632536	185634625	0
chr3	194340693	194345919	9
chr3	195859996	195862088	0
chr4	783397	789019	0
chr4	947410	957634	3
chr4	947410	957634	3
chr4	994208	1002046	1
chr4	1389690	1393633	0
chr4	1979866	1984206	0
chr4	1979866	1984206	0
chr4	2046850	2050525	0
chr4	2064290	2067474	0
chr4	2931355	2937274	0
chr4	2931355	2937274	0
chr4	2931355	2937274	0
chr4	3243395	3245653	0
chr4	6618312	6621167	0
chr4	8617521	8624991	0
chr4	10073057	10076543	0
chr4	17627609	17631347	0
chr4	667235	670967	0
chr4	671881	686398	0
chr4	671881	686398	0
chr4	763872	767806	0
chr4	781535	783398	0
chr4	957633	958840	0
chr4	957633	958840	0
chr4	959031	964316	0
chr4	959031	964316	0
chr4	1002045	1010228	0
chr4	1020453	1024064	0
chr4	1691639	1694613	0
chr4	1805890	1809590	2
chr4	1805890	1809590	2
chr4	1810396	1813189	0
chr4	1810396	1813189	0
chr4	1984205	1985567	2
chr4	1984205	1985567	2
chr4	2247955	2250207	0
chr4	2250206	2251579	0
chr4	2265345	2269482	0
chr4	2269481	2271401	2
chr4	2734248	2736122	0
chr4	2738366	2741106	0
chr4	2741105	2743243	2
chr4	2743242	2745165	1
chr4	2837263	2839390	0
chr4	2926602	2930972	3
chr4	2926602	2930972	3
chr4	2930971	2931356	0
chr4	2930971	2931356	0
chr4	2937273	2938561	0
chr4	2938560	2940043	1
chr4	2940042	2941280	0
chr4	3497614	3500984	0
chr4	3497614	3500984	0
chr4	3502409	3505357	0
chr4	3502409	3505357	0
chr4	6299706	6305326	4
chr4	6305325	6307374	0
chr4	6621166	6623831	0
chr4	6642500	6644186	0
chr4	6675207	6677538	0
chr4	6677537	6679690	0
chr4	6679689	6681290	0
chr4	6691062	6695215	0
chr4	6709035	6711807	3
chr4	7055858	7057683	0
chr4	7055858	7057683	0
chr4	13362989	13367368	0
chr4	17835417	17838226	1
chr4	24514962	24515695	0
chr4	24515819	24516774	0
chr4	24517751	24519225	0
chr4	39452965	39453864	0
chr4	39452965	39453864	0
chr4	39785442	39787272	0
chr4	40421441	40422425	0
chr4	44685168	44687187	0
chr4	74096924	74103390	4
chr4	74300672	74300857	0
chr4	74300856	74300987	0
chr4	74300986	74301068	0
chr4	83263549	83264090	0
chr4	83292953	83296025	0
chr4	108744818	108748517	1
chr4	109543655	109545006	0
chr4	184019259	184022241	0
chr5	1042327	1049387	0
chr5	32111084	32112928	0
chr5	137886360	137888149	0
chr5	138278471	138282408	0
chr5	667850	672890	0
chr5	1877495	1884778	3
chr5	6372267	6373566	0
chr5	40827745	40829233	0
chr5	127466781	127468282	0
chr5	140672876	140674983	0
chr5	141014235	141018307	0
chr5	141241594	141246685	0
chr5	176881389	176884225	0
chr5	176895892	176906015	0
chr5	179107240	179114485	0
chr5	438599	442069	0
chr5	468830	470135	0
chr5	1049613	1053859	0
chr5	1813638	1815912	0
chr5	2746540	2749102	0
chr5	10220304	10223463	0
chr5	40754857	40757417	0
chr5	40825575	40827746	0
chr5	72212268	72213868	0
chr5	111498260	111498840	0
chr5	111498839	111499877	0
chr5	138092408	138095347	0
chr5	138111398	138114355	0
chr5	138140688	138141840	1
chr5	139630281	139632724	0
chr5	158692586	158695080	0
chr5	170814006	170815945	0
chr5	172199692	172200493	0
chr5	176526266	176529087	0
chr5	176876285	176881390	3
chr5	178148265	178150966	0
chr5	179030385	179032115	0
chr5	179032725	179033743	3
chr5	179034561	179037032	0
chr5	179037031	179037646	0
chr5	179037645	179038184	0
chr6	30538582	30541642	0
chr6	43640454	43650406	0
chr6	108526341	108528485	0
chr6	3848329	3851411	0
chr6	7584308	7586042	7
chr6	13287318	13289785	0
chr6	13613927	13616057	0
chr6	24706627	24708455	0
chr6	30701902	30705202	0
chr6	32947572	32948695	0
chr6	34241024	34247663	0
chr6	34241024	34247663	0
chr6	36109788	36111959	0
chr6	44219473	44223058	0
chr6	160529503	160532013	0
chr6	3269980	3271296	0
chr6	7248418	7249499	0
chr6	7415045	7417694	0
chr6	7583106	7584309	0
chr6	13611785	13613928	0
chr6	13616966	13618449	0
chr6	13623836	13625890	0
chr6	15516482	15519192	0
chr6	15519191	15521600	0
chr6	15519191	15521600	0
chr6	15525000	15527087	0
chr6	15525000	15527087	0
chr6	16149102	16149843	0
chr6	16149842	16152067	0
chr6	18220090	18222227	0
chr6	18220090	18222227	0
chr6	19837188	19839683	0
chr6	20493365	20493533	0
chr6	20493559	20493809	0
chr6	21596826	21598173	1
chr6	26051729	26056844	4
chr6	26155809	26156293	0
chr6	26156292	26158525	8
chr6	26158524	26158589	0
chr6	26159060	26160065	0
chr6	26233055	26234415	2
chr6	26234414	26234916	4
chr6	26544556	26545588	1
chr6	26596662	26599359	4
chr6	27804287	27806567	0
chr6	27804287	27806567	0
chr6	27834387	27836383	0
chr6	28302728	28303996	0
chr6	28303995	28304723	0
chr6	30168371	30172632	1
chr6	30174376	30176482	0
chr6	30179843	30184075	0
chr6	30562954	30567318	0
chr6	30592191	30597542	0
chr6	30592191	30597542	0
chr6	30671862	30677183	0
chr6	30687784	30690020	0
chr6	30690731	30692305	0
chr6	30697656	30699398	0
chr6	31506446	31509722	1
chr6	31525190	31528436	0
chr6	31528655	31530276	0
chr6	31530275	31531157	1
chr6	31591418	31593692	0
chr6	31612592	31614984	0
chr6	31618472	31620284	0
chr6	31688842	31694147	1
chr6	31725948	31728558	0
chr6	31828587	31830744	1
chr6	31941406	31947547	2
chr6	32129583	32133762	0
chr6	32945444	32946768	0
chr6	32948694	32949079	0
chr6	32949169	32950192	1
chr6	32950191	32950580	1
chr6	32950579	32952629	0
chr6	33215403	33217599	0
chr6	33245383	33249129	0
chr6	33273620	33275571	0
chr6	33409589	33413137	1
chr6	33415216	33417776	1
chr6	33418318	33420791	0
chr6	34528234	34537143	5
chr6	34528234	34537143	5
chr6	34537537	34540320	1
chr6	34537537	34540320	1
chr6	35463526	35467070	0
chr6	35467069	35469889	3
chr6	35467069	35469889	3
chr6	41736496	41740123	1
chr6	43011370	43015671	7
chr6	43018601	43020500	2
chr6	43020499	43022254	1
chr6	43022253	43023772	0
chr6	43633247	43638741	2
chr6	44216924	44218289	0
chr6	44229565	44234928	2
chr6	116598623	116602423	0
chr6	143828122	143830287	0
chr6	160112135	160116256	0
chr6	160455448	160458626	0
chr6	167356841	167360263	0
chr7	6680526	6685890	0
chr7	73529770	73536697	0
chr7	100399688	100404017	0
chr7	100399688	100404017	0
chr7	290883	298575	0
chr7	1472016	1477530	0
chr7	1539264	1542036	0
chr7	74233293	74236433	0
chr7	98630552	98631926	0
chr7	100040663	100041969	0
chr7	100171577	100172293	0
chr7	100462403	100467862	0
chr7	100875255	100878530	0
chr7	149468052	149472288	0
chr7	151075860	151081227	0
chr7	151075860	151081227	0
chr7	151075860	151081227	0
chr7	151207023	151208527	0
chr7	155088458	155091053	0
chr7	1465244	1467505	0
chr7	1468727	1472017	0
chr7	1537874	1539265	0
chr7	1543412	1547434	0
chr7	1567796	1571348	0
chr7	2247802	2252346	0
chr7	2247802	2252346	0
chr7	2613165	2618429	0
chr7	4792736	4796627	0
chr7	4792736	4796627	0
chr7	5228222	5231456	0
chr7	5433383	5438716	0
chr7	5524863	5530261	10
chr7	5605122	5612898	1
chr7	5614392	5618118	0
chr7	7608034	7609967	0
chr7	30916869	30923772	0
chr7	35907553	35908628	0
chr7	35908627	35909811	0
chr7	44007669	44013445	1
chr7	44111866	44115302	6
chr7	44111866	44115302	6
chr7	44115301	44116770	2
chr7	44115301	44116770	2
chr7	55431919	55435600	0
chr7	55431919	55435600	0
chr7	55437198	55438814	0
chr7	64013130	64015400	0
chr7	64264142	64266535	2
chr7	64268046	64270915	0
chr7	73014531	73017112	0
chr7	73100574	73104286	0
chr7	73106510	73108797	0
chr7	73536696	73541094	1
chr7	74118535	74119631	0
chr7	74122268	74123179	0
chr7	77325149	77326773	1
chr7	87833219	87834221	0
chr7	92468510	92468619	0
chr7	99046935	99049658	1
chr7	99050991	99054985	0
chr7	99687421	99692315	0
chr7	99750964	99755146	0
chr7	99755145	99756933	0
chr7	99963934	99966154	0
chr7	99966153	99966427	0
chr7	99966426	99968912	1
chr7	99968911	99969016	0
chr7	99969015	99970275	0
chr7	100035911	100038860	0
chr7	100038859	100040664	0
chr7	100061910	100065816	5
chr7	100162504	100169327	1
chr7	100169426	100171578	2
chr7	100396143	100397478	0
chr7	100398476	100399689	0
chr7	100398476	100399689	0
chr7	100486026	100495574	5
chr7	100884801	100886433	0
chr7	100884801	100886433	0
chr7	100886432	100889209	7
chr7	100886432	100889209	7
chr7	100886432	100889209	7
chr7	107631274	107632915	0
chr7	116559477	116561089	0
chr7	128296807	128299111	0
chr7	128394050	128394859	1
chr7	128502348	128511759	0
chr7	139023670	139027915	0
chr7	139043736	139045503	0
chr7	139307485	139311283	0
chr7	144074532	144079099	1
chr7	149295803	149297419	0
chr7	149426768	149429722	0
chr7	149472287	149475743	3
chr7	150745379	150748032	0
chr7	150749737	150753835	1
chr7	150785674	150788497	0
chr7	150788496	150791727	0
chr7	150792930	150794944	1
chr7	151192710	151194886	0
chr7	151208526	151209948	0
chr7	152131338	152134497	0
chr8	38269169	38276408	0
chr8	22051635	22057203	0
chr8	22428932	22431335	0
chr8	103382713	103384804	0
chr8	143555807	143567823	0
chr8	143555807	143567823	0
chr8	143815715	143819158	0
chr8	143827288	143840557	0
chr8	144359367	144364255	0
chr8	144391616	144394196	0
chr8	144400252	144410164	0
chr8	144516748	144525237	0
chr8	144516748	144525237	0
chr8	144930723	144933731	0
chr8	145063599	145066948	0
chr8	1711083	1713521	0
chr8	22037326	22040318	0
chr8	22113454	22114178	0
chr8	22542204	22543699	0
chr8	27462450	27464194	2
chr8	28017719	28021041	0
chr8	37701931	37702715	0
chr8	42373846	42374991	2
chr8	42373846	42374991	2
chr8	42749381	42752925	0
chr8	48919141	48921771	1
chr8	54871060	54873659	0
chr8	100508075	100508232	0
chr8	102206429	102207506	0
chr8	141517850	141520568	0
chr8	141520567	141523864	0
chr8	143380926	143388548	1
chr8	143614028	143619457	3
chr8	143814899	143815716	0
chr8	144354604	144359368	4
chr8	144804238	144808234	0
chr8	144808233	144808537	0
chr8	144810205	144813304	2
chr8	144839246	144844665	11
chr8	144849269	144850928	2
chr8	144873148	144878248	0
chr8	144878247	144881835	4
chr8	145067157	145070458	0
chr9	136837265	136840876	0
chr9	35731769	35735065	0
chr9	37436504	37438383	0
chr9	37436504	37438383	0
chr9	95434683	95440941	0
chr9	130705251	130714149	0
chr9	130887748	130892154	0
chr9	130887748	130892154	0
chr9	131116000	131121359	0
chr9	131495465	131499767	0
chr9	132264329	132269095	0
chr9	133347385	133350833	0
chr9	133347385	133350833	0
chr9	135999057	136004865	0
chr9	136198425	136201618	0
chr9	136740091	136741385	0
chr9	136805005	136806831	0
chr9	136849757	136858313	0
chr9	136849757	136858313	0
chr9	136916916	136924608	0
chr9	137248604	137250944	0
chr9	137297839	137299961	0
chr9	137608793	137613066	0
chr9	5772838	5774487	0
chr9	6006800	6009152	0
chr9	14078636	14080816	0
chr9	19375792	19376103	0
chr9	19375792	19376103	0
chr9	19376102	19376681	0
chr9	19376102	19376681	0
chr9	21332152	21332459	0
chr9	33043701	33045322	0
chr9	33104043	33108036	0
chr9	33249517	33251808	0
chr9	33463823	33467325	7
chr9	33918571	33922408	0
chr9	33918571	33922408	0
chr9	33922407	33924270	2
chr9	33922407	33924270	2
chr9	34250987	34252411	0
chr9	34252410	34253427	0
chr9	34253942	34257360	7
chr9	34604639	34612715	0
chr9	34604639	34612715	0
chr9	35054181	35055356	0
chr9	35055355	35057226	0
chr9	35068751	35071198	0
chr9	35089572	35091991	2
chr9	35098046	35101242	0
chr9	35098046	35101242	0
chr9	35559311	35563584	3
chr9	35659123	35661225	5
chr9	35735064	35736054	1
chr9	35736053	35739399	6
chr9	35753741	35755619	1
chr9	35755618	35757955	0
chr9	37439348	37441259	3
chr9	37439348	37441259	3
chr9	38392153	38397680	1
chr9	74977968	74978375	0
chr9	74978374	74981834	0
chr9	96942180	96943802	0
chr9	97377558	97379502	0
chr9	97853452	97854852	0
chr9	97858514	97861265	0
chr9	124031786	124034186	1
chr9	130230397	130235404	0
chr9	130878953	130885480	2
chr9	130885479	130887749	1
chr9	131089784	131095428	1
chr9	131095427	131101740	0
chr9	131122691	131124014	0
chr9	131124013	131127879	3
chr9	131231269	131235774	1
chr9	131252974	131260343	0
chr9	131499766	131503164	0
chr9	131524285	131527065	0
chr9	132243404	132248138	0
chr9	132256944	132258468	0
chr9	132258467	132260311	0
chr9	132371347	132379862	1
chr9	132570469	132573686	0
chr9	132575311	132576117	0
chr9	132576116	132577047	0
chr9	133326862	133329152	0
chr9	133336506	133339384	0
chr9	133350832	133358190	4
chr9	133350832	133358190	4
chr9	133763062	133766096	1
chr9	134438899	134442910	0
chr9	135483569	135487459	3
chr9	135544918	135547187	1
chr9	135551089	135552838	0
chr9	135932191	135936015	1
chr9	136201617	136206291	0
chr9	136669266	136673354	2
chr9	136669266	136673354	2
chr9	136725118	136727764	0
chr9	136729468	136736785	0
chr9	136738186	136740092	2
chr9	136761841	136763826	0
chr9	136809201	136814361	0
chr9	136840941	136844010	0
chr9	136848096	136849570	1
chr9	136927569	136931233	0
chr9	137234857	137243396	3
chr9	137234857	137243396	3
chr9	137243395	137245276	7
chr9	137251814	137255770	1
chr9	137255769	137260452	0
chr9	137267923	137275579	0
chr9	137275578	137279352	0
chr9	137284496	137288657	0
chr9	137294084	137297840	0
chr9	137300803	137304683	1
chr9	137300803	137304683	1
chr9	137304682	137305905	0
chr9	137306565	137310141	0
chr10	1178430	1180615	0
chr10	95237900	95241315	0
chr10	100152522	100156019	0
chr10	1040550	1041384	0
chr10	1041383	1041902	0
chr10	1042027	1044898	0
chr10	5526741	5529208	0
chr10	5529207	5530919	0
chr10	14982186	14986178	0
chr10	70771120	70773882	2
chr10	70773881	70775236	0
chr10	99399505	99401387	0
chr10	100147126	100149657	0
chr10	100183150	100186494	0
chr10	102738315	102741091	0
chr10	102829429	102832017	1
chr10	103387539	103389886	4
chr10	104123657	104126973	4
chr10	104123657	104126973	4
chr10	123693254	123695944	0
chr10	125764793	125767254	0
chr10	126419452	126422852	0
chr10	127450110	127451134	0
chr11	391474	403172	2
chr11	391474	403172	2
chr11	785737	788087	0
chr11	785737	788087	0
chr11	62652251	62655702	0
chr11	403171	409838	0
chr11	403171	409838	0
chr11	556590	559848	0
chr11	565319	573813	0
chr11	621847	625748	0
chr11	800941	804194	1
chr11	825525	835770	5
chr11	825525	835770	5
chr11	868060	871044	0
chr11	868060	871044	0
chr11	1012486	1026643	12
chr11	1012486	1026643	12
chr11	1588792	1598945	3
chr11	1604838	1606657	0
chr11	6470672	6473558	0
chr11	6617864	6619734	0
chr11	46380248	46385531	0
chr11	46380248	46385531	0
chr11	59520866	59525017	0
chr11	61241483	61248853	0
chr11	64599045	64604835	0
chr11	64599045	64604835	0
chr11	65175062	65180158	0
chr11	65633978	65634459	0
chr11	65646745	65651297	0
chr11	65646745	65651297	0
chr11	66008631	66016889	0
chr11	66008631	66016889	0
chr11	66041446	66046295	0
chr11	66288133	66289792	0
chr11	66436164	66440415	0
chr11	67047070	67060205	0
chr11	126204158	126208977	0
chr11	378381	382101	0
chr11	409837	421902	0
chr11	492629	501947	0
chr11	492629	501947	0
chr11	526957	534085	0
chr11	554857	556591	0
chr11	559847	563950	0
chr11	607796	612423	0
chr11	607796	612423	0
chr11	612422	613107	0
chr11	612422	613107	0
chr11	613559	621848	0
chr11	613559	621848	0
chr11	613559	621848	0
chr11	636398	638772	0
chr11	639184	643645	0
chr11	639184	643645	0
chr11	643644	645283	0
chr11	643644	645283	0
chr11	760240	767848	0
chr11	760240	767848	0
chr11	783956	785738	0
chr11	788086	790487	0
chr11	788086	790487	0
chr11	790486	794786	0
chr11	794785	800942	0
chr11	812545	815675	0
chr11	819397	823376	0
chr11	823375	825526	0
chr11	836636	838164	0
chr11	838163	840312	0
chr11	840311	841015	0
chr11	841104	844387	0
chr11	863888	865154	0
chr11	863888	865154	0
chr11	865739	868061	0
chr11	865739	868061	0
chr11	1261830	1277413	0
chr11	1261830	1277413	0
chr11	1461276	1467693	0
chr11	1461276	1467693	0
chr11	1467692	1471463	0
chr11	1577633	1582219	0
chr11	1582218	1583893	0
chr11	1583892	1586300	0
chr11	1586299	1588793	0
chr11	1598944	1599811	0
chr11	1617529	1619889	0
chr11	1978630	1981537	0
chr11	2398081	2404436	3
chr11	2398081	2404436	3
chr11	2398081	2404436	3
chr11	2922237	2925205	2
chr11	2939105	2941957	0
chr11	2944753	2946268	0
chr11	7684542	7687784	0
chr11	9593528	9597078	0
chr11	9778151	9781226	0
chr11	43944812	43948001	0
chr11	45883160	45886994	0
chr11	45901652	45904761	1
chr11	45901652	45904761	1
chr11	45905355	45906802	0
chr11	45905355	45906802	0
chr11	45905355	45906802	0
chr11	45926991	45929535	2
chr11	45926991	45929535	2
chr11	45929534	45930325	0
chr11	45929534	45930325	0
chr11	45930324	45932803	0
chr11	45930324	45932803	0
chr11	46385530	46389958	2
chr11	46392428	46396966	0
chr11	46397089	46399187	4
chr11	47174891	47177711	4
chr11	47178575	47180148	4
chr11	47180268	47182971	1
chr11	47432849	47438006	0
chr11	47438035	47440983	0
chr11	47777579	47778652	0
chr11	47778651	47779978	1
chr11	47779977	47782205	1
chr11	60888367	60893608	1
chr11	61298000	61301875	0
