0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	Middle	Start	End
chr1	6592407	6598369	0																																										6595388	-2981	2981
chr1	6631057	6634209	0																																										6632633	-1576	1576
chr1	6635174	6638504	2	-434.0	1626.0																																								6636839	-1665	1665
chr1	7772191	7773215	0																																										7772703	-512	512
chr1	7782802	7785543	0																																										7784172	-1370	1371
chr1	7982398	7988876	0																																										7985637	-3239	3239
chr1	8007307	8011769	0																																										8009538	-2231	2231
chr1	8344981	8350728	0																																										8347854	-2873	2874
chr1	8354824	8361599	4	2096.0	3158.0	-3161.0	-3183.0																																						8358211	-3387	3388
chr1	8858873	8860469	0																																										8859671	-798	798
chr1	8860490	8861790	0																																										8861140	-650	650
chr1	8863037	8864806	0																																										8863921	-884	885
chr1	9270395	9273793	0																																										9272094	-1699	1699
chr1	9722296	9727529	3	-2173.0	-2027.0	575.0																																							9724912	-2616	2617
chr1	9730426	9732155	2	163.0	732.0																																								9731290	-864	865
chr1	9840544	9847733	0																																										9844138	-3594	3595
chr1	10452999	10454758	0																																										10453878	-879	880
chr1	10628158	10632433	0																																										10630295	-2137	2138
chr1	10633649	10638161	1	-1338.0																																									10635905	-2256	2256
chr1	11023294	11025671	0																																										11024482	-1188	1189
chr1	11027026	11032924	0																																										11029975	-2949	2949
chr1	11053065	11060620	2	125.0	-2431.0																																								11056842	-3777	3778
chr1	11066658	11070313	0																																										11068485	-1827	1828
chr1	11291219	11294691	0																																										11292955	-1736	1736
chr1	11294958	11298643	0																																										11296800	-1842	1843
chr1	11532269	11535771	1	-366.0																																									11534020	-1751	1751
chr1	11669859	11675057	3	-1308.0	-2202.0	455.0																																							11672458	-2599	2599
chr1	11676350	11683590	0																																										11679970	-3620	3620
chr1	11752340	11755023	0																																										11753681	-1341	1342
chr1	11787002	11792722	3	-2490.0	1247.0	-830.0																																							11789862	-2860	2860
chr1	11847599	11853093	1	2719.0																																									11850346	-2747	2747
chr1	11970636	11974018	3	1588.0	1542.0	1600.0																																							11972327	-1691	1691
chr1	12007696	12013475	1	-961.0																																									12010585	-2889	2890
chr1	12027707	12031947	1	726.0																																									12029827	-2120	2120
chr1	15426968	15431613	0																																										15429290	-2322	2323
chr1	15665364	15666619	0																																										15665991	-627	628
chr1	15666736	15667578	0																																										15667157	-421	421
chr1	15733356	15736355	0																																										15734855	-1499	1500
chr1	15931832	15937568	22	-264.0	-378.0	713.0	-988.0	-2602.0	-2761.0	1900.0	1826.0	626.0	-82.0	1091.0	962.0	713.0	381.0	-1125.0	229.0	-1420.0	1259.0	774.0	2391.0	306.0	2531.0																				15934700	-2868	2868
chr1	15938907	15940021	1	142.0																																									15939464	-557	557
chr1	16228509	16231881	0																																										16230195	-1686	1686
chr1	16243655	16247114	0																																										16245384	-1729	1730
chr1	16384515	16386004	0																																										16385259	-744	745
chr1	16452945	16458724	0																																										16455834	-2889	2890
chr1	16562998	16568162	0																																										16565580	-2582	2582
chr1	16972989	16975911	0																																										16974450	-1461	1461
chr1	17404089	17407157	0																																										17405623	-1534	1534
chr1	17694747	17696486	0																																										17695616	-869	870
chr1	19069119	19074603	0																																										19071861	-2742	2742
chr1	19214146	19217695	0																																										19215920	-1774	1775
chr1	19255468	19258083	2	780.0	-1197.0																																								19256775	-1307	1308
chr1	19260349	19263146	0																																										19261747	-1398	1399
chr1	19300915	19304117	0																																										19302516	-1601	1601
chr1	19328593	19335611	0																																										19332102	-3509	3509
chr1	19336557	19343499	1	304.0																																									19340028	-3471	3471
chr1	19678476	19682179	0																																										19680327	-1851	1852
chr1	20498984	20500701	0																																										20499842	-858	859
chr1	20644338	20650240	3	2748.0	1733.0	2797.0																																							20647289	-2951	2951
chr1	20651547	20658587	0																																										20655067	-3520	3520
chr1	21212514	21220370	2	-3567.0	-3536.0																																								21216442	-3928	3928
chr1	21678354	21680281	0																																										21679317	-963	964
chr1	21680858	21682306	0																																										21681582	-724	724
chr1	22103422	22104912	0																																										22104167	-745	745
chr1	22115982	22118241	0																																										22117111	-1129	1130
chr1	22118960	22123510	2	1001.0	775.0																																								22121235	-2275	2275
chr1	22529088	22530416	0																																										22529752	-664	664
chr1	22532024	22534192	0																																										22533108	-1084	1084
chr1	23081109	23082746	1	-420.0																																									23081927	-818	819
chr1	23084750	23085698	1	-137.0																																									23085224	-474	474
chr1	23086310	23089033	0																																										23087671	-1361	1362
chr1	23422988	23426067	0																																										23424527	-1539	1540
chr1	23691991	23694027	0																																										23693009	-1018	1018
chr1	23759880	23761080	0																																										23760480	-600	600
chr1	23762515	23763539	0																																										23763027	-512	512
chr1	23789606	23791512	0																																										23790559	-953	953
chr1	23801151	23802547	1	-555.0																																									23801849	-698	698
chr1	23804624	23807169	0																																										23805896	-1272	1273
chr1	23957984	23961374	0																																										23959679	-1695	1695
chr1	24844433	24850256	0																																										24847344	-2911	2912
chr1	25217702	25219499	0																																										25218600	-898	899
chr1	25239232	25241353	0																																										25240292	-1060	1061
chr1	25567947	25570155	0																																										25569051	-1104	1104
chr1	25825434	25829953	2	1049.0	1533.0																																								25827693	-2259	2260
chr1	26168774	26175282	0																																										26172028	-3254	3254
chr1	26182702	26187437	5	1700.0	665.0	-2119.0	-92.0	32.0																																					26185069	-2367	2368
chr1	26274456	26277298	1	-1270.0																																									26275877	-1421	1421
chr1	26279692	26283348	0																																										26281520	-1828	1828
chr1	26468716	26469811	2	-63.0	301.0																																								26469263	-547	548
chr1	26470760	26473631	1	-1309.0																																									26472195	-1435	1436
chr1	26779388	26781241	11	451.0	451.0	669.0	-11.0	582.0	442.0	-712.0	575.0	307.0	249.0	797.0																															26780314	-926	927
chr1	26853009	26858472	1	1895.0																																									26855740	-2731	2732
chr1	26861549	26865396	3	226.0	242.0	-109.0																																							26863472	-1923	1924
chr1	26875119	26878270	0																																										26876694	-1575	1576
chr1	26879037	26880845	1	284.0																																									26879941	-904	904
chr1	26997380	26999535	0																																										26998457	-1077	1078
chr1	27098865	27104977	3	662.0	-1482.0	-769.0																																							27101921	-3056	3056
chr1	27337300	27341270	0																																										27339285	-1985	1985
chr1	27363084	27367245	1	290.0																																									27365164	-2080	2081
chr1	27394830	27397289	0																																										27396059	-1229	1230
chr1	27403227	27407478	1	-316.0																																									27405352	-2125	2126
chr1	27530446	27532863	0																																										27531654	-1208	1209
chr1	27534710	27539050	0																																										27536880	-2170	2170
chr1	27825009	27827763	0																																										27826386	-1377	1377
chr1	27849031	27850920	1	-240.0																																									27849975	-944	945
chr1	27886095	27889285	0																																										27887690	-1595	1595
chr1	27894422	27896188	0																																										27895305	-883	883
chr1	27965231	27967452	2	-594.0	-262.0																																								27966341	-1110	1111
chr1	28196990	28200589	0																																										28198789	-1799	1800
chr1	28201084	28204894	1	-802.0																																									28202989	-1905	1905
chr1	28575091	28579511	1	-305.0																																									28577301	-2210	2210
chr1	28580825	28583729	1	1401.0																																									28582277	-1452	1452
chr1	28714314	28716590	2	683.0	884.0																																								28715452	-1138	1138
chr1	28772529	28776640	0																																										28774584	-2055	2056
chr1	29146083	29148315	0																																										29147199	-1116	1116
chr1	29148472	29149940	1	326.0																																									29149206	-734	734
chr1	29193028	29197913	0																																										29195470	-2442	2443
chr1	30930189	30931261	0																																										30930725	-536	536
chr1	30932953	30935482	2	1005.0	1030.0																																								30934217	-1264	1265
chr1	31366713	31369611	1	718.0																																									31368162	-1449	1449
chr1	31431010	31432719	0																																										31431864	-854	855
chr1	31433438	31437448	2	1258.0	1094.0																																								31435443	-2005	2005
chr1	31630676	31632967	1	1071.0																																									31631821	-1145	1146
chr1	32056771	32058834	0																																										32057802	-1031	1032
chr1	32058859	32059852	0																																										32059355	-496	497
chr1	32063790	32065709	0																																										32064749	-959	960
chr1	32100261	32104545	1	-83.0																																									32102403	-2142	2142
chr1	32173718	32176737	0																																										32175227	-1509	1510
chr1	32178379	32180228	0																																										32179303	-924	925
chr1	32188076	32195407	1	-601.0																																									32191741	-3665	3666
chr1	32196214	32201054	0																																										32198634	-2420	2420
chr1	32202502	32207732	3	-2357.0	1192.0	-2162.0																																							32205117	-2615	2615
chr1	32767962	32774402	6	768.0	-1690.0	-156.0	-1727.0	-1938.0	3077.0																																				32771182	-3220	3220
chr1	32774722	32778281	0																																										32776501	-1779	1780
chr1	32892842	32898619	2	2129.0	-2398.0																																								32895730	-2888	2889
chr1	33005541	33008045	0																																										33006793	-1252	1252
chr1	33318292	33321042	0																																										33319667	-1375	1375
chr1	33321856	33324631	1	-563.0																																									33323243	-1387	1388
chr1	34861955	34863310	0																																										34862632	-677	678
chr1	34864045	34865689	0																																										34864867	-822	822
chr1	34866029	34867981	1	-562.0																																									34867005	-976	976
chr1	35176335	35178903	0																																										35177619	-1284	1284
chr1	35429431	35435226	0																																										35432328	-2897	2898
chr1	35591029	35597362	0																																										35594195	-3166	3167
chr1	35597564	35600929	0																																										35599246	-1682	1683
chr1	35600972	35602807	0																																										35601889	-917	918
chr1	35711199	35714529	0																																										35712864	-1665	1665
chr1	35930123	35931726	0																																										35930924	-801	802
chr1	36087282	36090966	1	1150.0																																									36089124	-1842	1842
chr1	36092903	36094963	1	452.0																																									36093933	-1030	1030
chr1	36180981	36182868	0																																										36181924	-943	944
chr1	36306051	36310275	0																																										36308163	-2112	2112
chr1	36324993	36327231	0																																										36326112	-1119	1119
chr1	36341245	36344725	1	1168.0																																									36342985	-1740	1740
chr1	36384726	36389466	0																																										36387096	-2370	2370
chr1	36453546	36455277	0																																										36454411	-865	866
chr1	36455455	36456492	2	-339.0	194.0																																								36455973	-518	519
chr1	37481025	37484310	6	-1135.0	-936.0	925.0	-601.0	127.0	-855.0																																				37482667	-1642	1643
chr1	37486006	37486605	0																																										37486305	-299	300
chr1	37486876	37487717	0																																										37487296	-420	421
chr1	37487796	37488599	0																																										37488197	-401	402
chr1	37561123	37563927	0																																										37562525	-1402	1402
chr1	37564877	37566486	1	639.0																																									37565681	-804	805
chr1	37683837	37686573	0																																										37685205	-1368	1368
chr1	37704543	37708210	2	811.0	844.0																																								37706376	-1833	1834
chr1	37708871	37711682	0																																										37710276	-1405	1406
chr1	37713237	37717318	0																																										37715277	-2040	2041
chr1	37801909	37803173	0																																										37802541	-632	632
chr1	37805349	37809614	2	579.0	-1628.0																																								37807481	-2132	2133
chr1	37859082	37860491	0																																										37859786	-704	705
chr1	37954333	37961731	2	-184.0	136.0																																								37958032	-3699	3699
chr1	38025366	38026319	0																																										38025842	-476	477
chr1	38026384	38031795	0																																										38029089	-2705	2706
chr1	39002337	39003139	0																																										39002738	-401	401
chr1	39004107	39005596	1	706.0																																									39004851	-744	745
chr1	39006803	39010511	0																																										39008657	-1854	1854
chr1	39029732	39032902	0																																										39031317	-1585	1585
chr1	39036713	39042078	0																																										39039395	-2682	2683
chr1	39524987	39527640	1	1130.0																																									39526313	-1326	1327
chr1	39529824	39533058	0																																										39531441	-1617	1617
chr1	39556103	39560780	0																																										39558441	-2338	2339
chr1	39561879	39563128	2	120.0	421.0																																								39562503	-624	625
chr1	39563140	39565012	2	-691.0	-457.0																																								39564076	-936	936
chr1	39758760	39762420	0																																										39760590	-1830	1830
chr1	40069428	40070904	0																																										40070166	-738	738
chr1	40071605	40072678	1	-200.0																																									40072141	-536	537
chr1	40768261	40769751	0																																										40769006	-745	745
chr1	40771146	40776046	0																																										40773596	-2450	2450
chr1	40837314	40840664	3	1281.0	1305.0	632.0																																							40838989	-1675	1675
chr1	40858194	40859926	0																																										40859060	-866	866
chr1	41026153	41029083	0																																										41027618	-1465	1465
chr1	42673935	42674794	0																																										42674364	-429	430
chr1	42675201	42676892	0																																										42676046	-845	846
chr1	42702792	42704624	0																																										42703708	-916	916
chr1	42743398	42749281	3	-919.0	-1965.0	-1070.0																																							42746339	-2941	2942
chr1	42816044	42817506	2	334.0	283.0																																								42816775	-731	731
chr1	42849144	42852262	4	-1034.0	-382.0	1229.0	-1182.0																																						42850703	-1559	1559
chr1	42923766	42925372	0																																										42924569	-803	803
chr1	42926888	42928496	3	-6.0	-9.0	522.0																																							42927692	-804	804
chr1	43165364	43168566	0																																										43166965	-1601	1601
chr1	43277401	43281967	0																																										43279684	-2283	2283
chr1	43360652	43361855	0																																										43361253	-601	602
chr1	43362511	43368474	2	2359.0	2434.0																																								43365492	-2981	2982
chr1	43386394	43389005	2	1099.0	1111.0																																								43387699	-1305	1306
chr1	43446678	43454364	4	2574.0	-811.0	3484.0	-1101.0																																						43450521	-3843	3843
chr1	43929873	43932097	0																																										43930985	-1112	1112
chr1	43934167	43937911	2	-649.0	437.0																																								43936039	-1872	1872
chr1	43960969	43966372	0																																										43963670	-2701	2702
chr1	43972896	43974124	0																																										43973510	-614	614
chr1	43975882	43977538	4	406.0	76.0	-532.0	610.0																																						43976710	-828	828
chr1	43978611	43986441	0																																										43982526	-3915	3915
chr1	43986675	43989536	0																																										43988105	-1430	1431
chr1	43991119	43992537	3	-309.0	-397.0	-385.0																																							43991828	-709	709
chr1	44217008	44222829	3	730.0	-1621.0	-640.0																																							44219918	-2910	2911
chr1	44776008	44781385	1	1081.0																																									44778696	-2688	2689
chr1	44782831	44785213	1	-644.0																																									44784022	-1191	1191
chr1	45000215	45001821	0																																										45001018	-803	803
chr1	45002551	45008655	7	-2907.0	724.0	-1375.0	-2763.0	-2731.0	1678.0	694.0																																			45005603	-3052	3052
chr1	45507958	45509395	2	-242.0	-200.0																																								45508676	-718	719
chr1	45513391	45514817	0																																										45514104	-713	713
chr1	45565962	45569792	3	-686.0	-80.0	-605.0																																							45567877	-1915	1915
chr1	45570157	45572140	0																																										45571148	-991	992
chr1	45617194	45623000	4	-1856.0	-2717.0	-2509.0	-2696.0																																						45620097	-2903	2903
chr1	45623157	45627396	0																																										45625276	-2119	2120
chr1	45691151	45692463	0																																										45691807	-656	656
chr1	46031948	46034532	1	604.0																																									46033240	-1292	1292
chr1	46034800	46037804	1	1365.0																																									46036302	-1502	1502
chr1	46038639	46040755	0																																										46039697	-1058	1058
chr1	46186272	46187927	0																																										46187099	-827	828
chr1	46188177	46190504	3	-651.0	537.0	494.0																																							46189340	-1163	1164
chr1	46313139	46314938	0																																										46314038	-899	900
chr1	46360605	46363482	1	-263.0																																									46362043	-1438	1439
chr1	46672110	46674463	0																																										46673286	-1176	1177
chr1	50433610	50437004	0																																										50435307	-1697	1697
chr1	51347468	51353024	0																																										51350246	-2778	2778
chr1	52093283	52095349	0																																										52094316	-1033	1033
chr1	52346651	52348793	0																																										52347722	-1071	1071
chr1	52684700	52687030	0																																										52685865	-1165	1165
chr1	52897062	52900455	0																																										52898758	-1696	1697
chr1	53211036	53214421	1	1546.0																																									53212728	-1692	1693
chr1	54026475	54028677	0																																										54027576	-1101	1101
chr1	54221719	54225205	0																																										54223462	-1743	1743
chr1	54226833	54231422	0																																										54229127	-2294	2295
chr1	54743038	54745663	0																																										54744350	-1312	1313
chr1	54846200	54847222	0																																										54846711	-511	511
chr1	54848464	54850376	0																																										54849420	-956	956
chr1	58575507	58578070	2	272.0	272.0																																								58576788	-1281	1282
chr1	59812810	59815705	0																																										59814257	-1447	1448
chr1	64834844	64838247	2	397.0	1048.0																																								64836545	-1701	1702
chr1	67398897	67400921	0																																										67399909	-1012	1012
chr1	67684293	67689096	1	-1147.0																																									67686694	-2401	2402
chr1	67699394	67701696	0																																										67700545	-1151	1151
chr1	71061351	71061921	0																																										71061636	-285	285
chr1	77560661	77562331	0																																										77561496	-835	835
chr1	77941576	77944071	3	-126.0	-61.0	250.0																																							77942823	-1247	1248
chr1	85580671	85583428	4	-1046.0	-417.0	-91.0	-501.0																																						85582049	-1378	1379
chr1	92249196	92251601	0																																										92250398	-1202	1203
chr1	92831277	92832587	1	-147.0																																									92831932	-655	655
chr1	93551826	93553941	1	475.0																																									93552883	-1057	1058
chr1	108130326	108134422	0																																										108132374	-2048	2048
chr1	108698729	108700025	1	117.0																																									108699377	-648	648
chr1	108700776	108701045	0																																										108700910	-134	135
chr1	108745684	108747706	2	-35.0	-66.0																																								108746695	-1011	1011
chr1	109062892	109064738	1	-819.0																																									109063815	-923	923
chr1	109094500	109095894	0																																										109095197	-697	697
chr1	109098047	109103174	1	144.0																																									109100610	-2563	2564
chr1	109209099	109211179	0																																										109210139	-1040	1040
chr1	109236669	109240530	3	829.0	797.0	675.0																																							109238599	-1930	1931
chr1	109240695	109242868	0																																										109241781	-1086	1087
chr1	109271659	109273949	2	-133.0	469.0																																								109272804	-1145	1145
chr1	109483124	109486593	0																																										109484858	-1734	1735
chr1	109490617	109492495	1	392.0																																									109491556	-939	939
chr1	109493684	109496694	1	-1205.0																																									109495189	-1505	1505
chr1	109497380	109501218	0																																										109499299	-1919	1919
chr1	109506641	109510014	3	785.0	497.0	444.0																																							109508327	-1686	1687
chr1	109546098	109549996	0																																										109548047	-1949	1949
chr1	109605792	109606713	1	207.0																																									109606252	-460	461
chr1	110020650	110021624	1	329.0																																									110021137	-487	487
chr1	110349434	110350538	0																																										110349986	-552	552
chr1	111184738	111187893	0																																										111186315	-1577	1578
chr1	111462682	111463723	0																																										111463202	-520	521
chr1	111716828	111717678	0																																										111717253	-425	425
chr1	111717813	111718582	0																																										111718197	-384	385
chr1	112522931	112524776	0																																										112523853	-922	923
chr1	112695108	112698864	3	-1095.0	1502.0	228.0																																							112696986	-1878	1878
chr1	112699838	112704154	6	-1679.0	298.0	1770.0	1733.0	-1702.0	-603.0																																				112701996	-2158	2158
chr1	113698504	113700056	0																																										113699280	-776	776
chr1	113975579	113977085	0																																										113976332	-753	753
chr1	114390306	114390988	0																																										114390647	-341	341
chr1	114391465	114393385	0																																										114392425	-960	960
chr1	114570179	114573859	2	1288.0	1311.0																																								114572019	-1840	1840
chr1	114713576	114714496	1	116.0																																									114714036	-460	460
chr1	114715912	114720053	1	-1670.0																																									114717982	-2070	2071
chr1	116408735	116411428	0																																										116410081	-1346	1347
chr1	116986294	116988973	0																																										116987633	-1339	1340
chr1	117104577	117106087	0																																										117105332	-755	755
chr1	117106160	117107289	0																																										117106724	-564	565
chr1	117108232	117109174	0																																										117108703	-471	471
chr1	119910890	119911628	0																																										119911259	-369	369
chr1	120843541	120845548	0																																										120844544	-1003	1004
chr1	145845583	145848365	6	-296.0	-613.0	341.0	905.0	-655.0	935.0																																				145846974	-1391	1391
chr1	145849267	145853121	0																																										145851194	-1927	1927
chr1	147153342	147155268	0																																										147154305	-963	963
chr1	147170461	147173383	1	-117.0																																									147171922	-1461	1461
chr1	147622009	147626007	7	-1517.0	-70.0	-869.0	-1079.0	1576.0	147.0	-282.0																																			147624008	-1999	1999
chr1	149809835	149812197	4	-1013.0	-1170.0	-678.0	-1098.0																																						149811016	-1181	1181
chr1	149844826	149846658	0																																										149845742	-916	916
chr1	149881565	149884562	0																																										149883063	-1498	1499
chr1	149886886	149889648	10	1002.0	792.0	1221.0	951.0	1170.0	518.0	683.0	1041.0	1006.0	1263.0																																149888267	-1381	1381
chr1	149899854	149902672	2	1211.0	870.0																																								149901263	-1409	1409
chr1	149903360	149905347	3	360.0	-706.0	-595.0																																							149904353	-993	994
chr1	149920535	149921675	0																																										149921105	-570	570
chr1	149922555	149924928	1	-126.0																																									149923741	-1186	1187
chr1	149925445	149926370	0																																										149925907	-462	463
chr1	149926901	149928413	2	-190.0	-183.0																																								149927657	-756	756
chr1	150148311	150155523	1	961.0																																									150151917	-3606	3606
chr1	150263349	150270167	8	653.0	-1289.0	-1962.0	666.0	715.0	1907.0	-1962.0	-1303.0																																		150266758	-3409	3409
chr1	150281278	150286016	3	93.0	318.0	98.0																																							150283647	-2369	2369
chr1	150308293	150312475	0																																										150310384	-2091	2091
chr1	150352777	150354604	2	712.0	722.0																																								150353690	-913	914
chr1	150475354	150478370	0																																										150476862	-1508	1508
chr1	150603768	150608577	0																																										150606172	-2404	2405
chr1	150806278	150808039	1	448.0																																									150807158	-880	881
chr1	150958356	150963712	5	359.0	-1979.0	436.0	-1570.0	-1967.0																																					150961034	-2678	2678
chr1	150963764	150965163	3	211.0	415.0	-84.0																																							150964463	-699	700
chr1	150965269	150969017	10	-1299.0	539.0	546.0	-1815.0	-1032.0	-280.0	-1273.0	1350.0	1349.0	-33.0																																150967143	-1874	1874
chr1	150994454	150995245	2	214.0	246.0																																								150994849	-395	396
chr1	150996197	150997022	0																																										150996609	-412	413
chr1	150997427	150999757	1	912.0																																									150998592	-1165	1165
chr1	151034134	151037655	2	1599.0	-1629.0																																								151035894	-1760	1761
chr1	151042476	151049117	6	2731.0	-317.0	2771.0	-2933.0	-2915.0	-293.0																																				151045796	-3320	3321
chr1	151050238	151052318	1	604.0																																									151051278	-1040	1040
chr1	151052686	151054530	0																																										151053608	-922	922
chr1	151165561	151170119	2	1672.0	2022.0																																								151167840	-2279	2279
chr1	151170822	151175655	5	2318.0	1781.0	-1592.0	-1254.0	-1538.0																																					151173238	-2416	2417
chr1	151175675	151178927	2	384.0	-783.0																																								151177301	-1626	1626
chr1	151263884	151267448	5	1737.0	-852.0	-893.0	144.0	-1642.0																																					151265666	-1782	1782
chr1	151336585	151337666	0																																										151337125	-540	541
chr1	151398646	151402348	5	-146.0	-152.0	786.0	-365.0	-1012.0																																					151400497	-1851	1851
chr1	151404031	151405712	7	-546.0	231.0	-787.0	-46.0	-283.0	-469.0	-238.0																																			151404871	-840	841
chr1	151538666	151545989	1	1972.0																																									151542327	-3661	3662
chr1	151700935	151708597	2	2110.0	-1174.0																																								151704766	-3831	3831
chr1	151768617	151772802	0																																										151770709	-2092	2093
chr1	152030694	152031478	0																																										152031086	-392	392
chr1	152031676	152032937	0																																										152032306	-630	631
chr1	152034985	152039585	0																																										152037285	-2300	2300
chr1	153618818	153620573	1	841.0																																									153619695	-877	878
chr1	153640966	153644403	2	-820.0	-454.0																																								153642684	-1718	1719
chr1	153644489	153649461	1	1851.0																																									153646975	-2486	2486
chr1	153660205	153662626	4	-984.0	-1130.0	160.0	-909.0																																						153661415	-1210	1211
chr1	153662647	153663921	3	504.0	254.0	234.0																																							153663284	-637	637
chr1	153771364	153774208	3	119.0	-976.0	112.0																																							153772786	-1422	1422
chr1	153775045	153776516	2	405.0	460.0																																								153775780	-735	736
chr1	153928238	153930241	1	-986.0																																									153929239	-1001	1002
chr1	153930286	153931194	0																																										153930740	-454	454
chr1	153932478	153937928	6	2244.0	422.0	2282.0	1030.0	1030.0	-2593.0																																				153935203	-2725	2725
chr1	153951063	153956383	6	2349.0	1701.0	-532.0	368.0	1564.0	-1166.0																																				153953723	-2660	2660
chr1	153957573	153959110	1	-188.0																																									153958341	-768	769
chr1	153959395	153964497	1	-756.0																																									153961946	-2551	2551
chr1	153987648	153993163	2	-2454.0	-821.0																																								153990405	-2757	2758
chr1	153993968	153998033	0																																										153996000	-2032	2033
chr1	154154602	154156406	0																																										154155504	-902	902
chr1	154267602	154273307	2	1669.0	-2223.0																																								154270454	-2852	2853
chr1	154323517	154328328	1	-1895.0																																									154325922	-2405	2406
chr1	154350293	154353924	1	915.0																																									154352108	-1815	1816
chr1	154550069	154556304	6	-2769.0	382.0	741.0	-2332.0	736.0	1379.0																																				154553186	-3117	3118
chr1	154576793	154578073	0																																										154577433	-640	640
chr1	154578675	154581141	0																																										154579908	-1233	1233
chr1	154925015	154928076	2	137.0	1384.0																																								154926545	-1530	1531
chr1	154957990	154962939	2	1557.0	952.0																																								154960464	-2474	2475
chr1	154964996	154967213	2	51.0	465.0																																								154966104	-1108	1109
chr1	154990293	154995153	5	-919.0	-1236.0	2394.0	-23.0	-936.0																																					154992723	-2430	2430
chr1	155015279	155019083	2	833.0	-1418.0																																								155017181	-1902	1902
chr1	155043623	155049605	5	529.0	456.0	216.0	-1488.0	439.0																																					155046614	-2991	2991
chr1	155134709	155135407	0																																										155135058	-349	349
chr1	155135584	155138430	3	-686.0	76.0	-992.0																																							155137007	-1423	1423
chr1	155232118	155236423	0																																										155234270	-2152	2153
chr1	155251269	155253682	1	-1079.0																																									155252475	-1206	1207
chr1	155255309	155257248	0																																										155256278	-969	970
chr1	155258652	155262911	5	-1362.0	294.0	1850.0	-1334.0	261.0																																					155260781	-2129	2130
chr1	155263029	155264030	3	211.0	302.0	-449.0																																							155263529	-500	501
chr1	155264042	155265666	0																																										155264854	-812	812
chr1	155279859	155286466	5	-2093.0	531.0	747.0	-2581.0	-1592.0																																					155283162	-3303	3304
chr1	155287790	155295192	4	3543.0	3020.0	-291.0	-1721.0																																						155291491	-3701	3701
chr1	155316281	155318924	1	-676.0																																									155317602	-1321	1322
chr1	155319387	155320229	2	-97.0	-97.0																																								155319808	-421	421
chr1	155330865	155332507	0																																										155331686	-821	821
chr1	155336680	155338615	1	79.0																																									155337647	-967	968
chr1	155737483	155738020	0																																										155737751	-268	269
chr1	155910293	155913049	2	903.0	870.0																																								155911671	-1378	1378
chr1	155914983	155917155	1	-594.0																																									155916069	-1086	1086
chr1	155941011	155944906	4	485.0	340.0	262.0	251.0																																						155942958	-1947	1948
chr1	156001337	156009238	0																																										156005287	-3950	3951
