Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr7	86861988	86864696	86864306	2708	86863342	-1354	1354	964
chr7	128773764	128777661	128774616	3897	128775712	-1948	1949	-1096
chr7	86861988	86864696	86864286	2708	86863342	-1354	1354	944
chr7	86861988	86864696	86864615	2708	86863342	-1354	1354	1273
chr7	100641069	100644666	100641483	3597	100642867	-1798	1799	-1384
chr7	128773764	128777661	128775459	3897	128775712	-1948	1949	-253
chr7	100797574	100799856	100797739	2282	100798715	-1141	1141	-976
chr7	100641069	100644666	100641209	3597	100642867	-1798	1799	-1658
chr7	128773764	128777661	128775083	3897	128775712	-1948	1949	-629
chr7	6492908	6498906	6498174	5998	6495907	-2999	2999	2267
chr7	100641069	100644666	100641558	3597	100642867	-1798	1799	-1309
chr7	128773764	128777661	128775718	3897	128775712	-1948	1949	6
chr7	100641069	100644666	100643215	3597	100642867	-1798	1799	348
chr7	128773764	128777661	128775458	3897	128775712	-1948	1949	-254
chr7	151147844	151150002	151149117	2158	151148923	-1079	1079	194
chr8	11328178	11332268	11331684	4090	11330223	-2045	2045	1461
chr9	35555603	35563587	35563033	7984	35559595	-3992	3992	3438
chr9	35555603	35563587	35558486	7984	35559595	-3992	3992	-1109
chr9	35555603	35563587	35562548	7984	35559595	-3992	3992	2953
chr9	35555603	35563587	35560530	7984	35559595	-3992	3992	935
chr9	35555603	35563587	35558282	7984	35559595	-3992	3992	-1313
chr10	100283027	100287226	100286145	4199	100285126	-2099	2100	1019
chr11	47321428	47329394	47328682	7966	47325411	-3983	3983	3271
chr11	64115703	64118504	64116390	2801	64117103	-1400	1401	-713
chr11	64115703	64118504	64117422	2801	64117103	-1400	1401	319
chr11	72233961	72240637	72238372	6676	72237299	-3338	3338	1073
chr11	64303510	64307796	64304566	4286	64305653	-2143	2143	-1087
chr11	3664560	3666878	3666475	2318	3665719	-1159	1159	756
chr11	3664560	3666878	3666525	2318	3665719	-1159	1159	806
chr11	45900954	45903727	45903052	2773	45902340	-1386	1387	712
chr11	64115703	64118504	64117491	2801	64117103	-1400	1401	388
chr11	57736464	57740504	57740483	4040	57738484	-2020	2020	1999
chr11	639184	645283	640571	6099	642233	-3049	3050	-1662
chr11	3664560	3666878	3666300	2318	3665719	-1159	1159	581
chr11	639184	645283	640489	6099	642233	-3049	3050	-1744
chr11	72233961	72240637	72238045	6676	72237299	-3338	3338	746
chr11	46375539	46383449	46382098	7910	46379494	-3955	3955	2604
chr12	56234018	56240085	56237669	6067	56237051	-3033	3034	618
chr12	56234018	56240085	56235693	6067	56237051	-3033	3034	-1358
chr12	132617879	132624092	132621642	6213	132620985	-3106	3107	657
chr12	132617879	132624092	132620469	6213	132620985	-3106	3107	-516
chr12	56234018	56240085	56236405	6067	56237051	-3033	3034	-646
chr12	49330806	49332085	49330869	1279	49331445	-639	640	-576
chr12	132617879	132624092	132621606	6213	132620985	-3106	3107	621
chr12	132617879	132624092	132621555	6213	132620985	-3106	3107	570
chr12	49330806	49332085	49330981	1279	49331445	-639	640	-464
chr12	56342696	56346344	56343418	3648	56344520	-1824	1824	-1102
chr12	56342696	56346344	56343835	3648	56344520	-1824	1824	-685
chr12	132617879	132624092	132620309	6213	132620985	-3106	3107	-676
chr12	56234018	56240085	56235240	6067	56237051	-3033	3034	-1811
chr12	56342696	56346344	56343454	3648	56344520	-1824	1824	-1066
chr12	132617879	132624092	132620264	6213	132620985	-3106	3107	-721
chr12	56338591	56341911	56339763	3320	56340251	-1660	1660	-488
chr12	132617879	132624092	132619713	6213	132620985	-3106	3107	-1272
chr12	56338591	56341911	56339190	3320	56340251	-1660	1660	-1061
chr12	132617879	132624092	132621702	6213	132620985	-3106	3107	717
chr12	132617879	132624092	132621313	6213	132620985	-3106	3107	328
chr12	132617879	132624092	132621719	6213	132620985	-3106	3107	734
chr12	56338591	56341911	56340175	3320	56340251	-1660	1660	-76
chr13	113649174	113651736	113649380	2562	113650455	-1281	1281	-1075
chr13	113649174	113651736	113649466	2562	113650455	-1281	1281	-989
chr13	113649174	113651736	113649492	2562	113650455	-1281	1281	-963
chr14	100326451	100334351	100327229	7900	100330401	-3950	3950	-3172
chr14	69778291	69779699	69778343	1408	69778995	-704	704	-652
chr14	100326451	100334351	100328925	7900	100330401	-3950	3950	-1476
chr14	69769658	69771886	69771428	2228	69770772	-1114	1114	656
chr14	100326451	100334351	100327301	7900	100330401	-3950	3950	-3100
chr14	69778291	69779699	69778479	1408	69778995	-704	704	-516
chr14	24204978	24207962	24206638	2984	24206470	-1492	1492	168
chr14	69778291	69779699	69778440	1408	69778995	-704	704	-555
chr14	100326451	100334351	100333930	7900	100330401	-3950	3950	3529
chr14	100326451	100334351	100327208	7900	100330401	-3950	3950	-3193
chr15	43598094	43600714	43598910	2620	43599404	-1310	1310	-494
chr15	43598094	43600714	43600082	2620	43599404	-1310	1310	678
chr15	43598094	43600714	43598316	2620	43599404	-1310	1310	-1088
chr15	40811149	40813726	40812832	2577	40812437	-1288	1289	395
chr15	40811149	40813726	40813370	2577	40812437	-1288	1289	933
chr15	43598094	43600714	43600670	2620	43599404	-1310	1310	1266
chr15	43598094	43600714	43599162	2620	43599404	-1310	1310	-242
chr16	30381003	30386326	30381464	5323	30383664	-2661	2662	-2200
chr16	284032	287503	285568	3471	285767	-1735	1736	-199
chr16	284032	287503	286659	3471	285767	-1735	1736	892
chr16	30381003	30386326	30381118	5323	30383664	-2661	2662	-2546
chr16	30381003	30386326	30381025	5323	30383664	-2661	2662	-2639
chr16	30381003	30386326	30381067	5323	30383664	-2661	2662	-2597
chr16	284032	287503	285197	3471	285767	-1735	1736	-570
chr16	30381003	30386326	30381791	5323	30383664	-2661	2662	-1873
chr17	74950779	74953776	74952334	2997	74952277	-1498	1499	57
chr17	4794340	4798799	4798024	4459	4796569	-2229	2230	1455
chr17	28534353	28536898	28535038	2545	28535625	-1272	1273	-587
chr17	74950779	74953776	74952035	2997	74952277	-1498	1499	-242
chr17	38325381	38326504	38326089	1123	38325942	-561	562	147
chr17	58206590	58210610	58207105	4020	58208600	-2010	2010	-1495
chr17	58206590	58210610	58208142	4020	58208600	-2010	2010	-458
chr17	40017316	40019221	40017351	1905	40018268	-952	953	-917
chr17	38321523	38322646	38322553	1123	38322084	-561	562	469
chr17	38321523	38322646	38322546	1123	38322084	-561	562	462
chr17	76467793	76470909	76469969	3116	76469351	-1558	1558	618
chr17	38321523	38322646	38322155	1123	38322084	-561	562	71
chr17	44778486	44781757	44780949	3271	44780121	-1635	1636	828
chr17	44778486	44781757	44779236	3271	44780121	-1635	1636	-885
chr17	7041585	7043203	7041736	1618	7042394	-809	809	-658
chr17	4794340	4798799	4797558	4459	4796569	-2229	2230	989
chr17	38321523	38322646	38322300	1123	38322084	-561	562	216
chr17	38325381	38326504	38326500	1123	38325942	-561	562	558
chr17	38325381	38326504	38326501	1123	38325942	-561	562	559
chr17	58206590	58210610	58208543	4020	58208600	-2010	2010	-57
chr17	58206590	58210610	58208515	4020	58208600	-2010	2010	-85
chr17	76467793	76470909	76468858	3116	76469351	-1558	1558	-493
chr17	42120998	42125598	42123294	4600	42123298	-2300	2300	-4
chr18	79897350	79905145	79899086	7795	79901247	-3897	3898	-2161
chr19	35544801	35548370	35546707	3569	35546585	-1784	1785	122
chr19	39196798	39200241	39199257	3443	39198519	-1721	1722	738
chr19	4326638	4332694	4326993	6056	4329666	-3028	3028	-2673
chr19	4320626	4325247	4324468	4621	4322936	-2310	2311	1532
chr19	4320626	4325247	4325223	4621	4322936	-2310	2311	2287
chr19	38384722	38391354	38385992	6632	38388038	-3316	3316	-2046
chr19	12755633	12762195	12757944	6562	12758914	-3281	3281	-970
chr19	4320626	4325247	4323755	4621	4322936	-2310	2311	819
chr19	4320626	4325247	4323010	4621	4322936	-2310	2311	74
chr19	49014198	49019399	49015857	5201	49016798	-2600	2601	-941
chr19	4320626	4325247	4324545	4621	4322936	-2310	2311	1609
chr19	14465242	14472718	14472617	7476	14468980	-3738	3738	3637
chr19	14465242	14472718	14470636	7476	14468980	-3738	3738	1656
chr19	38384722	38391354	38386164	6632	38388038	-3316	3316	-1874
chr19	48285292	48286310	48286054	1018	48285801	-509	509	253
chr19	12755633	12762195	12756206	6562	12758914	-3281	3281	-2708
chr19	11324723	11327009	11325310	2286	11325866	-1143	1143	-556
chr19	40211515	40218653	40217314	7138	40215084	-3569	3569	2230
chr19	40375328	40378483	40376743	3155	40376905	-1577	1578	-162
chr19	14465242	14472718	14472471	7476	14468980	-3738	3738	3491
chr19	38384722	38391354	38387249	6632	38388038	-3316	3316	-789
chr19	3763706	3771580	3771576	7874	3767643	-3937	3937	3933
chr19	7921420	7922948	7921702	1528	7922184	-764	764	-482
chr19	58391089	58397802	58393442	6713	58394445	-3356	3357	-1003
chr19	48741980	48746493	48743452	4513	48744236	-2256	2257	-784
chr19	38378205	38384622	38383420	6417	38381413	-3208	3209	2007
chr19	35550858	35556059	35551011	5201	35553458	-2600	2601	-2447
chr19	36112314	36116525	36115916	4211	36114419	-2105	2106	1497
chr19	51364795	51371944	51368536	7149	51368369	-3574	3575	167
chr19	36112314	36116525	36113785	4211	36114419	-2105	2106	-634
chr19	14465242	14472718	14469785	7476	14468980	-3738	3738	805
chr19	11324723	11327009	11325530	2286	11325866	-1143	1143	-336
chr19	38378205	38384622	38380973	6417	38381413	-3208	3209	-440
chr19	3763706	3771580	3765206	7874	3767643	-3937	3937	-2437
chr19	40211515	40218653	40215117	7138	40215084	-3569	3569	33
chr19	58391089	58397802	58393159	6713	58394445	-3356	3357	-1286
chr19	4326638	4332694	4327144	6056	4329666	-3028	3028	-2522
chr19	14465242	14472718	14469391	7476	14468980	-3738	3738	411
chr19	58391089	58397802	58393416	6713	58394445	-3356	3357	-1029
chr19	14465242	14472718	14472638	7476	14468980	-3738	3738	3658
chr19	4320626	4325247	4323052	4621	4322936	-2310	2311	116
chr19	4326638	4332694	4327203	6056	4329666	-3028	3028	-2463
chr19	35544801	35548370	35547162	3569	35546585	-1784	1785	577
chr20	45889535	45892396	45890324	2861	45890965	-1430	1431	-641
chr20	63556636	63561704	63560476	5068	63559170	-2534	2534	1306
chr20	6040279	6043804	6041018	3525	6042041	-1762	1763	-1023
chr22	23750422	23755239	23754401	4817	23752830	-2408	2409	1571
chr22	23750422	23755239	23754327	4817	23752830	-2408	2409	1497
chrX	71614958	71618404	71616393	3446	71616681	-1723	1723	-288
chrX	71614958	71618404	71616996	3446	71616681	-1723	1723	315
chrX	55005073	55009259	55007016	4186	55007166	-2093	2093	-150
chrX	71614958	71618404	71616925	3446	71616681	-1723	1723	244
chrX	55005073	55009259	55006740	4186	55007166	-2093	2093	-426
chrX	153900726	153906626	153905951	5900	153903676	-2950	2950	2275
chrX	71614958	71618404	71617390	3446	71616681	-1723	1723	709
chrX	71614958	71618404	71616598	3446	71616681	-1723	1723	-83
chrX	55005073	55009259	55006756	4186	55007166	-2093	2093	-410
chrX	55005073	55009259	55006689	4186	55007166	-2093	2093	-477
chrX	71614958	71618404	71616890	3446	71616681	-1723	1723	209
chrX	71614958	71618404	71617152	3446	71616681	-1723	1723	471
chrX	71614958	71618404	71617365	3446	71616681	-1723	1723	684
chrX	153900726	153906626	153906622	5900	153903676	-2950	2950	2946
chrX	71614958	71618404	71617575	3446	71616681	-1723	1723	894
chrX	71614958	71618404	71617390	3446	71616681	-1723	1723	709
