0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	Middle	Start	End
chr1	8354824	8361599	4	2096.0	3158.0	-3161.0	-3183.0																																						8358211	-3387	3388
chr1	8858873	8860469	0																																										8859671	-798	798
chr1	8860490	8861790	0																																										8861140	-650	650
chr1	8863037	8864806	0																																										8863921	-884	885
chr1	9730426	9732155	2	163.0	732.0																																								9731290	-864	865
chr1	10628158	10632433	0																																										10630295	-2137	2138
chr1	10636731	10644018	2	3131.0	-2790.0																																								10640374	-3643	3644
chr1	11023294	11025671	0																																										11024482	-1188	1189
chr1	11053065	11060620	2	125.0	-2431.0																																								11056842	-3777	3778
chr1	11066658	11070313	0																																										11068485	-1827	1828
chr1	11669859	11675057	3	-1308.0	-2202.0	455.0																																							11672458	-2599	2599
chr1	11676350	11683590	0																																										11679970	-3620	3620
chr1	11752340	11755023	0																																										11753681	-1341	1342
chr1	11787002	11791187	2	479.0	-1598.0																																								11789094	-2092	2093
chr1	11847599	11853093	1	2719.0																																									11850346	-2747	2747
chr1	11970636	11974018	3	1588.0	1542.0	1600.0																																							11972327	-1691	1691
chr1	12007696	12013475	1	-961.0																																									12010585	-2889	2890
chr1	12027707	12031947	1	726.0																																									12029827	-2120	2120
chr1	15426968	15431613	0																																										15429290	-2322	2323
chr1	15666736	15667578	0																																										15667157	-421	421
chr1	15933469	15937568	17	554.0	440.0	1531.0	-170.0	-1784.0	-1943.0	1444.0	736.0	1909.0	1780.0	1531.0	1199.0	-307.0	1047.0	-602.0	1592.0	1124.0																									15935518	-2049	2050
chr1	16198828	16203797	3	-1186.0	2139.0	2062.0																																							16201312	-2484	2485
chr1	16243655	16247114	0																																										16245384	-1729	1730
chr1	16384515	16386004	0																																										16385259	-744	745
chr1	16451255	16458724	1	3008.0																																									16454989	-3734	3735
chr1	16972989	16975911	0																																										16974450	-1461	1461
chr1	17404089	17407157	0																																										17405623	-1534	1534
chr1	19069119	19074603	0																																										19071861	-2742	2742
chr1	19255468	19258083	2	780.0	-1197.0																																								19256775	-1307	1308
chr1	19260349	19263146	0																																										19261747	-1398	1399
chr1	19300915	19304117	0																																										19302516	-1601	1601
chr1	19328593	19333653	0																																										19331123	-2530	2530
chr1	19336557	19343499	1	304.0																																									19340028	-3471	3471
chr1	19678476	19682179	0																																										19680327	-1851	1852
chr1	20498984	20500701	0																																										20499842	-858	859
chr1	20644338	20650240	3	2748.0	1733.0	2797.0																																							20647289	-2951	2951
chr1	20651547	20656470	0																																										20654008	-2461	2462
chr1	21212514	21220370	2	-3567.0	-3536.0																																								21216442	-3928	3928
chr1	21592106	21597392	0																																										21594749	-2643	2643
chr1	21678354	21680281	0																																										21679317	-963	964
chr1	21680858	21682306	0																																										21681582	-724	724
chr1	22103422	22104912	0																																										22104167	-745	745
chr1	22115982	22118241	0																																										22117111	-1129	1130
chr1	22118960	22123510	2	1001.0	775.0																																								22121235	-2275	2275
chr1	22529088	22530416	0																																										22529752	-664	664
chr1	22532024	22534192	0																																										22533108	-1084	1084
chr1	23086310	23089033	0																																										23087671	-1361	1362
chr1	23422988	23426067	0																																										23424527	-1539	1540
chr1	23507079	23510904	0																																										23508991	-1912	1913
chr1	23691991	23694027	0																																										23693009	-1018	1018
chr1	23694895	23696024	1	-547.0																																									23695459	-564	565
chr1	23759880	23761080	0																																										23760480	-600	600
chr1	23804624	23807169	0																																										23805896	-1272	1273
chr1	23958954	23961374	0																																										23960164	-1210	1210
chr1	24844433	24846696	0																																										24845564	-1131	1132
chr1	25217702	25219499	0																																										25218600	-898	899
chr1	25567947	25570155	0																																										25569051	-1104	1104
chr1	25812520	25816193	0																																										25814356	-1836	1837
chr1	25817550	25823342	1	-2610.0																																									25820446	-2896	2896
chr1	25825434	25829953	2	1049.0	1533.0																																								25827693	-2259	2260
chr1	26168774	26173169	0																																										26170971	-2197	2198
chr1	26182702	26187437	5	1700.0	665.0	-2119.0	-92.0	32.0																																					26185069	-2367	2368
chr1	26274456	26277298	1	-1270.0																																									26275877	-1421	1421
chr1	26279692	26283348	0																																										26281520	-1828	1828
chr1	26468716	26469811	2	-63.0	301.0																																								26469263	-547	548
chr1	26470760	26473631	1	-1309.0																																									26472195	-1435	1436
chr1	26779388	26781241	11	451.0	451.0	669.0	-11.0	582.0	442.0	-712.0	575.0	307.0	249.0	797.0																															26780314	-926	927
chr1	26853009	26858472	1	1895.0																																									26855740	-2731	2732
chr1	26875119	26878270	0																																										26876694	-1575	1576
chr1	26879037	26880845	1	284.0																																									26879941	-904	904
chr1	26997380	26999535	0																																										26998457	-1077	1078
chr1	27337300	27341270	0																																										27339285	-1985	1985
chr1	27363084	27367245	1	290.0																																									27365164	-2080	2081
chr1	27398157	27400056	0																																										27399106	-949	950
chr1	27403227	27407478	1	-316.0																																									27405352	-2125	2126
chr1	27530446	27532863	0																																										27531654	-1208	1209
chr1	27534710	27539050	0																																										27536880	-2170	2170
chr1	27849031	27850920	1	-240.0																																									27849975	-944	945
chr1	27879044	27885127	3	-857.0	2.0	-691.0																																							27882085	-3041	3042
chr1	27886095	27889285	0																																										27887690	-1595	1595
chr1	27894422	27896188	0																																										27895305	-883	883
chr1	28196990	28200589	0																																										28198789	-1799	1800
chr1	28575091	28577320	0																																										28576205	-1114	1115
chr1	28578239	28579511	0																																										28578875	-636	636
chr1	28772529	28776640	0																																										28774584	-2055	2056
chr1	29146083	29148315	0																																										29147199	-1116	1116
chr1	29148472	29149940	1	326.0																																									29149206	-734	734
chr1	29193028	29196112	0																																										29194570	-1542	1542
chr1	30930189	30931261	0																																										30930725	-536	536
chr1	30932953	30935482	2	1005.0	1030.0																																								30934217	-1264	1265
chr1	31366713	31369611	1	718.0																																									31368162	-1449	1449
chr1	31431010	31432719	0																																										31431864	-854	855
chr1	31433438	31437448	2	1258.0	1094.0																																								31435443	-2005	2005
chr1	32056771	32058834	0																																										32057802	-1031	1032
chr1	32063790	32065709	0																																										32064749	-959	960
chr1	32100261	32104545	1	-83.0																																									32102403	-2142	2142
chr1	32188076	32195407	1	-601.0																																									32191741	-3665	3666
chr1	32196214	32201054	0																																										32198634	-2420	2420
chr1	32202502	32207732	3	-2357.0	1192.0	-2162.0																																							32205117	-2615	2615
chr1	32688138	32690217	0																																										32689177	-1039	1040
chr1	32767962	32774402	6	768.0	-1690.0	-156.0	-1727.0	-1938.0	3077.0																																				32771182	-3220	3220
chr1	32774722	32778281	0																																										32776501	-1779	1780
chr1	33005541	33008045	0																																										33006793	-1252	1252
chr1	33301225	33304223	0																																										33302724	-1499	1499
chr1	33321856	33324631	1	-563.0																																									33323243	-1387	1388
chr1	34864045	34865689	0																																										34864867	-822	822
chr1	35176335	35178903	0																																										35177619	-1284	1284
chr1	35429431	35435226	0																																										35432328	-2897	2898
chr1	35436298	35437511	0																																										35436904	-606	607
chr1	35591029	35597362	0																																										35594195	-3166	3167
chr1	35597564	35600929	0																																										35599246	-1682	1683
chr1	35930123	35931726	0																																										35930924	-801	802
chr1	36087282	36090966	1	1150.0																																									36089124	-1842	1842
chr1	36180981	36182868	0																																										36181924	-943	944
chr1	36306051	36310275	0																																										36308163	-2112	2112
chr1	36324993	36327231	0																																										36326112	-1119	1119
chr1	36329267	36332481	0																																										36330874	-1607	1607
chr1	36384726	36389466	0																																										36387096	-2370	2370
chr1	36453546	36455277	0																																										36454411	-865	866
chr1	36455455	36456492	2	-339.0	194.0																																								36455973	-518	519
chr1	37481025	37484310	6	-1135.0	-936.0	925.0	-601.0	127.0	-855.0																																				37482667	-1642	1643
chr1	37561123	37563927	0																																										37562525	-1402	1402
chr1	37683837	37686573	0																																										37685205	-1368	1368
chr1	37704543	37708210	2	811.0	844.0																																								37706376	-1833	1834
chr1	37708871	37711682	0																																										37710276	-1405	1406
chr1	37713237	37717318	0																																										37715277	-2040	2041
chr1	37801909	37803173	0																																										37802541	-632	632
chr1	37805349	37809614	2	579.0	-1628.0																																								37807481	-2132	2133
chr1	37954333	37958491	2	-1804.0	-1484.0																																								37956412	-2079	2079
chr1	38025366	38026319	0																																										38025842	-476	477
chr1	38026384	38031795	0																																										38029089	-2705	2706
chr1	39002337	39003139	0																																										39002738	-401	401
chr1	39004107	39005596	1	706.0																																									39004851	-744	745
chr1	39029732	39032902	0																																										39031317	-1585	1585
chr1	39527639	39533058	0																																										39530348	-2709	2710
chr1	39556103	39560780	0																																										39558441	-2338	2339
chr1	39563140	39565012	2	-691.0	-457.0																																								39564076	-936	936
chr1	39757309	39762420	0																																										39759864	-2555	2556
chr1	40069428	40070904	0																																										40070166	-738	738
chr1	40071605	40072678	1	-200.0																																									40072141	-536	537
chr1	40301037	40304361	0																																										40302699	-1662	1662
chr1	40771146	40776046	0																																										40773596	-2450	2450
chr1	41026153	41029083	0																																										41027618	-1465	1465
chr1	42673935	42674794	0																																										42674364	-429	430
chr1	42675201	42676892	0																																										42676046	-845	846
chr1	42702792	42704624	0																																										42703708	-916	916
chr1	42816044	42817506	2	334.0	283.0																																								42816775	-731	731
chr1	42923766	42925372	0																																										42924569	-803	803
chr1	43165364	43168566	0																																										43166965	-1601	1601
chr1	43360652	43361855	0																																										43361253	-601	602
chr1	43362511	43368474	2	2359.0	2434.0																																								43365492	-2981	2982
chr1	43378854	43382098	0																																										43380476	-1622	1622
chr1	43386394	43389005	2	1099.0	1111.0																																								43387699	-1305	1306
chr1	43446678	43454364	4	2574.0	-811.0	3484.0	-1101.0																																						43450521	-3843	3843
chr1	43620805	43623398	5	13.0	3.0	112.0	1260.0	1260.0																																					43622101	-1296	1297
chr1	43934167	43937911	2	-649.0	437.0																																								43936039	-1872	1872
chr1	43972896	43974124	0																																										43973510	-614	614
chr1	43978611	43986441	0																																										43982526	-3915	3915
chr1	43986675	43989536	0																																										43988105	-1430	1431
chr1	44217008	44222829	3	730.0	-1621.0	-640.0																																							44219918	-2910	2911
chr1	44728561	44730652	0																																										44729606	-1045	1046
chr1	44761818	44766318	1	2097.0																																									44764068	-2250	2250
chr1	44776008	44781385	1	1081.0																																									44778696	-2688	2689
chr1	44782831	44785213	1	-644.0																																									44784022	-1191	1191
chr1	45000215	45001821	0																																										45001018	-803	803
chr1	45002551	45008655	7	-2907.0	724.0	-1375.0	-2763.0	-2731.0	1678.0	694.0																																			45005603	-3052	3052
chr1	45507958	45509395	2	-242.0	-200.0																																								45508676	-718	719
chr1	45513391	45514817	0																																										45514104	-713	713
chr1	45565962	45569792	3	-686.0	-80.0	-605.0																																							45567877	-1915	1915
chr1	45570157	45572140	0																																										45571148	-991	992
chr1	45617194	45623000	4	-1856.0	-2717.0	-2509.0	-2696.0																																						45620097	-2903	2903
chr1	45623157	45627396	0																																										45625276	-2119	2120
chr1	45627694	45629822	2	567.0	-875.0																																								45628758	-1064	1064
chr1	45691151	45692463	0																																										45691807	-656	656
chr1	46030610	46034532	3	1524.0	1524.0	-65.0																																							46032571	-1961	1961
chr1	46034800	46037804	1	1365.0																																									46036302	-1502	1502
chr1	46038639	46040755	0																																										46039697	-1058	1058
chr1	46186272	46187927	0																																										46187099	-827	828
chr1	46188177	46190504	3	-651.0	537.0	494.0																																							46189340	-1163	1164
chr1	46313139	46314938	0																																										46314038	-899	900
chr1	51347468	51353024	0																																										51350246	-2778	2778
chr1	52093283	52095349	0																																										52094316	-1033	1033
chr1	52684700	52687030	0																																										52685865	-1165	1165
chr1	52897062	52900455	0																																										52898758	-1696	1697
chr1	53211036	53214421	1	1546.0																																									53212728	-1692	1693
chr1	54221719	54225205	0																																										54223462	-1743	1743
chr1	54743038	54745663	0																																										54744350	-1312	1313
chr1	54848464	54850376	0																																										54849420	-956	956
chr1	58575507	58578070	2	272.0	272.0																																								58576788	-1281	1282
chr1	64834844	64836953	2	-250.0	401.0																																								64835898	-1054	1055
chr1	67398897	67400921	0																																										67399909	-1012	1012
chr1	77560661	77562331	0																																										77561496	-835	835
chr1	77941576	77944071	3	-126.0	-61.0	250.0																																							77942823	-1247	1248
chr1	85580671	85583428	4	-1046.0	-417.0	-91.0	-501.0																																						85582049	-1378	1379
chr1	92831277	92832587	1	-147.0																																									92831932	-655	655
chr1	108131621	108132495	0																																										108132058	-437	437
chr1	108698729	108700025	1	117.0																																									108699377	-648	648
chr1	108700914	108701045	0																																										108700979	-65	66
chr1	109098047	109103174	1	144.0																																									109100610	-2563	2564
chr1	109209099	109211179	0																																										109210139	-1040	1040
chr1	109236669	109240175	3	652.0	620.0	498.0																																							109238422	-1753	1753
chr1	109271659	109275660	3	722.0	1324.0	-970.0																																							109273659	-2000	2001
chr1	109483124	109486593	0																																										109484858	-1734	1735
chr1	109490617	109492495	1	392.0																																									109491556	-939	939
chr1	109546098	109549996	0																																										109548047	-1949	1949
chr1	109605792	109606713	1	207.0																																									109606252	-460	461
chr1	110020650	110021624	1	329.0																																									110021137	-487	487
chr1	110349434	110350538	0																																										110349986	-552	552
chr1	110357299	110360304	0																																										110358801	-1502	1503
chr1	111184738	111186559	0																																										111185648	-910	911
chr1	111186879	111187893	0																																										111187386	-507	507
chr1	111716828	111717678	0																																										111717253	-425	425
chr1	111717813	111718582	0																																										111718197	-384	385
chr1	112522931	112524776	0																																										112523853	-922	923
chr1	112695108	112699703	3	-676.0	1921.0	647.0																																							112697405	-2297	2298
chr1	112699838	112704154	6	-1679.0	298.0	1770.0	1733.0	-1702.0	-603.0																																				112701996	-2158	2158
chr1	112704250	112705666	0																																										112704958	-708	708
chr1	113912080	113913884	1	-565.0																																									113912982	-902	902
chr1	114389981	114391317	0																																										114390649	-668	668
chr1	114391336	114393385	0																																										114392360	-1024	1025
chr1	114570179	114573655	2	1186.0	1209.0																																								114571917	-1738	1738
chr1	114713047	114714496	1	-149.0																																									114713771	-724	725
chr1	114716234	114719986	1	-1542.0																																									114718110	-1876	1876
chr1	116568675	116573267	0																																										116570971	-2296	2296
chr1	117032656	117035116	2	-191.0	-65.0																																								117033886	-1230	1230
chr1	117108232	117109174	0																																										117108703	-471	471
chr1	117110160	117111173	0																																										117110666	-506	507
chr1	145740688	145742556	0																																										145741622	-934	934
chr1	145845583	145848365	6	-296.0	-613.0	341.0	905.0	-655.0	935.0																																				145846974	-1391	1391
chr1	145849267	145853121	0																																										145851194	-1927	1927
chr1	147622009	147624430	4	-859.0	787.0	-642.0	-1071.0																																						147623219	-1210	1211
chr1	149844826	149846658	0																																										149845742	-916	916
chr1	149886886	149889648	10	1002.0	792.0	1221.0	951.0	1170.0	518.0	683.0	1041.0	1006.0	1263.0																																149888267	-1381	1381
chr1	149899854	149902672	2	1211.0	870.0																																								149901263	-1409	1409
chr1	149920535	149924928	1	-1136.0																																									149922731	-2196	2197
chr1	149926901	149928413	2	-190.0	-183.0																																								149927657	-756	756
chr1	150148311	150155523	1	961.0																																									150151917	-3606	3606
chr1	150263349	150266356	4	-1253.0	-1240.0	-1191.0	1.0																																						150264852	-1503	1504
chr1	150267428	150270167	4	750.0	77.0	77.0	736.0																																						150268797	-1369	1370
chr1	150281278	150286016	3	93.0	318.0	98.0																																							150283647	-2369	2369
chr1	150308293	150312475	0																																										150310384	-2091	2091
chr1	150352777	150355752	2	1286.0	1296.0																																								150354264	-1487	1488
chr1	150470714	150474232	3	570.0	540.0	1683.0																																							150472473	-1759	1759
chr1	150475354	150478370	0																																										150476862	-1508	1508
chr1	150603768	150608577	0																																										150606172	-2404	2405
chr1	150806278	150808039	1	448.0																																									150807158	-880	881
chr1	150812343	150814989	1	-491.0																																									150813666	-1323	1323
chr1	150958956	150963712	5	659.0	-1679.0	736.0	-1270.0	-1667.0																																					150961334	-2378	2378
chr1	150963764	150965163	3	211.0	415.0	-84.0																																							150964463	-699	700
chr1	150965269	150966925	4	-507.0	-500.0	304.0	303.0																																						150966097	-828	828
chr1	150967054	150969017	6	-407.0	-923.0	-140.0	612.0	-381.0	859.0																																				150968035	-981	982
chr1	150994454	150995622	2	403.0	435.0																																								150995038	-584	584
chr1	150996197	150997022	0																																										150996609	-412	413
chr1	150997427	150999757	1	912.0																																									150998592	-1165	1165
chr1	151034134	151038502	2	2023.0	-1205.0																																								151036318	-2184	2184
chr1	151042476	151049117	6	2731.0	-317.0	2771.0	-2933.0	-2915.0	-293.0																																				151045796	-3320	3321
chr1	151165561	151170119	2	1672.0	2022.0																																								151167840	-2279	2279
chr1	151170822	151175655	5	2318.0	1781.0	-1592.0	-1254.0	-1538.0																																					151173238	-2416	2417
chr1	151175675	151178927	2	384.0	-783.0																																								151177301	-1626	1626
chr1	151263082	151267448	5	1336.0	-1253.0	-1294.0	-257.0	-2043.0																																					151265265	-2183	2183
chr1	151336585	151337666	0																																										151337125	-540	541
chr1	151397194	151402348	5	-872.0	-878.0	60.0	-1091.0	-1738.0																																					151399771	-2577	2577
chr1	151404031	151405712	7	-546.0	231.0	-787.0	-46.0	-283.0	-469.0	-238.0																																			151404871	-840	841
chr1	151538765	151545989	1	2022.0																																									151542377	-3612	3612
chr1	151700935	151708597	2	2110.0	-1174.0																																								151704766	-3831	3831
chr1	151768617	151772802	0																																										151770709	-2092	2093
chr1	153618818	153620573	1	841.0																																									153619695	-877	878
chr1	153640966	153644403	2	-820.0	-454.0																																								153642684	-1718	1719
chr1	153644489	153648787	1	1514.0																																									153646638	-2149	2149
chr1	153660205	153662626	4	-984.0	-1130.0	160.0	-909.0																																						153661415	-1210	1211
chr1	153662647	153663921	3	504.0	254.0	234.0																																							153663284	-637	637
chr1	153770262	153776516	5	722.0	-373.0	-1986.0	-1931.0	715.0																																					153773389	-3127	3127
chr1	153926621	153930241	1	-1794.0																																									153928431	-1810	1810
chr1	153930286	153931194	0																																										153930740	-454	454
chr1	153932478	153937928	6	2244.0	422.0	2282.0	1030.0	1030.0	-2593.0																																				153935203	-2725	2725
chr1	153951063	153956383	6	2349.0	1701.0	-532.0	368.0	1564.0	-1166.0																																				153953723	-2660	2660
chr1	153957573	153959110	1	-188.0																																									153958341	-768	769
chr1	153959395	153963549	1	-1230.0																																									153961472	-2077	2077
chr1	153987648	153993163	2	-2454.0	-821.0																																								153990405	-2757	2758
chr1	153993968	153998033	0																																										153996000	-2032	2033
chr1	154154602	154156406	0																																										154155504	-902	902
chr1	154267602	154271369	1	700.0																																									154269485	-1883	1884
chr1	154271572	154273307	1	-238.0																																									154272439	-867	868
chr1	154347482	154350294	2	421.0	-250.0																																								154348888	-1406	1406
chr1	154550069	154556304	6	-2769.0	382.0	741.0	-2332.0	736.0	1379.0																																				154553186	-3117	3118
chr1	154576793	154578073	0																																										154577433	-640	640
chr1	154578675	154581141	0																																										154579908	-1233	1233
chr1	154958882	154962939	2	2003.0	1398.0																																								154960910	-2028	2029
chr1	154964996	154967213	2	51.0	465.0																																								154966104	-1108	1109
chr1	154976301	154978677	1	-548.0																																									154977489	-1188	1188
chr1	154990293	154994176	5	-1408.0	-1725.0	1905.0	-512.0	-1425.0																																					154992234	-1941	1942
chr1	155015279	155017220	1	-99.0																																									155016249	-970	971
chr1	155017929	155019083	1	-93.0																																									155018506	-577	577
chr1	155043623	155049605	5	529.0	456.0	216.0	-1488.0	439.0																																					155046614	-2991	2991
chr1	155135584	155137932	2	-935.0	-173.0																																								155136758	-1174	1174
chr1	155232118	155238309	1	-2287.0																																									155235213	-3095	3096
chr1	155255309	155257248	0																																										155256278	-969	970
chr1	155258652	155262911	5	-1362.0	294.0	1850.0	-1334.0	261.0																																					155260781	-2129	2130
chr1	155263029	155264030	3	211.0	302.0	-449.0																																							155263529	-500	501
chr1	155290311	155295192	2	969.0	-461.0																																								155292751	-2440	2441
chr1	155316281	155318924	1	-676.0																																									155317602	-1321	1322
chr1	155319387	155320229	2	-97.0	-97.0																																								155319808	-421	421
chr1	155330865	155332507	0																																										155331686	-821	821
chr1	155336680	155338615	1	79.0																																									155337647	-967	968
chr1	155737483	155738020	0																																										155737751	-268	269
chr1	155910293	155913049	2	903.0	870.0																																								155911671	-1378	1378
chr1	155914983	155917155	1	-594.0																																									155916069	-1086	1086
chr1	155941011	155944906	4	485.0	340.0	262.0	251.0																																						155942958	-1947	1948
chr1	155946618	155948277	1	-474.0																																									155947447	-829	830
chr1	156001337	156009238	0																																										156005287	-3950	3951
chr1	156010655	156011805	2	-556.0	281.0																																								156011230	-575	575
chr1	156035219	156041394	0																																										156038306	-3087	3088
chr1	156050621	156055890	3	-1680.0	1457.0	1500.0																																							156053255	-2634	2635
chr1	156063891	156068501	2	-2096.0	-2197.0																																								156066196	-2305	2305
chr1	156069611	156073584	3	-1629.0	1850.0	1231.0																																							156071597	-1986	1987
chr1	156139417	156144687	0																																										156142052	-2635	2635
chr1	156208973	156209878	0																																										156209425	-452	453
chr1	156288688	156290886	0																																										156289787	-1099	1099
chr1	156290990	156293471	3	-1136.0	-844.0	-696.0																																							156292230	-1240	1241
chr1	156456607	156461687	0																																										156459147	-2540	2540
chr1	156730411	156736365	3	1059.0	-26.0	-997.0																																							156733388	-2977	2977
chr1	156740046	156741373	0																																										156740709	-663	664
chr1	156796500	156798650	0																																										156797575	-1075	1075
chr1	156801669	156803696	0																																										156802682	-1013	1014
chr1	156925923	156933388	6	2030.0	-2894.0	-2861.0	-958.0	-2978.0	-2350.0																																				156929655	-3732	3733
chr1	156937683	156942123	5	-410.0	1448.0	-327.0	75.0	-3.0																																					156939903	-2220	2220
chr1	157123240	157124961	0																																										157124100	-860	861
chr1	159914459	159921594	4	-941.0	-675.0	-1309.0	-993.0																																						159918026	-3567	3568
chr1	159923770	159927441	0																																										159925605	-1835	1836
chr1	159928025	159930684	4	-827.0	-978.0	-946.0	768.0																																						159929354	-1329	1330
chr1	160212880	160214597	3	160.0	480.0	290.0																																							160213738	-858	859
chr1	160216327	160218302	0																																										160217314	-987	988
chr1	160998900	161001224	3	85.0	-675.0	-121.0																																							161000062	-1162	1162
chr1	161068015	161070128	0																																										161069071	-1056	1057
chr1	161101206	161104604	0																																										161102905	-1699	1699
chr1	161114984	161121140	3	46.0	-1124.0	9.0																																							161118062	-3078	3078
chr1	161121454	161124393	6	-1356.0	813.0	-261.0	-202.0	-1228.0	1093.0																																				161122923	-1469	1470
chr1	161155682	161163352	3	1394.0	-3544.0	-3106.0																																							161159517	-3835	3835
chr1	161173127	161176094	5	773.0	978.0	-522.0	782.0	-1356.0																																					161174610	-1483	1484
chr1	161212057	161216693	3	211.0	663.0	187.0																																							161214375	-2318	2318
chr1	161363498	161366655	1	-480.0																																									161365076	-1578	1579
chr1	166859044	166860292	0																																										166859668	-624	624
chr1	168075932	168078971	0																																										168077451	-1519	1520
chr1	169460005	169461170	0																																										169460587	-582	583
chr1	171594056	171595391	0																																										171594723	-667	668
chr1	173486835	173488183	1	-379.0																																									173487509	-674	674
chr1	173856131	173856443	0																																										173856287	-156	156
chr1	173858204	173860020	0																																										173859112	-908	908
chr1	173860928	173863725	0																																										173862326	-1398	1399
chr1	173928850	173929534	0																																										173929192	-342	342
chr1	179095452	179096989	2	554.0	564.0																																								179096220	-768	769
chr1	180264808	180272560	3	-3185.0	2156.0	-2810.0																																							180268684	-3876	3876
chr1	181088390	181090557	6	559.0	528.0	-343.0	-365.0	696.0	-335.0																																				181089473	-1083	1084
chr1	182598739	182601148	3	-426.0	-344.0	-453.0																																							182599943	-1204	1205
chr1	182885434	182888937	1	-187.0																																									182887185	-1751	1752
chr1	185105032	185105725	0																																										185105378	-346	347
chr1	186306282	186309312	4	-969.0	-316.0	999.0	1216.0																																						186307797	-1515	1515
chr1	186421078	186422017	0																																										186421547	-469	470
chr1	197080375	197083252	0																																										197081813	-1438	1439
chr1	197085146	197085803	0																																										197085474	-328	329
chr1	198322940	198325619	0																																										198324279	-1339	1340
chr1	200407901	200411046	6	482.0	378.0	686.0	877.0	1085.0	549.0																																				200409473	-1572	1573
chr1	201111329	201113571	0																																										201112450	-1121	1121
chr1	201130917	201137389	0																																										201134153	-3236	3236
chr1	201377287	201380929	0																																										201379108	-1821	1821
chr1	201381734	201386022	0																																										201383878	-2144	2144
chr1	201479679	201485144	0																																										201482411	-2732	2733
chr1	201823176	201825997	0																																										201824586	-1410	1411
chr1	201827818	201829702	0																																										201828760	-942	942
chr1	201877134	201883211	0																																										201880172	-3038	3039
chr1	202003943	202005525	1	289.0																																									202004734	-791	791
chr1	202011191	202015827	1	-1859.0																																									202013509	-2318	2318
chr1	202142762	202145831	0																																										202144296	-1534	1535
chr1	202592724	202595499	0																																										202594111	-1387	1388
chr1	202880645	202885602	1	1949.0																																									202883123	-2478	2479
chr1	202892025	202895056	3	254.0	1189.0	133.0																																							202893540	-1515	1516
chr1	202956573	202959085	0																																										202957829	-1256	1256
chr1	203024940	203030012	0																																										203027476	-2536	2536
chr1	204121640	204124898	2	-409.0	-1371.0																																								204123269	-1629	1629
chr1	204125633	204127790	1	-43.0																																									204126711	-1078	1079
chr1	204128958	204132439	1	-1344.0																																									204130698	-1740	1741
chr1	204133228	204135356	2	-282.0	-277.0																																								204134292	-1064	1064
chr1	204195919	204203172	2	-3350.0	-3441.0																																								204199545	-3626	3627
chr1	204221216	204223114	0																																										204222165	-949	949
