Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr3	48401925	48405303	48404500	3378	48403614	-1689	1689	886
chr6	27866609	27868605	27867086	1996	27867607	-998	998	-521
chr6	27836509	27838789	27838771	2280	27837649	-1140	1140	1122
chr6	27866609	27868605	27866966	1996	27867607	-998	998	-641
chr6	73415673	73417133	73416197	1460	73416403	-730	730	-206
chr6	27836509	27838789	27838335	2280	27837649	-1140	1140	686
chr6	73415673	73417133	73416112	1460	73416403	-730	730	-291
chr6	27836509	27838789	27838123	2280	27837649	-1140	1140	474
chr6	35495749	35502112	35498299	6363	35498930	-3181	3182	-631
chr6	27836509	27838789	27838112	2280	27837649	-1140	1140	463
chr6	31531513	31537583	31532822	6070	31534548	-3035	3035	-1726
chr6	27836509	27838789	27838306	2280	27837649	-1140	1140	657
chr6	27836509	27838789	27838745	2280	27837649	-1140	1140	1096
chr6	27866609	27868605	27867101	1996	27867607	-998	998	-506
chr6	27836509	27838789	27837976	2280	27837649	-1140	1140	327
chr6	31721065	31726370	31723649	5305	31723717	-2652	2653	-68
chr6	27866609	27868605	27867416	1996	27867607	-998	998	-191
chr6	27836509	27838789	27837957	2280	27837649	-1140	1140	308
chr6	42695518	42699158	42698397	3640	42697338	-1820	1820	1059
chr6	27836509	27838789	27838278	2280	27837649	-1140	1140	629
chr6	27836509	27838789	27838154	2280	27837649	-1140	1140	505
chr7	98216252	98219264	98218028	3012	98217758	-1506	1506	270
chr7	86861988	86864696	86864306	2708	86863342	-1354	1354	964
chr7	128773764	128777661	128774616	3897	128775712	-1948	1949	-1096
chr7	86861988	86864696	86864286	2708	86863342	-1354	1354	944
chr7	86861988	86864696	86864615	2708	86863342	-1354	1354	1273
chr7	128773764	128777661	128775459	3897	128775712	-1948	1949	-253
chr7	128773764	128777661	128775083	3897	128775712	-1948	1949	-629
chr7	6493483	6498906	6498174	5423	6496194	-2711	2712	1980
chr7	128773764	128777661	128775718	3897	128775712	-1948	1949	6
chr7	128773764	128777661	128775458	3897	128775712	-1948	1949	-254
chr7	151147844	151149128	151149117	1284	151148486	-642	642	631
chr8	27459000	27464241	27463312	5241	27461620	-2620	2621	1692
chr8	11328178	11332268	11331684	4090	11330223	-2045	2045	1461
chr9	35559314	35563587	35563033	4273	35561450	-2136	2137	1583
chr9	35559314	35563587	35562548	4273	35561450	-2136	2137	1098
chr9	35559314	35563587	35560530	4273	35561450	-2136	2137	-920
chr9	130892607	130895048	130893471	2441	130893827	-1220	1221	-356
chr10	100283027	100287226	100286145	4199	100285126	-2099	2100	1019
chr11	72233961	72240637	72238372	6676	72237299	-3338	3338	1073
chr11	64303510	64307796	64304566	4286	64305653	-2143	2143	-1087
chr11	85684967	85686382	85686135	1415	85685674	-707	708	461
chr11	85684967	85686382	85685546	1415	85685674	-707	708	-128
chr11	85684967	85686382	85685998	1415	85685674	-707	708	324
chr11	57736464	57740504	57740483	4040	57738484	-2020	2020	1999
chr11	639184	645283	640571	6099	642233	-3049	3050	-1662
chr11	1583608	1585427	1584748	1819	1584517	-909	910	231
chr11	639184	645283	640489	6099	642233	-3049	3050	-1744
chr11	72233961	72240637	72238045	6676	72237299	-3338	3338	746
chr11	85684967	85686382	85685067	1415	85685674	-707	708	-607
chr11	46377936	46383449	46382098	5513	46380692	-2756	2757	1406
chr12	56234018	56238448	56237669	4430	56236233	-2215	2215	1436
chr12	56234018	56238448	56235693	4430	56236233	-2215	2215	-540
chr12	132617879	132624092	132621642	6213	132620985	-3106	3107	657
chr12	132617879	132624092	132620469	6213	132620985	-3106	3107	-516
chr12	56234018	56238448	56236405	4430	56236233	-2215	2215	172
chr12	132617879	132624092	132621606	6213	132620985	-3106	3107	621
chr12	132617879	132624092	132621555	6213	132620985	-3106	3107	570
chr12	56342696	56346344	56343418	3648	56344520	-1824	1824	-1102
chr12	56342696	56346344	56343835	3648	56344520	-1824	1824	-685
chr12	132617879	132624092	132620309	6213	132620985	-3106	3107	-676
chr12	56234018	56238448	56235240	4430	56236233	-2215	2215	-993
chr12	56342696	56346344	56343454	3648	56344520	-1824	1824	-1066
chr12	132617879	132624092	132620264	6213	132620985	-3106	3107	-721
chr12	56338591	56341911	56339763	3320	56340251	-1660	1660	-488
chr12	132617879	132624092	132619713	6213	132620985	-3106	3107	-1272
chr12	56338591	56341911	56339190	3320	56340251	-1660	1660	-1061
chr12	132617879	132624092	132621702	6213	132620985	-3106	3107	717
chr12	132617879	132624092	132621313	6213	132620985	-3106	3107	328
chr12	56354056	56358231	56356569	4175	56356143	-2087	2088	426
chr12	132617879	132624092	132621719	6213	132620985	-3106	3107	734
chr12	56338591	56341911	56340175	3320	56340251	-1660	1660	-76
chr14	69770320	69771886	69771428	1566	69771103	-783	783	325
chr14	24204978	24207962	24206638	2984	24206470	-1492	1492	168
chr16	28497674	28503397	28497990	5723	28500535	-2861	2862	-2545
chr16	30381003	30383713	30381464	2710	30382358	-1355	1355	-894
chr16	28497674	28503397	28498525	5723	28500535	-2861	2862	-2010
chr16	284032	287503	285568	3471	285767	-1735	1736	-199
chr16	284032	287503	286659	3471	285767	-1735	1736	892
chr16	30381003	30383713	30381118	2710	30382358	-1355	1355	-1240
chr16	30381003	30383713	30381025	2710	30382358	-1355	1355	-1333
chr16	30381003	30383713	30381067	2710	30382358	-1355	1355	-1291
chr16	284032	287503	285197	3471	285767	-1735	1736	-570
chr16	28497674	28503397	28497832	5723	28500535	-2861	2862	-2703
chr16	28497674	28503397	28497841	5723	28500535	-2861	2862	-2694
chr16	28497674	28503397	28498334	5723	28500535	-2861	2862	-2201
chr16	30381003	30383713	30381791	2710	30382358	-1355	1355	-567
chr16	28497674	28503397	28499731	5723	28500535	-2861	2862	-804
chr17	74948948	74954705	74952334	5757	74951826	-2878	2879	508
chr17	74948948	74954705	74952035	5757	74951826	-2878	2879	209
chr17	76467793	76470909	76469969	3116	76469351	-1558	1558	618
chr17	7039993	7043203	7041736	3210	7041598	-1605	1605	138
chr17	76467793	76470909	76468858	3116	76469351	-1558	1558	-493
chr17	74948948	74954705	74949297	5757	74951826	-2878	2879	-2529
chr17	42120998	42125598	42123294	4600	42123298	-2300	2300	-4
chr18	79897350	79905145	79899086	7795	79901247	-3897	3898	-2161
chr19	10283282	10285919	10284564	2637	10284600	-1318	1319	-36
chr19	4320626	4325247	4324468	4621	4322936	-2310	2311	1532
chr19	41904466	41911902	41906495	7436	41908184	-3718	3718	-1689
chr19	4320626	4325247	4325223	4621	4322936	-2310	2311	2287
chr19	38384722	38386466	38385992	1744	38385594	-872	872	398
chr19	12755633	12762195	12757944	6562	12758914	-3281	3281	-970
chr19	4320626	4325247	4323755	4621	4322936	-2310	2311	819
chr19	41904466	41911902	41905211	7436	41908184	-3718	3718	-2973
chr19	38907098	38913277	38907222	6179	38910187	-3089	3090	-2965
chr19	4320626	4325247	4323010	4621	4322936	-2310	2311	74
chr19	49014198	49019399	49015857	5201	49016798	-2600	2601	-941
chr19	4320626	4325247	4324545	4621	4322936	-2310	2311	1609
chr19	3470871	3476456	3474887	5585	3473663	-2792	2793	1224
chr19	3470871	3476456	3474789	5585	3473663	-2792	2793	1126
chr19	38384722	38386466	38386164	1744	38385594	-872	872	570
chr19	12755633	12762195	12756206	6562	12758914	-3281	3281	-2708
chr19	11324723	11328667	11325310	3944	11326695	-1972	1972	-1385
chr19	12013714	12017840	12015285	4126	12015777	-2063	2063	-492
chr19	12013714	12017840	12015020	4126	12015777	-2063	2063	-757
chr19	40211515	40218653	40217314	7138	40215084	-3569	3569	2230
chr19	40375328	40378483	40376743	3155	40376905	-1577	1578	-162
chr19	3765537	3771580	3771576	6043	3768558	-3021	3022	3018
chr19	7921420	7922948	7921702	1528	7922184	-764	764	-482
chr19	48743378	48746493	48743452	3115	48744935	-1557	1558	-1483
chr19	38378205	38384622	38383420	6417	38381413	-3208	3209	2007
chr19	12013714	12017840	12016347	4126	12015777	-2063	2063	570
chr19	36112314	36116525	36115916	4211	36114419	-2105	2106	1497
chr19	36112314	36116525	36113785	4211	36114419	-2105	2106	-634
chr19	11324723	11328667	11325530	3944	11326695	-1972	1972	-1165
chr19	12013714	12017840	12015962	4126	12015777	-2063	2063	185
chr19	38378205	38384622	38380973	6417	38381413	-3208	3209	-440
chr19	40211515	40218653	40215117	7138	40215084	-3569	3569	33
chr19	51712321	51713999	51713986	1678	51713160	-839	839	826
chr19	41904466	41911902	41906622	7436	41908184	-3718	3718	-1562
chr19	4320626	4325247	4323052	4621	4322936	-2310	2311	116
chr20	33663120	33669549	33668502	6429	33666334	-3214	3215	2168
chrX	55005073	55009259	55007016	4186	55007166	-2093	2093	-150
chrX	55005073	55009259	55006740	4186	55007166	-2093	2093	-426
chrX	153900726	153906626	153905951	5900	153903676	-2950	2950	2275
chrX	55005073	55009259	55006756	4186	55007166	-2093	2093	-410
chrX	55005073	55009259	55006689	4186	55007166	-2093	2093	-477
chrX	71301279	71302444	71301782	1165	71301861	-582	583	-79
chrX	153900726	153906626	153906622	5900	153903676	-2950	2950	2946
