0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	Middle	Start	End
chr1	36453546	36455277	0																																										36454411	-865	866
chr1	36455455	36456492	2	-339.0	194.0																																								36455973	-518	519
chr1	37481025	37484310	6	-1135.0	-936.0	925.0	-601.0	127.0	-855.0																																				37482667	-1642	1643
chr1	37708871	37711682	0																																										37710276	-1405	1406
chr1	37805349	37809614	2	579.0	-1628.0																																								37807481	-2132	2133
chr1	38025366	38026319	0																																										38025842	-476	477
chr1	38026384	38031795	0																																										38029089	-2705	2706
chr1	39004107	39005596	1	706.0																																									39004851	-744	745
chr1	39029732	39032902	0																																										39031317	-1585	1585
chr1	39556103	39560780	0																																										39558441	-2338	2339
chr1	39758760	39762420	0																																										39760590	-1830	1830
chr1	40071605	40072678	1	-200.0																																									40072141	-536	537
chr1	40771146	40776046	0																																										40773596	-2450	2450
chr1	40858194	40859926	0																																										40859060	-866	866
chr1	42816044	42817506	2	334.0	283.0																																								42816775	-731	731
chr1	42923766	42925372	0																																										42924569	-803	803
chr1	43165364	43168566	0																																										43166965	-1601	1601
chr1	43277401	43281967	0																																										43279684	-2283	2283
chr1	43360652	43361855	0																																										43361253	-601	602
chr1	43363659	43368474	0																																										43366066	-2407	2408
chr1	43386394	43389005	2	1099.0	1111.0																																								43387699	-1305	1306
chr1	43446678	43454364	4	2574.0	-811.0	3484.0	-1101.0																																						43450521	-3843	3843
chr1	43620805	43623398	5	13.0	3.0	112.0	1260.0	1260.0																																					43622101	-1296	1297
chr1	43975882	43977538	4	406.0	76.0	-532.0	610.0																																						43976710	-828	828
chr1	43978611	43986441	0																																										43982526	-3915	3915
chr1	44217008	44222829	3	730.0	-1621.0	-640.0																																							44219918	-2910	2911
chr1	44776008	44778123	1	-550.0																																									44777065	-1057	1058
chr1	45002551	45008655	7	-2907.0	724.0	-1375.0	-2763.0	-2731.0	1678.0	694.0																																			45005603	-3052	3052
chr1	45326597	45333684	2	2104.0	-2029.0																																								45330140	-3543	3544
chr1	45508695	45509395	2	127.0	169.0																																								45509045	-350	350
chr1	45565962	45569792	3	-686.0	-80.0	-605.0																																							45567877	-1915	1915
chr1	45570157	45572140	0																																										45571148	-991	992
chr1	45617194	45619406	0																																										45618300	-1106	1106
chr1	45620780	45623000	4	-63.0	-924.0	-716.0	-903.0																																						45621890	-1110	1110
chr1	45623157	45627396	0																																										45625276	-2119	2120
chr1	45691151	45692463	0																																										45691807	-656	656
chr1	46030610	46034532	3	1524.0	1524.0	-65.0																																							46032571	-1961	1961
chr1	46034800	46037804	1	1365.0																																									46036302	-1502	1502
chr1	46038639	46040755	0																																										46039697	-1058	1058
chr1	46188177	46190504	3	-651.0	537.0	494.0																																							46189340	-1163	1164
chr1	46313139	46314938	0																																										46314038	-899	900
chr1	51347468	51353024	0																																										51350246	-2778	2778
chr1	52346651	52348793	0																																										52347722	-1071	1071
chr1	52897062	52900455	0																																										52898758	-1696	1697
chr1	54221719	54225205	0																																										54223462	-1743	1743
chr1	54848464	54850376	0																																										54849420	-956	956
chr1	58575507	58578070	2	272.0	272.0																																								58576788	-1281	1282
chr1	67684293	67689096	1	-1147.0																																									67686694	-2401	2402
chr1	77560661	77562331	0																																										77561496	-835	835
chr1	77941576	77944071	3	-126.0	-61.0	250.0																																							77942823	-1247	1248
chr1	85580671	85582611	3	-825.0	-499.0	-909.0																																							85581641	-970	970
chr1	108132494	108134271	0																																										108133382	-888	889
chr1	108700914	108701045	0																																										108700979	-65	66
chr1	109237658	109240175	3	1146.0	1114.0	992.0																																							109238916	-1258	1259
chr1	109483124	109486593	0																																										109484858	-1734	1735
chr1	109490617	109492495	1	392.0																																									109491556	-939	939
chr1	109546098	109549996	0																																										109548047	-1949	1949
chr1	111184738	111186559	0																																										111185648	-910	911
chr1	111186879	111187893	0																																										111187386	-507	507
chr1	112695108	112699703	3	-676.0	1921.0	647.0																																							112697405	-2297	2298
chr1	112699838	112704251	6	-1631.0	346.0	1818.0	1781.0	-1654.0	-555.0																																				112702044	-2206	2207
chr1	114391683	114393385	0																																										114392534	-851	851
chr1	114570179	114573859	2	1288.0	1311.0																																								114572019	-1840	1840
chr1	114585547	114585683	0																																										114585615	-68	68
chr1	114713576	114714496	1	116.0																																									114714036	-460	460
chr1	114716234	114719986	1	-1542.0																																									114718110	-1876	1876
chr1	116408735	116411428	0																																										116410081	-1346	1347
chr1	116568675	116573267	0																																										116570971	-2296	2296
chr1	145845583	145848365	6	-296.0	-613.0	341.0	905.0	-655.0	935.0																																				145846974	-1391	1391
chr1	145849267	145853121	0																																										145851194	-1927	1927
chr1	147156828	147158202	0																																										147157515	-687	687
chr1	149844826	149846279	0																																										149845552	-726	727
chr1	149881565	149884562	0																																										149883063	-1498	1499
chr1	149922555	149924928	1	-126.0																																									149923741	-1186	1187
chr1	150263349	150266356	4	-1253.0	-1240.0	-1191.0	1.0																																						150264852	-1503	1504
chr1	150267428	150270167	4	750.0	77.0	77.0	736.0																																						150268797	-1369	1370
chr1	150281278	150286016	3	93.0	318.0	98.0																																							150283647	-2369	2369
chr1	150308293	150312475	0																																										150310384	-2091	2091
chr1	150475354	150477178	0																																										150476266	-912	912
chr1	150603768	150608577	0																																										150606172	-2404	2405
chr1	150806278	150808039	1	448.0																																									150807158	-880	881
chr1	150958956	150963712	5	659.0	-1679.0	736.0	-1270.0	-1667.0																																					150961334	-2378	2378
chr1	150963764	150965163	3	211.0	415.0	-84.0																																							150964463	-699	700
chr1	150965395	150966925	4	-444.0	-437.0	367.0	366.0																																						150966160	-765	765
chr1	150967054	150969017	6	-407.0	-923.0	-140.0	612.0	-381.0	859.0																																				150968035	-981	982
chr1	151034134	151037655	2	1599.0	-1629.0																																								151035894	-1760	1761
chr1	151042476	151049117	6	2731.0	-317.0	2771.0	-2933.0	-2915.0	-293.0																																				151045796	-3320	3321
chr1	151165561	151170119	2	1672.0	2022.0																																								151167840	-2279	2279
chr1	151170822	151172343	2	662.0	125.0																																								151171582	-760	761
chr1	151173367	151175655	3	-319.0	19.0	-265.0																																							151174511	-1144	1144
chr1	151175675	151178927	2	384.0	-783.0																																								151177301	-1626	1626
chr1	151265042	151267448	4	-273.0	-314.0	723.0	-1063.0																																						151266245	-1203	1203
chr1	151342066	151344097	5	824.0	-325.0	140.0	-328.0	642.0																																					151343081	-1015	1016
chr1	151364965	151367993	1	-300.0																																									151366479	-1514	1514
chr1	151398646	151400519	1	-129.0																																									151399582	-936	937
chr1	151400860	151402348	2	742.0	95.0																																								151401604	-744	744
chr1	151404031	151405712	7	-546.0	231.0	-787.0	-46.0	-283.0	-469.0	-238.0																																			151404871	-840	841
chr1	151538765	151545989	1	2022.0																																									151542377	-3612	3612
chr1	151700935	151708597	2	2110.0	-1174.0																																								151704766	-3831	3831
chr1	151768617	151772802	0																																										151770709	-2092	2093
chr1	151980058	151981548	0																																										151980803	-745	745
chr1	152028919	152031478	0																																										152030198	-1279	1280
chr1	152031676	152032401	0																																										152032038	-362	363
chr1	152034985	152039585	0																																										152037285	-2300	2300
chr1	153607364	153609740	0																																										153608552	-1188	1188
chr1	153618818	153620573	1	841.0																																									153619695	-877	878
chr1	153640966	153644403	2	-820.0	-454.0																																								153642684	-1718	1719
chr1	153644489	153648787	1	1514.0																																									153646638	-2149	2149
chr1	153662162	153662626	3	-5.0	-151.0	70.0																																							153662394	-232	232
chr1	153771364	153774208	3	119.0	-976.0	112.0																																							153772786	-1422	1422
chr1	153775045	153776516	2	405.0	460.0																																								153775780	-735	736
chr1	153928238	153930241	1	-986.0																																									153929239	-1001	1002
chr1	153932478	153935315	5	937.0	-885.0	975.0	-277.0	-277.0																																					153933896	-1418	1419
chr1	153951063	153956383	6	2349.0	1701.0	-532.0	368.0	1564.0	-1166.0																																				153953723	-2660	2660
chr1	153957573	153964497	2	-1667.0	2506.0																																								153961035	-3462	3462
chr1	153988080	153991349	1	-1512.0																																									153989714	-1634	1635
chr1	153993968	153998033	0																																										153996000	-2032	2033
chr1	154267602	154271369	1	700.0																																									154269485	-1883	1884
chr1	154271572	154272063	0																																										154271817	-245	246
chr1	154323517	154328328	1	-1895.0																																									154325922	-2405	2406
chr1	154347482	154353924	3	2236.0	-490.0	1565.0																																							154350703	-3221	3221
chr1	154550069	154556304	6	-2769.0	382.0	741.0	-2332.0	736.0	1379.0																																				154553186	-3117	3118
chr1	154576793	154578073	0																																										154577433	-640	640
chr1	154578675	154581141	0																																										154579908	-1233	1233
chr1	154925015	154928076	2	137.0	1384.0																																								154926545	-1530	1531
chr1	154938941	154943584	0																																										154941262	-2321	2322
chr1	154943668	154946271	6	-147.0	-597.0	-939.0	-768.0	-872.0	92.0																																				154944969	-1301	1302
chr1	154958882	154962939	2	2003.0	1398.0																																								154960910	-2028	2029
chr1	154964996	154967213	2	51.0	465.0																																								154966104	-1108	1109
chr1	154990692	154993450	1	-675.0																																									154992071	-1379	1379
chr1	155015279	155019083	2	833.0	-1418.0																																								155017181	-1902	1902
chr1	155087625	155093458	0																																										155090541	-2916	2917
chr1	155134709	155135407	0																																										155135058	-349	349
chr1	155135584	155138430	3	-686.0	76.0	-992.0																																							155137007	-1423	1423
chr1	155232118	155236423	0																																										155234270	-2152	2153
chr1	155255309	155257248	0																																										155256278	-969	970
chr1	155261785	155262911	2	205.0	233.0																																								155262348	-563	563
chr1	155263029	155264030	3	211.0	302.0	-449.0																																							155263529	-500	501
chr1	155279859	155286466	5	-2093.0	531.0	747.0	-2581.0	-1592.0																																					155283162	-3303	3304
chr1	155290311	155295192	2	969.0	-461.0																																								155292751	-2440	2441
chr1	155317947	155318924	1	157.0																																									155318435	-488	489
chr1	155319387	155320229	2	-97.0	-97.0																																								155319808	-421	421
chr1	155321746	155328952	7	-1275.0	207.0	138.0	2637.0	-2906.0	651.0	3304.0																																			155325349	-3603	3603
chr1	155330865	155332507	0																																										155331686	-821	821
chr1	155914983	155917155	1	-594.0																																									155916069	-1086	1086
chr1	156035219	156041394	0																																										156038306	-3087	3088
chr1	156050621	156055890	3	-1680.0	1457.0	1500.0																																							156053255	-2634	2635
chr1	156069611	156073584	3	-1629.0	1850.0	1231.0																																							156071597	-1986	1987
chr1	156139417	156144687	0																																										156142052	-2635	2635
chr1	156172283	156178465	6	-1242.0	-1079.0	2389.0	-1204.0	-1552.0	-1436.0																																				156175374	-3091	3091
chr1	156208973	156209878	0																																										156209425	-452	453
chr1	156249198	156253671	0																																										156251434	-2236	2237
chr1	156288688	156290886	0																																										156289787	-1099	1099
chr1	156290990	156293471	3	-1136.0	-844.0	-696.0																																							156292230	-1240	1241
chr1	156456607	156461687	0																																										156459147	-2540	2540
chr1	156462115	156463886	0																																										156463000	-885	886
chr1	156589690	156592871	1	-1168.0																																									156591280	-1590	1591
chr1	156733816	156736365	1	705.0																																									156735090	-1274	1275
chr1	156796500	156798650	0																																										156797575	-1075	1075
chr1	156929492	156933388	5	-1109.0	-1076.0	827.0	-1193.0	-565.0																																					156931440	-1948	1948
chr1	156937683	156942123	5	-410.0	1448.0	-327.0	75.0	-3.0																																					156939903	-2220	2220
chr1	157123240	157124961	0																																										157124100	-860	861
chr1	159052780	159052832	0																																										159052806	-26	26
chr1	159914459	159920601	4	-1437.0	-1171.0	-1805.0	-1489.0																																						159917530	-3071	3071
chr1	159923770	159927441	0																																										159925605	-1835	1836
chr1	159928025	159930684	4	-827.0	-978.0	-946.0	768.0																																						159929354	-1329	1330
chr1	160212880	160214597	3	160.0	480.0	290.0																																							160213738	-858	859
chr1	160216327	160218302	0																																										160217314	-987	988
chr1	160989987	160996125	0																																										160993056	-3069	3069
chr1	160998900	161001224	3	85.0	-675.0	-121.0																																							161000062	-1162	1162
chr1	161037575	161039474	1	-102.0																																									161038524	-949	950
chr1	161047292	161048664	4	-460.0	159.0	83.0	-576.0																																						161047978	-686	686
chr1	161068015	161070128	0																																										161069071	-1056	1057
chr1	161071980	161075267	3	351.0	-1070.0	902.0																																							161073623	-1643	1644
chr1	161101206	161102539	0																																										161101872	-666	667
chr1	161114984	161121140	3	46.0	-1124.0	9.0																																							161118062	-3078	3078
chr1	161121454	161124393	6	-1356.0	813.0	-261.0	-202.0	-1228.0	1093.0																																				161122923	-1469	1470
chr1	161155682	161161485	1	460.0																																									161158583	-2901	2902
chr1	161173127	161176094	5	773.0	978.0	-522.0	782.0	-1356.0																																					161174610	-1483	1484
chr1	161212057	161216693	3	211.0	663.0	187.0																																							161214375	-2318	2318
chr1	166859044	166860292	0																																										166859668	-624	624
chr1	168075932	168078971	0																																										168077451	-1519	1520
chr1	173486835	173487689	0																																										173487262	-427	427
chr1	173860928	173863725	0																																										173862326	-1398	1399
chr1	173928850	173929534	0																																										173929192	-342	342
chr1	180270012	180272560	2	-583.0	-208.0																																								180271286	-1274	1274
chr1	181088390	181090557	6	559.0	528.0	-343.0	-365.0	696.0	-335.0																																				181089473	-1083	1084
chr1	182885434	182888937	1	-187.0																																									182887185	-1751	1752
chr1	185105032	185105725	0																																										185105378	-346	347
chr1	198325078	198325619	0																																										198325348	-270	271
chr1	200407901	200411046	6	482.0	378.0	686.0	877.0	1085.0	549.0																																				200409473	-1572	1573
chr1	200911214	200917456	2	604.0	663.0																																								200914335	-3121	3121
chr1	201113570	201116261	0																																										201114915	-1345	1346
chr1	201130917	201137389	0																																										201134153	-3236	3236
chr1	201381734	201386022	0																																										201383878	-2144	2144
chr1	201461649	201464374	0																																										201463011	-1362	1363
chr1	201464767	201470045	4	-1115.0	1553.0	-1149.0	1799.0																																						201467406	-2639	2639
chr1	201479679	201485144	0																																										201482411	-2732	2733
chr1	201877134	201883211	0																																										201880172	-3038	3039
chr1	202009453	202015827	2	1482.0	-2728.0																																								202012640	-3187	3187
chr1	202134837	202138353	0																																										202136595	-1758	1758
chr1	202592724	202595499	0																																										202594111	-1387	1388
chr1	202880645	202883616	1	956.0																																									202882130	-1485	1486
chr1	202956573	202959085	0																																										202957829	-1256	1256
chr1	202963378	202964833	0																																										202964105	-727	728
chr1	203024940	203028186	0																																										203026563	-1623	1623
chr1	203306781	203308102	0																																										203307441	-660	661
chr1	204121640	204124898	2	-409.0	-1371.0																																								204123269	-1629	1629
chr1	204125633	204127790	1	-43.0																																									204126711	-1078	1079
chr1	204128958	204132439	1	-1344.0																																									204130698	-1740	1741
chr1	204133228	204135356	2	-282.0	-277.0																																								204134292	-1064	1064
chr1	204195919	204203172	2	-3350.0	-3441.0																																								204199545	-3626	3627
chr1	204221216	204223114	0																																										204222165	-949	949
chr1	204418551	204420770	0																																										204419660	-1109	1110
chr1	204425403	204428208	1	1072.0																																									204426805	-1402	1403
chr1	205303865	205306518	3	984.0	-1084.0	-121.0																																							205305191	-1326	1327
chr1	205526398	205531112	7	-1932.0	-825.0	-340.0	-1542.0	846.0	950.0	1958.0																																			205528755	-2357	2357
chr1	205532783	205537866	0																																										205535324	-2541	2542
chr1	206684254	206686785	0																																										206685519	-1265	1266
chr1	206732860	206735449	1	336.0																																									206734154	-1294	1295
chr1	206736762	206739146	0																																										206737954	-1192	1192
chr1	212614760	212617989	2	1291.0	1152.0																																								212616374	-1614	1615
chr1	214332725	214334587	2	-375.0	-297.0																																								214333656	-931	931
chr1	215619632	215621262	0																																										215620447	-815	815
chr1	220150861	220152725	2	58.0	566.0																																								220151793	-932	932
chr1	225790451	225792807	0																																										225791629	-1178	1178
chr1	225842442	225846747	2	-572.0	65.0																																								225844594	-2152	2153
chr1	225848075	225850428	1	336.0																																									225849251	-1176	1177
chr1	226068700	226072173	2	-1037.0	-939.0																																								226070436	-1736	1737
chr1	226983256	226987161	4	1090.0	-1271.0	306.0	-1361.0																																						226985208	-1952	1953
chr1	227913502	227917190	0																																										227915346	-1844	1844
chr1	228098234	228104680	0																																										228101457	-3223	3223
chr1	228108102	228109921	0																																										228109011	-909	910
chr1	228374689	228378764	2	-1934.0	-431.0																																								228376726	-2037	2038
chr1	228392126	228399671	2	1075.0	768.0																																								228395898	-3772	3773
chr1	231000874	231002383	0																																										231001628	-754	755
chr1	233672091	233674033	0																																										233673062	-971	971
chr1	234606333	234607952	0																																										234607142	-809	810
chr1	235109360	235111399	0																																										235110379	-1019	1020
chr1	235450704	235453394	0																																										235452049	-1345	1345
chr1	236546920	236548039	1	-530.0																																									236547479	-559	560
chr1	247123170	247125814	0																																										247124492	-1322	1322
chr2	3486623	3491360	0																																										3488991	-2368	2369
chr2	9401845	9404158	0																																										9403001	-1156	1157
chr2	9581578	9582955	0																																										9582266	-688	689
chr2	9934014	9936048	0																																										9935031	-1017	1017
chr2	10438911	10440432	1	-726.0																																									10439671	-760	761
chr2	11176065	11177650	0																																										11176857	-792	793
chr2	11439783	11445196	0																																										11442489	-2706	2707
chr2	20035648	20036859	0																																										20036253	-605	606
chr2	20446344	20449414	7	511.0	-513.0	96.0	51.0	450.0	377.0	75.0																																			20447879	-1535	1535
chr2	20452113	20456893	0																																										20454503	-2390	2390
chr2	24067806	24069700	1	297.0																																									24068753	-947	947
chr2	24772340	24774132	0																																										24773236	-896	896
chr2	24819390	24820510	2	309.0	30.0																																								24819950	-560	560
chr2	24821347	24826852	3	772.0	2484.0	-361.0																																							24824099	-2752	2753
chr2	25377281	25382132	0																																										25379706	-2425	2426
chr2	26137407	26141824	0																																										26139615	-2208	2209
chr2	27033742	27038741	7	-1437.0	-264.0	630.0	1068.0	-1373.0	611.0	602.0																																			27036241	-2499	2500
chr2	27069504	27070917	0																																										27070210	-706	707
chr2	27081301	27087831	1	966.0																																									27084566	-3265	3265
chr2	27094799	27100762	7	-2281.0	-2693.0	-2839.0	-1731.0	-2019.0	133.0	-2259.0																																			27097780	-2981	2982
chr2	27128885	27129552	1	121.0																																									27129218	-333	334
chr2	27245702	27247799	0																																										27246750	-1048	1049
chr2	27304827	27308636	1	1697.0																																									27306731	-1904	1905
chr2	27312166	27315242	0																																										27313704	-1538	1538
chr2	27321957	27324907	0																																										27323432	-1475	1475
chr2	27326247	27330333	6	1105.0	-1192.0	-559.0	1016.0	131.0	1643.0																																				27328290	-2043	2043
chr2	27363778	27366262	1	289.0																																									27365020	-1242	1242
chr2	27366916	27369683	7	-1163.0	-119.0	-126.0	-736.0	-711.0	681.0	973.0																																			27368299	-1383	1384
chr2	27374562	27382505	12	225.0	2632.0	743.0	-3068.0	-150.0	2612.0	712.0	1859.0	2975.0	3446.0	2377.0	-101.0																														27378533	-3971	3972
chr2	27440424	27445824	6	-129.0	1286.0	2432.0	1366.0	-1289.0	-1311.0																																				27443124	-2700	2700
chr2	27653173	27655215	3	505.0	499.0	483.0																																							27654194	-1021	1021
chr2	32618069	32619924	0																																										32618996	-927	928
chr2	32619999	32621166	0																																										32620582	-583	584
chr2	37198235	37200526	0																																										37199380	-1145	1146
chr2	37203997	37205739	0																																										37204868	-871	871
chr2	42766165	42769373	2	145.0	442.0																																								42767769	-1604	1604
chr2	43220470	43221688	0																																										43221079	-609	609
chr2	43221877	43222641	0																																										43222259	-382	382
chr2	43224041	43227934	5	-324.0	256.0	-308.0	652.0	559.0																																					43225987	-1946	1947
chr2	43231672	43233316	0																																										43232494	-822	822
chr2	43233482	43238655	0																																										43236068	-2586	2587
chr2	47159456	47160076	0																																										47159766	-310	310
chr2	47386972	47388863	0																																										47387917	-945	946
chr2	54304769	54305028	0																																										54304898	-129	130
chr2	61475686	61478092	0																																										61476889	-1203	1203
chr2	65071468	65073009	8	90.0	501.0	-68.0	-731.0	123.0	564.0	-599.0	737.0																																		65072238	-770	771
chr2	65312607	65314976	3	425.0	1137.0	1018.0																																							65313791	-1184	1185
chr2	68043786	68044783	0																																										68044284	-498	499
