	Chr	Start	End	Name	Score	Strand
ENSG00000112115	chr6	52186375	52190638	IL17A	0	+
ENSG00000112116	chr6	52236681	52244500	IL17F	0	-
ENSG00000112212	chr6	41042467	41044337	TSPO2	0	+
ENSG00000112337	chr6	25912754	25930691	SLC17A2	0	-
ENSG00000112462	chr6	29373423	29375291	OR12D3	0	-
ENSG00000112539	chr6	165279664	165309605	C6orf118	0	-
ENSG00000113100	chr5	26880597	27121150	CDH9	0	-
ENSG00000113492	chr5	34998101	35048135	AGXT2	0	-
ENSG00000113520	chr5	132673986	132682678	IL4	0	+
ENSG00000113525	chr5	132541445	132556838	IL5	0	-
ENSG00000114204	chr3	167441789	167479004	SERPINI2	0	-
ENSG00000114349	chr3	50191610	50197696	GNAT1	0	+
ENSG00000114487	chr3	108958248	109118134	MORC1	0	-
ENSG00000115488	chr2	233032672	233035057	NEU2	0	+
ENSG00000115592	chr2	218822383	218832086	PRKAG3	0	-
ENSG00000115593	chr2	88067825	88113384	SMYD1	0	+
ENSG00000116703	chr1	186443566	186461114	PDC	0	-
ENSG00000116721	chr1	12791397	12796628	PRAMEF1	0	+
ENSG00000116726	chr1	12773738	12777906	PRAMEF12	0	+
ENSG00000116882	chr1	119368779	119394130	HAO2	0	+
ENSG00000116981	chr1	39651229	39672107	NT5C1A	0	-
ENSG00000117400	chr1	43337818	43354466	MPL	0	+
ENSG00000117501	chr1	170935526	171064765	MROH9	0	+
ENSG00000118017	chr3	138123713	138132390	A4GNT	0	-
ENSG00000118231	chr2	208121607	208124524	CRYGD	0	-
ENSG00000118245	chr2	216859458	216860064	TNP1	0	-
ENSG00000118434	chr6	88047841	88066838	SPACA1	0	+
ENSG00000118491	chr6	143864436	143938343	ZC2HC1B	0	+
ENSG00000118492	chr6	146598967	146815462	ADGB	0	+
ENSG00000118972	chr12	4368227	4379712	FGF23	0	-
ENSG00000119614	chr14	74239449	74262738	VSX2	0	+
ENSG00000119913	chr10	112283400	112305038	TECTB	0	+
ENSG00000119973	chr10	118589997	118595648	PRLHR	0	-
ENSG00000120054	chr10	100042193	100081869	CPN1	0	-
ENSG00000120160	chr9	27284654	27297150	EQTN	0	-
ENSG00000120235	chr9	21349835	21351378	IFNA6	0	-
ENSG00000120242	chr9	21409117	21410185	IFNA8	0	+
ENSG00000120289	chrX	30242000	30244187	MAGEB4	0	+
ENSG00000120329	chr5	141302635	141304049	SLC25A2	0	-
ENSG00000120436	chr6	167155247	167157980	GPR31	0	-
ENSG00000120440	chr6	167325071	167359503	TTLL2	0	+
ENSG00000120563	chr10	29289061	29318328	LYZL1	0	+
ENSG00000120903	chr8	27459756	27479883	CHRNA2	0	-
ENSG00000120952	chr1	12857086	12861909	PRAMEF2	0	+
ENSG00000121314	chr12	10806051	10807286	TAS2R8	0	-
ENSG00000121318	chr12	10825317	10826358	TAS2R10	0	-
ENSG00000121351	chr12	21354959	21379980	IAPP	0	+
ENSG00000121377	chr12	10801532	10802627	TAS2R7	0	-
ENSG00000121381	chr12	10809094	10810168	TAS2R9	0	-
ENSG00000121446	chr1	182409192	182560599	RGSL1	0	+
ENSG00000121634	chr1	147902795	147909269	GJA8	0	+
ENSG00000121853	chr3	172443291	172448456	GHSR	0	-
ENSG00000122145	chrX	80014753	80031774	TBX22	0	+
ENSG00000122180	chr1	203083129	203086012	MYOG	0	-
ENSG00000122304	chr16	11275639	11276480	PRM2	0	-
ENSG00000122375	chr10	86654518	86666460	OPN4	0	+
ENSG00000122543	chr7	5879827	5886363	OCM	0	+
ENSG00000122787	chr7	138002324	138118305	AKR1D1	0	+
ENSG00000122859	chr10	69571698	69573422	NEUROG3	0	-
ENSG00000123165	chrX	128050962	128052403	ACTRT1	0	-
ENSG00000123171	chr13	51861969	51866232	CCDC70	0	+
ENSG00000123594	chrX	13318647	13320053	ATXN3L	0	-
ENSG00000124003	chr2	222671658	222709930	MOGAT1	0	+
ENSG00000124089	chr20	56248732	56249815	MC3R	0	+
ENSG00000124196	chr20	43726164	43727002	GTSF1L	0	-
ENSG00000124227	chr20	58218495	58228653	ANKRD60	0	-
ENSG00000124232	chr20	45306840	45317824	RBPJL	0	+
ENSG00000124237	chr20	58150902	58161150	C20orf85	0	+
ENSG00000124333	chrX	155881345	155943769	VAMP7	0	+
ENSG00000124333	chrY	57067865	57130289	VAMP7	0	+
ENSG00000124334	chrX	155997696	156010817	IL9R	0	+
ENSG00000124334	chrY	57184216	57197337	IL9R	0	+
ENSG00000124449	chr19	43716076	43720021	IRGC	0	+
ENSG00000124564	chr6	25833066	25882286	SLC17A3	0	-
ENSG00000124568	chr6	25782915	25832052	SLC17A1	0	-
ENSG00000124610	chr6	26017032	26017787	H1-1	0	-
ENSG00000124812	chr6	49834257	49877096	CRISP1	0	-
ENSG00000124818	chr6	47781982	47832780	OPN5	0	+
ENSG00000124827	chr6	10873223	10882041	GCM2	0	-
ENSG00000124900	chr11	55883297	55891810	TRIM51	0	+
ENSG00000125084	chr12	48978322	48982620	WNT1	0	+
ENSG00000125492	chr9	132582606	132590252	BARHL1	0	+
ENSG00000125522	chr20	64103802	64107565	NPBWR2	0	-
ENSG00000125533	chr20	63005927	63007035	BHLHE23	0	-
ENSG00000125815	chr20	23491101	23496010	CST8	0	+
ENSG00000125816	chr20	21395365	21397526	NKX2-4	0	-
ENSG00000125831	chr20	23450403	23452876	CST11	0	-
ENSG00000125861	chr20	3659248	3663399	GFRA4	0	-
ENSG00000125879	chr20	16748358	16770062	OTOR	0	+
ENSG00000125888	chr20	17693672	17735871	BANF2	0	+
ENSG00000125900	chr20	1534251	1557705	SIRPD	0	-
ENSG00000125903	chr20	227258	229886	DEFB129	0	+
ENSG00000125975	chr20	35523186	35529652	C20orf173	0	-
ENSG00000126010	chrX	16123565	16153518	GRPR	0	+
ENSG00000126266	chr19	35351552	35353862	FFAR1	0	+
ENSG00000126545	chr4	69931068	69946574	CSN1S1	0	+
ENSG00000126549	chr4	69995966	70002570	STATH	0	+
ENSG00000126550	chr4	70050438	70058848	HTN1	0	+
ENSG00000126856	chr16	90056566	90092072	PRDM7	0	-
ENSG00000127318	chr12	68248242	68253604	IL22	0	-
ENSG00000127362	chr7	141764097	141765197	TAS2R3	0	+
ENSG00000127515	chr19	14840466	14848922	OR7A10	0	-
ENSG00000127529	chr19	14941489	14942448	OR7C2	0	+
ENSG00000127530	chr19	14789260	14835376	OR7C1	0	-
ENSG00000127780	chr17	3432870	3433841	OR1E2	0	-
ENSG00000128250	chr22	29438583	29442455	RFPL1	0	+
ENSG00000128310	chr22	37823382	37825485	GALR3	0	+
ENSG00000128313	chr22	35717872	35729483	APOL5	0	+
ENSG00000128519	chr7	122994704	122995700	TAS2R16	0	-
ENSG00000129152	chr11	17719571	17722136	MYOD1	0	+
ENSG00000129170	chr11	19182030	19210571	CSRP3	0	-
ENSG00000129221	chr17	6393693	6435199	AIPL1	0	-
ENSG00000129744	chr11	3645128	3664416	ART1	0	+
ENSG00000129873	chrY	17878260	17880220	CDY2B	0	-
ENSG00000130167	chr19	11296139	11326996	TSPAN16	0	+
ENSG00000130182	chr16	3088890	3099295	ZSCAN10	0	-
ENSG00000130368	chr6	159890988	159917447	MAS1	0	+
ENSG00000130385	chrX	50910735	50916641	BMP15	0	+
ENSG00000130538	chr22	15528192	15529139	OR11H1	0	+
ENSG00000130561	chr2	233307816	233347055	SAG	0	+
ENSG00000130656	chr16	142728	154503	HBZ	0	+
ENSG00000131059	chr20	33217310	33227806	BPIFA3	0	+
ENSG00000131068	chr20	31368601	31373923	DEFB118	0	+
ENSG00000131096	chr17	43952733	44004469	PYY	0	-
ENSG00000131142	chr19	8052318	8062660	CCL25	0	+
ENSG00000131183	chr5	177379235	177398848	SLC34A1	0	+
ENSG00000131264	chrX	73447053	73455171	CDX4	0	+
ENSG00000131482	chr17	42900797	42914438	G6PC1	0	+
ENSG00000131686	chr1	8945867	8975092	CA6	0	+
ENSG00000131808	chr11	30231014	30235261	FSHB	0	+
ENSG00000131864	chr19	57119138	57131926	USP29	0	+
ENSG00000131910	chr1	26911489	26913975	NR0B2	0	-
ENSG00000132631	chr20	18813783	18814378	SCP2D1	0	+
ENSG00000132671	chr20	23035312	23039237	SSTR4	0	+
ENSG00000132703	chr1	159587826	159588865	APCS	0	+
ENSG00000132972	chr13	24764169	24879921	RNF17	0	+
ENSG00000133020	chr17	10390322	10421950	MYH8	0	-
ENSG00000134160	chr15	31001061	31161273	TRPM1	0	-
ENSG00000134200	chr1	115029826	115034302	TSHB	0	+
ENSG00000134249	chr1	119893533	119896515	ADAM30	0	-
ENSG00000134376	chr1	197268204	197478455	CRB1	0	+
ENSG00000134389	chr1	196977556	197009678	CFHR5	0	+
ENSG00000134438	chr18	59267035	59274086	RAX	0	-
ENSG00000134489	chr18	24460637	24479961	HRH4	0	+
ENSG00000134588	chrX	133023168	133097109	USP26	0	-
ENSG00000134595	chrX	140502985	140505069	SOX3	0	-
ENSG00000134812	chr11	59829273	59845499	CBLIF	0	-
ENSG00000135175	chr7	97984684	97991169	OCM2	0	-
ENSG00000135222	chr4	69955256	69965728	CSN2	0	-
ENSG00000135248	chr7	128709061	128731743	FAM71F1	0	+
ENSG00000135355	chr6	89894469	89921760	GJA10	0	+
ENSG00000135409	chr12	53423855	53431672	AMHR2	0	+
ENSG00000135413	chr12	54630811	54634895	LACRT	0	-
ENSG00000135569	chr6	132588592	132589741	TAAR5	0	-
ENSG00000135577	chr6	142058330	142147122	NMBR	0	-
ENSG00000135973	chr2	105241743	105243467	GPR45	0	+
ENSG00000136297	chr7	4905989	4959213	MMD2	0	-
ENSG00000136487	chr17	63880215	63881944	GH2	0	-
ENSG00000136488	chr17	63894909	63896661	CSH1	0	-
ENSG00000136694	chr2	113005459	113008044	IL36A	0	+
ENSG00000136697	chr2	113067970	113075843	IL1F10	0	+
ENSG00000136698	chr2	130592165	130599575	CFC1	0	-
ENSG00000136834	chr9	122476958	122477926	OR1J1	0	-
ENSG00000136839	chr9	104617248	104618204	OR13C9	0	-
ENSG00000136929	chr9	97926791	97944856	HEMGN	0	-
ENSG00000136939	chr9	122723990	122724925	OR1L4	0	+
ENSG00000137080	chr9	21165637	21166660	IFNA21	0	-
ENSG00000137090	chr9	841690	969090	DMRT1	0	+
ENSG00000137204	chr6	43295694	43305538	SLC22A7	0	+
ENSG00000137251	chr6	54307859	54390142	TINAG	0	+
ENSG00000137252	chr6	55106460	55282617	HCRTR2	0	+
ENSG00000137392	chr6	35794982	35797344	CLPS	0	-
ENSG00000137473	chr4	146706617	146945882	TTC29	0	-
ENSG00000137634	chr11	114570591	114595786	NXPE4	0	-
ENSG00000137675	chr11	102691487	102705769	MMP27	0	-
ENSG00000137707	chr11	111467526	111514367	BTG4	0	-
ENSG00000137976	chr1	84398484	84415018	DNASE2B	0	+
ENSG00000138068	chr2	37167820	37196598	SULT6B1	0	-
ENSG00000138308	chr10	72934762	72954806	PLA2G12B	0	-
ENSG00000138483	chr3	107377439	107378635	CCDC54	0	+
ENSG00000138684	chr4	122610108	122621066	IL21	0	-
ENSG00000138813	chr4	99511012	99542303	C4orf17	0	+
ENSG00000138892	chr22	50015123	50056935	TTLL8	0	-
ENSG00000139053	chr12	14973042	14981865	PDE6H	0	+
ENSG00000139151	chr12	18683169	18738100	PLCZ1	0	-
ENSG00000139287	chr12	71938845	72186618	TPH2	0	+
ENSG00000139330	chr12	91050491	91058024	KERA	0	-
ENSG00000139610	chr12	51328442	51346679	CELA1	0	-
ENSG00000139780	chr13	102685747	102695044	METTL21C	0	-
ENSG00000139797	chr13	98175785	98177269	RNF113B	0	-
ENSG00000140107	chr14	100323339	100330421	SLC25A47	0	+
ENSG00000140478	chr15	75282835	75295807	GOLGA6D	0	+
ENSG00000140506	chr15	74812716	74825757	LMAN1L	0	+
ENSG00000140623	chr16	4777606	4788398	SEPTIN12	0	-
ENSG00000140798	chr16	48080882	48156018	ABCC12	0	-
ENSG00000141161	chr17	35147817	35189345	UNC45B	0	+
ENSG00000141194	chr17	58148384	58159585	OR4D1	0	+
ENSG00000141200	chr17	53822927	53825193	KIF2B	0	+
ENSG00000141316	chr17	32970376	32997877	SPACA3	0	+
ENSG00000141371	chr17	60392429	60431426	C17orf64	0	+
ENSG00000141434	chr18	32185069	32220404	MEP1B	0	+
ENSG00000141748	chr17	39156894	39167484	ARL5C	0	-
ENSG00000141946	chr19	57134096	57145202	ZIM3	0	-
ENSG00000141977	chr19	16161368	16173525	CIB3	0	-
ENSG00000142025	chr19	41844743	41852333	DMRTC2	0	+
ENSG00000142484	chr17	4771884	4783213	TM4SF5	0	+
ENSG00000142511	chr19	50770464	50771732	GPR32	0	+
ENSG00000142513	chr19	50790415	50795219	ACP4	0	+
ENSG00000142538	chr19	49422419	49423441	PTH2	0	-
ENSG00000142615	chr1	15456728	15472091	CELA2A	0	+
ENSG00000142698	chr1	34166883	34219131	C1orf94	0	+
ENSG00000142789	chr1	22001657	22012542	CELA3A	0	+
ENSG00000143006	chr1	53459399	53467488	DMRTB1	0	+
ENSG00000143032	chr1	90711539	90717302	BARHL2	0	-
ENSG00000143105	chr1	110517217	110519175	KCNA10	0	-
ENSG00000143107	chr1	108712908	108742749	FNDC7	0	+
ENSG00000143278	chr1	197038741	197067260	F13B	0	-
ENSG00000143552	chr1	153992685	154155116	NUP210L	0	-
ENSG00000143921	chr2	43831942	43882988	ABCG8	0	+
ENSG00000143954	chr2	79025686	79028505	REG3G	0	+
ENSG00000144010	chr2	95477164	95484731	TRIM43B	0	-
ENSG00000144015	chr2	95592001	95599778	TRIM43	0	+
ENSG00000144119	chr2	119156243	119158751	C1QL2	0	-
ENSG00000144227	chr2	138669157	138780390	NXPH2	0	-
ENSG00000144410	chr2	206939518	206969474	CPO	0	+
ENSG00000144962	chr3	172889357	173141235	SPATA16	0	-
ENSG00000145309	chr4	70334981	70337116	CABS1	0	+
ENSG00000145384	chr4	119317250	119322138	FABP2	0	-
ENSG00000145626	chr5	35951006	36001028	UGT3A1	0	-
ENSG00000145642	chr5	64690442	64718190	SHISAL2B	0	+
ENSG00000145826	chr5	135922279	135954983	LECT2	0	-
ENSG00000145839	chr5	135892246	135895841	IL9	0	-
ENSG00000145863	chr5	161547063	161702593	GABRA6	0	+
ENSG00000145888	chr5	151822513	151924851	GLRA1	0	-
ENSG00000145975	chr6	4049434	4087344	FAM217A	0	-
ENSG00000146047	chr6	25726777	25727345	H2BC1	0	+
ENSG00000146360	chr6	109978256	109980720	GPR6	0	+
ENSG00000146378	chr6	132617022	132624275	TAAR2	0	-
ENSG00000146383	chr6	132570322	132571359	TAAR6	0	+
ENSG00000146385	chr6	132552693	132553721	TAAR8	0	+
ENSG00000146399	chr6	132643312	132659182	TAAR1	0	-
ENSG00000146618	chr7	19144782	19145421	FERD3L	0	-
ENSG00000146809	chr7	123567010	123639481	ASB15	0	+
ENSG00000146839	chr7	100733595	100797797	ZAN	0	+
ENSG00000146910	chr7	155474206	155555450	CNPY1	0	-
ENSG00000146926	chr7	151175698	151187832	ASB10	0	-
ENSG00000147081	chrX	50190777	50201007	AKAP4	0	-
ENSG00000147160	chrX	70040542	70049938	AWAT2	0	-
ENSG00000147183	chrX	88747225	88754785	CPXCR1	0	+
ENSG00000147223	chrX	106900063	106903341	RIPPLY1	0	-
ENSG00000147262	chrX	130379449	130385674	GPR119	0	-
ENSG00000147432	chr8	42697366	42737407	CHRNB3	0	+
ENSG00000147596	chr8	70051651	70071693	PRDM14	0	-
ENSG00000147613	chr8	86047109	86088621	PSKH2	0	-
ENSG00000147869	chr9	14719724	14722733	CER1	0	-
ENSG00000147873	chr9	21304326	21305313	IFNA5	0	-
ENSG00000147885	chr9	21216373	21217311	IFNA16	0	-
ENSG00000148136	chr9	104526253	104527209	OR13C4	0	-
ENSG00000148156	chr9	108854588	108855986	ACTL7B	0	-
ENSG00000148215	chr9	122788933	122789895	OR5C1	0	+
ENSG00000148386	chr9	135663309	135666961	LCN9	0	+
ENSG00000148482	chr10	17951839	18043292	SLC39A12	0	+
ENSG00000148513	chr10	37125598	37232567	ANKRD30A	0	+
ENSG00000148602	chr10	84231520	84241546	LRIT1	0	-
ENSG00000148604	chr10	84230666	84259960	RGR	0	+
ENSG00000149124	chr11	58640426	58731974	GLYAT	0	-
ENSG00000149133	chr11	55993681	55994625	OR5F1	0	-
ENSG00000149305	chr11	113904796	113949079	HTR3B	0	+
ENSG00000149452	chr11	62989154	63015841	SLC22A8	0	-
ENSG00000149488	chr20	2536573	2643580	TMC2	0	+
ENSG00000149507	chr11	60040409	60048044	OOSP2	0	+
ENSG00000149516	chr11	60056587	60071115	MS4A3	0	+
ENSG00000149635	chr20	46540946	46550654	OCSTAMP	0	-
ENSG00000149651	chr20	45722347	45725830	SPINT4	0	+
ENSG00000149735	chr11	64934471	64935893	GPHA2	0	-
ENSG00000149742	chr11	63369785	63410294	SLC22A9	0	+
ENSG00000150244	chr11	55262155	55271114	TRIM48	0	+
ENSG00000150261	chr11	56346039	56346998	OR8K1	0	+
ENSG00000150269	chr11	56462469	56463401	OR5M9	0	-
ENSG00000150628	chr4	176184579	176195585	SPATA4	0	-
ENSG00000150676	chr11	85855101	85920021	CCDC83	0	+
ENSG00000150783	chr11	112167372	112172556	TEX12	0	+
ENSG00000151005	chr4	163471095	163473754	TKTL2	0	-
ENSG00000151033	chr10	30611779	30629762	LYZL2	0	-
ENSG00000151360	chr2	3658200	3702671	ALLC	0	+
ENSG00000151379	chr2	17816460	17817798	MSGN1	0	+
ENSG00000151418	chr1	198523222	198540945	ATP6V1G3	0	-
ENSG00000151475	chr4	127730400	127774292	SLC25A31	0	+
ENSG00000151577	chr3	114127580	114199407	DRD3	0	-
ENSG00000151615	chr4	146638893	146642474	POU4F2	0	+
ENSG00000151952	chr12	129071725	129904025	TMEM132D	0	-
ENSG00000151962	chr4	154781213	154828813	RBM46	0	+
ENSG00000152093	chr2	130521197	130528604	CFC1B	0	+
ENSG00000152214	chr18	42743227	43115691	RIT2	0	-
ENSG00000152254	chr2	168901291	168910000	G6PC2	0	+
ENSG00000152266	chr11	13492054	13496181	PTH	0	-
ENSG00000152463	chr10	15032227	15073853	OLAH	0	+
ENSG00000152591	chr4	87608529	87616873	DSPP	0	+
ENSG00000152595	chr4	87821398	87846814	MEPE	0	+
ENSG00000152611	chr5	35904288	35938779	CAPSL	0	-
ENSG00000152670	chr5	55738017	55817157	DDX4	0	+
ENSG00000152822	chr6	146027646	146437601	GRM1	0	+
ENSG00000153230	chr1	247738615	247739559	OR14K1	0	+
ENSG00000153498	chr13	112376355	112434689	SPACA7	0	+
ENSG00000153684	chr15	28378621	28392021	GOLGA8F	0	+
ENSG00000153779	chrX	89921908	89922883	TGIF2LX	0	+
ENSG00000154007	chr1	75918873	75932404	ASB17	0	-
ENSG00000154143	chr11	124611428	124620356	PANX3	0	+
ENSG00000154415	chr7	113876777	114075920	PPP1R3A	0	-
ENSG00000154438	chr7	117363222	117428123	ASZ1	0	-
ENSG00000154478	chr10	123666355	123697399	GPR26	0	+
ENSG00000154485	chr10	125753580	125775821	MMP21	0	-
ENSG00000154611	chr18	26133852	26193355	PSMA8	0	+
ENSG00000155087	chr8	102551589	102561018	ODF1	0	+
ENSG00000155249	chr14	19930917	19936757	OR4K1	0	+
ENSG00000155714	chr16	21983865	22001116	PDZD9	0	-
ENSG00000155833	chr9	102995311	103018488	CYLC2	0	+
ENSG00000155875	chr9	18858906	19049358	SAXO1	0	-
ENSG00000155890	chr3	140678064	140701150	TRIM42	0	+
ENSG00000155897	chr8	130780301	131040909	ADCY8	0	-
ENSG00000156006	chr8	18391282	18401218	NAT2	0	+
ENSG00000156194	chr4	75859864	75902571	PPEF2	0	-
ENSG00000156282	chr21	30165565	30166805	CLDN17	0	-
ENSG00000156395	chr10	104641290	105265242	SORCS3	0	+
ENSG00000156575	chr11	57376769	57381150	PRG3	0	-
ENSG00000156885	chr16	31427731	31428360	COX6A2	0	-
ENSG00000156920	chrX	136300963	136416890	ADGRG4	0	+
ENSG00000156925	chrX	137566127	137577691	ZIC3	0	+
ENSG00000157060	chr1	182899865	182953525	SHCBP1L	0	-
ENSG00000157093	chr3	42397083	42410610	LYZL4	0	-
ENSG00000157119	chr3	42685537	42692544	KLHL40	0	+
ENSG00000157131	chr1	56854797	56918223	C8A	0	+
ENSG00000157211	chr1	54132968	54153770	CDCP2	0	-
