Chr	Start	End	Name	Region_Type	Orientation
chr2	135528218	135534455	ZRANB3-R3HDM1	D	-+
chr2	157873330	157879702	ACVR1-UPP2	D	-+
chr2	158453753	158459952	CCDC148-PKP4	D	-+
chr2	169691405	169697488	CFAP210-KLHL23	D	-+
chr2	171996859	172002943	SLC25A12-METAP1D	D	-+
chr2	174392712	174398730	CIR1-SCRN3	D	-+
chr2	176080962	176095721	EVX2-HOXD13	D	-+
chr2	178105339	178115424	PDE11A-RBM45	D	-+
chr2	178475600	178483457	FKBP7-PLEKHA3	D	-+
chr2	200886303	200892327	PPIL3-NIF3L1	D	-+
chr2	201779112	201793461	ALS2-CDK15	D	-+
chr2	206156509	206162585	NDUFS1-EEF1B2	D	-+
chr2	206762328	206768357	MDH1B-FASTKD2	D	-+
chr2	208263074	208269255	IDH1-PIKFYVE	D	-+
chr2	210474652	210480682	LANCL1-CPS1	D	-+
chr2	218030982	218037960	TNS1-RUFY4	D	-+
chr2	218565351	218571580	USP37-CNOT9	D	-+
chr2	218669002	218675069	RNF25-STK36	D	-+
chr2	219167827	219179225	ENSG00000280537-RETREG2	D	-+
chr2	219274902	219282342	TUBA4A-DNAJB2	D	-+
chr2	227161453	227167624	COL4A4-COL4A3	D	-+
chr2	227611840	227620498	SCYGR3-SCYGR4	D	-+
chr2	227721757	227731335	SCYGR6-SCYGR7	D	-+
chr2	240679906	240694866	AQP12B-AQP12A	D	-+
chr2	240893889	240909330	MAB21L4-CROCC2	D	-+
chr2	241634158	241640213	THAP4-ATG4B	D	-+
chr2	241683944	241690085	DTYMK-ING5	D	-+
chr3	14121870	14128015	CHCHD4-TMEM43	D	-+
chr3	14175621	14181817	XPC-LSM3	D	-+
chr3	19944025	19950097	EFHB-RAB5A	D	-+
chr3	36990131	36996350	EPM2AIP1-MLH1	D	-+
chr3	38026642	38042205	PLCD1-DLEC1	D	-+
chr3	42801518	42812446	ENSG00000280571-ENSG00000273291	D	-+
chr3	44758619	44764721	KIAA1143-KIF15	D	-+
chr3	46482234	46497611	LTF-RTP3	D	-+
chr3	46603948	46615525	LRRC2-FAM240A	D	-+
chr3	46690704	46697528	ALS2CL-TMIE	D	-+
chr3	48437456	48449710	CCDC51-ATRIP	D	-+
chr3	49163331	49174598	CCDC71-KLHDC8B	D	-+
chr3	49188858	49201428	C3orf84-IHO1	D	-+
chr3	49796873	49806261	CDHR4-INKA1	D	-+
chr3	49927173	49943007	MON1A-RBM6	D	-+
chr3	51938904	51945345	RRP9-PARP3	D	-+
chr3	51971016	51977706	PCBP4-ABHD14A-ACY1	D	-+
chr3	52407008	52413660	BAP1-PHF7	D	-+
chr3	52451041	52458118	TNNC1-NISCH	D	-+
chr3	52767946	52780595	NEK4-ITIH1	D	-+
chr3	57224606	57230726	HESX1-APPL1	D	-+
chr3	69077408	69087937	UBA3-ARL6IP5	D	-+
chr3	88146885	88152959	CGGBP1-C3orf38	D	-+
chr3	93977003	93983139	PROS1-ARL13B	D	-+
chr3	100398089	100404532	TOMM70-LNP1	D	-+
chr3	108586644	108592705	CIP2A-DZIP3	D	-+
chr3	109115134	109121252	MORC1-C3orf85	D	-+
chr3	113743300	113750033	NAA50-ATP6V1A	D	-+
chr3	119143068	119150375	IGSF11-ENSG00000251012	D	-+
chr3	119465830	119471963	TMEM39A-POGLUT1	D	-+
chr3	121832079	121838183	IQCB1-EAF2	D	-+
chr3	122380231	122387161	MIX23-FAM162A	D	-+
chr3	122790831	122798069	HSPBAP1-SLC49A4	D	-+
chr3	127595267	127601410	TPRA1-MCM2	D	-+
chr3	129425651	129432607	EFCAB12-IFT122	D	-+
chr3	138944137	138950217	FOXL2-FOXL2NB	D	-+
chr3	142960674	142967497	PAQR9-U2SURP	D	-+
chr3	167731939	167738243	PDCD10-SERPINI1	D	-+
chr3	169766561	169776396	ACTRT3-MYNN	D	-+
chr3	184358650	184364710	CLCN2-POLR2H	D	-+
chr3	185278990	185285941	EHHADH-MAP3K13	D	-+
chr3	190319446	190325541	CLDN1-CLDN16	D	-+
chr3	193590111	193596144	ATP13A4-OPA1	D	-+
chr3	196939594	196945674	NCBP2-NCBP2AS2	D	-+
chr3	197957142	197963200	IQCG-LMLN	D	-+
chr4	496156	502210	ZNF721-PIGG	D	-+
chr4	929373	935387	GAK-TMEM175	D	-+
chr4	983895	989997	DGKQ-IDUA	D	-+
chr4	1709344	1715858	SLBP-TACC3	D	-+
chr4	2038903	2044995	NELFA-C4orf48	D	-+
chr4	2960406	2966571	NOP14-GRK4	D	-+
chr4	4287154	4293251	LYAR-ZBTB49	D	-+
chr4	6706865	6719174	MRFAP1L1-BLOC1S4	D	-+
chr4	17509206	17518165	QDPR-CLRN2	D	-+
chr4	25157550	25163663	SEPSECS-PI4K2B	D	-+
chr4	39455931	39462004	RPL9-LIAS	D	-+
chr4	46990581	46996723	GABRA4-GABRB1	D	-+
chr4	56432615	56438741	PPAT-PAICS	D	-+
chr4	70678817	70691532	JCHAIN-UTP3	D	-+
chr4	76004509	76014184	CXCL9-ART3	D	-+
chr4	82427462	82433590	HNRNPDL-ENOPH1	D	-+
chr4	88520776	88526810	PIGY-HERC3	D	-+
chr4	89108398	89114533	FAM13A-TIGD2	D	-+
chr4	99561039	99567081	TRMT10A-MTTP	D	-+
chr4	112633995	112640077	ZGRF1-LARP7	D	-+
chr4	141209877	141223887	RNF150-ZNF330	D	-+
chr4	152776730	152782937	TIGD4-ARFIP1	D	-+
chr4	169609632	169615633	NEK1-CLCN3	D	-+
chr4	174280667	174286730	FBXO8-CEP44	D	-+
chr4	174826247	174832668	GLRA3-ADAM29	D	-+
chr4	183656203	183662267	RWDD4-TRAPPC11	D	-+
chr5	1798366	1804407	MRPL36-NDUFS6	D	-+
chr5	6630291	6636427	NSUN2-SRD5A1	D	-+
chr5	7848151	7854186	C5orf49-MTRR	D	-+
chr5	10246897	10252929	ATPSCKMT-CCT5	D	-+
chr5	17489076	17501231	H3Y2-TAF11L2	D	-+
chr5	17594828	17607177	TAF11L10-TAF11L11	D	-+
chr5	31529196	31535287	DROSHA-C5orf22	D	-+
chr5	37368106	37382285	NUP155-WDR70	D	-+
chr5	40832222	40844308	RPL37-CARD6	D	-+
chr5	55019671	55027256	ESM1-GZMK	D	-+
chr5	55304694	55310989	DHX29-MTREX	D	-+
chr5	60942073	60948177	ERCC8-NDUFAF2	D	-+
chr5	65560168	65566236	CENPK-PPWD1	D	-+
chr5	79233038	79239131	DMGDH-JMY	D	-+
chr5	79988262	79994311	MTX3-THBS4	D	-+
chr5	95552050	95558101	TTC37-ARSK	D	-+
chr5	103117138	103123149	GIN1-PPIP5K2	D	-+
chr5	126592362	126603925	ALDH7A1-PHAX	D	-+
chr5	132804241	132816302	SEPTIN8-SOWAHA	D	-+
chr5	132863884	132876444	GDF9-LEAP2	D	-+
chr5	134368044	134374184	ENSG00000273345-UBE2B	D	-+
chr5	139290557	139296674	SIL1-MATR3	D	-+
chr5	139459743	139474004	ECSCR-SMIM33	D	-+
chr5	140688537	140701680	HARS1-ZMAT2	D	-+
chr5	141317784	141333514	TAF7-PCDHGA1	D	-+
chr5	144167714	144173873	YIPF5-KCTD16	D	-+
chr5	149548471	149554947	CSNK1A1-ARHGEF37	D	-+
chr5	154935211	154944073	GEMIN5-MRPL22	D	-+
chr5	157139869	157145933	HAVCR2-ITK	D	-+
chr5	157668480	157674533	SOX30-C5orf52	D	-+
chr5	160418711	160424855	SLU7-PTTG1	D	-+
chr5	163457102	163463203	NUDCD2-HMMR	D	-+
chr5	172185224	172197172	STK10-EFCAB9	D	-+
chr5	176358807	176368487	KIAA1191-ARL10	D	-+
chr5	176535025	176545511	RNF44-CDHR2	D	-+
chr5	176627556	176633618	SNCB-EIF4E1B	D	-+
chr5	177019633	177025696	UIMC1-ZNF346	D	-+
chr5	177348840	177360924	LMAN2-RGS14	D	-+
chr5	177397661	177406204	PFN3-GRK6	D	-+
chr6	5257950	5264044	LYRM4-FARS2	D	-+
chr6	10691797	10697972	C6orf52-PAK1IP1	D	-+
chr6	18152077	18158329	TPMT-KDM1B	D	-+
chr6	24663930	24670035	TDP2-ACOT13	D	-+
chr6	25723562	25729777	H2AC1-H2BC1	D	-+
chr6	26014787	26023451	H1-1-H3C1	D	-+
chr6	26040713	26048384	H2BC3-H3C3	D	-+
chr6	26120926	26127145	H2BC4-H2AC6	D	-+
chr6	26196293	26202516	ENSG00000282988-H2BC7	D	-+
chr6	26213688	26219921	H2BC8-H2AC8	D	-+
chr6	26231987	26243393	H1-3-H4C6	D	-+
chr6	26247635	26254614	H3C7-H2BC9	D	-+
chr6	26268413	26275931	H3C8-H2BC10	D	-+
chr6	27129795	27136043	H2BC11-H2AC11	D	-+
chr6	27143855	27150106	H2BC12-H2AC12	D	-+
chr6	27804929	27811173	H2BC13-H2AC13	D	-+
chr6	27811777	27818022	H2AC14-H2BC14	D	-+
chr6	27835375	27841545	H2AC15-H2BC15	D	-+
chr6	27890106	27896425	H3C12-H2BC17	D	-+
chr6	28249269	28262297	ZKSCAN4-NKAPL	D	-+
chr6	29428967	29442306	OR5V1-OR10C1	D	-+
chr6	30158211	30166206	TRIM10-TRIM15	D	-+
chr6	30553489	30560280	GNL1-PRR3	D	-+
chr6	30615612	30629842	PPP1R10-ATAT1	D	-+
chr6	31109575	31117750	C6orf15-PSORS1C1	D	-+
chr6	31543608	31549870	ATP6V1G2-DDX39B-NFKBIL1	D	-+
chr6	31657778	31669102	C6orf47-ENSG00000263020	D	-+
chr6	31700356	31709904	ABHD16A-LY6G6F-LY6G6D	D	-+
chr6	31812283	31818543	HSPA1L-HSPA1A	D	-+
chr6	31894698	31900785	EHMT2-C2	D	-+
chr6	31956038	31962116	NELFE-SKIV2L	D	-+
chr6	32150083	32156845	PRRT1-PPT2-EGFL8	D	-+
chr6	32835822	32847136	ENSG00000250264-PSMB9	D	-+
chr6	33197665	33207655	RXRB-HSD17B8	D	-+
chr6	33269047	33275075	VPS52-RPS18	D	-+
chr6	33286247	33292302	WDR46-PFDN6	D	-+
chr6	35725583	35740032	FKBP5-ARMC12	D	-+
chr6	36021868	36030677	SLC26A8-MAPK14	D	-+
chr6	41918139	41924499	ENSG00000288721-BYSL	D	-+
chr6	42047357	42053513	CCND3-TAF8	D	-+
chr6	42743103	42749958	TBCC-BICRAL	D	-+
chr6	42976181	42987553	PEX6-PPP2R5D	D	-+
chr6	43573038	43579185	XPO5-POLH	D	-+
chr6	44262788	44276194	NFKBIE-ENSG00000272442	D	-+
chr6	46649830	46655915	CYP39A1-SLC25A27	D	-+
chr6	49460253	49466370	MMUT-CENPQ	D	-+
chr6	53058824	53068602	CILK1-ENSG00000288646	D	-+
chr6	56951830	56958107	DST-BEND6	D	-+
chr6	73351276	73365658	DPPA5-KHDC3L	D	-+
chr6	73449297	73464578	CGAS-MTO1	D	-+
chr6	83062841	83070666	UBE3D-DOP1A	D	-+
chr6	87587028	87593067	RARS2-ORC3	D	-+
chr6	108162854	108169022	OSTM1-NR2E1	D	-+
chr6	109091846	109098110	SESN1-CEP57L1	D	-+
chr6	112084529	112090591	TUBE1-FAM229B	D	-+
chr6	116251075	116257173	TSPYL4-DSE	D	-+
chr6	122468807	122474917	SERINC1-PKIB	D	-+
chr6	127516001	127522455	ENSG00000255330-C6orf58	D	-+
chr6	130362425	130369017	SAMD3-TMEM200A	D	-+
chr6	132810339	132817569	SLC18B1-RPS12	D	-+
chr6	142144122	142150162	NMBR-VTA1	D	-+
chr6	143447695	143453805	ADAT2-PEX3	D	-+
chr6	151449158	151455258	RMND1-ARMT1	D	-+
chr6	158165280	158171350	SERAC1-GTF2H5	D	-+
chr6	158641743	158653014	DYNLT1-SYTL3	D	-+
chr6	159786703	159792812	TCP1-MRPL18	D	-+
chr6	169748587	169754622	DYNLT2-ERMARD	D	-+
chr6	170550307	170557302	PSMB1-TBP	D	-+
chr7	972549	986181	COX19-CYP2W1	D	-+
chr7	2239215	2245226	ENSG00000286192-NUDT1	D	-+
chr7	2552694	2561972	BRAT1-IQCE	D	-+
chr7	16642817	16649131	ANKMY2-BZW2	D	-+
chr7	30023702	30030404	FKBP14-PLEKHA8	D	-+
chr7	32492283	32498426	LSM5-AVL9	D	-+
chr7	33106405	33112557	RP9-BBS9	D	-+
chr7	40131622	40138005	MPLKIP-SUGCT	D	-+
chr7	42929214	42935376	ENSG00000256646-MRPL32	D	-+
chr7	43923411	43929436	URGCP-UBE2D4	D	-+
chr7	48026119	48038511	SUN3-C7orf57	D	-+
chr7	56048604	56054685	PSPH-CCT6A	D	-+
chr7	73325082	73331161	TRIM50-FKBP6	D	-+
chr7	75483299	75495320	POM121C-SPDYE5	D	-+
chr7	76045004	76051051	STYXL1-MDH2	D	-+
chr7	77795434	77801773	TMEM60-PHTF2	D	-+
chr7	92242924	92248974	ENSG00000289027-ANKIB1	D	-+
chr7	92525520	92531773	PEX1-RBM48	D	-+
chr7	93223469	93235340	HEPACAM2-VPS50	D	-+
chr7	98867771	98880933	TMEM130-TRRAP	D	-+
chr7	100079548	100091969	ZNF3-COPS6	D	-+
chr7	100116841	100129785	TAF6-MBLAC1	D	-+
chr7	100174381	100180563	GPC2-STAG3	D	-+
chr7	100476232	100486927	TSC22D4-NYAP1	D	-+
chr7	102353444	102366872	SPDYE6-PRKRIP1	D	-+
chr7	102639869	102653319	ENSG00000205236-SPDYE2B	D	-+
chr7	103071839	103077881	FBXL13-ARMC10	D	-+
chr7	105873599	105879796	ATXN7L1-CDHR3	D	-+
chr7	108566666	108572867	PNPLA8-DNAJB9	D	-+
chr7	112203407	112209695	DOCK4-ZNF277	D	-+
chr7	123554904	123570010	NDUFA5-ASB15	D	-+
chr7	137999086	138005324	CREB3L2-AKR1D1	D	-+
chr7	139129122	139136744	ZC3HAV1-TTC26	D	-+
chr7	141699166	141711353	DENND11-WEE2	D	-+
chr7	142930746	142942343	TRPV5-LLCFC1	D	-+
chr7	149123324	149129416	ZNF425-ZNF398	D	-+
chr7	151080493	151088831	TMUB1-AGAP3	D	-+
chr7	155641406	155647451	ENSG00000283128-RBM33	D	-+
chr8	7483400	7490679	DEFB106B-DEFB105B	D	-+
chr8	7820880	7828139	DEFB105A-DEFB106A	D	-+
chr8	11971599	11985256	DEFB136-DEFB135	D	-+
chr8	21910690	21922662	DOK2-XPO7	D	-+
chr8	22154084	22168140	LGI3-BMP1	D	-+
chr8	25455476	25462199	KCTD9-CDCA2	D	-+
chr8	27308272	27314482	TRIM35-PTK2B	D	-+
chr8	28080936	28092673	NUGGC-ELP3	D	-+
chr8	28487278	28497205	FBXO16-FZD3	D	-+
chr8	28887242	28893395	INTS9-HMBOX1	D	-+
chr8	30724846	30732131	GSR-UBXN8	D	-+
chr8	31030715	31036788	PURG-WRN	D	-+
chr8	47957178	47963185	PRKDC-MCM4	D	-+
chr8	53840558	53854795	ATP6V1H-RGS20	D	-+
chr8	55770407	55776446	TMEM68-TGS1	D	-+
chr8	56208324	56214686	PLAG1-CHCHD7	D	-+
chr8	66664231	66670596	VCPIP1-C8orf44-SGK3	D	-+
chr8	70666185	70672339	LACTB2-XKR9	D	-+
chr8	73969307	73975437	ELOC-TMEM70	D	-+
chr8	90788632	90794741	TMEM64-NECAB1	D	-+
chr8	96258610	96264902	MTERF3-PTDSS1	D	-+
chr8	98114171	98120293	RIDA-POP1	D	-+
chr8	98939827	98947403	STK3-OSR2	D	-+
chr8	100142817	100153623	FBXO43-POLR2K	D	-+
chr8	104586258	104593733	LRP12-ZFPM2	D	-+
chr8	108440496	108446601	EIF3E-EMC2	D	-+
chr8	109331121	109337324	NUDCD1-ENY2	D	-+
chr8	123413350	123419726	ATAD2-NTAQ1	D	-+
chr8	141504230	141517638	MROH5-ENSG00000226490	D	-+
chr8	143356979	143371876	TOP1MT-RHPN1	D	-+
chr8	144288438	144294591	BOP1-HSF1	D	-+
chr8	144462667	144469043	CYHR1-KIFC2	D	-+
chr8	144514845	144520992	RECQL4-LRRC14	D	-+
chr8	144789587	144801876	RPL8-ZNF517	D	-+
chr9	33022130	33028273	APTX-DNAJA1	D	-+
chr9	34326268	34332506	KIF24-NUDT2	D	-+
chr9	34634844	34649631	SIGMAR1-ENSG00000258728	D	-+
chr9	35746228	35752287	GBA2-RGP1	D	-+
chr9	71908193	71914510	ABHD17B-C9orf85	D	-+
chr9	75085217	75091514	NMRK1-OSTF1	D	-+
chr9	83977616	83983798	HNRNPK-RMI1	D	-+
chr9	92322636	92328953	NOL8-CENPP	D	-+
chr9	99218942	99225064	ALG2-SEC61B	D	-+
chr9	100096052	100102243	ERP44-INVS	D	-+
chr9	101395618	101401851	MRPL50-ZNF189	D	-+
chr9	101530537	101536853	PGAP4-RNF20	D	-+
chr9	108852986	108865266	ACTL7B-ACTL7A	D	-+
chr9	109495313	109501325	PTPN3-PALM2AKAP2	D	-+
chr9	113218458	113224544	FKBP15-SLC31A1	D	-+
chr9	113337298	113352541	WDR31-BSPRY	D	-+
chr9	113398290	113413054	ALAD-C9orf43	D	-+
chr9	122156779	122162908	NDUFA8-MORN5	D	-+
chr9	122928512	122943833	ZBTB26-RABGAP1	D	-+
chr9	124768311	124780133	NR6A1-OLFML2A	D	-+
chr9	127448406	127454489	RPL12-LRSAM1	D	-+
chr9	127575989	127582370	NIBAN2-STXBP1	D	-+
chr9	127775710	127788679	SH2D3C-CDK9	D	-+
chr9	128878931	128885133	ENSG00000286112-LRRC8A	D	-+
chr9	128944603	128950699	DOLK-NUP188	D	-+
chr9	132403851	132413043	TTF1-CFAP77	D	-+
chr9	133345131	133351218	MED22-RPL7A	D	-+
chr9	133373166	133379366	SURF4-STKLD1	D	-+
chr9	133525612	133535164	MYMK-ADAMTSL2	D	-+
chr9	136407614	136413641	ENTR1-PMPCA	D	-+
chr9	136941738	136948185	FBXW5-C8G	D	-+
chr9	137067557	137080517	SAPCD2-UAP1L1	D	-+
chr9	137185560	137191660	ANAPC2-SSNA1	D	-+
chr9	137201193	137208685	TPRN-NDOR1	D	-+
chr9	137219240	137227635	RNF208-CYSRT1	D	-+
chr9	137244770	137254261	FAM166A-STPG3	D	-+
chr9	137420211	137426350	EXD3-NOXA1	D	-+
chr9	137547402	137554879	PNPLA7-MRPL41	D	-+
chr10	1046119	1052538	IDI1-WDR37	D	-+
chr10	5401828	5415557	TUBAL3-NET1	D	-+
chr10	5886906	5893203	ANKRD16-FBH1	D	-+
chr10	7784993	7791147	KIN-ATP5F1C	D	-+
chr10	14951432	14962388	DCLRE1C-MEIG1	D	-+
chr10	18656285	18662431	NSUN6-ARL5B	D	-+
chr10	58264894	58272162	IPMK-CISD1	D	-+
chr10	78026522	78036760	POLR3A-RPS24	D	-+
chr10	84222544	84233666	LRIT2-RGR	D	-+
chr10	88581530	88589753	RNLS-LIPJ	D	-+
chr10	89411557	89417568	LIPA-IFIT5	D	-+
chr10	92288078	92294167	CPEB3-MARCHF5	D	-+
chr10	92571096	92577105	IDE-KIF11	D	-+
chr10	97423076	97429191	RRP12-PGAM1	D	-+
chr10	97443017	97449170	EXOSC1-ZDHHC16	D	-+
chr10	97495794	97501924	MMS19-UBTD1	D	-+
