Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
VRTN	8	1	0	0	0	9	8	8
ZNF560	8	1	0	0	0	9	8	8
ZNF595	9	0	0	0	0	9	8	8
CCDC36	7	1	0	0	0	8	8	8
LRRN3	7	1	0	0	0	8	8	8
MEPE	7	1	0	0	0	8	8	8
OR6F1	8	0	0	0	0	8	8	8
PCDHB15	8	0	0	0	0	8	8	8
SRCAP	8	0	0	0	0	8	8	8
SYBU	8	0	0	0	0	8	8	8
ZFPM2	7	1	0	0	0	8	8	8
ZNF224	7	1	0	0	0	8	8	8
ZNF280A	8	0	0	0	0	8	8	8
ZNF329	8	0	0	0	0	8	8	8
ZNF574	6	2	0	0	0	8	8	8
FAM111B	7	3	0	0	0	10	7	7
TIGD7	10	0	0	0	0	10	7	7
TLR10	8	1	0	0	0	9	7	7
ZNF543	9	0	0	0	0	9	7	7
DSP	7	1	0	0	0	8	7	7
NUTM1	5	3	0	0	0	8	7	7
REC8	7	0	0	1	0	8	7	7
RIPK4	7	1	0	0	0	8	7	7
ZNF155	8	0	0	0	0	8	7	7
ZNF251	6	2	0	0	0	8	7	7
ADAM21	6	1	0	0	0	7	7	7
APOBEC4	7	0	0	0	0	7	7	7
ATP6V1B1	6	1	0	0	0	7	7	7
C1S	6	1	0	0	0	7	7	7
CASP8	2	4	0	1	0	7	7	7
CBX4	6	1	0	0	0	7	7	7
CHSY1	6	0	1	0	0	7	7	7
CPN2	7	0	0	0	0	7	7	7
CPNE1	5	1	0	1	0	7	7	7
DISP1	7	0	0	0	0	7	7	7
FEZF1	7	0	0	0	0	7	7	7
FTSJ3	4	3	0	0	0	7	7	7
GPR50	7	0	0	0	0	7	7	7
HTATSF1	5	2	0	0	0	7	7	7
KLF5	7	0	0	0	0	7	7	7
KRT33B	7	0	0	0	0	7	7	7
LIG4	7	0	0	0	0	7	7	7
LRRC4C	7	0	0	0	0	7	7	7
OR10R2	6	1	0	0	0	7	7	7
RBM10	4	3	0	0	0	7	7	7
SCNN1A	7	0	0	0	0	7	7	7
SLITRK3	7	0	0	0	0	7	7	7
ZNF184	7	0	0	0	0	7	7	7
ZNF606	7	0	0	0	0	7	7	7
ZNF616	6	1	0	0	0	7	7	7
ZNF676	7	0	0	0	0	7	7	7
ZNF728	7	0	0	0	0	7	7	7
ZNF823	7	0	0	0	0	7	7	7
ZSCAN10	7	0	0	0	0	7	7	7
BAP1	5	1	0	2	0	8	6	6
RECQL5	8	0	0	0	0	8	6	6
ZNF433	6	2	0	0	0	8	6	6
ZNF768	7	1	0	0	0	8	6	6
ATMIN	6	1	0	0	0	7	6	6
C11orf24	7	0	0	0	0	7	6	6
DIDO1	6	1	0	0	0	7	6	6
DMRT2	5	2	0	0	0	7	6	6
ECM1	7	0	0	0	0	7	6	6
HSPA5	7	0	0	0	0	7	6	6
KCNA4	7	0	0	0	0	7	6	6
OR2L3	5	1	1	0	0	7	6	6
SPATA31D1	7	0	0	0	0	7	6	6
TAF1L	7	0	0	0	0	7	6	6
TLR5	7	0	0	0	0	7	6	6
TREX1	7	0	0	0	0	7	6	6
ZNF404	7	0	0	0	0	7	6	6
ZNF565	6	1	0	0	0	7	6	6
AP1G2	6	0	0	0	0	6	6	6
BRINP3	6	0	0	0	0	6	6	6
C1orf127	4	1	0	1	0	6	6	6
C9orf156	6	0	0	0	0	6	6	6
CENPT	6	0	0	0	0	6	6	6
CHMP2A	5	1	0	0	0	6	6	6
CHSY3	6	0	0	0	0	6	6	6
CORO1A	5	1	0	0	0	6	6	6
CSPG4	5	1	0	0	0	6	6	6
CX3CL1	6	0	0	0	0	6	6	6
DACT1	6	0	0	0	0	6	6	6
DALRD3	4	1	0	1	0	6	6	6
DCLRE1B	6	0	0	0	0	6	6	6
DOK1	4	1	0	0	1	6	6	6
EP300	4	2	0	0	0	6	6	6
FAM90A1	5	1	0	0	0	6	6	6
FBXL7	6	0	0	0	0	6	6	6
FHOD1	6	0	0	0	0	6	6	6
FRMPD1	6	0	0	0	0	6	6	6
FUT2	6	0	0	0	0	6	6	6
GAL3ST1	6	0	0	0	0	6	6	6
GLI1	6	0	0	0	0	6	6	6
GPRASP1	5	1	0	0	0	6	6	6
HIPK4	6	0	0	0	0	6	6	6
HSP90AB1	4	2	0	0	0	6	6	6
HTR1D	6	0	0	0	0	6	6	6
KDM6A	2	3	0	1	0	6	6	6
KRT16	6	0	0	0	0	6	6	6
LAX1	6	0	0	0	0	6	6	6
LRIT1	6	0	0	0	0	6	6	6
MAP6	5	0	1	0	0	6	6	6
MAPK15	4	2	0	0	0	6	6	6
MB21D2	4	2	0	0	0	6	6	6
MRGPRX1	6	0	0	0	0	6	6	6
NPAS4	5	1	0	0	0	6	6	6
NUP188	5	1	0	0	0	6	6	6
OR51E2	6	0	0	0	0	6	6	6
OR9I1	6	0	0	0	0	6	6	6
OTX1	6	0	0	0	0	6	6	6
PDZRN3	6	0	0	0	0	6	6	6
PDZRN4	6	0	0	0	0	6	6	6
PPP1R10	6	0	0	0	0	6	6	6
PRDM9	6	0	0	0	0	6	6	6
PRRT3	5	0	0	1	0	6	6	6
SLC32A1	6	0	0	0	0	6	6	6
SLITRK6	6	0	0	0	0	6	6	6
SMCO1	6	0	0	0	0	6	6	6
SPTAN1	3	2	0	1	0	6	6	6
SSH3	3	2	1	0	0	6	6	6
STAB1	6	0	0	0	0	6	6	6
TIGD4	5	1	0	0	0	6	6	6
TUBA1A	6	0	0	0	0	6	6	6
USPL1	6	0	0	0	0	6	6	6
WDR45	5	1	0	0	0	6	6	6
XIRP1	5	1	0	0	0	6	6	6
ZBTB17	5	1	0	0	0	6	6	6
ZFP2	5	1	0	0	0	6	6	6
ZMYM1	6	0	0	0	0	6	6	6
ZNF133	3	3	0	0	0	6	6	6
ZNF257	4	2	0	0	0	6	6	6
ZNF420	6	0	0	0	0	6	6	6
ZNF45	4	2	0	0	0	6	6	6
ZNF540	5	1	0	0	0	6	6	6
ZNF730	5	1	0	0	0	6	6	6
ZNF836	3	3	0	0	0	6	6	6
ZNF85	5	1	0	0	0	6	6	6
TICAM1	7	1	0	0	0	8	5	5
PRKRIR	6	1	0	0	0	7	5	5
SALL2	5	2	0	0	0	7	5	5
THSD1	6	1	0	0	0	7	5	5
ZNF572	6	1	0	0	0	7	5	5
DHX32	5	1	0	0	0	6	5	5
FGA	6	0	0	0	0	6	5	5
KCNK5	6	0	0	0	0	6	5	5
LILRB3	6	0	0	0	0	6	5	5
NPY1R	4	2	0	0	0	6	5	5
RNF112	4	2	0	0	0	6	5	5
SEMA4A	5	1	0	0	0	6	5	5
TSKS	6	0	0	0	0	6	5	5
ZNF441	5	1	0	0	0	6	5	5
ACTL8	4	1	0	0	0	5	5	5
AEBP1	5	0	0	0	0	5	5	5
ALDOA	4	0	0	1	0	5	5	5
ANKRD34A	5	0	0	0	0	5	5	5
ANKRD34B	5	0	0	0	0	5	5	5
ANO8	5	0	0	0	0	5	5	5
ARHGAP20	5	0	0	0	0	5	5	5
ARHGAP33	5	0	0	0	0	5	5	5
ARID5A	4	1	0	0	0	5	5	5
ASXL1	5	0	0	0	0	5	5	5
ATP8B4	3	2	0	0	0	5	5	5
B3GNT2	5	0	0	0	0	5	5	5
BBS12	5	0	0	0	0	5	5	5
BRD2	4	1	0	0	0	5	5	5
CACTIN	5	0	0	0	0	5	5	5
CCHCR1	4	1	0	0	0	5	5	5
CEL	4	1	0	0	0	5	5	5
CEP131	5	0	0	0	0	5	5	5
CILP2	5	0	0	0	0	5	5	5
CORO6	5	0	0	0	0	5	5	5
CSN3	5	0	0	0	0	5	5	5
CSNK1G2	4	1	0	0	0	5	5	5
CTRL	5	0	0	0	0	5	5	5
CUX2	5	0	0	0	0	5	5	5
CYP11B2	5	0	0	0	0	5	5	5
CYP27B1	5	0	0	0	0	5	5	5
CYP2A7	5	0	0	0	0	5	5	5
DMRT3	5	0	0	0	0	5	5	5
DUSP14	4	1	0	0	0	5	5	5
DUSP27	3	2	0	0	0	5	5	5
ENTPD8	5	0	0	0	0	5	5	5
EPHB6	5	0	0	0	0	5	5	5
F11R	5	0	0	0	0	5	5	5
F2RL1	5	0	0	0	0	5	5	5
FAM83H	5	0	0	0	0	5	5	5
FPR2	5	0	0	0	0	5	5	5
FUT5	3	0	2	0	0	5	5	5
GAPT	4	1	0	0	0	5	5	5
GDF9	5	0	0	0	0	5	5	5
GIMAP7	5	0	0	0	0	5	5	5
GJA5	4	1	0	0	0	5	5	5
GOLGA2	4	1	0	0	0	5	5	5
GSTA1	5	0	0	0	0	5	5	5
H3F3B	4	1	0	0	0	5	5	5
HAS2	4	1	0	0	0	5	5	5
HRNR	4	1	0	0	0	5	5	5
HTR1F	4	0	1	0	0	5	5	5
IGSF1	4	1	0	0	0	5	5	5
INPPL1	5	0	0	0	0	5	5	5
KBTBD2	5	0	0	0	0	5	5	5
KCNH8	4	1	0	0	0	5	5	5
KCNJ8	5	0	0	0	0	5	5	5
KCTD3	5	0	0	0	0	5	5	5
KIF19	4	0	0	1	0	5	5	5
KLC3	3	1	0	1	0	5	5	5
LIPE	5	0	0	0	0	5	5	5
LMOD2	5	0	0	0	0	5	5	5
MAGEB10	4	1	0	0	0	5	5	5
MAN2B1	4	1	0	0	0	5	5	5
MAST1	5	0	0	0	0	5	5	5
MTERF2	5	0	0	0	0	5	5	5
NOC2L	5	0	0	0	0	5	5	5
NPY5R	5	0	0	0	0	5	5	5
NUP62	4	0	0	0	1	5	5	5
NUP85	4	1	0	0	0	5	5	5
NUPL2	4	1	0	0	0	5	5	5
NXPH1	5	0	0	0	0	5	5	5
OGDH	5	0	0	0	0	5	5	5
OR1A1	5	0	0	0	0	5	5	5
OR2J3	5	0	0	0	0	5	5	5
OR51G2	5	0	0	0	0	5	5	5
OR5K1	3	2	0	0	0	5	5	5
OR5V1	4	1	0	0	0	5	5	5
OR9Q1	5	0	0	0	0	5	5	5
OSGEP	5	0	0	0	0	5	5	5
OSR1	5	0	0	0	0	5	5	5
PLEKHG6	4	1	0	0	0	5	5	5
PNCK	3	2	0	0	0	5	5	5
PPP1CA	5	0	0	0	0	5	5	5
PRAME	3	2	0	0	0	5	5	5
PRAMEF4	4	1	0	0	0	5	5	5
PROCA1	5	0	0	0	0	5	5	5
PRRC2A	5	0	0	0	0	5	5	5
PSMD2	5	0	0	0	0	5	5	5
PTRF	5	0	0	0	0	5	5	5
RARG	4	0	0	1	0	5	5	5
RECQL4	5	0	0	0	0	5	5	5
RFC4	5	0	0	0	0	5	5	5
RIT2	5	0	0	0	0	5	5	5
RNF123	4	0	0	1	0	5	5	5
RPTN	4	1	0	0	0	5	5	5
SCAF4	5	0	0	0	0	5	5	5
SCN11A	5	0	0	0	0	5	5	5
SELENBP1	5	0	0	0	0	5	5	5
SHBG	2	2	0	1	0	5	5	5
SLC52A2	4	1	0	0	0	5	5	5
SLC6A15	5	0	0	0	0	5	5	5
SMG8	5	0	0	0	0	5	5	5
SPATA31E1	4	1	0	0	0	5	5	5
SPRY2	5	0	0	0	0	5	5	5
SPSB2	4	1	0	0	0	5	5	5
TCEA2	5	0	0	0	0	5	5	5
TFPI2	5	0	0	0	0	5	5	5
TLR8	4	1	0	0	0	5	5	5
TMEM132E	5	0	0	0	0	5	5	5
TOB1	5	0	0	0	0	5	5	5
TRIM28	4	1	0	0	0	5	5	5
TROAP	4	1	0	0	0	5	5	5
TSKU	5	0	0	0	0	5	5	5
TSSK3	4	1	0	0	0	5	5	5
TUBB2B	4	1	0	0	0	5	5	5
WDR62	4	0	0	1	0	5	5	5
WFIKKN2	5	0	0	0	0	5	5	5
WTAP	5	0	0	0	0	5	5	5
ZBTB49	5	0	0	0	0	5	5	5
ZCCHC8	5	0	0	0	0	5	5	5
ZFP57	3	2	0	0	0	5	5	5
ZFP69	5	0	0	0	0	5	5	5
ZFP69B	5	0	0	0	0	5	5	5
ZNF189	4	1	0	0	0	5	5	5
ZNF205	5	0	0	0	0	5	5	5
ZNF227	5	0	0	0	0	5	5	5
ZNF267	4	1	0	0	0	5	5	5
ZNF324B	4	1	0	0	0	5	5	5
ZNF335	4	1	0	0	0	5	5	5
ZNF337	5	0	0	0	0	5	5	5
ZNF34	5	0	0	0	0	5	5	5
ZNF343	3	2	0	0	0	5	5	5
ZNF460	4	1	0	0	0	5	5	5
ZNF485	4	1	0	0	0	5	5	5
ZNF569	3	2	0	0	0	5	5	5
ZNF57	5	0	0	0	0	5	5	5
ZNF607	5	0	0	0	0	5	5	5
ZNF620	5	0	0	0	0	5	5	5
ZNF624	5	0	0	0	0	5	5	5
ZNF786	3	2	0	0	0	5	5	5
ZSWIM2	5	0	0	0	0	5	5	5
APOL2	4	2	0	0	0	6	4	4
ZNF860	6	0	0	0	0	6	4	4
ARHGAP21	5	0	0	0	0	5	4	4
ATAD5	3	1	0	1	0	5	4	4
CCKBR	5	0	0	0	0	5	4	4
CTSF	4	0	0	1	0	5	4	4
EXO5	5	0	0	0	0	5	4	4
FAM83D	2	3	0	0	0	5	4	4
FANCA	5	0	0	0	0	5	4	4
GAS2L1	4	1	0	0	0	5	4	4
GTF2IRD2B	5	0	0	0	0	5	4	4
KRCC1	5	0	0	0	0	5	4	4
MYH8	5	0	0	0	0	5	4	4
NLRP10	5	0	0	0	0	5	4	4
NPFFR2	3	2	0	0	0	5	4	4
NXPH2	5	0	0	0	0	5	4	4
PC	5	0	0	0	0	5	4	4
PGBD1	5	0	0	0	0	5	4	4
PRAMEF20	5	0	0	0	0	5	4	4
RNF19A	4	1	0	0	0	5	4	4
SDPR	5	0	0	0	0	5	4	4
SKIDA1	3	2	0	0	0	5	4	4
SNX17	5	0	0	0	0	5	4	4
TAOK3	5	0	0	0	0	5	4	4
USP43	4	1	0	0	0	5	4	4
ZNF146	3	2	0	0	0	5	4	4
ZNF350	5	0	0	0	0	5	4	4
ZNF432	5	0	0	0	0	5	4	4
ZNF844	4	1	0	0	0	5	4	4
ACADS	4	0	0	0	0	4	4	4
ACTN4	4	0	0	0	0	4	4	4
ADAMTSL4	4	0	0	0	0	4	4	4
ADRA1D	3	1	0	0	0	4	4	4
ALAS1	4	0	0	0	0	4	4	4
ALOX15	3	1	0	0	0	4	4	4
ALX1	4	0	0	0	0	4	4	4
ALYREF	4	0	0	0	0	4	4	4
ANKZF1	4	0	0	0	0	4	4	4
APLP1	3	1	0	0	0	4	4	4
ARHGAP9	3	1	0	0	0	4	4	4
ATP2A1	4	0	0	0	0	4	4	4
BAMBI	4	0	0	0	0	4	4	4
BCL9	4	0	0	0	0	4	4	4
BMI1	3	1	0	0	0	4	4	4
BMP15	4	0	0	0	0	4	4	4
BOC	4	0	0	0	0	4	4	4
BRINP2	4	0	0	0	0	4	4	4
C11orf53	4	0	0	0	0	4	4	4
C18orf8	4	0	0	0	0	4	4	4
C1QTNF1	4	0	0	0	0	4	4	4
C1orf141	4	0	0	0	0	4	4	4
C1orf146	4	0	0	0	0	4	4	4
C1orf35	4	0	0	0	0	4	4	4
C3orf56	3	1	0	0	0	4	4	4
C9orf172	4	0	0	0	0	4	4	4
CACNA1H	4	0	0	0	0	4	4	4
CACNG7	3	0	0	1	0	4	4	4
CARM1	4	0	0	0	0	4	4	4
CARNS1	4	0	0	0	0	4	4	4
CASKIN2	4	0	0	0	0	4	4	4
CD177	4	0	0	0	0	4	4	4
CD1E	2	2	0	0	0	4	4	4
CD5L	4	0	0	0	0	4	4	4
CDH16	4	0	0	0	0	4	4	4
CDH18	3	1	0	0	0	4	4	4
CFHR2	4	0	0	0	0	4	4	4
CHST4	4	0	0	0	0	4	4	4
CHST8	4	0	0	0	0	4	4	4
CKAP4	3	1	0	0	0	4	4	4
CKS2	4	0	0	0	0	4	4	4
CLCA4	2	2	0	0	0	4	4	4
CLEC3B	4	0	0	0	0	4	4	4
CNGA3	4	0	0	0	0	4	4	4
CNTF	4	0	0	0	0	4	4	4
COPS3	4	0	0	0	0	4	4	4
CPXCR1	4	0	0	0	0	4	4	4
CPXM1	4	0	0	0	0	4	4	4
CUL7	4	0	0	0	0	4	4	4
CXCR6	3	1	0	0	0	4	4	4
CXorf66	4	0	0	0	0	4	4	4
DBF4	4	0	0	0	0	4	4	4
DDX11	4	0	0	0	0	4	4	4
DDX17	4	0	0	0	0	4	4	4
DHX30	3	1	0	0	0	4	4	4
DLL1	4	0	0	0	0	4	4	4
DMXL2	4	0	0	0	0	4	4	4
DNAAF1	3	1	0	0	0	4	4	4
DOC2A	4	0	0	0	0	4	4	4
DOK2	2	2	0	0	0	4	4	4
DONSON	4	0	0	0	0	4	4	4
DOPEY2	3	1	0	0	0	4	4	4
DYRK1B	3	0	0	1	0	4	4	4
ECE2	4	0	0	0	0	4	4	4
EFNB3	4	0	0	0	0	4	4	4
EGF	2	1	1	0	0	4	4	4
EIF4A2	3	1	0	0	0	4	4	4
ELAVL4	4	0	0	0	0	4	4	4
ELL3	3	0	0	1	0	4	4	4
ELMO3	4	0	0	0	0	4	4	4
ENAM	4	0	0	0	0	4	4	4
ENTHD1	4	0	0	0	0	4	4	4
EPHB3	4	0	0	0	0	4	4	4
ERCC6L	4	0	0	0	0	4	4	4
ERVW-1	3	1	0	0	0	4	4	4
EVI5L	3	1	0	0	0	4	4	4
FAM171A1	4	0	0	0	0	4	4	4
FAM71B	4	0	0	0	0	4	4	4
FANK1	4	0	0	0	0	4	4	4
FBXO46	3	1	0	0	0	4	4	4
FBXW7	1	3	0	0	0	4	4	4
FETUB	4	0	0	0	0	4	4	4
FMO3	4	0	0	0	0	4	4	4
FOLR3	4	0	0	0	0	4	4	4
FOXA3	3	1	0	0	0	4	4	4
FUS	3	1	0	0	0	4	4	4
GAK	3	1	0	0	0	4	4	4
GAS2L2	3	1	0	0	0	4	4	4
GCM1	4	0	0	0	0	4	4	4
GCM2	3	1	0	0	0	4	4	4
GIMAP2	3	1	0	0	0	4	4	4
GJA8	4	0	0	0	0	4	4	4
GLI4	4	0	0	0	0	4	4	4
GNL2	2	2	0	0	0	4	4	4
GPAT2	4	0	0	0	0	4	4	4
GPR1	4	0	0	0	0	4	4	4
GPR132	4	0	0	0	0	4	4	4
GPR18	4	0	0	0	0	4	4	4
GPR68	4	0	0	0	0	4	4	4
GTF2IRD2	4	0	0	0	0	4	4	4
HSP90AA1	3	1	0	0	0	4	4	4
HTR3E	4	0	0	0	0	4	4	4
HTR6	4	0	0	0	0	4	4	4
HYAL2	4	0	0	0	0	4	4	4
IBSP	3	1	0	0	0	4	4	4
ICT1	3	1	0	0	0	4	4	4
IL1RAPL1	4	0	0	0	0	4	4	4
IL22RA1	4	0	0	0	0	4	4	4
IQCB1	4	0	0	0	0	4	4	4
IRF3	4	0	0	0	0	4	4	4
IRX4	4	0	0	0	0	4	4	4
IRX6	4	0	0	0	0	4	4	4
ITGB2	4	0	0	0	0	4	4	4
ITPKA	4	0	0	0	0	4	4	4
JSRP1	4	0	0	0	0	4	4	4
KBTBD3	4	0	0	0	0	4	4	4
KCNJ14	4	0	0	0	0	4	4	4
KCNJ16	4	0	0	0	0	4	4	4
KCNJ4	4	0	0	0	0	4	4	4
KCTD19	4	0	0	0	0	4	4	4
KCTD21	4	0	0	0	0	4	4	4
KDF1	4	0	0	0	0	4	4	4
KIF4B	4	0	0	0	0	4	4	4
KIFC2	4	0	0	0	0	4	4	4
KLHDC3	4	0	0	0	0	4	4	4
KLHDC7B	4	0	0	0	0	4	4	4
KLHDC8B	4	0	0	0	0	4	4	4
KRT79	4	0	0	0	0	4	4	4
LINGO1	4	0	0	0	0	4	4	4
LRFN2	3	1	0	0	0	4	4	4
LRP12	4	0	0	0	0	4	4	4
LRRC4B	4	0	0	0	0	4	4	4
M1AP	3	0	0	1	0	4	4	4
MAGEB1	4	0	0	0	0	4	4	4
MAGEB16	3	1	0	0	0	4	4	4
MAGEC3	4	0	0	0	0	4	4	4
MAGED2	2	1	0	1	0	4	4	4
MAGI3	3	1	0	0	0	4	4	4
MMP27	2	2	0	0	0	4	4	4
MROH2B	4	0	0	0	0	4	4	4
MST1	3	1	0	0	0	4	4	4
MUC7	4	0	0	0	0	4	4	4
MYH7B	4	0	0	0	0	4	4	4
MYO1A	4	0	0	0	0	4	4	4
MYO7B	4	0	0	0	0	4	4	4
MYOC	4	0	0	0	0	4	4	4
MZF1	3	1	0	0	0	4	4	4
NAGPA	4	0	0	0	0	4	4	4
NAPSA	4	0	0	0	0	4	4	4
NCSTN	3	1	0	0	0	4	4	4
NDNF	3	1	0	0	0	4	4	4
NEFH	4	0	0	0	0	4	4	4
NEU4	4	0	0	0	0	4	4	4
NOP16	3	0	0	1	0	4	4	4
NOP56	4	0	0	0	0	4	4	4
NOTCH4	2	1	0	1	0	4	4	4
NR2F2	3	1	0	0	0	4	4	4
NRG3	4	0	0	0	0	4	4	4
ODC1	3	1	0	0	0	4	4	4
OLFM2	4	0	0	0	0	4	4	4
OLFM4	4	0	0	0	0	4	4	4
OR14I1	4	0	0	0	0	4	4	4
OR2T1	4	0	0	0	0	4	4	4
OR4C6	3	1	0	0	0	4	4	4
OR52E4	4	0	0	0	0	4	4	4
OR6K3	4	0	0	0	0	4	4	4
OR7G2	4	0	0	0	0	4	4	4
OSGIN2	3	1	0	0	0	4	4	4
PDZD4	3	1	0	0	0	4	4	4
PER1	3	1	0	0	0	4	4	4
PLEC	4	0	0	0	0	4	4	4
PLK3	4	0	0	0	0	4	4	4
PPP4C	4	0	0	0	0	4	4	4
PRAMEF2	4	0	0	0	0	4	4	4
PRF1	4	0	0	0	0	4	4	4
PRR16	4	0	0	0	0	4	4	4
PRRT2	4	0	0	0	0	4	4	4
PRSS12	3	0	0	1	0	4	4	4
PSMD4	3	0	1	0	0	4	4	4
PUS3	3	1	0	0	0	4	4	4
QPCTL	4	0	0	0	0	4	4	4
RFC1	4	0	0	0	0	4	4	4
RIPPLY3	3	1	0	0	0	4	4	4
RNF13	4	0	0	0	0	4	4	4
RNF219	2	2	0	0	0	4	4	4
ROBO1	3	1	0	0	0	4	4	4
RUSC2	4	0	0	0	0	4	4	4
S1PR4	4	0	0	0	0	4	4	4
SAFB	4	0	0	0	0	4	4	4
SAMD9L	4	0	0	0	0	4	4	4
SAP18	4	0	0	0	0	4	4	4
SARS	3	1	0	0	0	4	4	4
SATB2	2	2	0	0	0	4	4	4
SCNM1	3	1	0	0	0	4	4	4
SEZ6L2	2	0	0	2	0	4	4	4
SHROOM1	4	0	0	0	0	4	4	4
SLCO1B1	3	1	0	0	0	4	4	4
SOX7	4	0	0	0	0	4	4	4
SRRT	4	0	0	0	0	4	4	4
STIL	4	0	0	0	0	4	4	4
SUPT16H	4	0	0	0	0	4	4	4
SYCP2	4	0	0	0	0	4	4	4
SYNJ1	3	1	0	0	0	4	4	4
SYNPO2L	4	0	0	0	0	4	4	4
T	4	0	0	0	0	4	4	4
TAAR1	3	1	0	0	0	4	4	4
TAF11	2	0	0	2	0	4	4	4
TAF1C	3	1	0	0	0	4	4	4
TBC1D9B	4	0	0	0	0	4	4	4
TBRG4	4	0	0	0	0	4	4	4
TBX15	2	1	1	0	0	4	4	4
THNSL1	4	0	0	0	0	4	4	4
TLR7	2	2	0	0	0	4	4	4
TMEM132A	3	1	0	0	0	4	4	4
TMEM151A	4	0	0	0	0	4	4	4
TNIP2	4	0	0	0	0	4	4	4
TPTE	3	1	0	0	0	4	4	4
TRABD	4	0	0	0	0	4	4	4
TRIB3	4	0	0	0	0	4	4	4
TRIM60	3	1	0	0	0	4	4	4
TRMT10C	4	0	0	0	0	4	4	4
TXNDC11	4	0	0	0	0	4	4	4
URGCP	2	2	0	0	0	4	4	4
VPS16	4	0	0	0	0	4	4	4
VPS9D1	4	0	0	0	0	4	4	4
VSTM1	4	0	0	0	0	4	4	4
VWA7	4	0	0	0	0	4	4	4
VWCE	4	0	0	0	0	4	4	4
XAB2	3	0	0	1	0	4	4	4
ZBED8	3	1	0	0	0	4	4	4
ZBED9	4	0	0	0	0	4	4	4
ZBTB2	4	0	0	0	0	4	4	4
ZFAND2B	3	0	0	1	0	4	4	4
ZFHX4	4	0	0	0	0	4	4	4
ZFP28	3	0	1	0	0	4	4	4
ZFP42	4	0	0	0	0	4	4	4
ZKSCAN5	4	0	0	0	0	4	4	4
ZMAT1	4	0	0	0	0	4	4	4
ZNF114	4	0	0	0	0	4	4	4
ZNF225	3	1	0	0	0	4	4	4
ZNF233	4	0	0	0	0	4	4	4
ZNF254	4	0	0	0	0	4	4	4
ZNF284	4	0	0	0	0	4	4	4
ZNF30	4	0	0	0	0	4	4	4
ZNF300	4	0	0	0	0	4	4	4
ZNF321P	3	1	0	0	0	4	4	4
ZNF436	4	0	0	0	0	4	4	4
ZNF440	2	2	0	0	0	4	4	4
ZNF479	4	0	0	0	0	4	4	4
ZNF513	3	1	0	0	0	4	4	4
ZNF528	3	1	0	0	0	4	4	4
ZNF594	4	0	0	0	0	4	4	4
ZNF667	4	0	0	0	0	4	4	4
ZNF671	4	0	0	0	0	4	4	4
ZNF680	4	0	0	0	0	4	4	4
ZNF732	4	0	0	0	0	4	4	4
ZNF777	4	0	0	0	0	4	4	4
ZNF790	4	0	0	0	0	4	4	4
ZNF792	3	1	0	0	0	4	4	4
ZNF835	4	0	0	0	0	4	4	4
ZNF839	3	0	1	0	0	4	4	4
