Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr2	73291083	73293066	73291880	1983	73292074	-991	992	-194
chr2	238096683	238101037	238096850	4354	238098860	-2177	2177	-2010
chr2	73291083	73293066	73292301	1983	73292074	-991	992	227
chr2	73291083	73293066	73292188	1983	73292074	-991	992	114
chr2	73291083	73293066	73291496	1983	73292074	-991	992	-578
chr2	27304827	27308636	27305034	3809	27306731	-1904	1905	-1697
chr2	113499063	113501311	113499655	2248	113500187	-1124	1124	-532
chr2	113499063	113501311	113499651	2248	113500187	-1124	1124	-536
chr3	48619303	48624248	48621492	4945	48621775	-2472	2473	-283
chr3	48619303	48624248	48620972	4945	48621775	-2472	2473	-803
chr3	73061434	73062951	73062332	1517	73062192	-758	759	140
chr3	73061434	73062951	73062533	1517	73062192	-758	759	341
chr3	50187524	50189638	50187828	2114	50188581	-1057	1057	-753
chr3	73061434	73062951	73062842	1517	73062192	-758	759	650
chr3	10289570	10292464	10289800	2894	10291017	-1447	1447	-1217
chr3	10289570	10292464	10289791	2894	10291017	-1447	1447	-1226
chr4	150580312	150584789	150583320	4477	150582550	-2238	2239	770
chr4	150580312	150584789	150583629	4477	150582550	-2238	2239	1079
chr4	150580312	150584789	150583700	4477	150582550	-2238	2239	1150
chr4	150580312	150584789	150583551	4477	150582550	-2238	2239	1001
chr4	150580312	150584789	150583784	4477	150582550	-2238	2239	1234
chr6	27866609	27868605	27867086	1996	27867607	-998	998	-521
chr6	27836509	27838789	27838771	2280	27837649	-1140	1140	1122
chr6	27866609	27868605	27866966	1996	27867607	-998	998	-641
chr6	73392932	73395400	73395000	2468	73394166	-1234	1234	834
chr6	73392932	73395400	73394992	2468	73394166	-1234	1234	826
chr6	27145127	27146672	27146555	1545	27145899	-772	773	656
chr6	73392932	73395400	73394877	2468	73394166	-1234	1234	711
chr6	27836509	27838789	27838335	2280	27837649	-1140	1140	686
chr6	27836509	27838789	27838123	2280	27837649	-1140	1140	474
chr6	27836509	27838789	27838112	2280	27837649	-1140	1140	463
chr6	31531513	31537583	31532822	6070	31534548	-3035	3035	-1726
chr6	27836509	27838789	27838306	2280	27837649	-1140	1140	657
chr6	27836509	27838789	27838745	2280	27837649	-1140	1140	1096
chr6	27866609	27868605	27867101	1996	27867607	-998	998	-506
chr6	27836509	27838789	27837976	2280	27837649	-1140	1140	327
chr6	27866609	27868605	27867416	1996	27867607	-998	998	-191
chr6	27836509	27838789	27837957	2280	27837649	-1140	1140	308
chr6	73392932	73395400	73394982	2468	73394166	-1234	1234	816
chr6	27145127	27146672	27146601	1545	27145899	-772	773	702
chr6	27836509	27838789	27838278	2280	27837649	-1140	1140	629
chr6	27836509	27838789	27838154	2280	27837649	-1140	1140	505
chr7	100585182	100587178	100586639	1996	100586180	-998	998	459
chr7	128773764	128777661	128774616	3897	128775712	-1948	1949	-1096
chr7	128773764	128777661	128775459	3897	128775712	-1948	1949	-253
chr7	128773764	128777661	128775083	3897	128775712	-1948	1949	-629
chr7	128773764	128777661	128775718	3897	128775712	-1948	1949	6
chr7	128773764	128777661	128775458	3897	128775712	-1948	1949	-254
chr8	11328178	11332268	11331684	4090	11330223	-2045	2045	1461
chr9	35555603	35563587	35563033	7984	35559595	-3992	3992	3438
chr9	35555603	35563587	35562548	7984	35559595	-3992	3992	2953
chr9	35555603	35563587	35560530	7984	35559595	-3992	3992	935
chr10	101782147	101783711	101782334	1564	101782929	-782	782	-595
chr10	101782147	101783711	101782484	1564	101782929	-782	782	-445
chr11	66052012	66054985	66052494	2973	66053498	-1486	1487	-1004
chr11	639184	645283	640571	6099	642233	-3049	3050	-1662
chr11	47583589	47584446	47584386	857	47584017	-428	429	369
chr11	47448285	47451711	47449014	3426	47449998	-1713	1713	-984
chr11	639184	645283	640489	6099	642233	-3049	3050	-1744
chr11	66052012	66054985	66052402	2973	66053498	-1486	1487	-1096
chr11	47448285	47451711	47449006	3426	47449998	-1713	1713	-992
chr12	132617879	132624092	132621642	6213	132620985	-3106	3107	657
chr12	56227839	56232891	56232780	5052	56230365	-2526	2526	2415
chr12	100266150	100268029	100266975	1879	100267089	-939	940	-114
chr12	100266150	100268029	100266952	1879	100267089	-939	940	-137
chr12	132617879	132624092	132620469	6213	132620985	-3106	3107	-516
chr12	132617879	132624092	132621606	6213	132620985	-3106	3107	621
chr12	49001354	49003450	49002742	2096	49002402	-1048	1048	340
chr12	100266150	100268029	100267073	1879	100267089	-939	940	-16
chr12	132617879	132624092	132621555	6213	132620985	-3106	3107	570
chr12	56227839	56232891	56231435	5052	56230365	-2526	2526	1070
chr12	132617879	132624092	132620309	6213	132620985	-3106	3107	-676
chr12	132617879	132624092	132620264	6213	132620985	-3106	3107	-721
chr12	56227839	56232891	56231335	5052	56230365	-2526	2526	970
chr12	132617879	132624092	132619713	6213	132620985	-3106	3107	-1272
chr12	100266150	100268029	100267046	1879	100267089	-939	940	-43
chr12	100266150	100268029	100267047	1879	100267089	-939	940	-42
chr12	132617879	132624092	132621702	6213	132620985	-3106	3107	717
chr12	132617879	132624092	132621313	6213	132620985	-3106	3107	328
chr12	132617879	132624092	132621719	6213	132620985	-3106	3107	734
chr14	100326451	100334351	100327229	7900	100330401	-3950	3950	-3172
chr14	100326451	100334351	100327301	7900	100330401	-3950	3950	-3100
chr14	24204978	24207962	24206638	2984	24206470	-1492	1492	168
chr14	100326451	100334351	100327208	7900	100330401	-3950	3950	-3193
chr15	74815831	74819460	74816185	3629	74817645	-1814	1815	-1460
chr15	81000190	81003342	81003239	3152	81001766	-1576	1576	1473
chr16	284032	287503	285568	3471	285767	-1735	1736	-199
chr16	284032	287503	286659	3471	285767	-1735	1736	892
chr16	284032	287503	285197	3471	285767	-1735	1736	-570
chr17	40017316	40019221	40017351	1905	40018268	-952	953	-917
chr17	7349946	7353527	7352680	3581	7351736	-1790	1791	944
chr17	7041585	7043203	7041736	1618	7042394	-809	809	-658
chr17	42844599	42848432	42844902	3833	42846515	-1916	1917	-1613
chr17	42844599	42848432	42845687	3833	42846515	-1916	1917	-828
chr17	42844599	42848432	42845982	3833	42846515	-1916	1917	-533
chr17	42680860	42683741	42682894	2881	42682300	-1440	1441	594
chr17	35118419	35120928	35119157	2509	35119673	-1254	1255	-516
chr17	60390461	60392855	60391900	2394	60391658	-1197	1197	242
chr17	42844599	42848432	42845999	3833	42846515	-1916	1917	-516
chr17	42844599	42848432	42844736	3833	42846515	-1916	1917	-1779
chr17	42120998	42125598	42123294	4600	42123298	-2300	2300	-4
chr19	41438867	41440516	41439535	1649	41439691	-824	825	-156
chr19	3477995	3482561	3478911	4566	3480278	-2283	2283	-1367
chr19	38384722	38391354	38385992	6632	38388038	-3316	3316	-2046
chr19	48741980	48746493	48745850	4513	48744236	-2256	2257	1614
chr19	49014198	49019399	49015857	5201	49016798	-2600	2601	-941
chr19	14465242	14472718	14472617	7476	14468980	-3738	3738	3637
chr19	38384722	38391354	38386164	6632	38388038	-3316	3316	-1874
chr19	51364795	51371944	51371656	7149	51368369	-3574	3575	3287
chr19	11506108	11513933	11508011	7825	11510020	-3912	3913	-2009
chr19	19272315	19277209	19276580	4894	19274762	-2447	2447	1818
chr19	40211515	40218653	40217314	7138	40215084	-3569	3569	2230
chr19	14465242	14472718	14472471	7476	14468980	-3738	3738	3491
chr19	38384722	38391354	38387249	6632	38388038	-3316	3316	-789
chr19	3763706	3771580	3771576	7874	3767643	-3937	3937	3933
chr19	58391089	58397802	58393442	6713	58394445	-3356	3357	-1003
chr19	19272315	19277209	19276609	4894	19274762	-2447	2447	1847
chr19	48741980	48746493	48743452	4513	48744236	-2256	2257	-784
chr19	51364795	51371944	51368536	7149	51368369	-3574	3575	167
chr19	19272315	19277209	19276662	4894	19274762	-2447	2447	1900
chr19	36112314	36116525	36113785	4211	36114419	-2105	2106	-634
chr19	40211515	40218653	40215117	7138	40215084	-3569	3569	33
chr19	58391089	58397802	58393159	6713	58394445	-3356	3357	-1286
chr19	11506108	11513933	11508001	7825	11510020	-3912	3913	-2019
chr19	58391089	58397802	58393416	6713	58394445	-3356	3357	-1029
chr19	14465242	14472718	14472638	7476	14468980	-3738	3738	3658
chr20	45889535	45892396	45890496	2861	45890965	-1430	1431	-469
chr20	45889535	45892396	45890324	2861	45890965	-1430	1431	-641
chr20	45889535	45892396	45890700	2861	45890965	-1430	1431	-265
chr22	23750422	23755239	23754401	4817	23752830	-2408	2409	1571
chr22	23750422	23755239	23754327	4817	23752830	-2408	2409	1497
chrX	48820513	48824988	48824294	4475	48822750	-2237	2238	1544
chrX	48820513	48824988	48822917	4475	48822750	-2237	2238	167
chrX	48820513	48824988	48824629	4475	48822750	-2237	2238	1879
chrX	48820513	48824988	48823376	4475	48822750	-2237	2238	626
chrX	48820513	48824988	48823580	4475	48822750	-2237	2238	830
chrX	48820513	48824988	48823936	4475	48822750	-2237	2238	1186
chrX	153900726	153906626	153905951	5900	153903676	-2950	2950	2275
chrX	48820513	48824988	48823000	4475	48822750	-2237	2238	250
chrX	48820513	48824988	48823008	4475	48822750	-2237	2238	258
chrX	48820513	48824988	48822935	4475	48822750	-2237	2238	185
