Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
DCAF8L1	1	1	0	0	0	2	2	2
EDC4	2	0	0	0	0	2	2	2
ENDOU	2	0	0	0	0	2	2	2
EPX	2	0	0	0	0	2	2	2
FABP1	1	1	0	0	0	2	2	2
FAM205A	2	0	0	0	0	2	2	2
FAM47C	2	0	0	0	0	2	2	2
FAM9A	2	0	0	0	0	2	2	2
FAM9C	2	0	0	0	0	2	2	2
FOXM1	2	0	0	0	0	2	2	2
G6PC2	2	0	0	0	0	2	2	2
GHSR	2	0	0	0	0	2	2	2
GJB5	2	0	0	0	0	2	2	2
GRXCR1	2	0	0	0	0	2	2	2
HAO1	2	0	0	0	0	2	2	2
HDAC6	2	0	0	0	0	2	2	2
HTR1A	2	0	0	0	0	2	2	2
IGFBP6	2	0	0	0	0	2	2	2
IL11	2	0	0	0	0	2	2	2
ISL2	2	0	0	0	0	2	2	2
ITIH1	2	0	0	0	0	2	2	2
KCNA7	2	0	0	0	0	2	2	2
KCNG4	2	0	0	0	0	2	2	2
KCNH7	2	0	0	0	0	2	2	2
KCNK18	2	0	0	0	0	2	2	2
KCNV2	2	0	0	0	0	2	2	2
KCTD8	2	0	0	0	0	2	2	2
KIAA1210	2	0	0	0	0	2	2	2
KLHL4	2	0	0	0	0	2	2	2
KRT27	2	0	0	0	0	2	2	2
KRT3	2	0	0	0	0	2	2	2
KRT82	2	0	0	0	0	2	2	2
KRT85	2	0	0	0	0	2	2	2
LIPN	1	1	0	0	0	2	2	2
LRRC14B	2	0	0	0	0	2	2	2
LRRC16B	2	0	0	0	0	2	2	2
LRRTM2	2	0	0	0	0	2	2	2
LTK	2	0	0	0	0	2	2	2
LUZP4	2	0	0	0	0	2	2	2
MAGEC1	2	0	0	0	0	2	2	2
MEFV	2	0	0	0	0	2	2	2
MEP1A	2	0	0	0	0	2	2	2
METTL11B	2	0	0	0	0	2	2	2
MMP27	2	0	0	0	0	2	2	2
MOGAT3	2	0	0	0	0	2	2	2
MYBPC3	2	0	0	0	0	2	2	2
NCR1	2	0	0	0	0	2	2	2
NEURL2	2	0	0	0	0	2	2	2
NR0B1	2	0	0	0	0	2	2	2
ONECUT1	2	0	0	0	0	2	2	2
OR10J1	2	0	0	0	0	2	2	2
OR4K13	2	0	0	0	0	2	2	2
OR5AS1	2	0	0	0	0	2	2	2
OR5H14	1	1	0	0	0	2	2	2
OR6C74	2	0	0	0	0	2	2	2
OR8B12	2	0	0	0	0	2	2	2
OTOP2	2	0	0	0	0	2	2	2
PABPN1L	2	0	0	0	0	2	2	2
PAGE3	2	0	0	0	0	2	2	2
PANX3	2	0	0	0	0	2	2	2
PNLIP	2	0	0	0	0	2	2	2
PRAMEF1	2	0	0	0	0	2	2	2
PRAMEF11	2	0	0	0	0	2	2	2
PRAMEF4	2	0	0	0	0	2	2	2
PRH2	1	1	0	0	0	2	2	2
PROC	2	0	0	0	0	2	2	2
PRODH2	1	1	0	0	0	2	2	2
PRRT4	2	0	0	0	0	2	2	2
PRSS57	2	0	0	0	0	2	2	2
PSG11	2	0	0	0	0	2	2	2
PSG2	2	0	0	0	0	2	2	2
PSG3	2	0	0	0	0	2	2	2
PSG7	2	0	0	0	0	2	2	2
R3HDML	2	0	0	0	0	2	2	2
RETNLB	2	0	0	0	0	2	2	2
RHOXF1	1	1	0	0	0	2	2	2
RNF112	2	0	0	0	0	2	2	2
RPS5	2	0	0	0	0	2	2	2
RPTN	2	0	0	0	0	2	2	2
SFTPB	2	0	0	0	0	2	2	2
SLC10A6	2	0	0	0	0	2	2	2
SLC1A7	2	0	0	0	0	2	2	2
SLC22A12	2	0	0	0	0	2	2	2
SLC25A41	2	0	0	0	0	2	2	2
SLC5A12	2	0	0	0	0	2	2	2
SLC7A9	2	0	0	0	0	2	2	2
SPANXN2	2	0	0	0	0	2	2	2
SPATA31A6	2	0	0	0	0	2	2	2
SPATA31A7	2	0	0	0	0	2	2	2
SPDYE4	2	0	0	0	0	2	2	2
SPI1	2	0	0	0	0	2	2	2
SPTA1	1	1	0	0	0	2	2	2
SPX	2	0	0	0	0	2	2	2
ST8SIA3	0	1	0	0	1	2	2	2
TAS1R2	2	0	0	0	0	2	2	2
TCF21	2	0	0	0	0	2	2	2
TEKT5	2	0	0	0	0	2	2	2
TINAG	1	1	0	0	0	2	2	2
TMEM185A	2	0	0	0	0	2	2	2
TMEM233	1	0	0	1	0	2	2	2
TMEM74	2	0	0	0	0	2	2	2
TREML1	2	0	0	0	0	2	2	2
TREML4	2	0	0	0	0	2	2	2
TRIM43	1	1	0	0	0	2	2	2
TRIM64	2	0	0	0	0	2	2	2
TSPAN16	1	0	0	1	0	2	2	2
TULP1	2	0	0	0	0	2	2	2
USH1G	2	0	0	0	0	2	2	2
ZIC3	2	0	0	0	0	2	2	2
SSTR4	2	0	0	0	0	2	1	1
SSX1	2	0	0	0	0	2	1	1
A4GNT	1	0	0	0	0	1	1	1
AADAC	1	0	0	0	0	1	1	1
AADACL4	1	0	0	0	0	1	1	1
ACER1	1	0	0	0	0	1	1	1
ACR	1	0	0	0	0	1	1	1
ACRV1	0	1	0	0	0	1	1	1
ADAD1	1	0	0	0	0	1	1	1
ADAM2	1	0	0	0	0	1	1	1
ADAMTS20	1	0	0	0	0	1	1	1
ADARB2	1	0	0	0	0	1	1	1
ADGRD2	1	0	0	0	0	1	1	1
ADIG	1	0	0	0	0	1	1	1
AGXT	1	0	0	0	0	1	1	1
AHSG	1	0	0	0	0	1	1	1
ALDH8A1	1	0	0	0	0	1	1	1
ALK	1	0	0	0	0	1	1	1
ALOX12B	1	0	0	0	0	1	1	1
ALPI	1	0	0	0	0	1	1	1
ALS2CR11	1	0	0	0	0	1	1	1
ALX1	1	0	0	0	0	1	1	1
AMHR2	1	0	0	0	0	1	1	1
AMPD1	0	0	0	1	0	1	1	1
AMY2A	1	0	0	0	0	1	1	1
ANKRD20A2	1	0	0	0	0	1	1	1
APOL5	1	0	0	0	0	1	1	1
AQP10	1	0	0	0	0	1	1	1
AQP8	1	0	0	0	0	1	1	1
ASB10	1	0	0	0	0	1	1	1
ASB18	1	0	0	0	0	1	1	1
ASGR2	1	0	0	0	0	1	1	1
ASZ1	1	0	0	0	0	1	1	1
ATP1B4	1	0	0	0	0	1	1	1
ATP4B	1	0	0	0	0	1	1	1
AWAT1	1	0	0	0	0	1	1	1
BEST2	1	0	0	0	0	1	1	1
BMP15	0	0	0	1	0	1	1	1
BSX	1	0	0	0	0	1	1	1
BTBD18	0	1	0	0	0	1	1	1
BTNL2	1	0	0	0	0	1	1	1
C10orf99	1	0	0	0	0	1	1	1
C16orf92	1	0	0	0	0	1	1	1
C16orf96	1	0	0	0	0	1	1	1
C1orf111	1	0	0	0	0	1	1	1
C1orf189	1	0	0	0	0	1	1	1
C1orf43	1	0	0	0	0	1	1	1
C4BPB	1	0	0	0	0	1	1	1
C7orf72	0	1	0	0	0	1	1	1
C9orf131	1	0	0	0	0	1	1	1
C9orf135	1	0	0	0	0	1	1	1
C9orf171	1	0	0	0	0	1	1	1
CACNG8	1	0	0	0	0	1	1	1
CALCA	0	0	0	1	0	1	1	1
CATSPER1	1	0	0	0	0	1	1	1
CBLN1	1	0	0	0	0	1	1	1
CCDC105	0	0	0	1	0	1	1	1
CCDC108	1	0	0	0	0	1	1	1
CCDC67	1	0	0	0	0	1	1	1
CD1B	1	0	0	0	0	1	1	1
CDH16	1	0	0	0	0	1	1	1
CDHR4	1	0	0	0	0	1	1	1
CDX2	1	0	0	0	0	1	1	1
CEACAM18	1	0	0	0	0	1	1	1
CELA1	1	0	0	0	0	1	1	1
CFAP47	1	0	0	0	0	1	1	1
CHRNA3	1	0	0	0	0	1	1	1
CLCA4	1	0	0	0	0	1	1	1
CLCN1	1	0	0	0	0	1	1	1
CLDN18	1	0	0	0	0	1	1	1
CLEC12B	1	0	0	0	0	1	1	1
CLEC4F	1	0	0	0	0	1	1	1
CNBD1	1	0	0	0	0	1	1	1
CNTNAP5	1	0	0	0	0	1	1	1
CPLX4	1	0	0	0	0	1	1	1
CPNE6	1	0	0	0	0	1	1	1
CREB3L3	1	0	0	0	0	1	1	1
CRYBA1	1	0	0	0	0	1	1	1
CRYBB3	1	0	0	0	0	1	1	1
CRYGB	1	0	0	0	0	1	1	1
CTRC	1	0	0	0	0	1	1	1
CXorf58	1	0	0	0	0	1	1	1
CYP17A1	1	0	0	0	0	1	1	1
CYP1A1	1	0	0	0	0	1	1	1
CYP2C18	0	1	0	0	0	1	1	1
CYP2C8	1	0	0	0	0	1	1	1
CYP2W1	1	0	0	0	0	1	1	1
CYP7A1	1	0	0	0	0	1	1	1
DBX2	1	0	0	0	0	1	1	1
DCAF4L2	1	0	0	0	0	1	1	1
DCT	1	0	0	0	0	1	1	1
DEFB108B	1	0	0	0	0	1	1	1
DGKK	1	0	0	0	0	1	1	1
DHDH	1	0	0	0	0	1	1	1
DLX6	1	0	0	0	0	1	1	1
DMRTC2	1	0	0	0	0	1	1	1
DNASE2B	1	0	0	0	0	1	1	1
DPPA2	0	0	0	0	1	1	1	1
DSC1	1	0	0	0	0	1	1	1
DUSP26	1	0	0	0	0	1	1	1
DUSP27	1	0	0	0	0	1	1	1
ECSIT	1	0	0	0	0	1	1	1
EQTN	1	0	0	0	0	1	1	1
EVX1	1	0	0	0	0	1	1	1
EVX2	1	0	0	0	0	1	1	1
F2	1	0	0	0	0	1	1	1
FAM150B	1	0	0	0	0	1	1	1
FAM186A	1	0	0	0	0	1	1	1
FAM186B	0	1	0	0	0	1	1	1
FAM187B	1	0	0	0	0	1	1	1
FAM71B	0	1	0	0	0	1	1	1
FBXO24	1	0	0	0	0	1	1	1
FCAR	1	0	0	0	0	1	1	1
FCN2	1	0	0	0	0	1	1	1
FIGLA	1	0	0	0	0	1	1	1
FOXA2	1	0	0	0	0	1	1	1
FOXR1	0	1	0	0	0	1	1	1
FSHR	0	0	0	0	1	1	1	1
G6PC	1	0	0	0	0	1	1	1
GAB4	1	0	0	0	0	1	1	1
GABRA5	1	0	0	0	0	1	1	1
GABRG1	1	0	0	0	0	1	1	1
GABRR3	1	0	0	0	0	1	1	1
GAD2	0	1	0	0	0	1	1	1
GAGE12J	0	1	0	0	0	1	1	1
GAGE2E	1	0	0	0	0	1	1	1
GALNTL6	1	0	0	0	0	1	1	1
GAS2L2	1	0	0	0	0	1	1	1
GDPD2	1	0	0	0	0	1	1	1
GIP	1	0	0	0	0	1	1	1
GJD4	1	0	0	0	0	1	1	1
GLRA2	1	0	0	0	0	1	1	1
GNRHR	1	0	0	0	0	1	1	1
GPHB5	1	0	0	0	0	1	1	1
GPR119	1	0	0	0	0	1	1	1
GPR142	1	0	0	0	0	1	1	1
GPR83	1	0	0	0	0	1	1	1
GPRC5D	0	1	0	0	0	1	1	1
GRIN3A	1	0	0	0	0	1	1	1
GRM1	1	0	0	0	0	1	1	1
GUCA1C	1	0	0	0	0	1	1	1
GUCY2C	1	0	0	0	0	1	1	1
HAPLN4	1	0	0	0	0	1	1	1
HOXA11	1	0	0	0	0	1	1	1
HOXA13	1	0	0	0	0	1	1	1
HRH3	1	0	0	0	0	1	1	1
HRNR	1	0	0	0	0	1	1	1
HS3ST4	1	0	0	0	0	1	1	1
HTR2A	1	0	0	0	0	1	1	1
IFNG	1	0	0	0	0	1	1	1
IL22	1	0	0	0	0	1	1	1
IL22RA1	1	0	0	0	0	1	1	1
IL25	1	0	0	0	0	1	1	1
IL26	0	1	0	0	0	1	1	1
IL9	1	0	0	0	0	1	1	1
IL9R	0	1	0	0	0	1	1	1
INSL5	1	0	0	0	0	1	1	1
INSL6	1	0	0	0	0	1	1	1
IQCF1	1	0	0	0	0	1	1	1
ISX	1	0	0	0	0	1	1	1
IZUMO1	1	0	0	0	0	1	1	1
KCNH6	1	0	0	0	0	1	1	1
KCNIP1	1	0	0	0	0	1	1	1
KCNV1	1	0	0	0	0	1	1	1
KEL	1	0	0	0	0	1	1	1
KIR3DL3	1	0	0	0	0	1	1	1
KLK3	1	0	0	0	0	1	1	1
KLRC2	1	0	0	0	0	1	1	1
KRT12	1	0	0	0	0	1	1	1
KRT24	1	0	0	0	0	1	1	1
KRT26	1	0	0	0	0	1	1	1
KRT31	1	0	0	0	0	1	1	1
KRT32	1	0	0	0	0	1	1	1
KRT35	1	0	0	0	0	1	1	1
KRT36	1	0	0	0	0	1	1	1
KRT37	1	0	0	0	0	1	1	1
KRT38	0	1	0	0	0	1	1	1
KRT72	1	0	0	0	0	1	1	1
KRT73	1	0	0	0	0	1	1	1
KRT76	1	0	0	0	0	1	1	1
KRT78	1	0	0	0	0	1	1	1
LCN1	1	0	0	0	0	1	1	1
LCN6	1	0	0	0	0	1	1	1
LCT	1	0	0	0	0	1	1	1
LDHC	1	0	0	0	0	1	1	1
LGI1	1	0	0	0	0	1	1	1
LHFPL4	1	0	0	0	0	1	1	1
LHX5	1	0	0	0	0	1	1	1
LMBR1L	1	0	0	0	0	1	1	1
LMX1A	1	0	0	0	0	1	1	1
LRIT1	1	0	0	0	0	1	1	1
LRIT2	1	0	0	0	0	1	1	1
LRRC18	1	0	0	0	0	1	1	1
LRRC52	1	0	0	0	0	1	1	1
LRRC66	1	0	0	0	0	1	1	1
LYZL2	1	0	0	0	0	1	1	1
MAGEA11	0	0	0	1	0	1	1	1
MAGEC3	0	0	0	0	1	1	1	1
MAP1LC3C	1	0	0	0	0	1	1	1
MAP2K7	1	0	0	0	0	1	1	1
MAP3K11	0	0	1	0	0	1	1	1
MBOAT4	1	0	0	0	0	1	1	1
METTL17	1	0	0	0	0	1	1	1
MOG	1	0	0	0	0	1	1	1
MORC1	1	0	0	0	0	1	1	1
MORN5	0	1	0	0	0	1	1	1
MPO	1	0	0	0	0	1	1	1
MSH4	1	0	0	0	0	1	1	1
MUC21	1	0	0	0	0	1	1	1
MYBPC2	1	0	0	0	0	1	1	1
MYBPHL	1	0	0	0	0	1	1	1
MYH1	1	0	0	0	0	1	1	1
MYH6	1	0	0	0	0	1	1	1
MYOZ2	1	0	0	0	0	1	1	1
NCR2	1	0	0	0	0	1	1	1
NDUFS3	1	0	0	0	0	1	1	1
NEFM	1	0	0	0	0	1	1	1
NLRP10	0	1	0	0	0	1	1	1
NLRP12	1	0	0	0	0	1	1	1
NLRP13	1	0	0	0	0	1	1	1
NMS	0	1	0	0	0	1	1	1
NOTO	1	0	0	0	0	1	1	1
NOX3	1	0	0	0	0	1	1	1
NPM3	1	0	0	0	0	1	1	1
NRG3	1	0	0	0	0	1	1	1
NTSR1	1	0	0	0	0	1	1	1
ODF3L2	1	0	0	0	0	1	1	1
OMG	1	0	0	0	0	1	1	1
ONECUT3	1	0	0	0	0	1	1	1
OPCML	0	0	0	0	1	1	1	1
OPN1SW	0	1	0	0	0	1	1	1
OPRK1	1	0	0	0	0	1	1	1
OR52A1	1	0	0	0	0	1	1	1
OR6C4	0	0	0	0	1	1	1	1
OTOF	1	0	0	0	0	1	1	1
OTP	1	0	0	0	0	1	1	1
PACRG	1	0	0	0	0	1	1	1
PAEP	1	0	0	0	0	1	1	1
PDE6A	1	0	0	0	0	1	1	1
PDX1	1	0	0	0	0	1	1	1
PGLYRP4	1	0	0	0	0	1	1	1
PKD1L3	1	0	0	0	0	1	1	1
PLA2G12B	1	0	0	0	0	1	1	1
PLA2G2E	1	0	0	0	0	1	1	1
PLD5	1	0	0	0	0	1	1	1
PLG	1	0	0	0	0	1	1	1
PMP2	1	0	0	0	0	1	1	1
PNLIPRP1	1	0	0	0	0	1	1	1
PNPLA5	0	0	0	1	0	1	1	1
POTEM	1	0	0	0	0	1	1	1
POU3F2	1	0	0	0	0	1	1	1
PPP2R4	1	0	0	0	0	1	1	1
PRAMEF18	1	0	0	0	0	1	1	1
PRAMEF20	1	0	0	0	0	1	1	1
PRDM14	1	0	0	0	0	1	1	1
PRKAG3	1	0	0	0	0	1	1	1
PRLHR	1	0	0	0	0	1	1	1
PROZ	1	0	0	0	0	1	1	1
PRSS55	1	0	0	0	0	1	1	1
PSAPL1	1	0	0	0	0	1	1	1
PSG4	1	0	0	0	0	1	1	1
PSG5	1	0	0	0	0	1	1	1
PSG9	1	0	0	0	0	1	1	1
PSMA8	1	0	0	0	0	1	1	1
PTGDR	1	0	0	0	0	1	1	1
RAD9B	0	1	0	0	0	1	1	1
RAPSN	1	0	0	0	0	1	1	1
RCVRN	1	0	0	0	0	1	1	1
RDH8	1	0	0	0	0	1	1	1
RESP18	1	0	0	0	0	1	1	1
RFPL1	1	0	0	0	0	1	1	1
RGS12	1	0	0	0	0	1	1	1
RGS7BP	1	0	0	0	0	1	1	1
RIMBP3	1	0	0	0	0	1	1	1
RLBP1	1	0	0	0	0	1	1	1
SBK2	1	0	0	0	0	1	1	1
SCRT1	1	0	0	0	0	1	1	1
SEC14L3	0	0	0	0	1	1	1	1
SEC14L5	1	0	0	0	0	1	1	1
SEPT12	1	0	0	0	0	1	1	1
SEPT14	1	0	0	0	0	1	1	1
SERPINA10	0	1	0	0	0	1	1	1
SERPINA7	1	0	0	0	0	1	1	1
SERPINB2	1	0	0	0	0	1	1	1
SHCBP1L	1	0	0	0	0	1	1	1
SHD	1	0	0	0	0	1	1	1
SHISA7	1	0	0	0	0	1	1	1
SIRPB1	1	0	0	0	0	1	1	1
SLC10A2	1	0	0	0	0	1	1	1
SLC10A4	1	0	0	0	0	1	1	1
SLC12A3	1	0	0	0	0	1	1	1
SLC17A6	1	0	0	0	0	1	1	1
SLC22A1	1	0	0	0	0	1	1	1
SLC22A7	1	0	0	0	0	1	1	1
SLC22A8	1	0	0	0	0	1	1	1
SLC22A9	1	0	0	0	0	1	1	1
SLC25A22	1	0	0	0	0	1	1	1
SLC36A2	1	0	0	0	0	1	1	1
SLC36A3	0	0	0	1	0	1	1	1
SLC5A4	1	0	0	0	0	1	1	1
SLC5A5	1	0	0	0	0	1	1	1
SLC5A7	1	0	0	0	0	1	1	1
SLC5A9	1	0	0	0	0	1	1	1
SLC6A13	1	0	0	0	0	1	1	1
SLC7A3	1	0	0	0	0	1	1	1
SLCO4C1	1	0	0	0	0	1	1	1
SLCO6A1	1	0	0	0	0	1	1	1
SLFN14	1	0	0	0	0	1	1	1
SMIM24	1	0	0	0	0	1	1	1
SOAT2	1	0	0	0	0	1	1	1
SPACA1	1	0	0	0	0	1	1	1
SPACA7	1	0	0	0	0	1	1	1
SPINK2	1	0	0	0	0	1	1	1
SRRM4	1	0	0	0	0	1	1	1
SSX5	1	0	0	0	0	1	1	1
STAR	1	0	0	0	0	1	1	1
SYMPK	1	0	0	0	0	1	1	1
SYT10	1	0	0	0	0	1	1	1
T	1	0	0	0	0	1	1	1
TAAR2	0	0	0	0	1	1	1	1
TAF7L	1	0	0	0	0	1	1	1
TAS1R1	1	0	0	0	0	1	1	1
TBC1D3F	1	0	0	0	0	1	1	1
TCF23	1	0	0	0	0	1	1	1
TCHHL1	1	0	0	0	0	1	1	1
TECRL	1	0	0	0	0	1	1	1
TFAP2D	1	0	0	0	0	1	1	1
TH	1	0	0	0	0	1	1	1
TKTL1	0	0	0	0	1	1	1	1
TM4SF20	1	0	0	0	0	1	1	1
TM6SF2	1	0	0	0	0	1	1	1
TMC2	0	1	0	0	0	1	1	1
TMCO2	1	0	0	0	0	1	1	1
TMEM171	1	0	0	0	0	1	1	1
TMEM207	1	0	0	0	0	1	1	1
TMEM215	1	0	0	0	0	1	1	1
TMEM236	1	0	0	0	0	1	1	1
TNFSF18	1	0	0	0	0	1	1	1
TRIM51	0	1	0	0	0	1	1	1
TRIM55	1	0	0	0	0	1	1	1
TRIM63	1	0	0	0	0	1	1	1
TRIML1	1	0	0	0	0	1	1	1
TRPM3	1	0	0	0	0	1	1	1
TRPV5	1	0	0	0	0	1	1	1
TSGA10IP	1	0	0	0	0	1	1	1
TSKS	1	0	0	0	0	1	1	1
TULP2	1	0	0	0	0	1	1	1
UNC45B	1	0	0	0	0	1	1	1
URAD	1	0	0	0	0	1	1	1
UROC1	1	0	0	0	0	1	1	1
USH2A	1	0	0	0	0	1	1	1
VAX1	1	0	0	0	0	1	1	1
VGLL2	1	0	0	0	0	1	1	1
VIP	1	0	0	0	0	1	1	1
VN1R2	1	0	0	0	0	1	1	1
VSX1	1	0	0	0	0	1	1	1
VWA3A	0	0	0	0	1	1	1	1
WFDC3	1	0	0	0	0	1	1	1
WFDC5	1	0	0	0	0	1	1	1
WFIKKN2	1	0	0	0	0	1	1	1
WNT9B	1	0	0	0	0	1	1	1
XAGE2	1	0	0	0	0	1	1	1
XAGE5	1	0	0	0	0	1	1	1
XCL2	1	0	0	0	0	1	1	1
XKR4	1	0	0	0	0	1	1	1
XKR5	1	0	0	0	0	1	1	1
XKRX	1	0	0	0	0	1	1	1
XXbac-BPG32J3.19	1	0	0	0	0	1	1	1
ZDHHC19	1	0	0	0	0	1	1	1
ZG16	1	0	0	0	0	1	1	1
ZNF157	1	0	0	0	0	1	1	1
ZP1	1	0	0	0	0	1	1	1
