Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
UGT2B15	5	1	0	0	0	6	6	6
CATSPER1	6	0	0	0	0	6	5	5
EPM2AIP1	6	0	0	0	0	6	5	5
FANCM	4	2	0	0	0	6	5	5
FASTKD3	6	0	0	0	0	6	5	5
MTERF4	6	0	0	0	0	6	5	5
NPAS4	4	1	0	1	0	6	5	5
SNX19	6	0	0	0	0	6	5	5
ZNF514	4	2	0	0	0	6	5	5
AMER2	5	0	0	0	0	5	5	5
C2orf71	4	1	0	0	0	5	5	5
CDK12	4	1	0	0	0	5	5	5
CTAGE1	4	1	0	0	0	5	5	5
DNTTIP2	5	0	0	0	0	5	5	5
GALNT15	4	1	0	0	0	5	5	5
GIMAP1	5	0	0	0	0	5	5	5
HARBI1	5	0	0	0	0	5	5	5
HIST1H2AD	5	0	0	0	0	5	5	5
ICAM5	5	0	0	0	0	5	5	5
KBTBD6	4	1	0	0	0	5	5	5
KCND2	4	1	0	0	0	5	5	5
KDM3A	5	0	0	0	0	5	5	5
KLHL40	5	0	0	0	0	5	5	5
KRT76	5	0	0	0	0	5	5	5
KRT84	5	0	0	0	0	5	5	5
LILRA1	4	1	0	0	0	5	5	5
LRRC3	5	0	0	0	0	5	5	5
MAPK3	5	0	0	0	0	5	5	5
MCM4	5	0	0	0	0	5	5	5
MFHAS1	5	0	0	0	0	5	5	5
MPEG1	2	3	0	0	0	5	5	5
MPL	3	2	0	0	0	5	5	5
MST1R	4	1	0	0	0	5	5	5
MYCN	5	0	0	0	0	5	5	5
NPHP3	4	1	0	0	0	5	5	5
NSUN7	4	1	0	0	0	5	5	5
OIP5	4	1	0	0	0	5	5	5
OR5H1	5	0	0	0	0	5	5	5
PCDHB11	5	0	0	0	0	5	5	5
PCK1	5	0	0	0	0	5	5	5
POTEG	5	0	0	0	0	5	5	5
POU4F1	5	0	0	0	0	5	5	5
RCOR2	4	1	0	0	0	5	5	5
SLC46A1	5	0	0	0	0	5	5	5
SLC7A5	5	0	0	0	0	5	5	5
SPAG4	5	0	0	0	0	5	5	5
TDGF1	5	0	0	0	0	5	5	5
TMEM145	5	0	0	0	0	5	5	5
TMEM215	5	0	0	0	0	5	5	5
TOR1AIP1	5	0	0	0	0	5	5	5
TYR	4	1	0	0	0	5	5	5
WEE1	4	0	0	1	0	5	5	5
ZBTB3	5	0	0	0	0	5	5	5
ZXDB	5	0	0	0	0	5	5	5
ARHGEF25	6	0	0	0	0	6	4	4
AP5B1	5	0	0	0	0	5	4	4
CELSR1	5	0	0	0	0	5	4	4
CREB3L4	5	0	0	0	0	5	4	4
HLA-E	5	0	0	0	0	5	4	4
HNRNPL	4	1	0	0	0	5	4	4
HRC	4	1	0	0	0	5	4	4
ITPRIPL1	3	2	0	0	0	5	4	4
KIAA2026	4	1	0	0	0	5	4	4
LRRTM2	4	1	0	0	0	5	4	4
RBM8A	4	0	0	1	0	5	4	4
SP4	5	0	0	0	0	5	4	4
ADAMTS15	4	0	0	0	0	4	4	4
ADCY8	4	0	0	0	0	4	4	4
ALG10	4	0	0	0	0	4	4	4
ANGPTL4	3	1	0	0	0	4	4	4
ANKZF1	3	1	0	0	0	4	4	4
ATAD5	4	0	0	0	0	4	4	4
BAG5	4	0	0	0	0	4	4	4
C11orf71	3	1	0	0	0	4	4	4
C3orf30	4	0	0	0	0	4	4	4
C3orf58	4	0	0	0	0	4	4	4
C9orf64	4	0	0	0	0	4	4	4
CARD6	4	0	0	0	0	4	4	4
CCER1	3	1	0	0	0	4	4	4
CD27	4	0	0	0	0	4	4	4
CDK9	4	0	0	0	0	4	4	4
CEACAM8	4	0	0	0	0	4	4	4
CEBPZ	4	0	0	0	0	4	4	4
CES2	3	1	0	0	0	4	4	4
CFL2	4	0	0	0	0	4	4	4
COX6A1	3	1	0	0	0	4	4	4
CYP11B2	4	0	0	0	0	4	4	4
CYP1A2	4	0	0	0	0	4	4	4
CYP26A1	4	0	0	0	0	4	4	4
DDX52	4	0	0	0	0	4	4	4
DGKK	4	0	0	0	0	4	4	4
DLX3	4	0	0	0	0	4	4	4
DNAH3	4	0	0	0	0	4	4	4
EIF2B2	4	0	0	0	0	4	4	4
EME1	3	1	0	0	0	4	4	4
EPHX3	4	0	0	0	0	4	4	4
EPN3	4	0	0	0	0	4	4	4
ESPL1	3	1	0	0	0	4	4	4
ESX1	4	0	0	0	0	4	4	4
EXT1	3	1	0	0	0	4	4	4
FAM110C	4	0	0	0	0	4	4	4
FAM46A	4	0	0	0	0	4	4	4
FAM84A	4	0	0	0	0	4	4	4
FCGR3B	3	0	0	0	1	4	4	4
FCN3	4	0	0	0	0	4	4	4
FEM1A	3	1	0	0	0	4	4	4
FUT4	4	0	0	0	0	4	4	4
FZD1	4	0	0	0	0	4	4	4
FZD7	4	0	0	0	0	4	4	4
GALNT5	4	0	0	0	0	4	4	4
GHSR	3	1	0	0	0	4	4	4
GJA10	4	0	0	0	0	4	4	4
GPR108	2	0	0	2	0	4	4	4
GPR119	4	0	0	0	0	4	4	4
GPR142	4	0	0	0	0	4	4	4
GPR162	4	0	0	0	0	4	4	4
GYS1	4	0	0	0	0	4	4	4
HIST1H2BC	3	1	0	0	0	4	4	4
HIST1H2BJ	3	1	0	0	0	4	4	4
HLA-F	4	0	0	0	0	4	4	4
HNRNPDL	4	0	0	0	0	4	4	4
IL2RG	4	0	0	0	0	4	4	4
IRS1	4	0	0	0	0	4	4	4
KBTBD7	4	0	0	0	0	4	4	4
KCNC4	4	0	0	0	0	4	4	4
KEL	4	0	0	0	0	4	4	4
KLHL1	4	0	0	0	0	4	4	4
KRT5	4	0	0	0	0	4	4	4
KRT83	4	0	0	0	0	4	4	4
MMP9	4	0	0	0	0	4	4	4
MPI	4	0	0	0	0	4	4	4
MPND	4	0	0	0	0	4	4	4
MRPL44	4	0	0	0	0	4	4	4
MYLK2	4	0	0	0	0	4	4	4
N4BP2L2	3	1	0	0	0	4	4	4
NAF1	4	0	0	0	0	4	4	4
NEURL4	4	0	0	0	0	4	4	4
NEUROD1	4	0	0	0	0	4	4	4
NOP9	4	0	0	0	0	4	4	4
NPC1L1	4	0	0	0	0	4	4	4
NRAS	4	0	0	0	0	4	4	4
NTN1	4	0	0	0	0	4	4	4
ONECUT1	3	1	0	0	0	4	4	4
PAX1	4	0	0	0	0	4	4	4
PCDH19	4	0	0	0	0	4	4	4
PCDH7	4	0	0	0	0	4	4	4
PCNXL3	4	0	0	0	0	4	4	4
PDE12	4	0	0	0	0	4	4	4
PGBD4	4	0	0	0	0	4	4	4
PIGC	4	0	0	0	0	4	4	4
PLK2	4	0	0	0	0	4	4	4
PNMAL1	4	0	0	0	0	4	4	4
POLM	3	0	0	1	0	4	4	4
POLR3C	4	0	0	0	0	4	4	4
POU3F2	4	0	0	0	0	4	4	4
PPIB	4	0	0	0	0	4	4	4
PPP2R1B	4	0	0	0	0	4	4	4
PSG7	4	0	0	0	0	4	4	4
RAD23A	4	0	0	0	0	4	4	4
RBM14	4	0	0	0	0	4	4	4
RBP1	3	1	0	0	0	4	4	4
RGL2	4	0	0	0	0	4	4	4
RNF31	4	0	0	0	0	4	4	4
RNF39	3	1	0	0	0	4	4	4
RPUSD4	4	0	0	0	0	4	4	4
SFPQ	1	3	0	0	0	4	4	4
SIGLEC12	4	0	0	0	0	4	4	4
SIGLEC6	4	0	0	0	0	4	4	4
SIX3	4	0	0	0	0	4	4	4
SLC24A2	4	0	0	0	0	4	4	4
SLC38A2	4	0	0	0	0	4	4	4
SLC46A2	4	0	0	0	0	4	4	4
SMG8	3	1	0	0	0	4	4	4
SPATA31A3	4	0	0	0	0	4	4	4
SPATA4	4	0	0	0	0	4	4	4
SPOCD1	4	0	0	0	0	4	4	4
TAF11	4	0	0	0	0	4	4	4
TCF21	3	1	0	0	0	4	4	4
TICRR	4	0	0	0	0	4	4	4
TRIM51	2	1	0	1	0	4	4	4
TRIM9	4	0	0	0	0	4	4	4
TRMT1	4	0	0	0	0	4	4	4
TSC22D1	4	0	0	0	0	4	4	4
TSC22D2	3	1	0	0	0	4	4	4
TSR1	4	0	0	0	0	4	4	4
TTC14	4	0	0	0	0	4	4	4
TTC30A	4	0	0	0	0	4	4	4
VPS33A	4	0	0	0	0	4	4	4
WDR36	4	0	0	0	0	4	4	4
YARS2	4	0	0	0	0	4	4	4
YLPM1	1	3	0	0	0	4	4	4
ZBTB33	4	0	0	0	0	4	4	4
ZBTB37	4	0	0	0	0	4	4	4
ZC3H12A	4	0	0	0	0	4	4	4
ZC3HC1	4	0	0	0	0	4	4	4
ZNF580	4	0	0	0	0	4	4	4
ZNF646	2	2	0	0	0	4	4	4
ZNF671	3	1	0	0	0	4	4	4
ZNHIT6	4	0	0	0	0	4	4	4
ZRANB1	3	1	0	0	0	4	4	4
ARHGEF17	4	1	0	0	0	5	3	3
FTH1	4	0	0	1	0	5	3	3
ABCD1	4	0	0	0	0	4	3	3
DNAJA1	4	0	0	0	0	4	3	3
DNAJC14	3	1	0	0	0	4	3	3
GBP7	3	1	0	0	0	4	3	3
HOXA13	4	0	0	0	0	4	3	3
KIRREL2	4	0	0	0	0	4	3	3
KRT36	4	0	0	0	0	4	3	3
LILRA4	3	1	0	0	0	4	3	3
LRRC14	3	1	0	0	0	4	3	3
MCM3AP	4	0	0	0	0	4	3	3
PDSS2	4	0	0	0	0	4	3	3
TPT1	3	0	0	0	1	4	3	3
ABCD2	3	0	0	0	0	3	3	3
ABCF3	3	0	0	0	0	3	3	3
ABHD15	3	0	0	0	0	3	3	3
ABRA	3	0	0	0	0	3	3	3
ACCSL	2	1	0	0	0	3	3	3
ACTL6B	3	0	0	0	0	3	3	3
ADAMTS20	2	1	0	0	0	3	3	3
ADCY3	3	0	0	0	0	3	3	3
ALG2	2	1	0	0	0	3	3	3
ALK	3	0	0	0	0	3	3	3
ALKBH5	3	0	0	0	0	3	3	3
ANKAR	3	0	0	0	0	3	3	3
ANKRD13D	3	0	0	0	0	3	3	3
ANXA9	3	0	0	0	0	3	3	3
AQP2	3	0	0	0	0	3	3	3
ARHGEF26	3	0	0	0	0	3	3	3
ARID2	2	1	0	0	0	3	3	3
ASL	2	1	0	0	0	3	3	3
ASPHD1	3	0	0	0	0	3	3	3
ASPM	3	0	0	0	0	3	3	3
ATP8B3	1	2	0	0	0	3	3	3
AVPR1B	3	0	0	0	0	3	3	3
B3GAT2	3	0	0	0	0	3	3	3
BAP1	3	0	0	0	0	3	3	3
BCL6B	3	0	0	0	0	3	3	3
BEST4	3	0	0	0	0	3	3	3
BHLHE41	2	1	0	0	0	3	3	3
BOP1	3	0	0	0	0	3	3	3
BTG1	3	0	0	0	0	3	3	3
BTN1A1	3	0	0	0	0	3	3	3
C1orf52	3	0	0	0	0	3	3	3
C8orf37	2	1	0	0	0	3	3	3
C9orf50	3	0	0	0	0	3	3	3
CBLN4	3	0	0	0	0	3	3	3
CCDC142	3	0	0	0	0	3	3	3
CCRL2	3	0	0	0	0	3	3	3
CD1E	3	0	0	0	0	3	3	3
CD2BP2	3	0	0	0	0	3	3	3
CDKN2AIPNL	2	1	0	0	0	3	3	3
CFAP43	3	0	0	0	0	3	3	3
CHRD	2	1	0	0	0	3	3	3
CHRNB2	3	0	0	0	0	3	3	3
CIAO1	2	1	0	0	0	3	3	3
CLVS2	3	0	0	0	0	3	3	3
COL7A1	3	0	0	0	0	3	3	3
CPA1	3	0	0	0	0	3	3	3
CPEB4	2	1	0	0	0	3	3	3
CSNK1A1	3	0	0	0	0	3	3	3
CSNK2B-LY6G5B--991	3	0	0	0	0	3	3	3
CST8	3	0	0	0	0	3	3	3
CSTF2T	3	0	0	0	0	3	3	3
CUBN	3	0	0	0	0	3	3	3
CXCL9	3	0	0	0	0	3	3	3
CXorf57	3	0	0	0	0	3	3	3
CYB5R1	2	1	0	0	0	3	3	3
CYP2A13	2	0	0	1	0	3	3	3
CYP2A6	3	0	0	0	0	3	3	3
CYP2F1	3	0	0	0	0	3	3	3
CYP4A22	3	0	0	0	0	3	3	3
DCAF11	3	0	0	0	0	3	3	3
DCAF4L1	1	2	0	0	0	3	3	3
DCAF8L1	3	0	0	0	0	3	3	3
DDHD1	3	0	0	0	0	3	3	3
DHPS	3	0	0	0	0	3	3	3
DHX58	3	0	0	0	0	3	3	3
DMRTB1	3	0	0	0	0	3	3	3
DUSP7	3	0	0	0	0	3	3	3
EEF2KMT	3	0	0	0	0	3	3	3
ERP29	3	0	0	0	0	3	3	3
ESF1	3	0	0	0	0	3	3	3
EVI2A	2	1	0	0	0	3	3	3
EXOSC9	3	0	0	0	0	3	3	3
FAM101B	3	0	0	0	0	3	3	3
FAM221B	3	0	0	0	0	3	3	3
FAM81B	3	0	0	0	0	3	3	3
FAM84B	3	0	0	0	0	3	3	3
FAM8A1	3	0	0	0	0	3	3	3
FAM98C	2	1	0	0	0	3	3	3
FBXL14	3	0	0	0	0	3	3	3
FBXO27	2	1	0	0	0	3	3	3
FCRL3	3	0	0	0	0	3	3	3
FGB	3	0	0	0	0	3	3	3
FGL2	3	0	0	0	0	3	3	3
FLAD1	2	1	0	0	0	3	3	3
FOXO4	3	0	0	0	0	3	3	3
FSCN1	3	0	0	0	0	3	3	3
FST	2	1	0	0	0	3	3	3
GABARAP	1	0	0	0	2	3	3	3
GAR1	3	0	0	0	0	3	3	3
GATB	3	0	0	0	0	3	3	3
GLTP	3	0	0	0	0	3	3	3
GNL1	3	0	0	0	0	3	3	3
GPR149	3	0	0	0	0	3	3	3
GPR158	3	0	0	0	0	3	3	3
GPR37	3	0	0	0	0	3	3	3
GPR39	3	0	0	0	0	3	3	3
GRIA4	3	0	0	0	0	3	3	3
GRXCR1	2	1	0	0	0	3	3	3
GTPBP8	3	0	0	0	0	3	3	3
HACL1	3	0	0	0	0	3	3	3
HAUS5	3	0	0	0	0	3	3	3
HDAC11	3	0	0	0	0	3	3	3
HEATR1	3	0	0	0	0	3	3	3
HHIP	3	0	0	0	0	3	3	3
HIST1H2AC	2	1	0	0	0	3	3	3
HSPB2	3	0	0	0	0	3	3	3
HTR2B	3	0	0	0	0	3	3	3
HTRA2	2	1	0	0	0	3	3	3
IFI44	3	0	0	0	0	3	3	3
IRF2BP2	3	0	0	0	0	3	3	3
IRX2	3	0	0	0	0	3	3	3
ISG20L2	3	0	0	0	0	3	3	3
ITGA8	2	0	0	1	0	3	3	3
ITIH1	2	0	0	1	0	3	3	3
ITPKC	3	0	0	0	0	3	3	3
JTB	3	0	0	0	0	3	3	3
JUN	3	0	0	0	0	3	3	3
KAT2A	3	0	0	0	0	3	3	3
KCNC2	3	0	0	0	0	3	3	3
KCNN3	3	0	0	0	0	3	3	3
KCNV2	3	0	0	0	0	3	3	3
KIAA0391	3	0	0	0	0	3	3	3
KIFC2	2	1	0	0	0	3	3	3
KIR2DL4	3	0	0	0	0	3	3	3
KIR3DL1	3	0	0	0	0	3	3	3
KLHL38	3	0	0	0	0	3	3	3
KLHL42	3	0	0	0	0	3	3	3
KNSTRN	3	0	0	0	0	3	3	3
KPNA2	3	0	0	0	0	3	3	3
KRT20	3	0	0	0	0	3	3	3
KRT24	3	0	0	0	0	3	3	3
KRT26	3	0	0	0	0	3	3	3
KRT32	3	0	0	0	0	3	3	3
KRT38	3	0	0	0	0	3	3	3
KRT71	3	0	0	0	0	3	3	3
KRT75	3	0	0	0	0	3	3	3
KRT77	3	0	0	0	0	3	3	3
KRT79	3	0	0	0	0	3	3	3
KRT9	3	0	0	0	0	3	3	3
LBHD1	3	0	0	0	0	3	3	3
LEMD3	3	0	0	0	0	3	3	3
LETMD1	2	0	0	1	0	3	3	3
LILRA6	3	0	0	0	0	3	3	3
LILRB5	3	0	0	0	0	3	3	3
LOX	3	0	0	0	0	3	3	3
LRGUK	2	1	0	0	0	3	3	3
LRRC18	3	0	0	0	0	3	3	3
LRRC57	3	0	0	0	0	3	3	3
MAF	2	1	0	0	0	3	3	3
MAGEC1	3	0	0	0	0	3	3	3
MAN1A1	3	0	0	0	0	3	3	3
MBD4	3	0	0	0	0	3	3	3
MBOAT7	3	0	0	0	0	3	3	3
MED29	3	0	0	0	0	3	3	3
MEGF9	3	0	0	0	0	3	3	3
MEPCE	3	0	0	0	0	3	3	3
METTL13	3	0	0	0	0	3	3	3
METTL25	3	0	0	0	0	3	3	3
MMP1	3	0	0	0	0	3	3	3
MN1	3	0	0	0	0	3	3	3
MOGAT3	3	0	0	0	0	3	3	3
MPHOSPH10	3	0	0	0	0	3	3	3
MRGBP	2	0	0	1	0	3	3	3
MRPS30	3	0	0	0	0	3	3	3
MRPS31	2	1	0	0	0	3	3	3
MYPOP	3	0	0	0	0	3	3	3
N6AMT1	2	1	0	0	0	3	3	3
NCDN	3	0	0	0	0	3	3	3
NDUFAF5	1	2	0	0	0	3	3	3
NDUFB4	3	0	0	0	0	3	3	3
NID2	2	1	0	0	0	3	3	3
NOA1	3	0	0	0	0	3	3	3
NOM1	3	0	0	0	0	3	3	3
NPDC1	3	0	0	0	0	3	3	3
NR0B1	3	0	0	0	0	3	3	3
NRBP2	3	0	0	0	0	3	3	3
NUDT22	3	0	0	0	0	3	3	3
NXNL2	1	2	0	0	0	3	3	3
ODF1	3	0	0	0	0	3	3	3
OFD1	3	0	0	0	0	3	3	3
OMG	3	0	0	0	0	3	3	3
OR5AS1	2	1	0	0	0	3	3	3
OR6C75	2	1	0	0	0	3	3	3
OTOL1	2	1	0	0	0	3	3	3
PABPC4	2	0	0	0	1	3	3	3
PCDHB4	3	0	0	0	0	3	3	3
PCED1A	2	0	0	1	0	3	3	3
PEX19	3	0	0	0	0	3	3	3
PGR	3	0	0	0	0	3	3	3
PHLDA1	3	0	0	0	0	3	3	3
PIK3R4	3	0	0	0	0	3	3	3
PKDREJ	3	0	0	0	0	3	3	3
PLA2G3	3	0	0	0	0	3	3	3
PLK3	2	1	0	0	0	3	3	3
PLTP	3	0	0	0	0	3	3	3
PNLIPRP1	3	0	0	0	0	3	3	3
PNN	3	0	0	0	0	3	3	3
POC1B-GALNT4	3	0	0	0	0	3	3	3
POLR1D	3	0	0	0	0	3	3	3
POTEB3	3	0	0	0	0	3	3	3
PPM1J	3	0	0	0	0	3	3	3
PPP1R18	3	0	0	0	0	3	3	3
PRDM14	3	0	0	0	0	3	3	3
PRPF19	3	0	0	0	0	3	3	3
PRPH	3	0	0	0	0	3	3	3
PRPH2	3	0	0	0	0	3	3	3
PRR14	2	0	0	1	0	3	3	3
PTGER4	3	0	0	0	0	3	3	3
PURG	3	0	0	0	0	3	3	3
PYGM	2	1	0	0	0	3	3	3
RAB38	3	0	0	0	0	3	3	3
RABGGTA	3	0	0	0	0	3	3	3
RANBP6	3	0	0	0	0	3	3	3
RBM42	3	0	0	0	0	3	3	3
RBP4	3	0	0	0	0	3	3	3
RGS16	3	0	0	0	0	3	3	3
RIPK3	3	0	0	0	0	3	3	3
RLTPR	3	0	0	0	0	3	3	3
RND1	3	0	0	0	0	3	3	3
RNF128	2	0	0	0	1	3	3	3
RNFT1	3	0	0	0	0	3	3	3
RPL15	3	0	0	0	0	3	3	3
RPL23A	3	0	0	0	0	3	3	3
RPS4X	3	0	0	0	0	3	3	3
RPUSD3	3	0	0	0	0	3	3	3
RSPH4A	2	1	0	0	0	3	3	3
RTN2	2	1	0	0	0	3	3	3
RTP1	3	0	0	0	0	3	3	3
RTTN	3	0	0	0	0	3	3	3
RXRB	2	1	0	0	0	3	3	3
SBDS	3	0	0	0	0	3	3	3
SCAF8	3	0	0	0	0	3	3	3
SCRIB	3	0	0	0	0	3	3	3
SDPR	3	0	0	0	0	3	3	3
SEC23IP	3	0	0	0	0	3	3	3
SHROOM3	3	0	0	0	0	3	3	3
SIGLEC11	3	0	0	0	0	3	3	3
SIX4	3	0	0	0	0	3	3	3
SLC10A2	3	0	0	0	0	3	3	3
SLC18A3	2	1	0	0	0	3	3	3
SLC23A3	2	1	0	0	0	3	3	3
SLC25A25	3	0	0	0	0	3	3	3
SLC27A2	3	0	0	0	0	3	3	3
SLC39A12	3	0	0	0	0	3	3	3
SLC4A1AP	3	0	0	0	0	3	3	3
SLC5A4	2	0	0	0	1	3	3	3
SLC6A2	3	0	0	0	0	3	3	3
SLCO4C1	3	0	0	0	0	3	3	3
SMPD1	3	0	0	0	0	3	3	3
SOX1	2	1	0	0	0	3	3	3
SOX12	3	0	0	0	0	3	3	3
SPANXN2	3	0	0	0	0	3	3	3
SPATA19	3	0	0	0	0	3	3	3
SPATA31A7	3	0	0	0	0	3	3	3
SPATA31D1	3	0	0	0	0	3	3	3
SPIN3	3	0	0	0	0	3	3	3
SPN	2	1	0	0	0	3	3	3
SRF	3	0	0	0	0	3	3	3
SRSF6	3	0	0	0	0	3	3	3
SRSF8	2	1	0	0	0	3	3	3
TACR3	3	0	0	0	0	3	3	3
TADA2B	3	0	0	0	0	3	3	3
TAP1	3	0	0	0	0	3	3	3
TBC1D10C	3	0	0	0	0	3	3	3
TCTN2	3	0	0	0	0	3	3	3
TECTB	3	0	0	0	0	3	3	3
TFPT	3	0	0	0	0	3	3	3
TGM1	3	0	0	0	0	3	3	3
THG1L	3	0	0	0	0	3	3	3
THRSP	3	0	0	0	0	3	3	3
TMED4	2	0	0	1	0	3	3	3
TMEM115	2	1	0	0	0	3	3	3
TMEM67	3	0	0	0	0	3	3	3
TNFRSF13C	3	0	0	0	0	3	3	3
TP53I3	3	0	0	0	0	3	3	3
TRAPPC4	3	0	0	0	0	3	3	3
TRIL	3	0	0	0	0	3	3	3
TRIM10	2	1	0	0	0	3	3	3
TRIM39	3	0	0	0	0	3	3	3
TRIM56	3	0	0	0	0	3	3	3
TRIM8	3	0	0	0	0	3	3	3
TRIP13	3	0	0	0	0	3	3	3
TRMT2A	3	0	0	0	0	3	3	3
TRMT5	3	0	0	0	0	3	3	3
TRMT61B	3	0	0	0	0	3	3	3
TSPYL4	3	0	0	0	0	3	3	3
TSPYL5	3	0	0	0	0	3	3	3
TST	3	0	0	0	0	3	3	3
TXNIP	3	0	0	0	0	3	3	3
TYMP	3	0	0	0	0	3	3	3
UCP1	2	1	0	0	0	3	3	3
UGT2A3	3	0	0	0	0	3	3	3
ULK1	2	0	0	0	1	3	3	3
USP38	3	0	0	0	0	3	3	3
WDR66	2	1	0	0	0	3	3	3
WDR70	3	0	0	0	0	3	3	3
WNK1	3	0	0	0	0	3	3	3
WRAP53	2	1	0	0	0	3	3	3
ZIC3	3	0	0	0	0	3	3	3
ZNF276	3	0	0	0	0	3	3	3
ZNF281	2	1	0	0	0	3	3	3
ZNF365	3	0	0	0	0	3	3	3
ZNF548	2	1	0	0	0	3	3	3
ZNF622	3	0	0	0	0	3	3	3
ZNF649	3	0	0	0	0	3	3	3
ZNF785	3	0	0	0	0	3	3	3
ZSCAN29	3	0	0	0	0	3	3	3
ANAPC2	3	0	0	0	0	3	2	2
CD209	2	0	0	1	0	3	2	2
HSPA5	3	0	0	0	0	3	2	2
JMJD4	3	0	0	0	0	3	2	2
LSG1	3	0	0	0	0	3	2	2
MFRP	2	1	0	0	0	3	2	2
MRPS18C	3	0	0	0	0	3	2	2
MSTN	3	0	0	0	0	3	2	2
NFS1	2	1	0	0	0	3	2	2
NLRP9	3	0	0	0	0	3	2	2
ODF2	2	0	0	1	0	3	2	2
SETD6	3	0	0	0	0	3	2	2
SETD9	3	0	0	0	0	3	2	2
SSTR4	3	0	0	0	0	3	2	2
TARS2	3	0	0	0	0	3	2	2
TBC1D17	3	0	0	0	0	3	2	2
TCF19	1	2	0	0	0	3	2	2
TMEM74	3	0	0	0	0	3	2	2
TSGA10IP	3	0	0	0	0	3	2	2
