Chr	Start	End	Name	Score	Strand	ID
chr1	1777457	1783457	NADK	0	-	ENSG00000008130
chr1	1888117	1894117	GNB1	0	-	ENSG00000078369
chr1	1916279	1922279	TMEM52	0	-	ENSG00000178821
chr1	2027758	2033758	GABRD	0	+	ENSG00000187730
chr1	2182395	2188395	PRKCZ	0	+	ENSG00000067606
chr1	2209720	2215720	FAAP20	0	-	ENSG00000162585
chr1	2307213	2313213	SKI	0	+	ENSG00000157933
chr1	2388707	2394707	MORN1	0	-	ENSG00000116151
chr1	2402442	2408442	RER1	0	+	ENSG00000157916
chr1	2410797	2416797	PEX10	0	-	ENSG00000157911
chr1	2502532	2508532	PLCH2	0	+	ENSG00000149527
chr1	2523597	2529597	PANK4	0	-	ENSG00000157881
chr1	2562382	2568382	TNFRSF14	0	+	ENSG00000157873
chr1	2588469	2594469	PRXL2B	0	+	ENSG00000157870
chr1	2630016	2636016	MMEL1	0	-	ENSG00000142606
chr1	2798717	2804717	TTC34	0	-	ENSG00000215912
chr1	3435621	3441621	PRDM16	0	+	ENSG00000142611
chr1	3478113	3484113	ARHGEF16	0	+	ENSG00000130762
chr1	3608508	3614508	MEGF6	0	-	ENSG00000162591
chr1	3627127	3633127	TPRG1L	0	+	ENSG00000158109
chr1	3649761	3655761	WRAP73	0	-	ENSG00000116213
chr1	3733201	3739201	TP73	0	+	ENSG00000078900
chr1	3772982	3778982	SMIM1	0	+	ENSG00000235169
chr1	3793498	3799498	LRRC47	0	-	ENSG00000130764
chr1	3854396	3860396	CEP104	0	-	ENSG00000116198
chr1	3882429	3888429	DFFB	0	+	ENSG00000169598
chr1	3897293	3903293	C1orf174	0	-	ENSG00000198912
chr1	4789534	4795534	AJAP1	0	+	ENSG00000196581
chr1	5989473	5995473	NPHP4	0	-	ENSG00000131697
chr1	6098193	6104193	KCNAB2	0	+	ENSG00000069424
chr1	6206389	6212389	RPL22	0	-	ENSG00000116251
chr1	6218299	6224299	RNF207	0	+	ENSG00000158286
chr1	6232972	6238972	ICMT	0	-	ENSG00000116237
chr1	6258098	6264098	GPR153	0	-	ENSG00000158292
chr1	6390767	6396767	ACOT7	0	-	ENSG00000097021
chr1	6421670	6427670	HES2	0	-	ENSG00000069812
chr1	6458367	6464367	ESPN	0	+	ENSG00000187017
chr1	6463175	6469175	TNFRSF25	0	-	ENSG00000215788
chr1	6517074	6523074	PLEKHG5	0	-	ENSG00000171680
chr1	6551513	6557513	NOL9	0	-	ENSG00000162408
chr1	6586280	6592280	ZBTB48	0	+	ENSG00000204859
chr1	6611607	6617607	KLHL21	0	-	ENSG00000162413
chr1	6621030	6627030	PHF13	0	+	ENSG00000116273
chr1	6632586	6638586	THAP3	0	+	ENSG00000041988
chr1	6698924	6704924	DNAJC11	0	-	ENSG00000007923
chr1	7766706	7772706	CAMTA1	0	+	ENSG00000171735
chr1	7778432	7784432	VAMP3	0	+	ENSG00000049245
chr1	7842177	7848177	PER3	0	+	ENSG00000049246
chr1	7850512	7856512	UTS2	0	-	ENSG00000049247
chr1	7940165	7946165	TNFRSF9	0	-	ENSG00000049249
chr1	7982505	7988505	PARK7	0	+	ENSG00000116288
chr1	8023309	8029309	ERRFI1	0	-	ENSG00000116285
chr1	8341167	8347167	SLC45A1	0	+	ENSG00000162426
chr1	8845921	8851921	RERE	0	-	ENSG00000142599
chr1	8876190	8882190	ENO1	0	-	ENSG00000074800
chr1	8972092	8978092	CA6	0	+	ENSG00000131686
chr1	9085478	9091478	SLC2A5	0	-	ENSG00000142583
chr1	9126102	9132102	GPR157	0	-	ENSG00000180758
chr1	9268337	9274337	H6PD	0	+	ENSG00000049239
chr1	9366532	9372532	SPSB1	0	+	ENSG00000171621
chr1	9582173	9588173	SLC25A33	0	+	ENSG00000171612
chr1	9611877	9617877	TMEM201	0	+	ENSG00000188807
chr1	9726114	9732114	PIK3CD	0	+	ENSG00000171608
chr1	9820984	9826984	CLSTN1	0	-	ENSG00000171603
chr1	9907336	9913336	CTNNBIP1	0	-	ENSG00000178585
chr1	9940407	9946407	LZIC	0	-	ENSG00000162441
chr1	9982501	9988501	NMNAT1	0	+	ENSG00000173614
chr1	10013021	10019021	RBP7	0	+	ENSG00000162444
chr1	10178239	10184239	UBE4B	0	+	ENSG00000130939
chr1	10378603	10384603	KIF1B	0	+	ENSG00000054523
chr1	10417511	10423511	PGD	0	+	ENSG00000142657
chr1	10449153	10455153	CENPS-CORT	0	+	ENSG00000251503
chr1	10469529	10475529	DFFA	0	-	ENSG00000160049
chr1	10627758	10633758	PEX14	0	+	ENSG00000142655
chr1	10793650	10799650	CASZ1	0	-	ENSG00000130940
chr1	11027528	11033528	TARDBP	0	+	ENSG00000120948
chr1	11044239	11050239	MASP2	0	-	ENSG00000009724
chr1	11057020	11063020	SRM	0	-	ENSG00000116649
chr1	11096869	11102869	EXOSC10	0	-	ENSG00000171824
chr1	11192981	11198981	ANGPTL7	0	+	ENSG00000171819
chr1	11259551	11265551	MTOR	0	-	ENSG00000198793
chr1	11293049	11299049	UBIAD1	0	+	ENSG00000120942
chr1	11534551	11540551	DISP3	0	+	ENSG00000204624
chr1	11652785	11658785	FBXO2	0	-	ENSG00000116661
chr1	11660327	11666327	FBXO44	0	+	ENSG00000132879
chr1	11671354	11677354	FBXO6	0	+	ENSG00000116663
chr1	11688650	11694650	MAD2L2	0	-	ENSG00000116670
chr1	11722857	11728857	DRAXIN	0	+	ENSG00000162490
chr1	11751802	11757802	AGTRAP	0	+	ENSG00000177674
chr1	11786585	11792585	C1orf167	0	+	ENSG00000215910
chr1	11803455	11809455	MTHFR	0	-	ENSG00000177000
chr1	11845079	11851079	CLCN6	0	+	ENSG00000011021
chr1	11923428	11929428	KIAA2013	0	-	ENSG00000116685
chr1	11972538	11978538	PLOD1	0	+	ENSG00000083444
chr1	12012211	12018211	MFN2	0	+	ENSG00000116688
chr1	12029045	12035045	MIIP	0	+	ENSG00000116691
chr1	12141207	12147207	TNFRSF8	0	+	ENSG00000120949
chr1	12206228	12212228	TNFRSF1B	0	+	ENSG00000028137
chr1	12509047	12515047	VPS13D	0	+	ENSG00000048707
chr1	12615210	12621210	DHRS3	0	-	ENSG00000162496
chr1	12845720	12851720	HNRNPCL1	0	-	ENSG00000179172
chr1	13113854	13119854	HNRNPCL2	0	-	ENSG00000275774
chr1	13614957	13620957	PDPN	0	+	ENSG00000162493
chr1	13822079	13828079	PRDM2	0	+	ENSG00000116731
chr1	15115043	15121043	KAZN	0	+	ENSG00000189337
chr1	15217478	15223478	TMEM51	0	+	ENSG00000171729
chr1	15397283	15403283	FHAD1	0	+	ENSG00000142621
chr1	15427339	15433339	EFHD2	0	+	ENSG00000142634
chr1	15523534	15529534	CASP9	0	-	ENSG00000132906
chr1	15582051	15588051	AGMAT	0	-	ENSG00000116771
chr1	15589379	15595379	DNAJC16	0	+	ENSG00000116138
chr1	15666044	15672044	DDI2	0	+	ENSG00000197312
chr1	15731769	15737769	PLEKHM2	0	+	ENSG00000116786
chr1	15783594	15789594	FBLIM1	0	+	ENSG00000162458
chr1	15806348	15812348	UQCRHL	0	-	ENSG00000233954
chr1	15937456	15943456	SPEN	0	+	ENSG00000065526
chr1	15973132	15979132	ZBTB17	0	-	ENSG00000116809
chr1	16005807	16011807	SRARP	0	+	ENSG00000183888
chr1	16016594	16022594	HSPB7	0	-	ENSG00000173641
chr1	16153069	16159069	EPHA2	0	-	ENSG00000142627
chr1	16209652	16215652	ARHGEF19	0	-	ENSG00000142632
chr1	16234183	16240183	CPLANE2	0	-	ENSG00000132881
chr1	16349480	16355480	FBXO42	0	-	ENSG00000037637
chr1	16395145	16401145	SZRD1	0	+	ENSG00000055070
chr1	16434424	16440424	SPATA21	0	-	ENSG00000187144
chr1	16457078	16463078	NECAP2	0	+	ENSG00000157191
chr1	16610562	16616562	NBPF1	0	-	ENSG00000219481
chr1	16969964	16975964	CROCC	0	+	ENSG00000058453
chr1	16977632	16983632	MFAP2	0	-	ENSG00000117122
chr1	17008928	17014928	ATP13A2	0	-	ENSG00000159363
chr1	17051032	17057032	SDHB	0	-	ENSG00000117118
chr1	17116451	17122451	PADI2	0	-	ENSG00000117115
chr1	17281233	17287233	PADI3	0	+	ENSG00000142619
chr1	17436677	17442677	RCC2	0	-	ENSG00000179051
chr1	17694874	17700874	ARHGEF10L	0	+	ENSG00000074964
chr1	17824063	17830063	ACTL8	0	+	ENSG00000117148
chr1	18375483	18381483	IGSF21	0	+	ENSG00000117154
chr1	18482974	18488974	KLHDC7A	0	+	ENSG00000179023
chr1	18745866	18751866	PAX7	0	+	ENSG00000009709
chr1	18899724	18905724	ALDH4A1	0	-	ENSG00000159423
chr1	18953676	18959676	IFFO2	0	-	ENSG00000169991
chr1	19207266	19213266	UBR4	0	-	ENSG00000127481
chr1	19248552	19254552	EMC1	0	-	ENSG00000127463
chr1	19257128	19263128	MRTO4	0	+	ENSG00000053372
chr1	19285770	19291770	AKR7A3	0	-	ENSG00000162482
chr1	19309144	19315144	AKR7A2	0	-	ENSG00000053371
chr1	19326300	19332300	SLC66A1	0	+	ENSG00000040487
chr1	19482539	19488539	CAPZB	0	-	ENSG00000077549
chr1	19626821	19632821	MICOS10	0	+	ENSG00000173436
chr1	19796945	19802945	TMCO4	0	-	ENSG00000162542
chr1	19909945	19915945	OTUD3	0	+	ENSG00000169914
chr1	19977416	19983416	PLA2G2A	0	-	ENSG00000188257
chr1	20116566	20122566	PLA2G2D	0	-	ENSG00000117215
chr1	20193050	20199050	UBXN10	0	+	ENSG00000162543
chr1	20483210	20489210	CAMK2N1	0	-	ENSG00000162545
chr1	20505151	20511151	MUL1	0	-	ENSG00000090432
chr1	20615903	20621903	CDA	0	+	ENSG00000158825
chr1	20648511	20654511	PINK1	0	+	ENSG00000158828
chr1	20658544	20664544	DDOST	0	-	ENSG00000244038
chr1	20715017	20721017	KIF17	0	-	ENSG00000117245
chr1	20784323	20790323	HP1BP3	0	-	ENSG00000127483
chr1	21174285	21180285	EIF4G3	0	-	ENSG00000075151
chr1	21342572	21348572	ECE1	0	-	ENSG00000117298
chr1	21482005	21488005	NBPF3	0	+	ENSG00000142794
chr1	21575410	21581410	ALPL	0	+	ENSG00000162551
chr1	21666357	21672357	RAP1GAP	0	-	ENSG00000076864
chr1	21780606	21786606	USP48	0	-	ENSG00000090686
chr1	21822225	21828225	LDLRAD2	0	+	ENSG00000187942
chr1	21934310	21940310	HSPG2	0	-	ENSG00000142798
chr1	22098360	22104360	CDC42	0	+	ENSG00000070831
chr1	22140969	22146969	WNT4	0	-	ENSG00000162552
chr1	22528157	22534157	ZBTB40	0	+	ENSG00000184677
chr1	22600595	22606595	EPHA8	0	+	ENSG00000070886
chr1	22636678	22642678	C1QA	0	+	ENSG00000173372
chr1	22645110	22651110	C1QC	0	+	ENSG00000159189
chr1	22658637	22664637	C1QB	0	+	ENSG00000173369
chr1	22918500	22924500	EPHB2	0	+	ENSG00000133216
chr1	23080689	23086689	KDM1A	0	+	ENSG00000004487
chr1	23174808	23180808	LUZP1	0	-	ENSG00000169641
chr1	23341336	23347336	HNRNPR	0	-	ENSG00000125944
chr1	23366836	23372836	ZNF436	0	-	ENSG00000125945
chr1	23421748	23427748	TCEA3	0	-	ENSG00000204219
chr1	23481568	23487568	ASAP3	0	-	ENSG00000088280
chr1	23528233	23534233	E2F2	0	-	ENSG00000007968
chr1	23556501	23562501	ID3	0	-	ENSG00000117318
chr1	23693835	23699835	RPL11	0	+	ENSG00000142676
chr1	23759059	23765059	ELOA	0	+	ENSG00000011007
chr1	23785232	23791232	PITHD1	0	+	ENSG00000057757
chr1	23792539	23798539	LYPLA2	0	+	ENSG00000011009
chr1	23797781	23803781	GALE	0	-	ENSG00000117308
chr1	23835620	23841620	HMGCL	0	-	ENSG00000117305
chr1	23865290	23871290	FUCA1	0	-	ENSG00000179163
chr1	23960462	23966462	PNRC2	0	+	ENSG00000189266
chr1	23977927	23983927	SRSF10	0	-	ENSG00000188529
chr1	24109135	24115135	MYOM3	0	-	ENSG00000142661
chr1	24184959	24190959	IFNLR1	0	-	ENSG00000185436
chr1	24361482	24367482	GRHL3	0	+	ENSG00000158055
chr1	24413934	24419934	STPG1	0	-	ENSG00000001460
chr1	24469976	24475976	NIPAL3	0	+	ENSG00000001461
chr1	24538040	24544040	RCAN3	0	+	ENSG00000117602
chr1	24606328	24612328	NCMAP	0	+	ENSG00000184454
chr1	24670281	24676281	SRRM1	0	+	ENSG00000133226
chr1	24841321	24847321	CLIC4	0	+	ENSG00000169504
chr1	24962121	24968121	RUNX3	0	-	ENSG00000020633
chr1	25229502	25235502	SYF2	0	-	ENSG00000117614
chr1	25335213	25341213	RSRP1	0	-	ENSG00000117616
chr1	25359361	25365361	TMEM50A	0	+	ENSG00000183726
chr1	25427192	25433192	RHCE	0	-	ENSG00000188672
chr1	25497209	25503209	MACO1	0	+	ENSG00000204178
chr1	25565886	25571886	LDLRAP1	0	+	ENSG00000157978
chr1	25783206	25789206	MAN1C1	0	+	ENSG00000117643
chr1	25815221	25821221	SELENON	0	+	ENSG00000162430
chr1	25829942	25835942	MTFR1L	0	+	ENSG00000117640
chr1	25856458	25862458	AUNIP	0	-	ENSG00000127423
chr1	25872708	25878708	PAQR7	0	-	ENSG00000182749
chr1	25903991	25909991	STMN1	0	-	ENSG00000117632
chr1	25995117	26001117	PAFAH2	0	-	ENSG00000158006
chr1	26033464	26039464	EXTL1	0	+	ENSG00000158008
chr1	26043118	26049118	SLC30A2	0	-	ENSG00000158014
chr1	26122555	26128555	PDIK1L	0	+	ENSG00000175087
chr1	26160962	26166962	FAM110D	0	+	ENSG00000197245
chr1	26167873	26173873	ZNF593	0	+	ENSG00000142684
chr1	26168831	26174831	ZNF593OS	0	-	ENSG00000236782
chr1	26186884	26192884	CNKSR1	0	+	ENSG00000142675
chr1	26275808	26281808	CEP85	0	+	ENSG00000130695
chr1	26278522	26284522	SH3BGRL3	0	+	ENSG00000142669
chr1	26315363	26321363	UBXN11	0	-	ENSG00000158062
chr1	26317523	26323523	CD52	0	+	ENSG00000169442
chr1	26357080	26363080	CRYBG2	0	-	ENSG00000176092
chr1	26371522	26377522	ZNF683	0	-	ENSG00000176083
chr1	26426728	26432728	LIN28A	0	+	ENSG00000131914
chr1	26468306	26474306	DHDDS	0	+	ENSG00000117682
chr1	26473642	26479642	HMGN2	0	+	ENSG00000198830
chr1	26572030	26578030	RPS6KA1	0	+	ENSG00000117676
chr1	26779104	26785104	ARID1A	0	+	ENSG00000117713
chr1	26797659	26803659	PIGV	0	+	ENSG00000060642
chr1	26854604	26860604	ZDHHC18	0	+	ENSG00000204160
chr1	26861456	26867456	SFN	0	+	ENSG00000175793
chr1	26887283	26893283	GPN2	0	-	ENSG00000142751
chr1	26897467	26903467	GPATCH3	0	-	ENSG00000198746
chr1	26943871	26949871	NUDC	0	+	ENSG00000090273
chr1	26957468	26963468	KDF1	0	-	ENSG00000175707
chr1	26997886	27003886	TRNP1	0	+	ENSG00000253368
chr1	27009850	27015850	TENT5B	0	-	ENSG00000158246
chr1	27163981	27169981	SLC9A1	0	-	ENSG00000090020
chr1	27305636	27311636	WDTC1	0	+	ENSG00000142784
chr1	27333400	27339400	TMEM222	0	+	ENSG00000186501
chr1	27350937	27356937	SYTL1	0	+	ENSG00000142765
chr1	27363961	27369961	MAP3K6	0	-	ENSG00000142733
chr1	27371824	27377824	FCN3	0	-	ENSG00000142748
chr1	27380333	27386333	CD164L2	0	-	ENSG00000174950
chr1	27487167	27493167	WASF2	0	-	ENSG00000158195
chr1	27601431	27607431	AHDC1	0	-	ENSG00000126705
chr1	27632185	27638185	FGR	0	-	ENSG00000000938
chr1	27669212	27675212	IFI6	0	-	ENSG00000126709
chr1	27760116	27766116	FAM76A	0	+	ENSG00000009780
chr1	27821443	27827443	STX12	0	+	ENSG00000117758
chr1	27848676	27854676	PPP1R8	0	+	ENSG00000117751
chr1	27883685	27889685	THEMIS2	0	+	ENSG00000130775
chr1	27911746	27917746	RPA2	0	-	ENSG00000117748
chr1	27956157	27962157	SMPDL3B	0	+	ENSG00000130768
chr1	27965093	27971093	XKR8	0	+	ENSG00000158156
chr1	28085637	28091637	EYA3	0	-	ENSG00000158161
chr1	28190936	28196936	PTAFR	0	-	ENSG00000169403
chr1	28230029	28236029	DNAJC8	0	-	ENSG00000126698
chr1	28243906	28249906	ATP5IF1	0	+	ENSG00000130770
chr1	28279491	28285491	SESN2	0	+	ENSG00000130766
chr1	28332965	28338965	MED18	0	+	ENSG00000130772
chr1	28497364	28503364	PHACTR4	0	+	ENSG00000204138
chr1	28536300	28542300	RCC1	0	+	ENSG00000180198
chr1	28575545	28581545	TRNAU1AP	0	+	ENSG00000180098
chr1	28592449	28598449	RAB42	0	+	ENSG00000188060
chr1	28645291	28651291	TAF12	0	-	ENSG00000120656
chr1	28716353	28722353	GMEB1	0	+	ENSG00000162419
chr1	28766775	28772775	YTHDF2	0	+	ENSG00000198492
chr1	28868267	28874267	OPRD1	0	+	ENSG00000116329
chr1	29117046	29123046	EPB41	0	+	ENSG00000159023
chr1	29120903	29126903	TMEM200B	0	-	ENSG00000253304
chr1	29178900	29184900	SRSF4	0	-	ENSG00000116350
chr1	29227942	29233942	MECR	0	-	ENSG00000116353
chr1	29323813	29329813	PTPRU	0	+	ENSG00000060656
chr1	30754774	30760774	LAPTM5	0	-	ENSG00000162511
chr1	30905758	30911758	SDC3	0	-	ENSG00000162512
chr1	31062991	31068991	PUM1	0	-	ENSG00000134644
chr1	31236887	31242887	NKAIN1	0	-	ENSG00000084628
chr1	31293788	31299788	SNRNP40	0	-	ENSG00000060688
chr1	31361953	31367953	ZCCHC17	0	+	ENSG00000121766
chr1	31373850	31379850	FABP3	0	-	ENSG00000121769
chr1	31431680	31437680	SERINC2	0	+	ENSG00000168528
chr1	31584686	31590686	TINAGL1	0	+	ENSG00000142910
chr1	31641896	31647896	PEF1	0	-	ENSG00000162517
chr1	31701319	31707319	COL16A1	0	-	ENSG00000084636
chr1	31761893	31767893	ADGRB2	0	-	ENSG00000121753
chr1	31813022	31819022	SPOCD1	0	-	ENSG00000134668
chr1	31941856	31947856	PTP4A2	0	-	ENSG00000184007
chr1	32057850	32063850	KHDRBS1	0	+	ENSG00000121774
chr1	32099866	32105866	TMEM39B	0	+	ENSG00000121775
chr1	32173563	32179563	KPNA6	0	+	ENSG00000025800
chr1	32195285	32201285	TXLNA	0	+	ENSG00000084652
chr1	32202453	32208453	CCDC28B	0	+	ENSG00000160050
chr1	32205682	32211682	IQCC	0	+	ENSG00000160051
chr1	32219359	32225359	TMEM234	0	-	ENSG00000160055
chr1	32242397	32248397	EIF3I	0	+	ENSG00000084623
chr1	32245856	32251856	FAM167B	0	+	ENSG00000183615
chr1	32283165	32289165	LCK	0	+	ENSG00000182866
chr1	32330635	32336635	HDAC1	0	+	ENSG00000116478
chr1	32333233	32339233	MARCKSL1	0	-	ENSG00000175130
chr1	32361278	32367278	FAM229A	0	-	ENSG00000225828
chr1	32361312	32367312	TSSK3	0	+	ENSG00000162526
chr1	32391731	32397731	BSDC1	0	-	ENSG00000160058
chr1	32597792	32603792	ENSG00000254553	0	+	ENSG00000254553
chr1	32647903	32653903	ZBTB8OS	0	-	ENSG00000176261
chr1	32683211	32689211	RBBP4	0	+	ENSG00000162521
chr1	32700596	32706596	SYNC	0	-	ENSG00000162520
chr1	32771970	32777970	KIAA1522	0	+	ENSG00000162522
chr1	32814380	32820380	YARS1	0	-	ENSG00000134684
chr1	32855875	32861875	S100PBP	0	+	ENSG00000116497
chr1	32869482	32875482	FNDC5	0	-	ENSG00000160097
chr1	32895441	32901441	HPCA	0	+	ENSG00000121905
chr1	32898438	32904438	TMEM54	0	-	ENSG00000121900
chr1	32961809	32967809	RNF19B	0	-	ENSG00000116514
chr1	33077996	33083996	AK2	0	-	ENSG00000004455
chr1	33120492	33126492	AZIN2	0	+	ENSG00000142920
chr1	33179059	33185059	TRIM62	0	-	ENSG00000116525
chr1	33297719	33303719	ZNF362	0	+	ENSG00000160094
chr1	33428095	33434095	PHC2	0	-	ENSG00000134686
chr1	33498643	33504643	ZSCAN20	0	+	ENSG00000121903
chr1	34162842	34168842	CSMD2	0	-	ENSG00000121904
chr1	34755512	34761512	GJB5	0	+	ENSG00000189280
chr1	34783369	34789369	GJB3	0	+	ENSG00000188910
chr1	34792747	34798747	GJA4	0	+	ENSG00000187513
chr1	34856755	34862755	SMIM12	0	-	ENSG00000163866
chr1	35028741	35034741	ENSG00000271741	0	-	ENSG00000271741
chr1	35112859	35118859	ZMYM1	0	+	ENSG00000197056
chr1	35190145	35196145	SFPQ	0	-	ENSG00000116560
chr1	35419058	35425058	ZMYM4	0	+	ENSG00000146463
chr1	35554950	35560950	KIAA0319L	0	-	ENSG00000142687
chr1	35564274	35570274	NCDN	0	+	ENSG00000020129
chr1	35638526	35644526	PSMB2	0	-	ENSG00000126067
chr1	35715894	35721894	C1orf216	0	-	ENSG00000142686
chr1	35766978	35772978	CLSPN	0	-	ENSG00000092853
chr1	35854890	35860890	AGO4	0	+	ENSG00000134698
chr1	35927532	35933532	AGO1	0	+	ENSG00000092847
chr1	36069500	36075500	AGO3	0	+	ENSG00000126070
chr1	36085275	36091275	TEKT2	0	+	ENSG00000092850
chr1	36090932	36096932	ADPRS	0	+	ENSG00000116863
chr1	36122222	36128222	COL8A2	0	-	ENSG00000171812
chr1	36153053	36159053	TRAPPC3	0	-	ENSG00000054116
chr1	36177849	36183849	MAP7D1	0	+	ENSG00000116871
chr1	36302357	36308357	THRAP3	0	+	ENSG00000054118
chr1	36321154	36327154	EVA1B	0	-	ENSG00000142694
chr1	36326340	36332340	SH3D21	0	+	ENSG00000214193
chr1	36382924	36388924	STK40	0	-	ENSG00000196182
chr1	36394908	36400908	LSM10	0	-	ENSG00000181817
chr1	36447451	36453451	OSCP1	0	-	ENSG00000116885
chr1	36461384	36467384	MRPS15	0	-	ENSG00000116898
chr1	36480278	36486278	CSF3R	0	-	ENSG00000119535
chr1	37031515	37037515	GRIK3	0	-	ENSG00000163873
chr1	37481377	37487377	ZC3H12A	0	+	ENSG00000163874
chr1	37511766	37517766	MEAF6	0	-	ENSG00000163875
chr1	37551293	37557293	SNIP1	0	-	ENSG00000163877
chr1	37563857	37569857	DNALI1	0	+	ENSG00000163879
chr1	37592937	37598937	GNL2	0	-	ENSG00000134697
chr1	37631892	37637892	RSPO1	0	-	ENSG00000169218
chr1	37689249	37695249	C1orf109	0	-	ENSG00000116922
chr1	37706719	37712719	CDCA8	0	+	ENSG00000134690
chr1	37762133	37768133	EPHA10	0	-	ENSG00000183317
chr1	37798137	37804137	MANEAL	0	+	ENSG00000185090
chr1	37805208	37811208	YRDC	0	-	ENSG00000196449
chr1	37806454	37812454	C1orf122	0	+	ENSG00000197982
chr1	37856592	37862592	MTF1	0	-	ENSG00000188786
chr1	37944057	37950057	INPP5B	0	-	ENSG00000204084
chr1	37987075	37993075	SF3A3	0	-	ENSG00000183431
chr1	38002606	38008606	FHL3	0	-	ENSG00000183386
chr1	38021820	38027820	UTP11	0	+	ENSG00000183520
chr1	38856772	38862772	RRAGC	0	-	ENSG00000116954
chr1	38878617	38884617	ENSG00000274944	0	-	ENSG00000274944
chr1	38938830	38944830	RHBDL2	0	-	ENSG00000158315
chr1	39003059	39009059	AKIRIN1	0	+	ENSG00000174574
chr1	39031636	39037636	NDUFS5	0	+	ENSG00000168653
chr1	39484177	39490177	MACF1	0	+	ENSG00000127603
chr1	39526869	39532869	BMP8A	0	+	ENSG00000183682
chr1	39573790	39579790	PABPC4	0	-	ENSG00000090621
chr1	39636643	39642643	HEYL	0	-	ENSG00000163909
chr1	39760914	39766914	PPIE	0	+	ENSG00000084072
chr1	39785865	39791865	BMP8B	0	-	ENSG00000116985
chr1	39880511	39886511	TRIT1	0	-	ENSG00000043514
chr1	39899256	39905256	MYCL	0	-	ENSG00000116990
chr1	39966968	39972968	MFSD2A	0	+	ENSG00000168389
chr1	40069649	40075649	CAP1	0	+	ENSG00000131236
chr1	40094260	40100260	PPT1	0	-	ENSG00000131238
chr1	40237921	40243921	RLF	0	+	ENSG00000117000
chr1	40291180	40297180	ZMPSTE24	0	+	ENSG00000084073
chr1	40314813	40320813	COL9A2	0	-	ENSG00000049089
chr1	40420326	40426326	SMAP2	0	+	ENSG00000084070
chr1	40460718	40466718	ZFP69B	0	+	ENSG00000187801
chr1	40493343	40499343	ZFP69	0	+	ENSG00000187815
chr1	40513038	40519038	EXO5	0	+	ENSG00000164002
chr1	40545167	40551167	ZNF684	0	+	ENSG00000117010
chr1	40662682	40668682	RIMS3	0	-	ENSG00000117016
chr1	40768603	40774603	NFYC	0	+	ENSG00000066136
chr1	40837452	40843452	KCNQ4	0	+	ENSG00000117013
chr1	40859363	40865363	CITED4	0	-	ENSG00000179862
chr1	41009565	41015565	CTPS1	0	+	ENSG00000171793
chr1	41239154	41245154	SCMH1	0	-	ENSG00000010803
chr1	41380590	41386590	FOXO6	0	+	ENSG00000204060
chr1	41481683	41487683	EDN2	0	-	ENSG00000127129
chr1	42032925	42038925	HIVEP3	0	-	ENSG00000127124
chr1	42332877	42338877	FOXJ3	0	-	ENSG00000198815
chr1	42421232	42427232	RIMKLA	0	+	ENSG00000177181
chr1	42453253	42459253	ZMYND12	0	-	ENSG00000066185
