Chr	Start	End	Name	Region_Type	Orientation
chr1	16234183	16249840	CPLANE2-FBXO42	T	--
chr1	16977632	16988958	MFAP2-ATP13A2	T	--
chr1	17008928	17021722	ATP13A2-SDHB	T	--
chr1	17243007	17252098	PADI1-PADI3	T	++
chr1	17361004	17375196	PADI4-PADI6	T	++
chr1	18899724	18907280	ALDH4A1-IFFO2	T	--
chr1	19207266	19218660	UBR4-EMC1	T	--
chr1	20658544	20667014	DDOST-KIF17	T	--
chr1	20715017	20722731	KIF17-SH2D5	T	--
chr1	20729837	20743266	SH2D5-HP1BP3	T	--
chr1	21666357	21681298	RAP1GAP-USP48	T	--
chr1	21995642	22004657	CELA3B-CELA3A	T	++
chr1	22636678	22646633	C1QA-C1QC	T	++
chr1	22645110	22655762	C1QC-C1QB	T	++
chr1	23421748	23431563	TCEA3-ASAP3	T	--
chr1	23785232	23794145	PITHD1-LYPLA2	T	++
chr1	23797781	23804885	GALE-HMGCL	T	--
chr1	23835620	23848077	HMGCL-FUCA1	T	--
chr1	23865290	23873515	FUCA1-CNR2	T	--
chr1	24109135	24122771	MYOM3-IL22RA1	T	--
chr1	25229502	25245249	SYF2-RSRP1	T	--
chr1	25327445	25341317	RHD-TMEM50A	T	++
chr1	25815221	25821640	SELENON-MTFR1L	T	++
chr1	25856458	25864484	AUNIP-PAQR7	T	--
chr1	25872708	25887181	PAQR7-STMN1	T	--
chr1	26043118	26054301	SLC30A2-TRIM63	T	--
chr1	26165963	26172516	C1orf232-ZNF593OS	T	--
chr1	26167873	26180484	ZNF593-CNKSR1	T	++
chr1	26186884	26193561	CNKSR1-CATSPER4	T	++
chr1	26275808	26283086	CEP85-SH3BGRL3	T	++
chr1	26357080	26364634	CRYBG2-ZNF683	T	--
chr1	26426728	26435282	LIN28A-DHDDS	T	++
chr1	26468306	26475440	DHDDS-HMGN2	T	++
chr1	26779104	26790054	ARID1A-PIGV	T	++
chr1	26854604	26866149	ZDHHC18-SFN	T	++
chr1	26887283	26893488	GPN2-GPATCH3	T	--
chr1	27333400	27345020	TMEM222-SYTL1	T	++
chr1	27363961	27372110	MAP3K6-FCN3	T	--
chr1	27371824	27382176	FCN3-CD164L2	T	--
chr1	27601431	27615064	AHDC1-FGR	T	--
chr1	27821443	27833782	STX12-PPP1R8	T	++
chr1	27956157	27962588	SMPDL3B-XKR8	T	++
chr1	28190936	28202456	PTAFR-DNAJC8	T	--
chr1	28497364	28508943	PHACTR4-RCC1	T	++
chr1	30720585	30735469	MATN1-LAPTM5	T	--
chr1	31641896	31655263	PEF1-COL16A1	T	--
chr1	32099866	32111056	TMEM39B-KPNA6	T	++
chr1	32173563	32182675	KPNA6-TXLNA	T	++
chr1	32195285	32203595	TXLNA-CCDC28B	T	++
chr1	32202453	32208671	CCDC28B-IQCC	T	++
chr1	32205682	32212089	IQCC-DCDC2B	T	++
chr1	32242397	32250222	EIF3I-FAM167B	T	++
chr1	32245856	32254239	FAM167B-LCK	T	++
chr1	32283165	32295083	LCK-HDAC1	T	++
chr1	32361278	32367633	FAM229A-BSDC1	T	--
chr1	33318098	33326623	A3GALT2-PHC2	T	--
chr1	34755512	34762740	GJB5-GJB4	T	++
chr1	34783369	34795999	GJB3-GJA4	T	++
chr1	35564274	35576314	NCDN-TFAP2E	T	++
chr1	35715894	35723218	C1orf216-CLSPN	T	--
chr1	35927532	35933718	AGO1-AGO3	T	++
chr1	36085275	36091892	TEKT2-ADPRS	T	++
chr1	36302357	36309368	THRAP3-SH3D21	T	++
chr1	36382924	36394238	STK40-LSM10	T	--
chr1	36447451	36458718	OSCP1-MRPS15	T	--
chr1	36461384	36469043	MRPS15-CSF3R	T	--
chr1	37856592	37863697	MTF1-INPP5B	T	--
chr1	37944057	37959975	INPP5B-SF3A3	T	--
chr1	37987075	37999770	SF3A3-FHL3	T	--
chr1	38856772	38867501	RRAGC-ENSG00000274944	T	--
chr1	38878617	38888807	ENSG00000274944-RHBDL2	T	--
chr1	39484177	39494636	MACF1-BMP8A	T	++
chr1	39669107	39681648	NT5C1A-HPCAL4	T	--
chr1	40237921	40248947	RLF-TMCO2	T	++
chr1	40248684	40261041	TMCO2-ZMPSTE24	T	++
chr1	41020237	41030200	SLFNL1-SCMH1	T	--
chr1	42654190	42661335	CCDC30-PPIH	T	++
chr1	42673758	42685418	PPIH-YBX1	T	++
chr1	42737254	42749335	CLDN19-P3H1	T	--
chr1	42841991	42849573	ERMAP-ZNF691	T	++
chr1	43351466	43361981	MPL-CDC20	T	++
chr1	43928014	43936320	ENSG00000284989-ARTN	T	++
chr1	43934240	43949950	ARTN-IPO13	T	++
chr1	43965022	43973000	IPO13-DPH2	T	++
chr1	43970369	43977487	DPH2-ATP6V0B	T	++
chr1	43975295	43981943	ATP6V0B-B4GALT2	T	++
chr1	43988170	43994359	B4GALT2-CCDC24	T	++
chr1	44764767	44778251	KIF2C-RPS8	T	++
chr1	44840253	44853522	PTCH2-EIF2B3	T	--
chr1	45621057	45630304	CCDC17-GPBP1L1	T	--
chr1	46540969	46548641	TMEM275-KNCN	T	--
chr1	46548647	46560407	KNCN-MKNK1	T	--
chr1	51342116	51357263	TTC39A-EPS15	T	--
chr1	52363205	52375829	CC2D1B-ORC1	T	--
chr1	53217634	53229900	CZIB-MAGOH	T	--
chr1	53235518	53245364	MAGOH-LRP8	T	--
chr1	54015186	54029681	LDLRAD1-TMEM59	T	--
chr1	54989288	55001933	TMEM61-BSND	T	++
chr1	59807647	59817786	FGGY-HOOK1	T	++
chr1	65412871	65423652	DNAJC6-LEPR	T	++
chr1	66748139	66755459	SGIP1-DYNLT5	T	++
chr1	75784575	75799882	ACADM-MSH4	T	++
chr1	77876540	77891513	MIGA1-NEXN	T	++
chr1	78643145	78652796	IFI44L-IFI44	T	++
chr1	84386957	84401484	SAMD13-DNASE2B	T	++
chr1	85256672	85268776	C1orf52-BCL10	T	--
chr1	93876918	93888199	DNTTIP2-GCLM	T	--
chr1	100175273	100189919	LRRC39-DBT	T	--
chr1	108699928	108715908	PRPF38B-FNDC7	T	++
chr1	108739749	108749674	FNDC7-STXBP3	T	++
chr1	109203781	109216918	ELAPOR1-SARS1	T	++
chr1	109280186	109295365	PSRC1-MYBPHL	T	--
chr1	109304011	109312568	MYBPHL-SORT1	T	--
chr1	109394918	109402042	SORT1-PSMA5	T	--
chr1	109479134	109486479	SYPL2-ATXN7L2	T	++
chr1	109489804	109497052	ATXN7L2-CYB561D1	T	++
chr1	109545406	109551615	GPR61-GNAI3	T	++
chr1	109706551	109714780	GSTM2-GSTM5	T	++
chr1	109738038	109753080	GSTM3-EPS8L3	T	--
chr1	110020742	110034577	AHCYL1-STRIP1	T	++
chr1	110199202	110213314	SLC6A17-KCNC4	T	++
chr1	110516175	110522837	KCNA10-KCNA2	T	--
chr1	112460456	112469541	CTTNBP2NL-WNT2B	T	++
chr1	112668616	112676141	CAPZA1-MOV10	T	++
chr1	113756489	113764832	PHTF1-RSBN1	T	--
chr1	113809476	113816811	RSBN1-PTPN22	T	--
chr1	113868753	113879816	PTPN22-BCL2L15	T	--
chr1	113884581	113897194	BCL2L15-AP4B1	T	--
chr1	113974869	113982391	HIPK1-OLFML3	T	++
chr1	114578629	114585848	BCAS2-DENND2C	T	--
chr1	114667422	114676090	DENND2C-AMPD1	T	--
chr1	114692618	114707469	AMPD1-NRAS	T	--
chr1	114713771	114719913	NRAS-CSDE1	T	--
chr1	116568039	116577399	CD58-IGSF3	T	--
chr1	145841402	145848630	POLR3C-NUDT17	T	++
chr1	145856836	145869560	PIAS3-ANKRD35	T	--
chr1	145882866	145894208	ANKRD35-ITGA10	T	--
chr1	145907111	145920714	ITGA10-ENSG00000289565	T	--
chr1	145955017	145962441	LIX1L-ANKRD34A	T	--
chr1	147169550	147178351	PRKAB2-FMO5	T	--
chr1	149809373	149816225	H2BC18-H3C13	T	--
chr1	149838208	149845218	H3C14-H2AC18	T	--
chr1	149848594	149855608	H2AC19-H3C15	T	++
chr1	149914844	149926317	SV2A-SF3B4	T	--
chr1	149924803	149931651	SF3B4-MTMR11	T	--
chr1	149933879	149940812	MTMR11-OTUD7B	T	--
chr1	150142329	150152183	VPS45-PLEKHO1	T	++
chr1	150277916	150285543	C1orf54-CIART	T	++
chr1	150284093	150296861	CIART-MRPS21	T	++
chr1	150350233	150366091	PRPF3-RPRD2	T	++
chr1	150504602	150511062	TARS2-ECM1	T	++
chr1	150694154	150701060	GOLPH3L-HORMAD1	T	--
chr1	150717895	150733079	HORMAD1-CTSS	T	--
chr1	150806577	150812713	CTSK-ARNT	T	--
chr1	151032713	151039321	PRUNE1-BNIPL	T	++
chr1	151044720	151050751	BNIPL-C1orf56	T	++
chr1	151066544	151073578	MLLT11-GABPB2	T	++
chr1	151162948	151172986	LYSMD1-TMOD4	T	--
chr1	151173284	151179304	TMOD4-VPS72	T	--
chr1	151246536	151257709	PIP5K1A-PSMD4	T	++
chr1	151535692	151543305	CGN-TUFT1	T	++
chr1	151788416	151803264	TDRKH-LINGO4	T	--
chr1	151802419	151809071	LINGO4-RORC	T	--
chr1	151828845	151840819	RORC-C2CD4D	T	--
chr1	151837557	151850101	C2CD4D-THEM5	T	--
chr1	152509177	152517482	LCE5A-CRCT1	T	++
chr1	152673569	152689123	LCE2C-LCE2B	T	++
chr1	152696442	152711160	LCE2A-LCE4A	T	++
chr1	152774024	152789214	LCE1F-LCE1E	T	++
chr1	152785426	152799721	LCE1E-LCE1D	T	++
chr1	153103184	153115121	SPRR2E-SPRR2F	T	--
chr1	153533244	153540147	S100A6-S100A5	T	--
chr1	153538765	153546613	S100A5-S100A4	T	--
chr1	153610145	153617255	S100A16-S100A14	T	--
chr1	153613986	153621787	S100A14-S100A13	T	--
chr1	153629039	153636982	S100A1-CHTOP	T	++
chr1	153920360	153932501	GATAD2B-DENND4B	T	--
chr1	153943718	153950669	DENND4B-CRTC2	T	--
chr1	153955615	153962151	CRTC2-ENSG00000285779	T	--
chr1	154152116	154158304	NUP210L-TPM3	T	--
chr1	154191648	154202085	TPM3-C1orf189	T	--
chr1	154203333	154209696	C1orf189-C1orf43	T	--
chr1	154268510	154275589	UBAP2L-HAX1	T	++
chr1	154322325	154328525	AQP10-ATP8B2	T	++
chr1	154933719	154947076	PMVK-PBXIP1	T	--
chr1	154953123	154965298	PBXIP1-SHC1	T	--
chr1	154976251	154986338	CKS1B-FLAD1	T	++
chr1	154990111	154996586	FLAD1-LENEP	T	++
chr1	154991315	155005630	LENEP-ZBTB7B	T	++
chr1	155131899	155138344	EFNA1-SLC50A1	T	++
chr1	155241699	155250205	GBA-FAM189B	T	--
chr1	155252483	155258979	FAM189B-SCAMP3	T	--
chr1	155259430	155265868	SCAMP3-CLK2	T	--
chr1	155317666	155323894	FDPS-RUSC1	T	++
chr1	155908404	155916045	RIT1-KHDC4	T	--
chr1	156004070	156012048	ARHGEF2-SSR2	T	--
chr1	156055506	156064160	LAMTOR2-RAB25	T	++
chr1	156137081	156150366	LMNA-SEMA4A	T	++
chr1	156209796	156215982	SLC25A44-PMF1-BGLAP	T	++
chr1	156245117	156252224	PAQR6-SMG5	T	--
chr1	156292689	156301624	GLMP-VHLL	T	--
chr1	156296307	156311968	VHLL-CCT3	T	--
chr1	156584719	156594756	TTC24-NAXE	T	++
chr1	156738590	156745109	MRPL24-HDGF	T	--
chr1	156913429	156923632	PEAR1-LRRC71	T	++
chr1	157109412	157124191	ETV3L-ETV3	T	--
chr1	158467857	158475220	OR10K1-OR10R2	T	++
chr1	158551405	158563606	OR6Y1-OR6P1	T	--
chr1	158567580	158581919	OR6P1-OR10X1	T	--
chr1	159922507	159930039	TAGLN2-IGSF9	T	--
chr1	159942613	159954492	IGSF9-SLAMF9	T	--
chr1	160140591	160154586	ATP1A2-ATP1A4	T	++
chr1	160183980	160193575	ATP1A4-CASQ1	T	++
chr1	160198886	160208380	CASQ1-PEA15	T	++
chr1	160282130	160291594	ENSG00000258465-COPA	T	--
chr1	160355952	160370071	NCSTN-NHLH1	T	++
chr1	161035962	161042251	ENSG00000270149-USF1	T	--
chr1	161042977	161049946	USF1-ARHGAP30	T	--
chr1	161066970	161073998	ARHGAP30-NECTIN4	T	--
chr1	161155856	161162450	UFC1-USP21	T	++
chr1	161162723	161169056	USP21-PPOX	T	++
chr1	161174968	161187302	B4GALT3-ADAMTS4	T	--
chr1	161211723	161218234	NDUFS2-FCER1G	T	++
chr1	161521013	161527540	FCGR2A-HSPA6	T	++
chr1	161711352	161724563	FCRLA-FCRLB	T	++
chr1	161754238	161769298	DUSP12-ATF6	T	++
chr1	162784405	162793702	DDR2-HSD17B7	T	++
chr1	167911215	167919675	ADCY10-MPC2	T	--
chr1	169457669	169466909	CCDC181-SLC19A2	T	--
chr1	169583588	169591849	F5-SELP	T	--
chr1	171590511	171603621	PRRC2C-MYOCOS	T	++
chr1	171811023	171820887	METTL13-DNM3	T	++
chr1	173600072	173611336	SLC9C2-ANKRD45	T	--
chr1	173855808	173871082	DARS2-ZBTB37	T	++
chr1	174992308	175002163	RABGAP1L-CACYBP	T	++
chr1	179073567	179085070	FAM20B-TOR3A	T	++
chr1	179355680	179368720	SOAT1-AXDND1	T	++
chr1	182389206	182401117	GLUL-TEDDM1	T	--
chr1	182586256	182601623	RNASEL-RGS16	T	--
chr1	182827384	182842347	NPL-DHX9	T	++
chr1	197143694	197156682	ASPM-ZBTB41	T	--
chr1	197904367	197914902	C1orf53-LHX9	T	++
chr1	200617751	200626896	KIF14-DDX59	T	--
chr1	201109451	201116943	CACNA1S-ASCL5	T	--
chr1	201124184	201137772	ASCL5-TMEM9	T	--
chr1	201374764	201383833	TNNT2-LAD1	T	--
chr1	201396915	201406768	LAD1-TNNI1	T	--
chr1	201823969	201832149	NAV1-IPO9	T	++
chr1	201881291	201891680	IPO9-SHISA4	T	++
chr1	202003147	202010945	RNPEP-ELF3	T	++
chr1	202141743	202150013	ARL8A-PTPN7	T	--
chr1	202886149	202894116	RABIF-KLHL12	T	--
chr1	202955572	202964873	ADIPOR1-CYB5R1	T	--
chr1	203021848	203029491	TMEM183A-PPFIA4	T	++
chr1	203172826	203181931	MYBPH-CHI3L1	T	--
chr1	203488352	203497153	PRELP-OPTC	T	++
chr1	203851999	203864599	ZC3H11A-SNRPE	T	++
chr1	204149044	204157819	ETNK2-REN	T	--
chr1	204187324	204193341	REN-KISS1	T	--
chr1	204193491	204201163	KISS1-GOLT1A	T	--
chr1	204210988	204221853	GOLT1A-PLEKHA6	T	--
chr1	205081460	205089142	TMEM81-RBBP5	T	--
chr1	206000461	206011535	RAB7B-CTSE	T	--
chr1	206461436	206473476	SRGAP2-IKBKE	T	++
chr1	206681419	206687905	DYRK3-MAPKAPK2	T	++
chr1	206920247	206931522	FCMR-PIGR	T	--
chr1	207096993	207107233	C4BPB-C4BPA	T	++
chr1	207486895	207499147	CR2-CR1	T	++
chr1	207638765	207648113	CR1-CR1L	T	++
chr1	209673390	209689178	G0S2-HSD11B1	T	++
chr1	209781559	209788617	C1orf74-IRF6	T	--
chr1	212617777	212627474	ATF3-FAM71A	T	++
chr1	218334983	218348336	RRP15-TGFB2	T	++
chr1	219955647	219971600	SLC30A10-EPRS1	T	--
chr1	220781815	220789990	MTARC2-ENSG00000286231	T	++
chr1	222545104	222560902	HHIPL2-TAF1A	T	--
chr1	222732196	222740202	BROX-FAM177B	T	++
chr1	225879380	225889696	TMEM63A-ENSG00000255835	T	--
chr1	228102411	228109679	C1orf35-MRPL55	T	--
chr1	228145984	228152930	GUK1-GJC2	T	++
chr1	228156826	228168804	GJC2-IBA57	T	++
chr1	228403835	228410935	TRIM11-TRIM17	T	--
chr1	228413861	228427845	TRIM17-H3-4	T	--
chr1	228422360	228437777	H3-4-H2AW	T	--
chr1	229431104	229443259	ACTA1-NUP133	T	--
chr1	229505341	229519582	NUP133-ABCB10	T	--
chr1	235125837	235134634	TOMM20-ARID4B	T	--
chr1	247920152	247927889	OR2T8-OR2AJ1	T	++
chr1	248021276	248033070	OR2L5-OR2L2	T	++
chr1	248039305	248049836	OR2L2-OR2L3	T	++
chr1	248632091	248639356	OR2T11-OR2T35	T	--
chr1	248642278	248652838	OR2T35-OR2T27	T	--
chr2	1364613	1377066	SNTG2-TPO	T	++
chr2	3699671	3706575	ALLC-DCDC2C	T	++
chr2	9470101	9476658	CPSF3-IAH1	T	++
chr2	11148317	11158198	C2orf50-SLC66A3	T	++
chr2	19898983	19913263	TTC32-WDR35	T	--
chr2	19987105	19995052	WDR35-MATN3	T	--
chr2	24001909	24013081	UBXN2A-MFSD2B	T	++
chr2	26392885	26404920	SELENOI-DRC1	T	++
chr2	27024219	27035910	MAPRE3-TMEM214	T	++
chr2	27038694	27045364	TMEM214-AGBL5	T	++
chr2	27083403	27089747	EMILIN1-KHK	T	++
chr2	27131666	27139848	PREB-PRR30	T	--
chr2	27214178	27220369	ATRAID-CAD	T	++
chr2	27278499	27285429	DNAJC5G-TRIM54	T	++
chr2	27305445	27312492	UCN-MPV17	T	--
chr2	27322680	27328849	MPV17-GTF3C2	T	--
chr2	27354034	27367352	GTF3C2-EIF2B4	T	--
chr2	27377790	27384195	ZNF513-PPM1G	T	--
chr2	27439259	27445366	NRBP1-KRTCAP3	T	++
chr2	27486805	27494883	IFT172-FNDC4	T	--
chr2	27579720	27585969	C2orf16-ZNF512	T	++
chr2	28945219	28959611	WDR43-TOGARAM2	T	++
chr2	32154637	32168841	SPAST-SLC30A6	T	++
chr2	32615878	32631032	BIRC6-TTC27	T	++
chr2	36963536	36971383	STRN-HEATR5B	T	--
chr2	39240957	39252266	CDKL4-MAP4K3	T	--
chr2	42761261	42770089	OXER1-HAAO	T	--
chr2	43223606	43233851	ZFP36L2-THADA	T	--
chr2	61135034	61148068	SANBR-C2orf74	T	++
chr2	61468087	61479032	USP34-XPO1	T	--
chr2	63043487	63053057	EHBP1-OTX1	T	++
chr2	69384250	69399113	GFPT1-NFU1	T	--
chr2	69824112	69832660	ANXA4-GMCL1	T	++
chr2	70290740	70298975	SNRPG-FAM136A	T	--
chr2	70765225	70780310	ADD2-FIGLA	T	--
chr2	70817599	70833211	CLEC4F-CD207	T	--
chr2	73209513	73217222	NOTO-SMYD5	T	++
chr2	73281478	73293929	FBXO41-EGR4	T	--
chr2	73916865	73929826	ACTG2-DGUOK	T	++
chr2	74144912	74155528	BOLA3-MOB1A	T	--
chr2	74462410	74474986	MOGS-CCDC142	T	--
chr2	74500316	74508043	LBX2-PCGF1	T	--
chr2	74523281	74529645	DQX1-AUP1	T	--
chr2	85579031	85587431	VAMP8-VAMP5	T	++
chr2	85590406	85598725	VAMP5-RNF181	T	++
chr2	86805396	86818339	CD8A-CD8B	T	--
chr2	95288308	95300327	PROM2-KCNIP3	T	++
chr2	96113571	96125818	ADRA2B-ASTL	T	--
chr2	96135502	96146169	ASTL-DUSP2	T	--
chr2	96327517	96338766	ITPRIPL1-NCAPH	T	++
chr2	96808874	96819245	CNNM4-CNNM3	T	++
chr2	96854934	96862718	ANKRD23-SEMA4C	T	--
chr2	96867757	96878882	SEMA4C-FAM178B	T	--
chr2	100993829	101005229	NPAS2-RPL31	T	++
chr2	101384503	101400359	CREG2-RFX8	T	--
chr2	102176874	102190006	IL1R1-IL1RL2	T	++
chr2	108782809	108789757	RANBP2-CCDC138	T	++
chr2	110113022	110125311	MALL-NPHP1	T	--
chr2	110202066	110214529	NPHP1-MTLN	T	--
chr2	112538739	112544915	TTL-POLR1B	T	++
chr2	112576818	112587240	POLR1B-CHCHD5	T	++
chr2	112761664	112776925	CKAP2L-IL1A	T	--
chr2	113062382	113070970	IL36RN-IL1F10	T	++
chr2	113493204	113501665	CBWD2-FOXD4L1	T	++
chr2	127291166	127301668	ERCC3-MAP3K2	T	--
chr2	127855155	127864630	POLR2D-AMMECR1L	T	--
chr2	130142134	130154392	CCDC74B-SMPD4	T	--
chr2	130344967	130359045	IMP4-PTPN18	T	++
chr2	132668579	132674788	LYPD1-NCKAP5	T	--
chr2	135834184	135842626	LCT-MCM6	T	--
chr2	151258863	151273470	RBM43-NMI	T	--
chr2	172079430	172087740	METAP1D-DLX1	T	++
chr2	175165382	175179258	ATF2-ATP5MC3	T	--
chr2	176092944	176102795	HOXD13-HOXD12	T	++
chr2	176099489	176111790	HOXD12-HOXD10	T	++
chr2	176116937	176125719	HOXD10-HOXD9	T	++
chr2	176121937	176132694	HOXD9-HOXD8	T	++
chr2	176129695	176139612	HOXD8-HOXD3	T	++
chr2	177615742	177626244	TTC30A-PDE11A	T	--
chr2	189667831	189677290	ASNSD1-ANKAR	T	++
chr2	189760227	189773267	OSGEPL1-ORMDL1	T	--
chr2	189874629	189882609	PMS1-C2orf88	T	++
chr2	191017960	191032576	STAT1-STAT4	T	--
chr2	196796725	196807417	GTF3C3-C2orf66	T	--
chr2	200581096	200589014	SGO2-AOX1	T	++
chr2	200861691	200873907	CLK1-PPIL3	T	--
chr2	201173687	201185898	CFLAR-CASP10	T	++
chr2	201226406	201236443	CASP10-CASP8	T	++
chr2	201616178	201623184	C2CD6-TMEM237	T	--
chr2	201640570	201647870	TMEM237-MPP4	T	--
chr2	201695694	201703267	MPP4-ALS2	T	--
chr2	202868766	202877261	ICA1L-WDR12	T	--
chr2	208121524	208131137	CRYGD-CRYGC	T	--
chr2	208160589	208168343	CRYGA-C2orf80	T	--
chr2	208355746	208362714	PIKFYVE-PTH2R	T	++
chr2	209996300	210005565	UNC80-RPE	T	++
chr2	214407501	214414054	SPAG16-VWC2L	T	++
chr2	216099783	216110464	TMEM169-XRCC5	T	++
chr2	218251356	218262496	ARPC2-GPBAR1	T	++
chr2	218393894	218401256	SLC11A1-CTDSP1	T	++
chr2	218699716	218713835	STK36-TTLL4	T	++
chr2	218871233	218883852	WNT6-WNT10A	T	++
chr2	218982184	218993189	FEV-CRYBA2	T	--
chr2	218990422	219005846	CRYBA2-CFAP65	T	--
chr2	219167827	219174897	ENSG00000280537-CNPPD1	T	--
chr2	219182475	219198237	RETREG2-ZFAND2B	T	++
chr2	219269197	219282342	TUBA4B-DNAJB2	T	++
chr2	219423735	219437843	DES-SPEG	T	++
chr2	219490629	219499131	SPEG-SPEGNB	T	++
chr2	219495287	219501865	SPEGNB-GMPPA	T	++
chr2	219510898	219517170	GMPPA-ASIC4	T	++
chr2	227378995	227390683	TM4SF20-SCYGR1	T	--
chr2	227715028	227727440	SLC19A3-SCYGR6	T	--
chr2	231046719	231059845	C2orf72-PSMD1	T	++
chr2	232522716	232528993	PRSS56-CHRND	T	++
chr2	232533667	232542692	CHRND-CHRNG	T	++
chr2	233204903	233213051	INPP5D-ATG16L1	T	++
chr2	233344055	233357494	SAG-DGKD	T	++
chr2	233770300	233778679	UGT1A8-MROH2A	T	++
chr2	238096412	238103340	UBE2F-SCLY-ESPNL	T	++
chr2	238130287	238141668	ESPNL-KLHL30	T	++
chr2	238149947	238161970	KLHL30-ERFE	T	++
chr2	238237662	238247044	HES6-PER2	T	--
chr2	240022743	240032491	NDUFA10-OR6B2	T	--
chr2	240133807	240142026	COPS9-OTOS	T	--
chr2	240562256	240568804	DUSP28-RNPEPL1	T	++
chr2	240578372	240589734	RNPEPL1-CAPN10	T	++
chr2	240990311	241001618	CROCC2-SNED1	T	++
chr2	241099332	241109099	MTERF4-PASK	T	--
chr2	241180652	241191509	PPP1R7-ANO7	T	++
chr2	241351027	241359285	SEPTIN2-FARP2	T	++
chr2	241726478	241737602	ING5-D2HGDH	T	++
chr2	241765816	241779822	D2HGDH-GAL3ST2	T	++
chr2	241801287	241812065	GAL3ST2-NEU4	T	++
chr3	5177911	5190646	ARL8B-EDEM1	T	++
chr3	8766628	8778402	OXTR-RAD18	T	--
chr3	9699393	9706826	MTMR14-CPNE9	T	++
chr3	9726908	9734729	CPNE9-BRPF1	T	++
chr3	9745019	9752944	BRPF1-OGG1	T	++
chr3	9766992	9782967	CAMK1-TADA3	T	--
chr3	9891349	9905612	JAGN1-IL17RE	T	++
chr3	9913402	9920116	IL17RE-ENSG00000288550	T	++
chr3	10240745	10252372	IRAK2-ENSG00000272410	T	++
chr3	10289947	10296131	GHRL-SEC13	T	--
chr3	10318112	10327023	SEC13-ATP2B2	T	--
chr3	11260557	11275309	HRH1-ATG7	T	++
chr3	14669659	14678141	CCDC174-C3orf20	T	++
chr3	15062317	15073073	MRPS25-RBSN	T	--
chr3	27366460	27375721	NEK10-SLC4A7	T	--
chr3	37981469	37991059	CTDSPL-VILL	T	++
chr3	38275757	38285294	SLC22A13-SLC22A14	T	++
chr3	38490142	38499127	ACVR2B-EXOG	T	++
chr3	39394351	39409716	SLC25A38-RPSA	T	++
chr3	40465587	40480131	RPL14-ZNF620	T	++
chr3	40515736	40527878	ZNF620-ZNF621	T	++
chr3	42593934	42603655	SS18L2-NKTR	T	++
chr3	42645735	42656697	NKTR-ZBTB47	T	++
