Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	2561382	2569382	2561714	8000	2565382	-4000	4000	-3668
chr1	23187895	23195895	23193503	8000	23191895	-4000	4000	1608
chr1	31625866	31633866	31633288	8000	31629866	-4000	4000	3422
chr1	43969369	43977369	43972155	8000	43973369	-4000	4000	-1214
chr1	89002679	89010679	89007644	8000	89006679	-4000	4000	965
chr1	109058496	109066496	109064634	8000	109062496	-4000	4000	2138
chr1	149880459	149888459	149886521	8000	149884459	-4000	4000	2062
chr1	159051155	159059155	159051854	8000	159055155	-4000	4000	-3301
chr1	163072802	163080802	163074549	8000	163076802	-4000	4000	-2253
chr1	186307652	186315652	186314678	8000	186311652	-4000	4000	3026
chr1	198519222	198527222	198523313	8000	198523222	-4000	4000	91
chr1	201892456	201900456	201900178	8000	201896456	-4000	4000	3722
chr1	209778320	209786320	209780540	8000	209782320	-4000	4000	-1780
chr1	228057271	228065271	228059032	8000	228061271	-4000	4000	-2239
chr1	227914656	227922656	227921469	8000	227918656	-4000	4000	2813
chr1	39765523	39773523	39770325	8000	39769523	-4000	4000	802
chr1	2586639	2594639	2594384	8000	2590639	-4000	4000	3745
chr1	46925177	46933177	46930203	8000	46929177	-4000	4000	1026
chr1	70249052	70257052	70250363	8000	70253052	-4000	4000	-2689
chr1	119419035	119427035	119419512	8000	119423035	-4000	4000	-3523
chr1	156664763	156672763	156672085	8000	156668763	-4000	4000	3322
chr1	161225666	161233666	161230980	8000	161229666	-4000	4000	1314
chr1	152800832	152808832	152805425	8000	152804832	-4000	4000	593
chr1	152800832	152808832	152805427	8000	152804832	-4000	4000	595
chr1	12792628	12800628	12793374	8000	12796628	-4000	4000	-3254
chr1	26317698	26325698	26317976	8000	26321698	-4000	4000	-3722
chr1	203163405	203171405	203170314	8000	203167405	-4000	4000	2909
chr1	212895363	212903363	212895387	8000	212899363	-4000	4000	-3976
chr1	248319630	248327630	248323712	8000	248323630	-4000	4000	82
chr1	248915946	248923946	248917607	8000	248919946	-4000	4000	-2339
chr1	12875212	12883212	12879325	8000	12879212	-4000	4000	113
chr1	20660014	20668014	20664589	8000	20664014	-4000	4000	575
chr1	24150168	24158168	24157668	8000	24154168	-4000	4000	3500
chr1	91521764	91529764	91524064	8000	91525764	-4000	4000	-1700
chr1	151766107	151774107	151767237	8000	151770107	-4000	4000	-2870
chr1	159199313	159207313	159205953	8000	159203313	-4000	4000	2640
chr1	248470307	248478307	248473878	8000	248474307	-4000	4000	-429
chr1	12916482	12924482	12920255	8000	12920482	-4000	4000	-227
chr1	108738749	108746749	108746730	8000	108742749	-4000	4000	3981
chr1	52404282	52412282	52405803	8000	52408282	-4000	4000	-2479
chr1	158770222	158778222	158777061	8000	158774222	-4000	4000	2839
chr1	15486832	15494832	15492806	8000	15490832	-4000	4000	1974
chr1	24669281	24677281	24672566	8000	24673281	-4000	4000	-715
chr1	151031713	151039713	151038939	8000	151035713	-4000	4000	3226
chr1	31625866	31633866	31633220	8000	31629866	-4000	4000	3354
chr1	145973811	145981811	145977093	8000	145977811	-4000	4000	-718
chr1	160354952	160362952	160358291	8000	160358952	-4000	4000	-661
chr1	152561654	152569654	152566134	8000	152565654	-4000	4000	480
chr1	163072802	163080802	163074576	8000	163076802	-4000	4000	-2226
chr1	170549834	170557834	170552261	8000	170553834	-4000	4000	-1573
chr1	222747004	222755004	222747043	8000	222751004	-4000	4000	-3961
chr1	248097103	248105103	248099867	8000	248101103	-4000	4000	-1236
chr1	212826141	212834141	212830151	8000	212830141	-4000	4000	10
chr1	115281904	115289904	115286700	8000	115285904	-4000	4000	796
chr1	220880503	220888503	220884414	8000	220884503	-4000	4000	-89
chr1	74762678	74770678	74763957	8000	74766678	-4000	4000	-2721
chr1	146013468	146021468	146018021	8000	146017468	-4000	4000	553
chr1	152758052	152766052	152760708	8000	152762052	-4000	4000	-1344
chr1	159304224	159312224	159305985	8000	159308224	-4000	4000	-2239
chr1	244053476	244061476	244054959	8000	244057476	-4000	4000	-2517
chr1	26317698	26325698	26318024	8000	26321698	-4000	4000	-3674
chr1	12843377	12851377	12847829	8000	12847377	-4000	4000	452
chr1	25358249	25366249	25362451	8000	25362249	-4000	4000	202
chr1	203336628	203344628	203342435	8000	203340628	-4000	4000	1807
chr1	110943190	110951190	110948223	8000	110947190	-4000	4000	1033
chr1	241991490	241999490	241998820	8000	241995490	-4000	4000	3330
chr1	248265917	248273917	248273043	8000	248269917	-4000	4000	3126
chr1	42653190	42661190	42659319	8000	42657190	-4000	4000	2129
chr1	161225666	161233666	161230829	8000	161229666	-4000	4000	1163
chr1	149899318	149907318	149903993	8000	149903318	-4000	4000	675
chr1	159778543	159786543	159782260	8000	159782543	-4000	4000	-283
chr1	12663076	12671076	12666184	8000	12667076	-4000	4000	-892
chr1	19070510	19078510	19074698	8000	19074510	-4000	4000	188
chr1	24840321	24848321	24841015	8000	24844321	-4000	4000	-3306
chr1	27759116	27767116	27761435	8000	27763116	-4000	4000	-1681
chr1	31430680	31438680	31432968	8000	31434680	-4000	4000	-1712
chr1	92469043	92477043	92474838	8000	92473043	-4000	4000	1795
chr1	155082807	155090807	155086473	8000	155086807	-4000	4000	-334
chr1	155610951	155618951	155614464	8000	155614951	-4000	4000	-487
chr1	169507951	169515951	169514344	8000	169511951	-4000	4000	2393
chr1	205138505	205146505	205144297	8000	205142505	-4000	4000	1792
chr1	221697424	221705424	221702645	8000	221701424	-4000	4000	1221
chr1	68094473	68102473	68098743	8000	68098473	-4000	4000	270
chr1	145988435	145996435	145996228	8000	145992435	-4000	4000	3793
chr1	146060711	146068711	146068143	8000	146064711	-4000	4000	3432
chr1	162369203	162377203	162373910	8000	162373203	-4000	4000	707
chr1	204418628	204426628	204424871	8000	204422628	-4000	4000	2243
chr1	209778320	209786320	209781442	8000	209782320	-4000	4000	-878
chr1	212616777	212624777	212619388	8000	212620777	-4000	4000	-1389
chr1	62447804	62455804	62448560	8000	62451804	-4000	4000	-3244
chr1	74564117	74572117	74571220	8000	74568117	-4000	4000	3103
chr1	31648263	31656263	31654846	8000	31652263	-4000	4000	2583
chr1	43987500	43995500	43992137	8000	43991500	-4000	4000	637
chr1	200400940	200408940	200407700	8000	200404940	-4000	4000	2760
chr1	246764137	246772137	246767240	8000	246768137	-4000	4000	-897
chr1	248569801	248577801	248574629	8000	248573801	-4000	4000	828
chr1	38020820	38028820	38023736	8000	38024820	-4000	4000	-1084
chr1	154940076	154948076	154946363	8000	154944076	-4000	4000	2287
chr1	158353553	158361553	158355431	8000	158357553	-4000	4000	-2122
chr1	158353553	158361553	158355432	8000	158357553	-4000	4000	-2121
chr1	201892456	201900456	201899628	8000	201896456	-4000	4000	3172
chr1	231014958	231022958	231019839	8000	231018958	-4000	4000	881
chr1	90707539	90715539	90714549	8000	90711539	-4000	4000	3010
chr1	154975251	154983251	154975757	8000	154979251	-4000	4000	-3494
chr1	175008027	175016027	175008650	8000	175012027	-4000	4000	-3377
chr1	24605328	24613328	24605801	8000	24609328	-4000	4000	-3527
chr1	13365067	13373067	13370662	8000	13369067	-4000	4000	1595
chr1	225395292	225403292	225402963	8000	225399292	-4000	4000	3671
chr1	247445108	247453108	247448817	8000	247449108	-4000	4000	-291
chr1	24115771	24123771	24121696	8000	24119771	-4000	4000	1925
chr1	24669281	24677281	24672566	8000	24673281	-4000	4000	-715
chr1	66370579	66378579	66373238	8000	66374579	-4000	4000	-1341
chr1	212616777	212624777	212618219	8000	212620777	-4000	4000	-2558
chr1	36411827	36419827	36418210	8000	36415827	-4000	4000	2383
chr1	160086563	160094563	160092989	8000	160090563	-4000	4000	2426
chr1	180968712	180976712	180976499	8000	180972712	-4000	4000	3787
chr1	198753476	198761476	198756417	8000	198757476	-4000	4000	-1059
chr1	209672390	209680390	209676006	8000	209676390	-4000	4000	-384
chr1	243120428	243128428	243126512	8000	243124428	-4000	4000	2084
chr1	45489866	45497866	45494984	8000	45493866	-4000	4000	1118
chr1	92059538	92067538	92063127	8000	92063538	-4000	4000	-411
chr1	232979435	232987435	232986142	8000	232983435	-4000	4000	2707
chr1	248142086	248150086	248145832	8000	248146086	-4000	4000	-254
chr1	152999856	153007856	153003097	8000	153003856	-4000	4000	-759
chr1	168071843	168079843	168075520	8000	168075843	-4000	4000	-323
chr1	247735559	247743559	247738656	8000	247739559	-4000	4000	-903
chr1	247962386	247970386	247965464	8000	247966386	-4000	4000	-922
chr1	248319630	248327630	248324373	8000	248323630	-4000	4000	743
chr1	27608064	27616064	27613252	8000	27612064	-4000	4000	1188
chr1	109705551	109713551	109713368	8000	109709551	-4000	4000	3817
chr1	156304968	156312968	156310644	8000	156308968	-4000	4000	1676
chr1	158540550	158548550	158547533	8000	158544550	-4000	4000	2983
chr1	23797885	23805885	23802404	8000	23801885	-4000	4000	519
chr1	26357634	26365634	26361851	8000	26361634	-4000	4000	217
chr1	161979192	161987192	161984921	8000	161983192	-4000	4000	1729
chr1	63321128	63329128	63323864	8000	63325128	-4000	4000	-1264
chr1	115281904	115289904	115286799	8000	115285904	-4000	4000	895
chr1	152758052	152766052	152760387	8000	152762052	-4000	4000	-1665
chr1	161522894	161530894	161525612	8000	161526894	-4000	4000	-1282
chr1	223216819	223224819	223222116	8000	223220819	-4000	4000	1297
chr1	158606704	158614704	158613842	8000	158610704	-4000	4000	3138
chr1	204613170	204621170	204619103	8000	204617170	-4000	4000	1933
chr1	47212290	47220290	47216583	8000	47216290	-4000	4000	293
chr1	52368829	52376829	52375516	8000	52372829	-4000	4000	2687
chr1	115832377	115840377	115836514	8000	115836377	-4000	4000	137
chr1	158182427	158190427	158183143	8000	158186427	-4000	4000	-3284
chr1	192363285	192371285	192366180	8000	192367285	-4000	4000	-1105
chr1	78885764	78893764	78891037	8000	78889764	-4000	4000	1273
chr1	94514666	94522666	94518364	8000	94518666	-4000	4000	-302
chr1	156655532	156663532	156657036	8000	156659532	-4000	4000	-2496
chr1	159439078	159447078	159440152	8000	159443078	-4000	4000	-2926
chr1	248645838	248653838	248650071	8000	248649838	-4000	4000	233
chr1	47374839	47382839	47377039	8000	47378839	-4000	4000	-1800
chr1	149933812	149941812	149936201	8000	149937812	-4000	4000	-1611
chr1	153066226	153074226	153070589	8000	153070226	-4000	4000	363
chr1	153066226	153074226	153070590	8000	153070226	-4000	4000	364
chr1	169507951	169515951	169515575	8000	169511951	-4000	4000	3624
chr1	147622216	147630216	147625525	8000	147626216	-4000	4000	-691
chr1	203174931	203182931	203182841	8000	203178931	-4000	4000	3910
chr1	42742335	42750335	42747258	8000	42746335	-4000	4000	923
chr1	248059407	248067407	248061582	8000	248063407	-4000	4000	-1825
chr1	1397909	1405909	1405761	8000	1401909	-4000	4000	3852
chr1	13111488	13119488	13115751	8000	13115488	-4000	4000	263
chr1	182883982	182891982	182884712	8000	182887982	-4000	4000	-3270
chr1	206460436	206468436	206461093	8000	206464436	-4000	4000	-3343
chr1	212622775	212630775	212624988	8000	212626775	-4000	4000	-1787
chr1	36335624	36343624	36341817	8000	36339624	-4000	4000	2193
chr1	152999856	153007856	153003583	8000	153003856	-4000	4000	-273
chr1	152080141	152088141	152085532	8000	152084141	-4000	4000	1391
chr1	1369730	1377730	1373903	8000	1373730	-4000	4000	173
chr1	13337892	13345892	13344486	8000	13341892	-4000	4000	2594
chr1	150503602	150511602	150504338	8000	150507602	-4000	4000	-3264
chr1	244705033	244713033	244705725	8000	244709033	-4000	4000	-3308
chr1	89929250	89937250	89935080	8000	89933250	-4000	4000	1830
chr1	151978915	151986915	151986127	8000	151982915	-4000	4000	3212
chr1	152208076	152216076	152213577	8000	152212076	-4000	4000	1501
chr1	211567568	211575568	211575385	8000	211571568	-4000	4000	3817
chr1	158606704	158614704	158614305	8000	158610704	-4000	4000	3601
chr1	12140207	12148207	12142464	8000	12144207	-4000	4000	-1743
chr1	43974295	43982295	43975847	8000	43978295	-4000	4000	-2448
chr1	66775047	66783047	66777512	8000	66779047	-4000	4000	-1535
chr1	171113819	171121819	171117487	8000	171117819	-4000	4000	-332
chr1	179072567	179080567	179075461	8000	179076567	-4000	4000	-1106
chr1	206460436	206468436	206462493	8000	206464436	-4000	4000	-1943
chr1	241798777	241806777	241801324	8000	241802777	-4000	4000	-1453
chr1	248404020	248412020	248407102	8000	248408020	-4000	4000	-918
chr1	53083179	53091179	53090761	8000	53087179	-4000	4000	3582
chr1	152080141	152088141	152087375	8000	152084141	-4000	4000	3234
chr1	152981500	152989500	152985248	8000	152985500	-4000	4000	-252
chr1	179094023	179102023	179095231	8000	179098023	-4000	4000	-2792
chr1	240485573	240493573	240493115	8000	240489573	-4000	4000	3542
chr1	197034741	197042741	197040712	8000	197038741	-4000	4000	1971
chr1	207014522	207022522	207022100	8000	207018522	-4000	4000	3578
chr1	248097103	248105103	248100153	8000	248101103	-4000	4000	-950
chr1	248319630	248327630	248324409	8000	248323630	-4000	4000	779
chr1	53210197	53218197	53210208	8000	53214197	-4000	4000	-3989
chr1	153977617	153985617	153982261	8000	153981617	-4000	4000	644
chr1	94514666	94522666	94517417	8000	94518666	-4000	4000	-1249
chr1	247602515	247610515	247606019	8000	247606515	-4000	4000	-496
chr1	248265917	248273917	248273106	8000	248269917	-4000	4000	3189
chr1	26121555	26129555	26122398	8000	26125555	-4000	4000	-3157
chr1	26796659	26804659	26797659	8000	26800659	-4000	4000	-3000
chr1	152344735	152352735	152351945	8000	152348735	-4000	4000	3210
chr1	53907086	53915086	53910020	8000	53911086	-4000	4000	-1066
chr1	212622775	212630775	212625525	8000	212626775	-4000	4000	-1250
chr1	53083179	53091179	53090824	8000	53087179	-4000	4000	3645
chr1	169128531	169136531	169132280	8000	169132531	-4000	4000	-251
chr1	15743982	15751982	15747598	8000	15747982	-4000	4000	-384
chr1	47114318	47122318	47115591	8000	47118318	-4000	4000	-2727
chr1	155745659	155753659	155752033	8000	155749659	-4000	4000	2374
chr1	203163405	203171405	203165798	8000	203167405	-4000	4000	-1607
chr1	205298063	205306063	205304207	8000	205302063	-4000	4000	2144
chr1	223775893	223783893	223780813	8000	223779893	-4000	4000	920
chr1	248470307	248478307	248473842	8000	248474307	-4000	4000	-465
chr1	248569801	248577801	248574266	8000	248573801	-4000	4000	465
chr1	26317698	26325698	26318082	8000	26321698	-4000	4000	-3616
chr1	156664763	156672763	156670656	8000	156668763	-4000	4000	1893
chr1	182050570	182058570	182056359	8000	182054570	-4000	4000	1789
chr1	12888896	12896896	12894844	8000	12892896	-4000	4000	1948
chr1	13337892	13345892	13342880	8000	13341892	-4000	4000	988
chr1	13821079	13829079	13823320	8000	13825079	-4000	4000	-1759
chr1	15743982	15751982	15747598	8000	15747982	-4000	4000	-384
chr1	25827913	25835913	25835319	8000	25831913	-4000	4000	3406
chr1	27608064	27616064	27615746	8000	27612064	-4000	4000	3682
chr1	29322813	29330813	29323374	8000	29326813	-4000	4000	-3439
chr1	46184683	46192683	46184872	8000	46188683	-4000	4000	-3811
chr1	46409848	46417848	46413575	8000	46413848	-4000	4000	-273
chr1	114563557	114571557	114570051	8000	114567557	-4000	4000	2494
chr1	115281904	115289904	115286703	8000	115285904	-4000	4000	799
chr1	119027216	119035216	119033220	8000	119031216	-4000	4000	2004
chr1	119615377	119623377	119623187	8000	119619377	-4000	4000	3810
chr1	153386032	153394032	153390035	8000	153390032	-4000	4000	3
chr1	154151304	154159304	154152851	8000	154155304	-4000	4000	-2453
chr1	158574919	158582919	158579068	8000	158578919	-4000	4000	149
chr1	160087340	160095340	160094983	8000	160091340	-4000	4000	3643
chr1	186667791	186675791	186675277	8000	186671791	-4000	4000	3486
chr1	196828189	196836189	196830520	8000	196832189	-4000	4000	-1669
chr1	204613170	204621170	204618428	8000	204617170	-4000	4000	1258
chr1	206102936	206110936	206110514	8000	206106936	-4000	4000	3578
chr1	206730281	206738281	206731139	8000	206734281	-4000	4000	-3142
chr1	223105404	223113404	223110642	8000	223109404	-4000	4000	1238
chr1	223105404	223113404	223112948	8000	223109404	-4000	4000	3544
chr1	227777826	227785826	227780716	8000	227781826	-4000	4000	-1110
chr1	228102679	228110679	228108075	8000	228106679	-4000	4000	1396
chr1	11915591	11923591	11922784	8000	11919591	-4000	4000	3193
chr1	113973869	113981869	113981135	8000	113977869	-4000	4000	3266
chr1	113973869	113981869	113981136	8000	113977869	-4000	4000	3267
chr1	156304968	156312968	156309302	8000	156308968	-4000	4000	334
chr1	167048836	167056836	167055080	8000	167052836	-4000	4000	2244
chr1	6575755	6583755	6577030	8000	6579755	-4000	4000	-2725
chr1	118879046	118887046	118884095	8000	118883046	-4000	4000	1049
chr1	65411871	65419871	65412950	8000	65415871	-4000	4000	-2921
chr1	158606704	158614704	158614306	8000	158610704	-4000	4000	3602
chr1	159439078	159447078	159439989	8000	159443078	-4000	4000	-3089
chr1	13277035	13285035	13283994	8000	13281035	-4000	4000	2959
chr1	17823063	17831063	17826488	8000	17827063	-4000	4000	-575
chr1	161225666	161233666	161230656	8000	161229666	-4000	4000	990
chr1	204418628	204426628	204424945	8000	204422628	-4000	4000	2317
chr1	206953965	206961965	206961171	8000	206957965	-4000	4000	3206
chr1	248846006	248854006	248848161	8000	248850006	-4000	4000	-1845
chr1	152344735	152352735	152350940	8000	152348735	-4000	4000	2205
chr1	153035732	153043732	153040045	8000	153039732	-4000	4000	313
chr1	247836928	247844928	247841030	8000	247840928	-4000	4000	102
chr1	247836928	247844928	247841354	8000	247840928	-4000	4000	426
chr1	247836928	247844928	247841527	8000	247840928	-4000	4000	599
chr1	961719	969719	962441	8000	965719	-4000	4000	-3278
chr1	6243353	6251353	6250503	8000	6247353	-4000	4000	3150
chr1	20660014	20668014	20666279	8000	20664014	-4000	4000	2265
chr1	24895511	24903511	24902491	8000	24899511	-4000	4000	2980
chr1	94891246	94899246	94897896	8000	94895246	-4000	4000	2650
chr1	99305590	99313590	99306273	8000	99309590	-4000	4000	-3317
chr1	110943190	110951190	110949848	8000	110947190	-4000	4000	2658
chr1	145988435	145996435	145993675	8000	145992435	-4000	4000	1240
chr1	147171351	147179351	147172039	8000	147175351	-4000	4000	-3312
chr1	147622216	147630216	147624877	8000	147626216	-4000	4000	-1339
chr1	147752199	147760199	147759133	8000	147756199	-4000	4000	2934
chr1	149809225	149817225	149813683	8000	149813225	-4000	4000	458
chr1	152824097	152832097	152827647	8000	152828097	-4000	4000	-450
chr1	152981500	152989500	152985239	8000	152985500	-4000	4000	-261
chr1	153614787	153622787	153615902	8000	153618787	-4000	4000	-2885
chr1	154271875	154279875	154275644	8000	154275875	-4000	4000	-231
chr1	156655532	156663532	156656946	8000	156659532	-4000	4000	-2586
chr1	158574919	158582919	158579172	8000	158578919	-4000	4000	253
chr1	158695678	158703678	158700212	8000	158699678	-4000	4000	534
chr1	158712327	158720327	158717691	8000	158716327	-4000	4000	1364
chr1	161225666	161233666	161228752	8000	161229666	-4000	4000	-914
chr1	161225666	161233666	161229946	8000	161229666	-4000	4000	280
chr1	161522894	161530894	161526496	8000	161526894	-4000	4000	-398
chr1	168578069	168586069	168581087	8000	168582069	-4000	4000	-982
chr1	170735421	170743421	170736231	8000	170739421	-4000	4000	-3190
chr1	173179731	173187731	173186596	8000	173183731	-4000	4000	2865
chr1	182050570	182058570	182057268	8000	182054570	-4000	4000	2698
chr1	200173420	200181420	200174050	8000	200177420	-4000	4000	-3370
chr1	209609939	209617939	209612048	8000	209613939	-4000	4000	-1891
chr1	223001995	223009995	223003839	8000	223005995	-4000	4000	-2156
chr1	224189441	224197441	224192348	8000	224193441	-4000	4000	-1093
chr1	225395292	225403292	225403273	8000	225399292	-4000	4000	3981
chr1	228102679	228110679	228107841	8000	228106679	-4000	4000	1162
chr1	228403935	228411935	228411015	8000	228407935	-4000	4000	3080
chr1	247095962	247103962	247100837	8000	247099962	-4000	4000	875
chr1	248097103	248105103	248099979	8000	248101103	-4000	4000	-1124
chr1	248404020	248412020	248406130	8000	248408020	-4000	4000	-1890
chr1	149880459	149888459	149886301	8000	149884459	-4000	4000	1842
chr1	225882696	225890696	225887048	8000	225886696	-4000	4000	352
chr1	240471187	240479187	240472287	8000	240475187	-4000	4000	-2900
chr1	50199772	50207772	50201473	8000	50203772	-4000	4000	-2299
chr1	43964022	43972022	43970623	8000	43968022	-4000	4000	2601
chr1	75914873	75922873	75919032	8000	75918873	-4000	4000	159
chr1	152575381	152583381	152579700	8000	152579381	-4000	4000	319
chr1	160993957	161001957	160998739	8000	160997957	-4000	4000	782
chr1	236545005	236553005	236552000	8000	236549005	-4000	4000	2995
chr1	93135079	93143079	93136880	8000	93139079	-4000	4000	-2199
chr1	1631225	1639225	1636957	8000	1635225	-4000	4000	1732
chr1	150509789	150517789	150511484	8000	150513789	-4000	4000	-2305
chr1	153977617	153985617	153982627	8000	153981617	-4000	4000	1010
chr1	155285293	155293293	155287948	8000	155289293	-4000	4000	-1345
chr1	156664763	156672763	156670507	8000	156668763	-4000	4000	1744
chr1	158182427	158190427	158183075	8000	158186427	-4000	4000	-3352
chr1	169128531	169136531	169132800	8000	169132531	-4000	4000	269
chr1	204613170	204621170	204618299	8000	204617170	-4000	4000	1129
chr1	209609939	209617939	209617472	8000	209613939	-4000	4000	3533
chr1	248645838	248653838	248650094	8000	248649838	-4000	4000	256
chr1	145988435	145996435	145995223	8000	145992435	-4000	4000	2788
chr1	248142086	248150086	248146012	8000	248146086	-4000	4000	-74
chr1	18481974	18489974	18483716	8000	18485974	-4000	4000	-2258
chr1	211370946	211378946	211372643	8000	211374946	-4000	4000	-2303
chr1	228155826	228163826	228159387	8000	228159826	-4000	4000	-439
chr1	247666812	247674812	247672193	8000	247670812	-4000	4000	1381
