Chr	Start	End	Name	Score	Strand
chr1	64730051	64736051	UBE2U	0	+
chr1	67260423	67266423	INSL5	0	-
chr1	67554848	67560848	C1orf141	0	-
chr1	76381558	76387558	ASB17	0	-
chr1	86962942	86968942	CLCA1	0	+
chr1	90395809	90401809	ENSG00000271949	0	+
chr1	92476983	92482983	BRDT	0	+
chr1	102265116	102271116	OLFM3	0	-
chr1	104165402	104171402	AMY2A	0	+
chr1	104204176	104210176	AMY1A	0	+
chr1	104227037	104233037	AMY1B	0	-
chr1	104298348	104304348	AMY1C	0	+
chr1	109282371	109288371	FNDC7	0	+
chr1	109831987	109837987	MYBPHL	0	-
chr1	111056839	111062839	KCNA10	0	-
chr1	111059459	111065459	KCNA2	0	-
chr1	111860188	111866188	CHIA	0	+
chr1	115573923	115579923	TSHB	0	+
chr1	116375998	116381998	NHLH2	0	-
chr1	120054677	120060677	HSD3B1	0	+
chr1	120333640	120339640	REG4	0	-
chr1	120433156	120439156	ADAM30	0	-
chr1	147951635	147957635	KNOWN	0	-
chr1	148198752	148204752	KNOWN	0	-
chr1	149550787	149556787	KNOWN	0	+
chr1	149809259	149815259	H3C14	0	-
chr1	149821687	149827687	H3C15	0	+
chr1	152053617	152059617	TCHHL1	0	-
chr1	152181552	152187552	HRNR	0	-
chr1	152318211	152324211	FLG2	0	-
chr1	152378719	152384719	CRNN	0	-
chr1	152481653	152487653	LCE5A	0	+
chr1	152485484	152491484	CRCT1	0	+
chr1	152535130	152541130	LCE3E	0	-
chr1	152570562	152576562	LCE3C	0	+
chr1	152583574	152589574	LCE3B	0	+
chr1	152592310	152598310	LCE3A	0	-
chr1	152634135	152640135	LCE2D	0	+
chr1	152646045	152652045	LCE2C	0	+
chr1	152656873	152662873	LCE2B	0	+
chr1	152668918	152674918	LCE2A	0	+
chr1	152678910	152684910	LCE4A	0	+
chr1	152689946	152695946	C1orf68	0	+
chr1	152731532	152737532	KPRP	0	+
chr1	152746500	152752500	LCE1F	0	+
chr1	152757902	152763902	LCE1E	0	+
chr1	152767657	152773657	LCE1D	0	+
chr1	152782584	152788584	LCE1B	0	+
chr1	152797573	152803573	LCE1A	0	+
chr1	152813459	152819459	LCE6A	0	+
chr1	152854523	152860523	SMCP	0	+
chr1	152942050	152948050	SPRR4	0	+
chr1	153039702	153045702	SPRR2B	0	-
chr1	153174596	153180596	LELP1	0	+
chr1	153188786	153194786	PRR9	0	+
chr1	153392698	153398698	S100A7A	0	+
chr1	154294801	154300801	AQP10	0	+
chr1	155056283	155062283	ENSG00000251246	0	+
chr1	155138885	155144885	ENSG00000273088	0	-
chr1	155256084	155262084	PKLR	0	-
chr1	156265415	156271415	VHLL	0	-
chr1	156554511	156560511	TTC24	0	+
chr1	157540537	157546537	FCRL4	0	-
chr1	157761193	157767193	FCRL1	0	-
chr1	157797701	157803701	CD5L	0	-
chr1	158365312	158371312	OR10T2	0	-
chr1	158385000	158391000	OR10K2	0	-
chr1	158437647	158443647	OR10K1	0	+
chr1	158447726	158453726	OR10R2	0	+
chr1	158511340	158517340	OR6Y1	0	-
chr1	158527396	158533396	OR6P1	0	-
chr1	158577494	158583494	SPTA1	0	-
chr1	158666468	158672468	OR6K2	0	-
chr1	158683117	158689117	OR6K3	0	-
chr1	158714604	158720604	OR6N1	0	-
chr1	158741012	158747012	OR6N2	0	-
chr1	159280510	159286510	OR10J3	0	-
chr1	159399928	159405928	OR10J4	0	+
chr1	159409868	159415868	OR10J1	0	+
chr1	159501868	159507868	OR10J5	0	-
chr1	159555655	159561655	APCS	0	+
chr1	159679079	159685079	CRP	0	-
chr1	159801264	159807264	ENSG00000256029	0	-
chr1	160183590	160189590	ENSG00000258465	0	-
chr1	160911815	160917815	ITLN2	0	-
chr1	162791248	162797248	CCDC190	0	-
chr1	165530194	165536194	LRRC52	0	+
chr1	171030906	171036906	MROH9	0	+
chr1	175281330	175287330	TNR	0	-
chr1	177890091	177896091	SEC16B	0	-
chr1	178514737	178520737	TEX35	0	+
chr1	181779397	181785397	CACNA1E	0	+
chr1	182526734	182532734	RGSL1	0	+
chr1	182866000	182872000	SHCBP1L	0	-
chr1	192333415	192339415	RGS21	0	+
chr1	196925752	196931752	CFHR2	0	+
chr1	196975808	196981808	CFHR5	0	+
chr1	197004871	197010871	F13B	0	-
chr1	201005640	201011640	CACNA1S	0	-
chr1	203049257	203055257	MYOG	0	-
chr1	203475077	203481077	OPTC	0	+
chr1	207128310	207134310	FCAMR	0	-
chr1	210341734	210347734	SYT14	0	+
chr1	210847165	210853165	KCNH1	0	-
chr1	211646864	211652864	RD3	0	-
chr1	212797117	212803117	GARIN4	0	+
chr1	215793233	215799233	USH2A	0	-
chr1	226071396	226077396	ENSG00000255835	0	-
chr1	228031171	228037171	PRSS38	0	+
chr1	237164403	237170403	MT1HL1	0	-
chr1	238038164	238044164	ZP4	0	-
chr1	241963079	241969079	WDR64	0	+
chr1	247609420	247615420	OR2B11	0	-
chr1	247749615	247755615	OR2G2	0	+
chr1	247766817	247772817	OR2G3	0	+
chr1	247782674	247788674	OR14L1P	0	+
chr1	247831114	247837114	OR13G1	0	-
chr1	247872115	247878115	ENSG00000239395	0	-
chr1	247899861	247905861	OR14K1	0	+
chr1	247915148	247921148	OR1C1	0	-
chr1	247939826	247945826	OR9H1P	0	+
chr1	247974962	247980962	OR14A16	0	-
chr1	248001230	248007230	OR11L1	0	-
chr1	248095641	248101641	OR2AJ1	0	+
chr1	248126688	248132688	OR2AK2	0	+
chr1	248184578	248190578	OR2L5	0	+
chr1	248202607	248208607	OR2L2	0	+
chr1	248223709	248229709	OR2L3	0	+
chr1	248306388	248312388	OR2M5	0	+
chr1	248341369	248347369	OR2M2	0	+
chr1	248373227	248379227	OR2M3	0	+
chr1	248404981	248410981	OR2M4	0	+
chr1	248430219	248436219	OR2T33	0	-
chr1	248450441	248456441	OR2T12	0	-
chr1	248483932	248489932	OR2M7	0	-
chr1	248510015	248516015	OR14C36	0	+
chr1	248522929	248528929	KNOWN	0	+
chr1	248552112	248558112	OR2T6	0	+
chr1	248568321	248574321	OR2T1	0	+
chr1	248604617	248610617	OR2T7	0	+
chr1	248616026	248622026	OR2T2	0	+
chr1	248634608	248640608	OR2T3	0	+
chr1	248651414	248657414	OR2T5	0	+
chr1	248687638	248693638	OR2G6	0	+
chr1	248717213	248723213	OR2T29	0	-
chr1	248734102	248740102	OR2T34	0	-
chr1	248750788	248756788	OR2T10	0	-
chr1	248796657	248802657	OR2T35	0	-
chr1	248810232	248816232	KNOWN	0	-
chr10	5413655	5419655	UCN3	0	+
chr10	17839867	17845867	TMEM236	0	+
chr10	22494404	22500404	EBLN1	0	-
chr10	22615471	22621471	COMMD3-BMI1	0	+
chr10	23480174	23486174	PTF1A	0	+
chr10	23488625	23494625	C10orf67	0	-
chr10	26590487	26596487	GAD2	0	+
chr10	29604257	29610257	LYZL1	0	+
chr10	45794746	45800746	OR13A1	0	-
chr10	47174204	47180204	KNOWN	0	-
chr10	47767871	47773871	NOVEL	0	+
chr10	47998603	48004603	KNOWN	0	-
chr10	48234508	48240508	KNOWN	0	+
chr10	48249143	48255143	KNOWN	0	+
chr10	50336199	50342199	FAM170B	0	-
chr10	50532537	50538537	C10orf71	0	+
chr10	50569111	50575111	DRGX	0	-
chr10	50872988	50878988	CHAT	0	+
chr10	50915307	50921307	C10orf53	0	+
chr10	51189032	51195032	KNOWN	0	+
chr10	52556169	52562169	A1CF	0	-
chr10	54522140	54528140	MBL2	0	-
chr10	55559531	55565531	PCDH15	0	-
chr10	67669215	67675215	CTNNA3	0	-
chr10	69968774	69974774	MYPN	0	+
chr10	72527994	72533994	TBATA	0	-
chr10	74689794	74695794	OIT3	0	+
chr10	74691520	74697520	PLA2G12B	0	-
chr10	76794230	76800230	DUSP29	0	-
chr10	81607634	81613634	NUTM2E	0	+
chr10	82403316	82409316	SH2D4B	0	+
chr10	85977327	85983327	LRIT2	0	-
chr10	90363733	90369733	LIPJ	0	+
chr10	90435571	90441571	LIPF	0	+
chr10	90536383	90542383	LIPN	0	+
chr10	94826297	94832297	CYP26C1	0	+
chr10	95563029	95569029	LGI1	0	+
chr10	96746848	96752848	CYP2C9	0	+
chr10	96985686	96991686	ACSM6	0	+
chr10	97790502	97796502	CC2D2B	0	+
chr10	98095321	98101321	DNTT	0	+
chr10	98099978	98105978	OPALIN	0	-
chr10	98754795	98760795	SLIT1	0	-
chr10	99430667	99436667	ENSG00000249967	0	+
chr10	101798950	101804950	CPN1	0	-
chr10	102586701	102592701	PAX2	0	+
chr10	103986943	103992943	PITX3	0	-
chr10	104658656	104664656	BORCS7-ASMT	0	+
chr10	105209997	105215997	CALHM1	0	-
chr10	105229561	105235561	CALHM3	0	-
chr10	114061796	114067796	TECTB	0	+
chr10	115345473	115351473	NRAP	0	-
chr10	118136541	118142541	CCDC172	0	+
chr10	118234469	118240469	PNLIPRP3	0	+
chr10	118324367	118330367	PNLIP	0	+
chr10	118365687	118371687	PNLIPRP1	0	+
chr10	118966810	118972810	KCNK18	0	+
chr10	120346509	120352509	PRLHR	0	-
chr10	124213868	124219868	ARMS2	0	+
chr10	124454225	124460225	C10orf120	0	-
chr10	124669627	124675627	FAM24A	0	+
chr10	125453915	125459915	GPR26	0	+
chr10	127262091	127268091	TEX36	0	-
chr10	129348804	129354804	NPS	0	+
chr10	132887654	132893654	TCERG1L	0	-
chr10	134942179	134948179	ADGRA1	0	+
chr10	135042062	135048062	UTF1	0	+
chr10	135434399	135440399	FRG2B	0	-
chr11	1615407	1621407	KRTAP5-2	0	-
chr11	1639188	1645188	KRTAP5-4	0	-
chr11	1649160	1655160	KRTAP5-5	0	+
chr11	2178009	2184009	INS	0	-
chr11	2422745	2428745	TRPM5	0	-
chr11	3236174	3242174	MRGPRG	0	-
chr11	3682646	3688646	ART1	0	+
chr11	4385493	4391493	OR52B4	0	-
chr11	4468591	4474591	OR52K2	0	+
chr11	4511727	4517727	OR52K1	0	+
chr11	4564374	4570374	OR52M1	0	+
chr11	4611570	4617570	OR52I2	0	+
chr11	4613243	4619243	OR52I1	0	+
chr11	4661290	4667290	OR51D1	0	+
chr11	5010661	5016661	MMP26	0	+
chr11	5023766	5029766	OR51L1	0	+
chr11	5065691	5071691	OR52J3	0	+
chr11	5076880	5082880	OR52E2	0	-
chr11	5088727	5094727	OR52E1	0	+
chr11	5147006	5153006	OR52A5	0	-
chr11	5165054	5171054	OR52A1	0	-
chr11	5217965	5223965	OR51V1	0	-
chr11	5250908	5256908	HBD	0	-
chr11	5787310	5793310	OR56B2P	0	+
chr11	5794395	5800395	OR52N5	0	-
chr11	5804701	5810701	OR52N1	0	-
chr11	5839713	5845713	OR52N2	0	+
chr11	5859158	5865158	OR52E6	0	-
chr11	5874979	5880979	OR52E8	0	-
chr11	5905309	5911309	OR52E4	0	+
chr11	6004122	6010122	OR52L1	0	-
chr11	6017675	6023675	OR56A4	0	-
chr11	6037566	6043566	OR56A1	0	-
chr11	6187585	6193585	OR52B2	0	-
chr11	6218416	6224416	OR52W1	0	+
chr11	6783857	6789857	OR2AG2	0	-
chr11	6809967	6815967	OR6A2	0	-
chr11	6864867	6870867	OR10A5	0	+
chr11	6892948	6898948	OR10A2	0	+
chr11	6895850	6901850	OR10A4	0	+
chr11	6909805	6915805	OR2D2	0	-
chr11	6940225	6946225	OR2D3	0	+
chr11	7089757	7095757	NLRP14	0	+
chr11	7109379	7115379	RBMXL2	0	+
chr11	7814521	7820521	OR5P2	0	-
chr11	7843365	7849365	OR5P3	0	-
chr11	7955718	7961718	OR10A3	0	-
chr11	7976084	7982084	NLRP10	0	-
chr11	13510601	13516601	PTH	0	-
chr11	17665697	17671697	OTOG	0	+
chr11	17740683	17746683	MYOD1	0	+
chr11	18192827	18198827	MRGPRX4	0	+
chr11	18952046	18958046	MRGPRX1	0	-
chr11	19200577	19206577	CSRP3	0	-
chr11	20677831	20683831	SLC6A5	0	+
chr11	22398049	22404049	SLC17A6	0	+
chr11	22865468	22871468	CCDC179	0	-
chr11	26685567	26691567	SLC5A12	0	-
chr11	30028277	30034277	KCNA4	0	-
chr11	30253808	30259808	FSHB	0	+
chr11	44078527	44084527	ACCSL	0	+
chr11	46758056	46764056	F2	0	+
chr11	47349957	47355957	MYBPC3	0	-
chr11	48236291	48242291	OR4B1	0	+
chr11	48264567	48270567	OR4X2	0	+
chr11	48283330	48289330	OR4X1	0	+
chr11	48325704	48331704	OR4S1	0	+
chr11	48344507	48350507	OR4C3	0	+
chr11	48384037	48390037	OR4C5	0	-
chr11	48508274	48514274	OR4A47	0	+
chr11	48994050	49000050	TRIM51G	0	-
chr11	49057003	49063003	TRIM49B	0	+
chr11	49072266	49078266	TRIM64C	0	-
chr11	49971971	49977971	OR4C13	0	+
chr11	50000009	50006009	OR4C12	0	-
chr11	51408378	51414378	OR4A5	0	-
chr11	51432459	51438459	OR4A8	0	-
chr11	51513211	51519211	OR4C46	0	+
chr11	55035590	55041590	TRIM48	0	+
chr11	55108663	55114663	OR4A16	0	+
chr11	55133394	55139394	OR4A15	0	+
chr11	55319895	55325895	OR4C15	0	+
chr11	55366836	55372836	OR4C11	0	-
chr11	55404785	55410785	OR4P4	0	+
chr11	55417330	55423330	OR4S2	0	+
chr11	55430671	55436671	OR4C6	0	+
chr11	55494097	55500097	OR5D3P	0	+
chr11	55560976	55566976	OR5D14	0	+
chr11	55585047	55591047	OR5D18	0	+
chr11	55592630	55598630	OR5L2	0	+
chr11	55604214	55610214	OR5D16	0	+
chr11	55678126	55684126	OR5W2	0	-
chr11	55699932	55705932	OR5I1	0	-
chr11	55730231	55736231	OR10AG1	0	-
chr11	55758157	55764157	OR5F1	0	-
chr11	55802667	55808667	OR5AS1	0	+
chr11	55858716	55864716	OR8I2	0	+
chr11	55872134	55878134	OR8H2	0	+
chr11	55887787	55893787	OR8H3	0	+
chr11	55899197	55905197	OR8J3	0	-
chr11	55923870	55929870	OR8K5	0	-
chr11	55942032	55948032	OR5J2	0	+
chr11	55973461	55979461	OR8J2	0	-
chr11	55995758	56001758	OR5T2	0	-
chr11	56017698	56023698	KNOWN	0	+
chr11	56041295	56047295	OR5T1	0	+
chr11	56052938	56058938	OR8H1	0	-
chr11	56111474	56117474	OR8K1	0	+
chr11	56125764	56131764	KNOWN	0	+
chr11	56141029	56147029	OR8U1	0	+
chr11	56178156	56184156	OR5AL1	0	+
chr11	56254911	56260911	OR5M8	0	-
chr11	56306816	56312816	OR5M11	0	-
chr11	56341212	56347212	KNOWN	0	-
chr11	56373712	56379712	OR5M1	0	-
chr11	56405965	56411965	OR5AP2	0	-
chr11	56429094	56435094	OR5AR1	0	+
chr11	56468360	56474360	OR9G1	0	+
chr11	56505699	56511699	OR9G4	0	-
chr11	56736454	56742454	OR5AK3P	0	+
chr11	56754318	56760318	OR5AK2	0	+
chr11	57136869	57142869	P2RX3	0	+
chr11	57141242	57147242	PRG3	0	-
chr11	57946088	57952088	OR9Q1	0	+
chr11	57958525	57964525	OR9Q2	0	+
chr11	57967676	57973676	OR1S2	0	-
chr11	57992354	57998354	OR10Q1	0	-
chr11	58031264	58037264	OR10W1	0	-
chr11	58122597	58128597	OR5B17	0	-
chr11	58166937	58172937	OR5B3	0	-
chr11	58185711	58191711	OR5B2	0	-
chr11	58203467	58209467	OR5B12	0	-
chr11	58271280	58277280	OR5B21	0	-
chr11	58389112	58395112	ZFP91-CNTF	0	+
chr11	59136187	59142187	OR5AN1	0	+
chr11	59181442	59187442	OR5A2	0	-
chr11	59215853	59221853	OR5A1	0	+
chr11	59222378	59228378	OR4D6	0	+
chr11	59243834	59249834	OR4D10	0	+
chr11	59268984	59274984	OR4D11	0	+
chr11	59285176	59291176	OR4D9	0	+
chr11	59593746	59599746	CBLIF	0	-
chr11	59795550	59801550	OOSP4B	0	+
chr11	59812517	59818517	OOSP2	0	+
chr11	59835588	59841588	MS4A3	0	+
chr11	60161069	60167069	MS4A6E	0	+
chr11	60219687	60225687	MS4A5	0	+
chr11	60271903	60277903	MS4A12	0	+
chr11	60307194	60313194	MS4A13	0	+
chr11	60480280	60486280	MS4A8	0	+
chr11	60508685	60514685	MS4A18	0	+
chr11	60565778	60571778	MS4A10	0	+
chr11	60977570	60983570	PGA3	0	+
chr11	60996166	61002166	PGA4	0	+
chr11	61015916	61021916	PGA5	0	+
chr11	61958011	61964011	SCGB1D1	0	+
chr11	62060753	62066753	SCGB1D4	0	-
chr11	62414166	62420166	ENSG00000255432	0	-
chr11	62700857	62706857	SLC22A6	0	-
chr11	62753626	62759626	SLC22A8	0	-
chr11	62844412	62850412	SLC22A24	0	-
chr11	62922909	62928909	SLC22A25	0	-
chr11	63076255	63082255	SLC22A10	0	+
chr11	63174766	63180766	SLC22A9	0	+
chr11	64064503	64070503	KCNK4	0	+
chr11	64069242	64075242	CATSPERZ	0	+
chr11	64366825	64372825	SLC22A12	0	+
chr11	64701989	64707989	MAJIN	0	-
chr11	64805042	64811042	ARL2-SNX15	0	+
chr11	66410940	66416940	RBM14-RBM4	0	+
chr11	67283383	67289383	CABP2	0	-
chr11	68744490	68750490	MRGPRD	0	-
chr11	69582790	69588790	FGF4	0	-
chr11	69621736	69627736	FGF3	0	-
chr11	71289901	71295901	KRTAP5-11	0	-
chr11	74789798	74795798	OR2AT4	0	-
chr11	76750020	76756020	B3GNT6	0	+
chr11	76924603	76930603	GDPD4	0	-
chr11	77725017	77731017	NDUFC2-KCTD14	0	-
chr11	85628064	85634064	CCDC83	0	+
chr11	88234744	88240744	GRM5	0	-
chr11	89448040	89454040	TRIM77	0	+
chr11	89527823	89533823	TRIM49	0	-
chr11	89600606	89606606	TRIM64B	0	-
chr11	89641279	89647279	KNOWN	0	-
chr11	89663231	89669231	TRIM49D2	0	+
chr11	89704240	89710240	TRIM64	0	+
chr11	89772193	89778193	TRIM49C	0	+
chr11	89817299	89823299	UBTFL1	0	+
chr11	92715232	92721232	MTNR1B	0	+
chr11	94262289	94268289	C11orf97	0	+
chr11	94781502	94787502	KDM4F	0	+
chr11	105005441	105011441	CARD18	0	-
chr11	107534505	107540505	ELMOD1	0	+
chr11	109296893	109302893	C11orf87	0	+
chr11	111335251	111341251	BTG4	0	-
chr11	111654010	111660010	ENSG00000258529	0	-
chr11	113648207	113654207	CLDN25	0	+
chr11	114311654	114317654	ENSG00000255663	0	+
chr11	114386656	114392656	NXPE1	0	-
chr11	116657083	116663083	APOA5	0	-
chr11	116688416	116694416	APOA4	0	-
chr11	116700788	116706788	APOC3	0	+
chr11	117687878	117693878	FXYD6-FXYD2	0	-
chr11	117871349	117877349	SMIM35	0	-
chr11	118848997	118854997	FOXR1	0	+
chr11	119057932	119063932	PDZD3	0	+
chr11	119206652	119212652	MFRP	0	-
chr11	121983048	121989048	BLID	0	-
chr11	122845278	122851278	BSX	0	-
chr11	123621288	123627288	OR6X1	0	-
chr11	123673116	123679116	OR6M1	0	-
chr11	123750627	123756627	TMEM225	0	-
chr11	123776936	123782936	OR8D4	0	+
chr11	123808280	123814280	OR4D5	0	+
chr11	123810574	123816574	OR6T1	0	-
chr11	123844368	123850368	OR10S1	0	-
chr11	123861870	123867870	OR10G6	0	-
chr11	123886439	123892439	OR10G4	0	+
chr11	123891655	123897655	OR10G9	0	+
chr11	123898341	123904341	OR10G8	0	+
chr11	123903720	123909720	OR10G7	0	-
chr11	124056487	124062487	OR10D3	0	+
chr11	124083535	124089535	OR8G3P	0	+
chr11	124093371	124099371	OR8G2P	0	+
chr11	124121260	124127260	OR8G1	0	+
chr11	124133120	124139120	OR8G5	0	+
chr11	124169727	124175727	OR8D1	0	-
chr11	124304341	124310341	OR8B8	0	-
chr11	124406531	124412531	OR8B12	0	-
chr11	124449838	124455838	OR8A1	0	+
chr11	125616762	125622762	PATE1	0	+
chr11	125658495	125664495	PATE3	0	+
chr11	125706967	125712967	PATE4	0	+
chr11	125810597	125816597	DDX25	0	+
chr11	133707526	133713526	SPATA19	0	-
chr12	144377	150377	NOVEL	0	+
chr12	326787	332787	SLC6A13	0	-
chr12	4534321	4540321	FGF6	0	-
chr12	4958093	4964093	GALNT8	0	+
chr12	7798996	7804996	APOBEC1	0	-
chr12	7867155	7873155	DPPA3	0	+
chr12	7878979	7884979	CLEC4C	0	-
chr12	7948742	7954742	NANOG	0	+
chr12	8627926	8633926	CLEC6A	0	+
chr12	8671962	8677962	CLEC4D	0	+
chr12	8751751	8757751	AICDA	0	-
chr12	10048272	10054272	CLEC2A	0	-
chr12	10168395	10174395	CLEC12B	0	+
chr12	10561911	10567911	ENSG00000255641	0	-
chr12	10951131	10957131	TAS2R7	0	-
chr12	10955650	10961650	TAS2R8	0	-
chr12	10958693	10964693	TAS2R9	0	-
chr12	10974559	10980559	PRH1	0	-
chr12	11335599	11341599	TAS2R42	0	-
chr12	13587876	13593876	GRIN2B	0	-
chr12	15131799	15137799	PDE6H	0	+
chr12	16338419	16344419	SLC15A5	0	-
chr12	21240179	21246179	SLCO1B3-SLCO1B7	0	+
chr12	21389730	21395730	SLCO1B1	0	+
chr12	25559241	25565241	LMNTD1	0	-
chr12	29562407	29568407	OVCH1	0	-
chr12	33524173	33530173	SYT10	0	-
chr12	48721062	48727062	H1-7	0	+
chr12	48864405	48870405	ANP32D	0	+
chr12	48953739	48959739	OR5BS1P	0	+
chr12	49156573	49162573	TEX49	0	+
chr12	51719226	51725226	CELA1	0	-
chr12	52750790	52756790	KRT85	0	-
chr12	52768596	52774596	KRT84	0	-
chr12	52784715	52790715	KRT82	0	-
chr12	52956566	52962566	KRT74	0	-
chr12	52976373	52982373	KRT72	0	-
chr12	52998354	53004354	KRT73	0	-
chr12	53035342	53041342	KRT2	0	-
chr12	53080410	53086410	KRT77	0	-
chr12	53158939	53164939	KRT76	0	-
chr12	53180469	53186469	KRT3	0	-
chr12	53197333	53203333	KRT4	0	-
chr12	53822456	53828456	AMHR2	0	+
chr12	54425672	54431672	ENSG00000273049	0	+
chr12	55021595	55027595	LACRT	0	-
chr12	55420801	55426801	NEUROD4	0	+
chr12	55523534	55529534	OR9K2	0	+
chr12	55612759	55618759	OR10A7	0	+
chr12	55639086	55645086	KNOWN	0	+
chr12	55684772	55690772	OR6C6	0	-
chr12	55713148	55719148	OR6C1	0	+
chr12	55723471	55729471	OR6C3	0	+
chr12	55760063	55766063	OR6C75	0	+
chr12	55792251	55798251	OR6C65	0	+
chr12	55817976	55823976	OR6C76	0	+
chr12	55844131	55850131	OR6C2	0	+
chr12	55859984	55865984	OR6C70	0	-
chr12	55884100	55890100	OR6C68	0	+
chr12	55946616	55952616	OR6C4	0	+
chr12	55966396	55972396	OR2AP1	0	+
chr12	56028617	56034617	OR10P1	0	+
chr12	66514697	66520697	ENSG00000228144	0	-
chr12	68592129	68598129	IL26	0	-
chr12	68639022	68645022	IL22	0	-
chr12	69999344	70005344	LRRC10	0	-
chr12	72089748	72095748	ENSG00000258064	0	+
chr12	80771660	80777660	OTOGL	0	+
chr12	81100253	81106253	MYF6	0	+
chr12	81110450	81116450	MYF5	0	+
chr12	85405090	85411090	TSPAN19	0	-
chr12	86346445	86352445	MGAT4C	0	-
chr12	91296399	91302399	CCER1	0	-
chr12	100812833	100818833	SLC17A8	0	+
chr12	101877775	101883775	SPIC	0	+
chr12	103628369	103634369	C12orf42	0	-
chr12	107153581	107159581	RFX4	0	+
chr12	108167421	108173421	ASCL4	0	+
chr12	109291819	109297819	DAO	0	+
chr12	109298517	109304517	SVOP	0	-
chr12	111342339	111348339	CCDC63	0	+
chr12	111345623	111351623	MYL2	0	-
chr12	111785358	111791358	CUX2	0	+
chr12	113333686	113339686	RPH3A	0	+
chr12	113896838	113902838	LHX5	0	-
chr12	119597856	119603856	SRRM4	0	+
chr12	119975845	119981845	CCDC60	0	+
chr12	122689326	122695326	ENSG00000256861	0	-
chr12	129553270	129559270	TMEM132D	0	-
chr12	130854182	130860182	PIWIL1	0	+
chr12	133775955	133781955	ENSG00000256825	0	+
chr12	133791898	133797898	ANHX	0	-
chr13	19994016	20000016	TPTE2	0	-
chr13	24892169	24898169	ENSG00000273167	0	+
chr13	25451059	25457059	RNF17	0	+
chr13	25732817	25738817	AMER2	0	-
chr13	28365905	28371905	GSX1	0	+
chr13	28497450	28503450	PDX1	0	+
chr13	28548854	28554854	URAD	0	-
chr13	31546637	31552637	TEX26	0	+
chr13	32374526	32380526	RXFP2	0	+
chr13	36739931	36745931	CCDC169-SOHLH2	0	-
chr13	37674396	37680396	CSNK1A1L	0	-
chr13	39537062	39543062	STOML3	0	-
chr13	43362685	43368685	FAM216B	0	+
chr13	51653255	51659255	C13orf42	0	-
