Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr11	639184	645283	640571	6099	642233	-3049	3050	-1662
chr11	66284234	66289459	66288233	5225	66286846	-2612	2613	1387
chr11	1583608	1585427	1584748	1819	1584517	-909	910	231
chr11	47448285	47451711	47449014	3426	47449998	-1713	1713	-984
chr11	639184	645283	640489	6099	642233	-3049	3050	-1744
chr11	85684967	85686382	85685067	1415	85685674	-707	708	-607
chr11	47448285	47451711	47449006	3426	47449998	-1713	1713	-992
chr12	2858256	2861607	2858728	3351	2859931	-1675	1676	-1203
chr12	132617879	132624092	132621642	6213	132620985	-3106	3107	657
chr12	56227839	56232891	56232780	5052	56230365	-2526	2526	2415
chr12	100266150	100268029	100266975	1879	100267089	-939	940	-114
chr12	100266150	100268029	100266952	1879	100267089	-939	940	-137
chr12	132617879	132624092	132620469	6213	132620985	-3106	3107	-516
chr12	2858256	2861607	2859241	3351	2859931	-1675	1676	-690
chr12	132617879	132624092	132621606	6213	132620985	-3106	3107	621
chr12	100266150	100268029	100267073	1879	100267089	-939	940	-16
chr12	132617879	132624092	132621555	6213	132620985	-3106	3107	570
chr12	56227839	56232891	56231435	5052	56230365	-2526	2526	1070
chr12	132617879	132624092	132620309	6213	132620985	-3106	3107	-676
chr12	2858256	2861607	2859068	3351	2859931	-1675	1676	-863
chr12	132617879	132624092	132620264	6213	132620985	-3106	3107	-721
chr12	56227839	56232891	56231335	5052	56230365	-2526	2526	970
chr12	132617879	132624092	132619713	6213	132620985	-3106	3107	-1272
chr12	100266150	100268029	100267046	1879	100267089	-939	940	-43
chr12	100266150	100268029	100267047	1879	100267089	-939	940	-42
chr12	132617879	132624092	132621702	6213	132620985	-3106	3107	717
chr12	132617879	132624092	132621313	6213	132620985	-3106	3107	328
chr12	2858256	2861607	2859377	3351	2859931	-1675	1676	-554
chr12	132617879	132624092	132621719	6213	132620985	-3106	3107	734
chr14	24204978	24207962	24206638	2984	24206470	-1492	1492	168
chr15	81000190	81003342	81003239	3152	81001766	-1576	1576	1473
chr16	284032	287503	285568	3471	285767	-1735	1736	-199
chr16	284032	287503	286659	3471	285767	-1735	1736	892
chr16	284032	287503	285197	3471	285767	-1735	1736	-570
chr16	1959125	1966168	1962928	7043	1962646	-3521	3522	282
chr16	1959125	1966168	1959718	7043	1962646	-3521	3522	-2928
chr16	776688	783985	780632	7297	780336	-3648	3649	296
chr16	1959125	1966168	1964291	7043	1962646	-3521	3522	1645
chr17	42683740	42687661	42685238	3921	42685700	-1960	1961	-462
chr17	42683740	42687661	42685236	3921	42685700	-1960	1961	-464
chr17	42683740	42687661	42686975	3921	42685700	-1960	1961	1275
chr17	7349946	7353527	7352680	3581	7351736	-1790	1791	944
chr17	7039993	7043203	7041736	3210	7041598	-1605	1605	138
chr17	42844599	42847490	42844902	2891	42846044	-1445	1446	-1142
chr17	42844599	42847490	42845687	2891	42846044	-1445	1446	-357
chr17	42844599	42847490	42845982	2891	42846044	-1445	1446	-62
chr17	42683740	42687661	42683899	3921	42685700	-1960	1961	-1801
chr17	60390461	60392855	60391900	2394	60391658	-1197	1197	242
chr17	42844599	42847490	42845999	2891	42846044	-1445	1446	-45
chr17	42683740	42687661	42686933	3921	42685700	-1960	1961	1233
chr17	42844599	42847490	42844736	2891	42846044	-1445	1446	-1308
chr17	42120998	42125598	42123294	4600	42123298	-2300	2300	-4
chr19	10283282	10285919	10284564	2637	10284600	-1318	1319	-36
chr19	41438867	41440516	41439535	1649	41439691	-824	825	-156
chr19	38384722	38386466	38385992	1744	38385594	-872	872	398
chr19	48743378	48746493	48745850	3115	48744935	-1557	1558	915
chr19	49014198	49019399	49015857	5201	49016798	-2600	2601	-941
chr19	38384722	38386466	38386164	1744	38385594	-872	872	570
chr19	11506757	11512488	11508011	5731	11509622	-2865	2866	-1611
chr19	19274912	19277209	19276580	2297	19276060	-1148	1149	520
chr19	40211515	40218653	40217314	7138	40215084	-3569	3569	2230
chr19	3765537	3771580	3771576	6043	3768558	-3021	3022	3018
chr19	10283282	10285919	10283750	2637	10284600	-1318	1319	-850
chr19	19274912	19277209	19276609	2297	19276060	-1148	1149	549
chr19	48743378	48746493	48743452	3115	48744935	-1557	1558	-1483
chr19	19274912	19277209	19276662	2297	19276060	-1148	1149	602
chr19	36112314	36116525	36113785	4211	36114419	-2105	2106	-634
chr19	40211515	40218653	40215117	7138	40215084	-3569	3569	33
chr19	11506757	11512488	11508001	5731	11509622	-2865	2866	-1621
chr19	10283282	10285919	10284087	2637	10284600	-1318	1319	-513
chr19	10283282	10285919	10284047	2637	10284600	-1318	1319	-553
chr20	45793836	45795982	45795365	2146	45794909	-1073	1073	456
chr20	45793836	45795982	45795374	2146	45794909	-1073	1073	465
chrX	153900726	153906626	153905951	5900	153903676	-2950	2950	2275
chrX	71301279	71302444	71301782	1165	71301861	-582	583	-79
