Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	160207714	160211604	160208571	3890	160209659	-1945	1945	-1088
chr1	35191421	35193804	35192966	2383	35192612	-1191	1192	354
chr1	202965290	202968233	202965934	2943	202966761	-1471	1472	-827
chr1	155263029	155264030	155263978	1001	155263529	-500	501	449
chr1	85580671	85582611	85582550	1940	85581641	-970	970	909
chr1	108690135	108693399	108692841	3264	108691767	-1632	1632	1074
chr1	110337341	110342887	110341651	5546	110340114	-2773	2773	1537
chr1	145923787	145930160	145927069	6373	145926973	-3186	3187	96
chr1	156726277	156729343	156727227	3066	156727810	-1533	1533	-583
chr1	161114984	161121140	161119186	6156	161118062	-3078	3078	1124
chr1	113389727	113392011	113391110	2284	113390869	-1142	1142	241
chr1	155123365	155128727	155127922	5362	155126046	-2681	2681	1876
chr1	170530649	170532969	170532249	2320	170531809	-1160	1160	440
chr1	202806770	202810255	202808327	3485	202808512	-1742	1743	-185
chr1	213013687	213015882	213015757	2195	213014784	-1097	1098	973
chr1	233612940	233615921	233614348	2981	233614430	-1490	1491	-82
chr1	35556333	35563060	35560634	6727	35559696	-3363	3364	938
chr1	153972617	153977782	153972784	5165	153975199	-2582	2583	-2415
chr1	156741523	156745779	156744187	4256	156743651	-2128	2128	536
chr1	161212057	161216693	161213712	4636	161214375	-2318	2318	-663
chr1	212791154	212795138	212795101	3984	212793146	-1992	1992	1955
chr1	43975882	43977538	43976634	1656	43976710	-828	828	-76
chr1	153668142	153671246	153668547	3104	153669694	-1552	1552	-1147
chr1	32202502	32207732	32203925	5230	32205117	-2615	2615	-1192
chr1	108199119	108201441	108200029	2322	108200280	-1161	1161	-251
chr1	109490617	109492495	109491164	1878	109491556	-939	939	-392
chr1	45002551	45008655	45008366	6104	45005603	-3052	3052	2763
chr1	202965290	202968233	202966024	2943	202966761	-1471	1472	-737
chr1	153972617	153977782	153973244	5165	153975199	-2582	2583	-1955
chr1	43975882	43977538	43977242	1656	43976710	-828	828	532
chr1	161071980	161075267	161072721	3287	161073623	-1643	1644	-902
chr1	153972617	153977782	153974637	5165	153975199	-2582	2583	-562
chr1	32202502	32207732	32207279	5230	32205117	-2615	2615	2162
chr1	173870579	173871897	173871027	1318	173871238	-659	659	-211
chr1	212791154	212795138	212791682	3984	212793146	-1992	1992	-1464
chr1	32333381	32336657	32334829	3276	32335019	-1638	1638	-190
chr1	153951063	153956383	153954889	5320	153953723	-2660	2660	1166
chr1	160342439	160345019	160344500	2580	160343729	-1290	1290	771
chr1	151538765	151545989	151540355	7224	151542377	-3612	3612	-2022
chr1	145923787	145930160	145927411	6373	145926973	-3186	3187	438
chr1	6208240	6214118	6213167	5878	6211179	-2939	2939	1988
chr1	37805349	37809614	37806902	4265	37807481	-2132	2133	-579
chr1	110337341	110342887	110342023	5546	110340114	-2773	2773	1909
chr1	113904126	113906812	113904657	2686	113905469	-1343	1343	-812
chr1	151034134	151037655	151034295	3521	151035894	-1760	1761	-1599
chr1	151198717	151202076	151199079	3359	151200396	-1679	1680	-1317
chr1	155319387	155320229	155319905	842	155319808	-421	421	97
chr1	156594610	156599170	156595485	4560	156596890	-2280	2280	-1405
chr1	181088390	181090557	181088777	2167	181089473	-1083	1084	-696
chr1	181088390	181090557	181089808	2167	181089473	-1083	1084	335
chr1	151457515	151459723	151459444	2208	151458619	-1104	1104	825
chr1	200407901	200411046	200408596	3145	200409473	-1572	1573	-877
chr1	179881808	179884251	179882581	2443	179883029	-1221	1222	-448
chr1	26889215	26895939	26892705	6724	26892577	-3362	3362	128
chr1	111192741	111198855	111197917	6114	111195798	-3057	3057	2119
chr1	145923787	145930160	145925919	6373	145926973	-3186	3187	-1054
chr1	150149511	150155523	150150956	6012	150152517	-3006	3006	-1561
chr1	159928025	159930684	159928586	2659	159929354	-1329	1330	-768
chr1	161169074	161171462	161169660	2388	161170268	-1194	1194	-608
chr1	161212057	161216693	161214188	4636	161214375	-2318	2318	-187
chr1	200737832	200740952	200739937	3120	200739392	-1560	1560	545
chr1	244862886	244865743	244864004	2857	244864314	-1428	1429	-310
chr1	45002551	45008655	45008334	6104	45005603	-3052	3052	2731
chr1	153957573	153964497	153958529	6924	153961035	-3462	3462	-2506
chr1	154967340	154975235	154974883	7895	154971287	-3947	3948	3596
chr1	151034134	151037655	151037523	3521	151035894	-1760	1761	1629
chr1	155135584	155138430	155136931	2846	155137007	-1423	1423	-76
chr1	201464767	201470045	201468555	5278	201467406	-2639	2639	1149
chr1	43975882	43977538	43976100	1656	43976710	-828	828	-610
chr1	151400860	151402348	151400862	1488	151401604	-744	744	-742
chr1	26470760	26473631	26473504	2871	26472195	-1435	1436	1309
chr1	150263349	150266356	150264851	3007	150264852	-1503	1504	-1
chr1	150281278	150286016	150283329	4738	150283647	-2369	2369	-318
chr1	151342066	151344097	151343406	2031	151343081	-1015	1016	325
chr1	155261785	155262911	155262115	1126	155262348	-563	563	-233
chr1	27363084	27367245	27364874	4161	27365164	-2080	2081	-290
chr1	2388166	2392941	2388258	4775	2390553	-2387	2388	-2295
chr1	155321746	155328952	155324698	7206	155325349	-3603	3603	-651
chr1	156285423	156286712	156286398	1289	156286067	-644	645	331
chr1	221738029	221743527	221739725	5498	221740778	-2749	2749	-1053
chr1	36087282	36090966	36087974	3684	36089124	-1842	1842	-1150
chr1	963535	968263	966556	4728	965899	-2364	2364	657
chr1	37552317	37555665	37552687	3348	37553991	-1674	1674	-1304
chr1	150267428	150270167	150268720	2739	150268797	-1369	1370	-77
chr1	202965290	202968233	202965456	2943	202966761	-1471	1472	-1305
chr1	161114984	161121140	161118053	6156	161118062	-3078	3078	-9
chr1	156594610	156599170	156595090	4560	156596890	-2280	2280	-1800
chr1	156594610	156599170	156595584	4560	156596890	-2280	2280	-1306
chr1	173870579	173871897	173870899	1318	173871238	-659	659	-339
chr1	58575507	58578070	58576516	2563	58576788	-1281	1282	-272
chr1	153988080	153991349	153991226	3269	153989714	-1634	1635	1512
chr1	200407901	200411046	200408388	3145	200409473	-1572	1573	-1085
chr1	25230493	25232618	25232132	2125	25231555	-1062	1063	577
chr1	150625649	150629945	150629438	4296	150627797	-2148	2148	1641
chr1	2388166	2392941	2388291	4775	2390553	-2387	2388	-2262
chr1	1309105	1316720	1310552	7615	1312912	-3807	3808	-2360
chr1	233612940	233615921	233614217	2981	233614430	-1490	1491	-213
chr1	45620780	45623000	45622606	2220	45621890	-1110	1110	716
chr1	200407901	200411046	200408924	3145	200409473	-1572	1573	-549
chr1	6208240	6214118	6212824	5878	6211179	-2939	2939	1645
chr1	23557678	23560173	23559051	2495	23558925	-1247	1248	126
chr1	151400860	151402348	151401509	1488	151401604	-744	744	-95
chr1	201464767	201470045	201465607	5278	201467406	-2639	2639	-1799
chr1	161121454	161124393	161121830	2939	161122923	-1469	1470	-1093
chr1	6208240	6214118	6212869	5878	6211179	-2939	2939	1690
chr1	37805349	37809614	37809109	4265	37807481	-2132	2133	1628
chr1	156050621	156055890	156051798	5269	156053255	-2634	2635	-1457
chr1	155135584	155138430	155137999	2846	155137007	-1423	1423	992
chr1	204410505	204412233	204411241	1728	204411369	-864	864	-128
chr1	155321746	155328952	155322045	7206	155325349	-3603	3603	-3304
chr1	156050621	156055890	156051755	5269	156053255	-2634	2635	-1500
chr1	23557678	23560173	23558041	2495	23558925	-1247	1248	-884
chr1	2226608	2232196	2229410	5588	2229402	-2794	2794	8
chr1	221738029	221743527	221739699	5498	221740778	-2749	2749	-1079
chr1	150281278	150286016	150283549	4738	150283647	-2369	2369	-98
chr1	45620780	45623000	45622793	2220	45621890	-1110	1110	903
chr1	170530649	170532969	170532262	2320	170531809	-1160	1160	453
chr1	150577006	150582535	150578883	5529	150579770	-2764	2765	-887
chr1	150267428	150270167	150268061	2739	150268797	-1369	1370	-736
chr1	58780835	58786137	58782737	5302	58783486	-2651	2651	-749
chr1	6208240	6214118	6212368	5878	6211179	-2939	2939	1189
chr1	161047292	161048664	161048554	1372	161047978	-686	686	576
chr1	221738029	221743527	221739023	5498	221740778	-2749	2749	-1755
chr1	151342066	151344097	151343409	2031	151343081	-1015	1016	328
chr1	26889215	26895939	26891047	6724	26892577	-3362	3362	-1530
chr1	154990692	154993450	154992746	2758	154992071	-1379	1379	675
chr1	170530649	170532969	170532179	2320	170531809	-1160	1160	370
chr1	212791154	212795138	212791784	3984	212793146	-1992	1992	-1362
chr1	114716234	114719986	114719652	3752	114718110	-1876	1876	1542
chr1	155319387	155320229	155319905	842	155319808	-421	421	97
chr1	167220890	167222995	167220939	2105	167221942	-1052	1053	-1003
chr2	20446344	20449414	20447368	3070	20447879	-1535	1535	-511
chr2	74458304	74463041	74458494	4737	74460672	-2368	2369	-2178
chr2	27366916	27369683	27369462	2767	27368299	-1383	1384	1163
chr2	3573921	3577717	3576853	3796	3575819	-1898	1898	1034
chr2	43224041	43227934	43226311	3893	43225987	-1946	1947	324
chr2	206158618	206161366	206159979	2748	206159992	-1374	1374	-13
chr2	219278688	219280370	219279860	1682	219279529	-841	841	331
chr2	27326247	27330333	27327185	4086	27328290	-2043	2043	-1105
chr2	152717167	152719307	152717343	2140	152718237	-1070	1070	-894
chr2	152717167	152719307	152718833	2140	152718237	-1070	1070	596
chr2	47174763	47177506	47176461	2743	47176134	-1371	1372	327
chr2	152717167	152719307	152717456	2140	152718237	-1070	1070	-781
chr2	219219419	219226383	219223683	6964	219222901	-3482	3482	782
chr2	226796044	226800731	226798253	4687	226798387	-2343	2344	-134
chr2	108786116	108787294	108786763	1178	108786705	-589	589	58
chr2	74458304	74463041	74461781	4737	74460672	-2368	2369	1109
chr2	219219419	219226383	219224520	6964	219222901	-3482	3482	1619
chr2	238096683	238101037	238096850	4354	238098860	-2177	2177	-2010
chr2	27366916	27369683	27368418	2767	27368299	-1383	1384	119
chr2	27326247	27330333	27329482	4086	27328290	-2043	2043	1192
chr2	219246512	219249251	219247119	2739	219247881	-1369	1370	-762
chr2	207164426	207167377	207165501	2951	207165901	-1475	1476	-400
chr2	177212375	177217070	177215620	4695	177214722	-2347	2348	898
chr2	241352456	241356928	241353906	4472	241354692	-2236	2236	-786
chr2	20446344	20449414	20448392	3070	20447879	-1535	1535	513
chr2	74523191	74527879	74527875	4688	74525535	-2344	2344	2340
chr2	226796044	226800731	226798447	4687	226798387	-2343	2344	60
chr2	27366916	27369683	27368425	2767	27368299	-1383	1384	126
chr2	74523191	74527879	74525070	4688	74525535	-2344	2344	-465
chr2	42766165	42769373	42767624	3208	42767769	-1604	1604	-145
chr2	120345537	120351187	120349419	5650	120348362	-2825	2825	1057
chr2	109613137	109617205	109615915	4068	109615171	-2034	2034	744
chr2	42766165	42769373	42767327	3208	42767769	-1604	1604	-442
chr2	27326247	27330333	27328849	4086	27328290	-2043	2043	559
chr2	65226749	65229182	65227866	2433	65227965	-1216	1217	-99
chr2	3573921	3577717	3576580	3796	3575819	-1898	1898	761
chr2	74832746	74839228	74834539	6482	74835987	-3241	3241	-1448
chr2	216497666	216500537	216499268	2871	216499101	-1435	1436	167
chr2	108786116	108787294	108786876	1178	108786705	-589	589	171
chr2	218394390	218401883	218394705	7493	218398136	-3746	3747	-3431
chr2	202375613	202377731	202377490	2118	202376672	-1059	1059	818
chr2	27326247	27330333	27327274	4086	27328290	-2043	2043	-1016
chr2	173962204	173966192	173965169	3988	173964198	-1994	1994	971
chr2	20446344	20449414	20447783	3070	20447879	-1535	1535	-96
chr2	36355081	36357590	36356556	2509	36356335	-1254	1255	221
chr2	226796044	226800731	226796540	4687	226798387	-2343	2344	-1847
chr2	226796044	226800731	226798070	4687	226798387	-2343	2344	-317
chr2	27366916	27369683	27369035	2767	27368299	-1383	1384	736
chr2	85598558	85604590	85601283	6032	85601574	-3016	3016	-291
chr2	74458304	74463041	74462039	4737	74460672	-2368	2369	1367
chr2	43224041	43227934	43225731	3893	43225987	-1946	1947	-256
chr2	105338984	105340234	105339684	1250	105339609	-625	625	75
chr2	219219419	219226383	219222701	6964	219222901	-3482	3482	-200
chr2	226796044	226800731	226797909	4687	226798387	-2343	2344	-478
chr2	27210208	27213081	27212274	2873	27211644	-1436	1437	630
chr2	74523191	74527879	74523471	4688	74525535	-2344	2344	-2064
chr2	27033742	27038741	27036505	4999	27036241	-2499	2500	264
chr2	43224041	43227934	43226295	3893	43225987	-1946	1947	308
chr2	20446344	20449414	20447828	3070	20447879	-1535	1535	-51
chr2	216497666	216500537	216498809	2871	216499101	-1435	1436	-292
chr2	26030933	26035841	26034237	4908	26033387	-2454	2454	850
chr2	108786116	108787294	108786786	1178	108786705	-589	589	81
chr2	226796044	226800731	226798375	4687	226798387	-2343	2344	-12
chr2	231395126	231400896	231398323	5770	231398011	-2885	2885	312
chr2	20446344	20449414	20447429	3070	20447879	-1535	1535	-450
chr2	24076086	24078550	24076286	2464	24077318	-1232	1232	-1032
chr2	74958378	74960406	74958670	2028	74959392	-1014	1014	-722
chr2	74958378	74960406	74958812	2028	74959392	-1014	1014	-580
chr2	101252195	101254541	101253281	2346	101253368	-1173	1173	-87
chr2	120345537	120351187	120349556	5650	120348362	-2825	2825	1194
chr2	152717167	152719307	152718751	2140	152718237	-1070	1070	514
chr2	206158618	206161366	206159830	2748	206159992	-1374	1374	-162
chr2	177212375	177217070	177215861	4695	177214722	-2347	2348	1139
chr2	231395126	231400896	231397927	5770	231398011	-2885	2885	-84
chr2	85598558	85604590	85599918	6032	85601574	-3016	3016	-1656
chr2	226796044	226800731	226798601	4687	226798387	-2343	2344	214
chr2	74455676	74457955	74457708	2279	74456815	-1139	1140	893
chr2	27033742	27038741	27035611	4999	27036241	-2499	2500	-630
chr2	20446344	20449414	20447502	3070	20447879	-1535	1535	-377
chr2	219219419	219226383	219222382	6964	219222901	-3482	3482	-519
chr2	74458304	74463041	74462607	4737	74460672	-2368	2369	1935
chr2	27033742	27038741	27035173	4999	27036241	-2499	2500	-1068
chr2	218661919	218663653	218662575	1734	218662786	-867	867	-211
chr2	200860957	200863354	200861318	2397	200862155	-1198	1199	-837
chr2	27366916	27369683	27369010	2767	27368299	-1383	1384	711
chr2	231040051	231042363	231041372	2312	231041207	-1156	1156	165
chr2	27326247	27330333	27328159	4086	27328290	-2043	2043	-131
chr2	27366916	27369683	27367618	2767	27368299	-1383	1384	-681
chr2	74458304	74463041	74458530	4737	74460672	-2368	2369	-2142
chr2	74504301	74506230	74506026	1929	74505265	-964	965	761
chr2	105338984	105340234	105339659	1250	105339609	-625	625	50
chr2	130346358	130348782	130346510	2424	130347570	-1212	1212	-1060
chr2	226796044	226800731	226797952	4687	226798387	-2343	2344	-435
chr2	226796044	226800731	226798454	4687	226798387	-2343	2344	67
chr2	43224041	43227934	43225335	3893	43225987	-1946	1947	-652
chr2	43224041	43227934	43225428	3893	43225987	-1946	1947	-559
chr2	20446344	20449414	20447804	3070	20447879	-1535	1535	-75
chr2	27326247	27330333	27326647	4086	27328290	-2043	2043	-1643
chr2	219219419	219226383	219223668	6964	219222901	-3482	3482	767
chr2	219246512	219249251	219247224	2739	219247881	-1369	1370	-657
chr2	219246512	219249251	219248584	2739	219247881	-1369	1370	703
chr2	226796044	226800731	226798060	4687	226798387	-2343	2344	-327
chr2	74458304	74463041	74458553	4737	74460672	-2368	2369	-2119
chr2	177212375	177217070	177216534	4695	177214722	-2347	2348	1812
chr2	27033742	27038741	27035630	4999	27036241	-2499	2500	-611
chr2	218401902	218409025	218402117	7123	218405463	-3561	3562	-3346
chr2	27366916	27369683	27367326	2767	27368299	-1383	1384	-973
chr2	70086204	70090364	70087762	4160	70088284	-2080	2080	-522
chr2	130346358	130348782	130346403	2424	130347570	-1212	1212	-1167
chr2	74458304	74463041	74462752	4737	74460672	-2368	2369	2080
chr2	219219419	219226383	219225458	6964	219222901	-3482	3482	2557
chr2	202375613	202377731	202377490	2118	202376672	-1059	1059	818
chr2	27033742	27038741	27035639	4999	27036241	-2499	2500	-602
chr2	61537724	61540041	61538107	2317	61538882	-1158	1159	-775
chr2	74455676	74457955	74456249	2279	74456815	-1139	1140	-566
chr2	74523191	74527879	74527495	4688	74525535	-2344	2344	1960
chr2	74523191	74527879	74527322	4688	74525535	-2344	2344	1787
chr3	194132399	194139821	194136645	7422	194136110	-3711	3711	535
chr3	15093318	15099367	15096009	6049	15096342	-3024	3025	-333
chr3	49023380	49028077	49024908	4697	49025728	-2348	2349	-820
chr3	49427492	49430017	49429224	2525	49428754	-1262	1263	470
chr3	50352944	50355092	50353632	2148	50354018	-1074	1074	-386
chr3	169965034	169967443	169966829	2409	169966238	-1204	1205	591
chr3	48619303	48624248	48621492	4945	48621775	-2472	2473	-283
chr3	184185335	184186639	184186230	1304	184185987	-652	652	243
chr3	50352944	50355092	50353704	2148	50354018	-1074	1074	-314
chr3	184185335	184186639	184186221	1304	184185987	-652	652	234
chr3	49159011	49165037	49162633	6026	49162024	-3013	3013	609
chr3	49159011	49165037	49163285	6026	49162024	-3013	3013	1261
chr3	9914981	9918108	9917414	3127	9916544	-1563	1564	870
chr3	52249449	52250624	52249473	1175	52250036	-587	588	-563
chr3	127669822	127676278	127671540	6456	127673050	-3228	3228	-1510
chr3	9914981	9918108	9917891	3127	9916544	-1563	1564	1347
chr3	184185335	184186639	184186623	1304	184185987	-652	652	636
chr3	150408034	150411332	150409585	3298	150409683	-1649	1649	-98
chr3	49028281	49033045	49029312	4764	49030663	-2382	2382	-1351
chr3	72445824	72447933	72446606	2109	72446878	-1054	1055	-272
chr3	170869640	170871138	170870197	1498	170870389	-749	749	-192
chr3	49023380	49028077	49024348	4697	49025728	-2348	2349	-1380
chr3	49159011	49165037	49163127	6026	49162024	-3013	3013	1103
chr3	49012331	49018943	49018499	6612	49015637	-3306	3306	2862
chr3	184169739	184172831	184170786	3092	184171285	-1546	1546	-499
chr3	192916948	192919498	192917673	2550	192918223	-1275	1275	-550
chr3	9945730	9951351	9948872	5621	9948540	-2810	2811	332
chr3	4976828	4984042	4979727	7214	4980435	-3607	3607	-708
chr3	154321622	154325090	154324277	3468	154323356	-1734	1734	921
chr3	170866277	170867586	170866388	1309	170866931	-654	655	-543
chr3	150408034	150411332	150409842	3298	150409683	-1649	1649	159
chr3	49012331	49018943	49018538	6612	49015637	-3306	3306	2901
chr3	48619303	48624248	48620972	4945	48621775	-2472	2473	-803
chr3	196938791	196945817	196942565	7026	196942304	-3513	3513	261
chr3	49093123	49097590	49096046	4467	49095356	-2233	2234	690
chr3	52490775	52496966	52492752	6191	52493870	-3095	3096	-1118
chr3	185935735	185938282	185937976	2547	185937008	-1273	1274	968
chr3	192916948	192919498	192917724	2550	192918223	-1275	1275	-499
chr3	9945730	9951351	9950039	5621	9948540	-2810	2811	1499
chr3	50187524	50189638	50187828	2114	50188581	-1057	1057	-753
chr3	9945730	9951351	9949128	5621	9948540	-2810	2811	588
chr3	150408034	150411332	150411042	3298	150409683	-1649	1649	1359
chr3	49023380	49028077	49027743	4697	49025728	-2348	2349	2015
chr3	49672439	49675329	49675288	2890	49673884	-1445	1445	1404
chr3	157157830	157162051	157159434	4221	157159940	-2110	2111	-506
chr3	160564279	160566359	160565253	2080	160565319	-1040	1040	-66
chr3	184382658	184389686	184383058	7028	184386172	-3514	3514	-3114
chr3	49119929	49122458	49121999	2529	49121193	-1264	1265	806
chr4	7038675	7044637	7041823	5962	7041656	-2981	2981	167
chr4	101344875	101350427	101348743	5552	101347651	-2776	2776	1092
chr4	76896040	76898728	76896589	2688	76897384	-1344	1344	-795
chr4	6707308	6710080	6709497	2772	6708694	-1386	1386	803
chr4	6640773	6642459	6640935	1686	6641616	-843	843	-681
chr4	70686553	70690109	70689236	3556	70688331	-1778	1778	905
chr4	986541	992403	988932	5862	989472	-2931	2931	-540
chr4	17810306	17811533	17811031	1227	17810919	-613	614	112
