Chr	Start	End	Name	Score	Strand	Length
chrX	14529298	14731812	GLRA2	0	+	202514
chrX	139581770	139708216	MCF2	0	-	126446
chrX	139530739	139563459	F9	0	+	32720
chrX	115289715	115307563	LUZP4	0	+	17848
chrX	64268081	64395452	MTMR8	0	-	127371
chrX	42777366	42778163	PPP1R2C	0	-	797
chrX	154144243	154159032	OPN1LW	0	+	14789
chrX	102937272	102938300	RAB40AL	0	+	1028
chrX	48786540	48794311	GATA1	0	+	7771
chrX	151176584	151181465	GPR50	0	+	4881
chrX	24558087	24672677	PCYT1B	0	-	114590
chrX	136487947	136493780	BRS3	0	+	5833
chrX	87517409	87670050	KLHL4	0	+	152641
chrX	91779261	92623230	PCDH11X	0	+	843969
chrX	101268253	101293057	TAF7L	0	-	24804
chr13	46831546	46897076	HTR2A	0	-	65530
chr13	49220338	49222377	MLNR	0	+	2039
chr13	21671073	21704498	FGF9	0	+	33425
chr13	76948511	76958638	ACOD1	0	+	10127
chr16	49277917	49281838	CBLN1	0	-	3921
chr16	57404767	57416063	CCL17	0	+	11296
chr16	83968244	84002776	NECAB2	0	+	34532
chr16	86510527	86515422	FOXF1	0	+	4895
chr16	21197450	21214510	ZP2	0	-	17060
chr16	3242027	3256633	MEFV	0	-	14606
chr16	25215731	25228932	AQP8	0	+	13201
chr16	55655988	55707645	SLC6A2	0	+	51657
chr15	27754875	28099315	OCA2	0	-	344440
chr8	90058608	90095475	CALB1	0	-	36867
chr8	42374063	42377229	DKK4	0	-	3166
chr8	142834247	142916506	GML	0	+	82259
chr8	123680794	123737402	ANXA13	0	-	56608
chr8	24913758	24919098	NEFM	0	+	5340
chr8	39743735	39838227	ADAM2	0	-	94492
chr19	48880967	48898744	TULP2	0	-	17777
chr19	48933699	48944969	DHDH	0	+	11270
chr19	49015980	49017091	LHB	0	-	1111
chr19	49067397	49072699	KCNA7	0	-	5302
chr19	49429401	49442360	SLC17A7	0	-	12959
chr19	7669049	7670455	RETN	0	+	1406
chr19	7763210	7769605	CLEC4M	0	+	6395
chr19	45795713	45815308	RSPH6A	0	-	19595
chr19	57231009	57235548	AURKC	0	+	4539
chr19	39602524	39607474	LGALS13	0	+	4950
chr19	39731255	39738029	CLC	0	-	6774
chr19	4279266	4290722	SHD	0	+	11456
chr19	4304598	4323843	FSD1	0	+	19245
chr19	36111143	36113711	OVOL3	0	+	2568
chr19	3804024	3869038	ZFR2	0	-	65014
chr19	41619015	41627074	CEACAM4	0	-	8059
chr19	51379909	51387974	LIM2	0	-	8065
chr19	10286955	10288522	ICAM4	0	+	1567
chr19	10289952	10296778	ICAM5	0	+	6826
chr19	47819779	47843330	CRX	0	+	23551
chr19	47870467	47886315	SULT2A1	0	-	15848
chr19	5455417	5456856	ZNRF4	0	+	1439
chr19	48364367	48376377	SYNGR4	0	+	12010
chr19	51517819	51531856	SIGLEC6	0	-	14037
chr19	48029383	48044079	CABP5	0	-	14696
chr19	51713112	51723991	HAS1	0	-	10879
chr19	361747	376026	THEG	0	-	14279
chr19	48755524	48758333	FGF21	0	+	2809
chr19	53909278	53943950	CACNG7	0	+	34672
chr19	12884422	12887201	KLF1	0	-	2779
chr19	17871945	17895174	SLC5A5	0	+	23229
chr19	17951293	18000085	KCNN1	0	+	48792
chr19	35641745	35644871	ETV2	0	+	3126
chr19	35550031	35563658	ATP4A	0	-	13627
chr7	25224570	25228486	NPVF	0	-	3916
chr7	27092993	27096000	HOXA1	0	-	3007
chr7	27100354	27102686	HOXA2	0	-	2332
chr7	118214669	118496171	ANKRD7	0	+	281502
chr7	27193503	27200091	HOXA13	0	-	6588
chr7	27242700	27250493	EVX1	0	+	7793
chr7	30938669	30993254	GHRHR	0	+	54585
chr7	75810825	75823356	CCL24	0	-	12531
chr7	123828983	123877481	HYAL4	0	+	48498
chr7	123925237	123971414	SPAM1	0	+	46177
chr7	127610292	127618142	PAX4	0	-	7850
chr7	100583982	100601117	FBXO24	0	+	17135
chr7	31687215	31708455	PPP1R17	0	+	21240
chr7	101195007	101201038	MOGAT3	0	-	6031
chr7	144397240	144410227	NOBOX	0	-	12987
chr7	101613330	101629296	MYL10	0	-	15966
chr7	38977909	39493095	POU6F2	0	+	515186
chr7	44138864	44141332	MYL7	0	-	2468
chr7	44143213	44198170	GCK	0	-	54957
chr7	151956379	152019929	GALNTL5	0	+	63550
chr9	124001670	124033301	LHX2	0	+	31631
chr9	5334930	5339876	RLN1	0	-	4946
chr9	135702185	135795508	KCNT1	0	+	93323
chr9	136196250	136205128	LHX3	0	-	8878
chr9	17579066	17797124	SH3GL2	0	+	218058
chr10	96304409	96338564	DNTT	0	+	34155
chr10	100288149	100330264	PKD2L1	0	-	42115
chr10	101770109	101780371	FGF8	0	-	10262
chr10	102230186	102241512	PITX3	0	-	11326
chr10	93757840	93806272	LGI1	0	+	48432
chr17	29246859	29254494	CRYBA1	0	+	7635
chr17	40015361	40017813	CSF3	0	+	2452
chr17	41420547	41424585	KRT37	0	-	4038
chr17	33013087	34174964	ASIC2	0	-	1161877
chr17	34270221	34272242	CCL7	0	+	2021
chr17	34360328	34363233	CCL1	0	-	2905
chr17	41459513	41467386	KRT32	0	-	7873
chr17	50164214	50175928	SGCA	0	+	11714
chr17	43940804	43942476	PPY	0	-	1672
chr17	9896320	9905271	RCVRN	0	-	8951
chr17	10492307	10518542	MYH1	0	-	26235
chr4	41744082	41748725	PHOX2B	0	-	4643
chr4	46918900	46993581	GABRA4	0	-	74681
chr4	67737118	67754388	GNRHR	0	-	17270
chr4	68815994	68832023	UGT2B10	0	+	16029
chr4	73853296	73854483	PF4V1	0	+	1187
chr4	122451470	122456725	IL2	0	-	5255
chr4	168092537	168187736	ANXA10	0	+	95199
chr4	10486395	10684768	CLNK	0	-	198373
chr4	3441968	3449486	HGFAC	0	+	7518
chr11	125903348	125943702	DDX25	0	+	40354
chr11	20156155	20160475	DBX1	0	-	4320
chr11	57338352	57372396	P2RX3	0	+	34044
chr11	6259806	6272127	CCKBR	0	+	12321
chr11	72114869	72139892	FOLR3	0	+	25023
chr11	116789367	116792420	APOA5	0	-	3053
chr11	116820700	116823304	APOA4	0	-	2604
chr11	116829706	116833072	APOC3	0	+	3366
chr11	118925164	118958559	UPK2	0	+	33395
chr11	107591091	107666779	ELMOD1	0	+	75688
chr11	18727928	18792721	PTPN5	0	-	64793
chr12	108858932	108901043	DAO	0	+	42111
chr12	56334174	56340410	IL23A	0	+	6236
chr12	33374238	33439819	SYT10	0	-	65581
chr12	80707634	80709474	MYF6	0	+	1840
chr12	80716912	80719671	MYF5	0	+	2759
chr12	3381349	3593973	PRMT8	0	+	212624
chr12	4428155	4445815	FGF6	0	-	17660
chr12	110910819	110921443	MYL2	0	-	10624
chr12	4909905	4918256	KCNA1	0	+	8351
chr12	12940575	12952170	GPRC5D	0	-	11595
chr12	47709734	47725567	ENDOU	0	-	15833
chr12	68201349	68225810	IL26	0	-	24461
chr12	68154768	68159740	IFNG	0	-	4972
chr12	7649400	7665908	APOBEC1	0	-	16508
chr12	7787794	7799146	NANOG	0	+	11352
chr12	8602155	8613242	AICDA	0	-	11087
chr12	106583004	106762803	RFX4	0	+	179799
chr6	89254464	89315299	GABRR2	0	-	60835
chr6	35497874	35512896	TULP1	0	-	15022
chr6	35943516	36024868	SLC26A8	0	-	81352
chr6	49605175	49636839	RHAG	0	-	31664
chr6	52186375	52190638	IL17A	0	+	4263
chr6	52236681	52245689	IL17F	0	-	9008
chr6	39048781	39091303	GLP1R	0	+	42522
chr6	41189749	41201149	TREML2	0	-	11400
chr6	61679961	62286225	KHDRBS2	0	-	606264
chr6	99606774	99615578	PRDM13	0	+	8804
chr6	22569566	22571666	HDGFL1	0	+	2100
chr6	108166022	108188805	NR2E1	0	+	22783
chr6	25912754	25930691	SLC17A2	0	-	17937
chr6	167271169	167316014	UNC93A	0	+	44845
chr6	160171061	160277638	SLC22A2	0	-	106577
chr6	165279664	165309605	C6orf118	0	-	29941
chr6	42183284	42194956	GUCA1B	0	-	11672
chr6	42696598	42722597	PRPH2	0	-	25999
chr6	75921114	76072678	IMPG1	0	-	151564
chr6	46793389	46839778	MEP1A	0	+	46389
chr5	140360194	140375141	SLC4A9	0	+	14947
chr5	26880597	27121150	CDH9	0	-	240553
chr5	154474972	154478227	HAND1	0	-	3255
chr5	157026742	157069396	HAVCR1	0	-	42654
chr5	178977587	178996206	GRM6	0	-	18619
chr5	159314780	159330863	IL12B	0	-	16083
chr5	180899077	180950906	BTNL8	0	+	51829
chr5	162000057	162162977	GABRG2	0	+	162920
chr5	34998101	35048135	AGXT2	0	-	50034
chr5	132673986	132682678	IL4	0	+	8692
chr5	150166778	150184558	CDX1	0	+	17780
chr3	186717348	186744410	KNG1	0	+	27062
chr3	186660216	186678234	HRG	0	+	18018
chr3	190322541	190412138	CLDN16	0	+	89597
chr3	139452884	139480747	RBP2	0	-	27863
chr3	50191610	50197696	GNAT1	0	+	6086
chrY	12537650	12860839	USP9Y	0	+	323189
chr3	108296529	108378285	HHLA2	0	+	81756
chr3	108958248	109118134	MORC1	0	-	159886
chr3	151814073	151828488	AADAC	0	+	14415
chr3	52451100	52454041	TNNC1	0	-	2941
chr2	112773925	112784493	IL1A	0	-	10568
chr2	25160853	25168903	POMC	0	-	8050
chr2	26457203	26558756	OTOF	0	-	101553
chr2	27253684	27275817	SLC30A3	0	-	22133
chr2	162142882	162152404	GCG	0	-	9522
chr2	74513463	74517148	TLX2	0	+	3685
chr2	210187126	210225447	ACADL	0	-	38321
chr2	79120362	79123409	REG1A	0	+	3047
chr2	233032672	233035057	NEU2	0	+	2385
chr2	218822308	218832086	PRKAG3	0	-	9778
chr2	88067825	88113384	SMYD1	0	+	45559
chr2	102418689	102452565	IL18RAP	0	+	33876
chr2	107986523	108013994	SLC5A7	0	+	27471
chr2	127418427	127429242	PROC	0	+	10815
chr2	135787850	135837184	LCT	0	-	49334
chr1	176463171	176845601	PAPPA2	0	+	382430
chr1	6101787	6180321	CHD5	0	-	78534
chr1	34865436	34929650	DLGAP3	0	-	64214
chr1	186443566	186461114	PDC	0	-	17548
chr1	12791397	12796628	PRAMEF1	0	+	5231
chr1	12773738	12777906	PRAMEF12	0	+	4168
chr1	68428822	68449954	RPE65	0	-	21132
chr1	114673090	114695618	AMPD1	0	-	22528
chr1	39651229	39672107	NT5C1A	0	-	20878
chr1	39678648	39691485	HPCAL4	0	-	12837
chr1	237877864	237890922	ZP4	0	-	13058
chr1	43337818	43354466	MPL	0	+	16648
chr1	169394870	169460669	CCDC181	0	-	65799
chr1	170935526	171064765	MROH9	0	+	129239
chr1	98890245	99227929	PLPPR5	0	-	337684
chr1	173903800	173917327	SERPINC1	0	-	13527
chr1	48222685	48248644	SLC5A9	0	+	25959
chr15	78624111	78727754	CHRNB4	0	-	103643
chr2	3594832	3644644	COLEC11	0	+	49812
chr3	138123713	138132390	A4GNT	0	-	8677
chr11	102711796	102727050	MMP8	0	-	15254
chr11	116835751	116837622	APOA1	0	-	1871
chr2	208121607	208124524	CRYGD	0	-	2917
chr2	216859458	216860064	TNP1	0	-	606
chr18	31557009	31598833	TTR	0	+	41824
chr5	160563120	160852214	ATP10B	0	-	289094
chr6	88047841	88066838	SPACA1	0	+	18997
chr6	146598967	146815462	ADGB	0	+	216495
chr6	134917393	134950115	ALDH8A1	0	-	32722
chr6	131470832	131584332	ARG1	0	+	113500
chr6	133889113	133895553	TCF21	0	+	6440
chr20	37251086	37261819	GHRH	0	-	10733
chr9	74722495	74888094	TRPM6	0	-	165599
chr9	72114595	72257193	GDA	0	+	142598
chr14	74239449	74262738	VSX2	0	+	23289
chr14	76310712	76501837	ESRRB	0	+	191125
chr10	112283400	112305038	TECTB	0	+	21638
chr10	102226299	102229589	ELOVL3	0	+	3290
chr10	99532942	99536524	NKX2-3	0	+	3582
chr10	118589997	118595648	PRLHR	0	-	5651
chr10	104353833	104455102	CFAP58	0	+	101269
chr10	100042193	100081869	CPN1	0	-	39676
chr10	97766751	97771999	SFRP5	0	-	5248
chr17	48528526	48531011	HOXB1	0	-	2485
chr9	27284654	27297150	EQTN	0	-	12496
chr9	5231419	5235304	INSL4	0	+	3885
chr9	21350253	21350956	IFNA6	0	-	703
chr9	21409117	21410185	IFNA8	0	+	1068
chr1	173039202	173050941	TNFSF18	0	-	11739
chr6	167155247	167157980	GPR31	0	-	2733
chr6	167325071	167359503	TTLL2	0	+	34432
chr11	128934731	128943399	TP53AIP1	0	-	8668
chrX	70528940	70908711	TEX11	0	-	379771
chrX	70268305	70281840	ARR3	0	+	13535
chr10	29289061	29318328	LYZL1	0	+	29267
chr5	137867858	137887851	MYOT	0	+	19993
chr8	27459756	27479883	CHRNA2	0	-	20127
chr8	26748150	26867278	ADRA1A	0	-	119128
chr1	11857464	11858945	NPPB	0	-	1481
chr1	12857086	12861909	PRAMEF2	0	+	4823
chr17	58192726	58205174	EPX	0	+	12448
chr17	61452404	61485110	TBX4	0	+	32706
chr12	10806051	10807286	TAS2R8	0	-	1235
chr12	11391540	11501041	PRB2	0	-	109501
chr12	10801532	10802627	TAS2R7	0	-	1095
chr12	10809094	10810168	TAS2R9	0	-	1074
chr1	182409192	182560599	RGSL1	0	+	151407
chr3	109326144	109337546	DPPA4	0	-	11402
chr1	147902795	147909269	GJA8	0	+	6474
chr13	20138255	20161052	GJA3	0	-	22797
chr3	172443291	172448456	GHSR	0	-	5165
chr3	165186720	165197109	SLITRK3	0	-	10389
chr5	76083383	76353939	SV2C	0	+	270556
chrX	129738949	129769536	XPNPEP2	0	+	30587
chr9	135561756	135566955	PAEP	0	+	5199
chrX	80014753	80031774	TBX22	0	+	17021
chr1	203083129	203086012	MYOG	0	-	2883
chr6	160702238	160754097	PLG	0	+	51859
chr1	160830160	160862887	CD244	0	-	32727
chr7	5879827	5886363	OCM	0	+	6536
chr7	24284188	24291862	NPY	0	+	7674
chr9	33218365	33248567	SPINK4	0	+	30202
chr9	34957608	34982544	PHF24	0	+	24936
chr7	138002324	138118305	AKR1D1	0	+	115981
chr10	79610939	79615455	SFTPA1	0	+	4516
chr10	69571698	69573422	NEUROG3	0	-	1724
chrX	128050962	128052403	ACTRT1	0	-	1441
chr13	51861969	51866232	CCDC70	0	+	4263
chr12	55019974	55030017	NEUROD4	0	+	10043
chr9	133636363	133659329	DBH	0	+	22966
chrX	115003975	115019977	IL13RA2	0	-	16002
chrX	106032435	106038727	SERPINA7	0	-	6292
chrX	104011147	104013708	H2BW1	0	-	2561
chrX	104250038	104254933	ESX1	0	-	4895
chrX	149781930	149787737	MAGEA9	0	+	5807
chrX	13318647	13320053	ATXN3L	0	-	1406
chr1	207088860	207099993	C4BPB	0	+	11133
chr11	94377316	94401419	GPR83	0	-	24103
chr2	227871054	227924344	DAW1	0	+	53290
chr2	222671658	222709930	MOGAT1	0	+	38272
chr20	56248732	56249815	MC3R	0	+	1083
chr20	57495966	57525652	CTCFL	0	-	29686
chr20	45747944	45791932	WFDC3	0	-	43988
chr20	45091214	45101127	KCNS1	0	-	9913
chr20	45221373	45224458	SEMG2	0	+	3085
chr20	45293445	45308529	MATN4	0	-	15084
chr20	44247099	44280947	GDAP1L1	0	+	33848
chr20	43726164	43727002	GTSF1L	0	-	838
chr20	59958423	60034011	CDH26	0	+	75588
chr20	58216126	58228653	ANKRD60	0	-	12527
chr20	45207033	45209768	SEMG1	0	+	2735
chrX	152133310	152138578	MAGEA10	0	-	5268
chrX	155997696	156010817	IL9R	0	+	13121
chrY	57184216	57197337	IL9R	0	+	13121
chr16	88638572	88640468	IL17C	0	+	1896
chr19	43716076	43720021	IRGC	0	+	3945
chr19	42752686	42855691	PSG8	0	-	103005
chr19	42580243	42595055	CEACAM8	0	-	14812
chr6	49692358	49713590	CRISP2	0	-	21232
chr6	25833066	25882286	SLC17A3	0	-	49220
chr6	25782915	25832052	SLC17A1	0	-	49137
chr6	26017032	26017787	H1-1	0	-	755
chr6	27957241	27958182	OR2B6	0	+	941
chr6	35118071	35148610	TCP11	0	-	30539
chr6	38715311	39030792	DNAH8	0	+	315481
chr6	49834257	49877096	CRISP1	0	-	42839
chr6	47781982	47832780	OPN5	0	+	50798
chr4	73836640	73849064	CXCL6	0	+	12424
chr11	55883297	55891810	TRIM51	0	+	8513
chr3	8619386	8745040	SSUH2	0	-	125654
chr12	48978322	48982620	WNT1	0	+	4298
chr12	130337887	130372637	PIWIL1	0	+	34750
chr13	103043998	103066417	SLC10A2	0	-	22419
chr13	94709622	94712545	SOX21	0	-	2923
