Chr	Start	End	Name	Score	Strand	ID
chr1	1699379	1705379	CDK11A	0	-	ENSG00000008128
chr1	1748232	1754232	NADK	0	-	ENSG00000008130
chr1	1782285	1788285	GNB1	0	-	ENSG00000078369
chr1	1914590	1920590	TMEM52	0	-	ENSG00000178821
chr1	2016329	2022329	GABRD	0	+	ENSG00000187730
chr1	2047411	2053411	PRKCZ	0	+	ENSG00000067606
chr1	2181461	2187461	FAAP20	0	-	ENSG00000162585
chr1	2225319	2231319	SKI	0	+	ENSG00000157933
chr1	2318253	2324253	MORN1	0	-	ENSG00000116151
chr1	2388775	2394775	RER1	0	+	ENSG00000157916
chr1	2400964	2406964	PEX10	0	-	ENSG00000157911
chr1	2422980	2428980	PLCH2	0	+	ENSG00000149527
chr1	2505537	2511537	PANK4	0	-	ENSG00000157881
chr1	2552639	2558639	TNFRSF14	0	+	ENSG00000157873
chr1	2583491	2589491	PRXL2B	0	+	ENSG00000157870
chr1	2587639	2593639	MMEL1	0	-	ENSG00000142606
chr1	3066168	3072168	PRDM16	0	+	ENSG00000142611
chr1	3451665	3457665	ARHGEF16	0	+	ENSG00000130762
chr1	3484951	3490951	MEGF6	0	-	ENSG00000162591
chr1	3622015	3628015	TPRG1L	0	+	ENSG00000158109
chr1	3627767	3633767	WRAP73	0	-	ENSG00000116213
chr1	3649516	3655516	TP73	0	+	ENSG00000078900
chr1	3775559	3781559	LRRC47	0	-	ENSG00000130764
chr1	3809086	3815086	CEP104	0	-	ENSG00000116198
chr1	3854267	3860267	DFFB	0	+	ENSG00000169598
chr1	3886125	3892125	C1orf174	0	-	ENSG00000198912
chr1	4651609	4657609	AJAP1	0	+	ENSG00000196581
chr1	5859811	5865811	NPHP4	0	-	ENSG00000131697
chr1	5987927	5993927	KCNAB2	0	+	ENSG00000069424
chr1	6182020	6188020	RPL22	0	-	ENSG00000116251
chr1	6202475	6208475	RNF207	0	+	ENSG00000158286
chr1	6218193	6224193	ICMT	0	-	ENSG00000116237
chr1	6244353	6250353	GPR153	0	-	ENSG00000158292
chr1	6261269	6267269	ACOT7	0	-	ENSG00000097021
chr1	6409418	6415418	HES2	0	-	ENSG00000069812
chr1	6421776	6427776	ESPN	0	+	ENSG00000187017
chr1	6457786	6463786	TNFRSF25	0	-	ENSG00000215788
chr1	6464122	6470122	PLEKHG5	0	-	ENSG00000171680
chr1	6518347	6524347	NOL9	0	-	ENSG00000162408
chr1	6576994	6582994	ZBTB48	0	+	ENSG00000204859
chr1	6587724	6593724	KLHL21	0	-	ENSG00000162413
chr1	6610731	6616731	PHF13	0	+	ENSG00000116273
chr1	6621868	6627868	THAP3	0	+	ENSG00000041988
chr1	6631168	6637168	DNAJC11	0	-	ENSG00000007923
chr1	6782454	6788454	CAMTA1	0	+	ENSG00000171735
chr1	7768296	7774296	VAMP3	0	+	ENSG00000049245
chr1	7781291	7787291	PER3	0	+	ENSG00000049246
chr1	7840083	7846083	UTS2	0	-	ENSG00000049247
chr1	7912871	7918871	TNFRSF9	0	-	ENSG00000049249
chr1	7951291	7957291	PARK7	0	+	ENSG00000116288
chr1	8001404	8007404	ERRFI1	0	-	ENSG00000116285
chr1	8315114	8321114	SLC45A1	0	+	ENSG00000162426
chr1	8349397	8355397	RERE	0	-	ENSG00000142599
chr1	8858000	8864000	ENO1	0	-	ENSG00000074800
chr1	9032106	9038106	SLC2A5	0	-	ENSG00000142583
chr1	9097305	9103305	GPR157	0	-	ENSG00000180758
chr1	9231774	9237774	H6PD	0	+	ENSG00000049239
chr1	9289894	9295894	SPSB1	0	+	ENSG00000171621
chr1	9536465	9542465	SLC25A33	0	+	ENSG00000171612
chr1	9585911	9591911	TMEM201	0	+	ENSG00000188807
chr1	9648731	9654731	PIK3CD	0	+	ENSG00000171608
chr1	9725926	9731926	CLSTN1	0	-	ENSG00000171603
chr1	9845276	9851276	CTNNBIP1	0	-	ENSG00000178585
chr1	9919113	9925113	LZIC	0	-	ENSG00000162441
chr1	9940428	9946428	NMNAT1	0	+	ENSG00000173614
chr1	9994206	10000206	RBP7	0	+	ENSG00000162444
chr1	10029832	10035832	UBE4B	0	+	ENSG00000130939
chr1	10207570	10213570	KIF1B	0	+	ENSG00000054523
chr1	10395592	10401592	PGD	0	+	ENSG00000142657
chr1	10427102	10433102	CENPS-CORT	0	+	ENSG00000251503
chr1	10453522	10459522	DFFA	0	-	ENSG00000160049
chr1	10469288	10475288	PEX14	0	+	ENSG00000142655
chr1	10633604	10639604	CASZ1	0	-	ENSG00000130940
chr1	11009344	11015344	TARDBP	0	+	ENSG00000120948
chr1	11023523	11029523	MASP2	0	-	ENSG00000009724
chr1	11051584	11057584	SRM	0	-	ENSG00000116649
chr1	11063618	11069618	EXOSC10	0	-	ENSG00000171824
chr1	11103535	11109535	MTOR	0	-	ENSG00000198793
chr1	11270198	11276198	UBIAD1	0	+	ENSG00000120942
chr1	11634018	11640018	FBXO2	0	-	ENSG00000116661
chr1	11651375	11657375	FBXO44	0	+	ENSG00000132879
chr1	11661200	11667200	FBXO6	0	+	ENSG00000116663
chr1	11671480	11677480	MAD2L2	0	-	ENSG00000116670
chr1	11688710	11694710	DRAXIN	0	+	ENSG00000162490
chr1	11733084	11739084	AGTRAP	0	+	ENSG00000177674
chr1	11758787	11764787	C1orf167	0	+	ENSG00000215910
chr1	11782723	11788723	MTHFR	0	-	ENSG00000177000
chr1	11803096	11809096	CLCN6	0	+	ENSG00000011021
chr1	11916591	11922591	KIAA2013	0	-	ENSG00000116685
chr1	11931205	11937205	PLOD1	0	+	ENSG00000083444
chr1	11977181	11983181	MFN2	0	+	ENSG00000116688
chr1	12016466	12022466	MIIP	0	+	ENSG00000116691
chr1	12060303	12066303	TNFRSF8	0	+	ENSG00000120949
chr1	12163991	12169991	TNFRSF1B	0	+	ENSG00000028137
chr1	12227030	12233030	VPS13D	0	+	ENSG00000048707
chr1	12564910	12570910	DHRS3	0	-	ENSG00000162496
chr1	12844377	12850377	HNRNPCL1	0	-	ENSG00000179172
chr1	13112488	13118488	HNRNPCL2	0	-	ENSG00000275774
chr1	13471973	13477973	LRRC38	0	-	ENSG00000162494
chr1	13580465	13586465	PDPN	0	+	ENSG00000162493
chr1	13697188	13703188	PRDM2	0	+	ENSG00000116731
chr1	13889792	13895792	KAZN	0	+	ENSG00000189337
chr1	15149532	15155532	TMEM51	0	+	ENSG00000171729
chr1	15233521	15239521	FHAD1	0	+	ENSG00000142621
chr1	15406888	15412888	EFHD2	0	+	ENSG00000142634
chr1	15487832	15493832	CASP9	0	-	ENSG00000132906
chr1	15523813	15529813	DNAJC16	0	+	ENSG00000116138
chr1	15568699	15574699	AGMAT	0	-	ENSG00000116771
chr1	15614458	15620458	DDI2	0	+	ENSG00000197312
chr1	15681320	15687320	PLEKHM2	0	+	ENSG00000116786
chr1	15733258	15739258	SLC25A34	0	+	ENSG00000162461
chr1	15753607	15759607	FBLIM1	0	+	ENSG00000162458
chr1	15804169	15810169	UQCRHL	0	-	ENSG00000233954
chr1	15833095	15839095	SPEN	0	+	ENSG00000065526
chr1	15938869	15944869	ZBTB17	0	-	ENSG00000116809
chr1	16011028	16017028	HSPB7	0	-	ENSG00000173641
chr1	16054769	16060769	FAM131C	0	-	ENSG00000185519
chr1	16121337	16127337	EPHA2	0	-	ENSG00000142627
chr1	16194854	16200854	ARHGEF19	0	-	ENSG00000142632
chr1	16228692	16234692	CPLANE2	0	-	ENSG00000132881
chr1	16243840	16249840	FBXO42	0	-	ENSG00000037637
chr1	16349575	16355575	SZRD1	0	+	ENSG00000055070
chr1	16384117	16390117	SPATA21	0	-	ENSG00000187144
chr1	16437721	16443721	NECAP2	0	+	ENSG00000157191
chr1	16559319	16565319	NBPF1	0	-	ENSG00000219481
chr1	16737273	16743273	CROCC	0	+	ENSG00000058453
chr1	16971502	16977502	MFAP2	0	-	ENSG00000117122
chr1	16982958	16988958	ATP13A2	0	-	ENSG00000159363
chr1	17015722	17021722	SDHB	0	-	ENSG00000117118
chr1	17063761	17069761	PADI2	0	-	ENSG00000117115
chr1	17202128	17208128	PADI1	0	+	ENSG00000142623
chr1	17246098	17252098	PADI3	0	+	ENSG00000142619
chr1	17403760	17409760	RCC2	0	-	ENSG00000179051
chr1	17536698	17542698	ARHGEF10L	0	+	ENSG00000074964
chr1	18104798	18110798	IGSF21	0	+	ENSG00000117154
chr1	18477930	18483930	KLHDC7A	0	+	ENSG00000179023
chr1	18868430	18874430	ALDH4A1	0	-	ENSG00000159423
chr1	18901280	18907280	IFFO2	0	-	ENSG00000169991
chr1	19071510	19077510	UBR4	0	-	ENSG00000127481
chr1	19212660	19218660	EMC1	0	-	ENSG00000127463
chr1	19248805	19254805	MRTO4	0	+	ENSG00000053372
chr1	19279573	19285573	AKR7A3	0	-	ENSG00000162482
chr1	19300965	19306965	AKR7A2	0	-	ENSG00000053371
chr1	19309326	19315326	SLC66A1	0	+	ENSG00000040487
chr1	19335775	19341775	CAPZB	0	-	ENSG00000077549
chr1	19481403	19487403	MICOS10	0	+	ENSG00000173436
chr1	19679240	19685240	TMCO4	0	-	ENSG00000162542
chr1	19811029	19817029	RNF186	0	-	ENSG00000178828
chr1	19879395	19885395	OTUD3	0	+	ENSG00000169914
chr1	19972431	19978431	PLA2G2A	0	-	ENSG00000188257
chr1	20025179	20031179	PLA2G5	0	+	ENSG00000127472
chr1	20108939	20114939	PLA2G2D	0	-	ENSG00000117215
chr1	20136323	20142323	PLA2G2F	0	+	ENSG00000158786
chr1	20183096	20189096	UBXN10	0	+	ENSG00000162543
chr1	20287875	20293875	VWA5B1	0	+	ENSG00000158816
chr1	20479391	20485391	CAMK2N1	0	-	ENSG00000162545
chr1	20496448	20502448	MUL1	0	-	ENSG00000090432
chr1	20586086	20592086	CDA	0	+	ENSG00000158825
chr1	20630458	20636458	PINK1	0	+	ENSG00000158828
chr1	20648767	20654767	DDOST	0	-	ENSG00000244038
chr1	20661014	20667014	KIF17	0	-	ENSG00000117245
chr1	20716731	20722731	SH2D5	0	-	ENSG00000189410
chr1	20737266	20743266	HP1BP3	0	-	ENSG00000127483
chr1	20803292	20809292	EIF4G3	0	-	ENSG00000075151
chr1	21214247	21220247	ECE1	0	-	ENSG00000117298
chr1	21437128	21443128	NBPF3	0	+	ENSG00000142794
chr1	21506397	21512397	ALPL	0	+	ENSG00000162551
chr1	21593221	21599221	RAP1GAP	0	-	ENSG00000076864
chr1	21675298	21681298	USP48	0	-	ENSG00000090686
chr1	21809265	21815265	LDLRAD2	0	+	ENSG00000187942
chr1	21819244	21825244	HSPG2	0	-	ENSG00000142798
chr1	22022511	22028511	CDC42	0	+	ENSG00000070831
chr1	22114313	22120313	WNT4	0	-	ENSG00000162552
chr1	22425838	22431838	ZBTB40	0	+	ENSG00000184677
chr1	22633628	22639628	C1QA	0	+	ENSG00000173372
chr1	22640633	22646633	C1QC	0	+	ENSG00000159189
chr1	22649762	22655762	C1QB	0	+	ENSG00000173369
chr1	22707839	22713839	EPHB2	0	+	ENSG00000133216
chr1	23016443	23022443	KDM1A	0	+	ENSG00000004487
chr1	23081030	23087030	LUZP1	0	-	ENSG00000169641
chr1	23188895	23194895	HTR1D	0	-	ENSG00000179546
chr1	23300771	23306771	HNRNPR	0	-	ENSG00000125944
chr1	23356448	23362448	ZNF436	0	-	ENSG00000125945
chr1	23377909	23383909	TCEA3	0	-	ENSG00000204219
chr1	23425563	23431563	ASAP3	0	-	ENSG00000088280
chr1	23503438	23509438	E2F2	0	-	ENSG00000007968
chr1	23554926	23560926	ID3	0	-	ENSG00000117318
chr1	23688742	23694742	RPL11	0	+	ENSG00000142676
chr1	23740448	23746448	ELOA	0	+	ENSG00000011007
chr1	23775418	23781418	PITHD1	0	+	ENSG00000057757
chr1	23788145	23794145	LYPLA2	0	+	ENSG00000011009
chr1	23792599	23798599	GALE	0	-	ENSG00000117308
chr1	23798885	23804885	HMGCL	0	-	ENSG00000117305
chr1	23842077	23848077	FUCA1	0	-	ENSG00000179163
chr1	23953839	23959839	PNRC2	0	+	ENSG00000189266
chr1	23961347	23967347	SRSF10	0	-	ENSG00000188529
chr1	24053035	24059035	MYOM3	0	-	ENSG00000142661
chr1	24116771	24122771	IL22RA1	0	-	ENSG00000142677
chr1	24151168	24157168	IFNLR1	0	-	ENSG00000185436
chr1	24196558	24202558	GRHL3	0	+	ENSG00000158055
chr1	24353999	24359999	STPG1	0	-	ENSG00000001460
chr1	24412802	24418802	NIPAL3	0	+	ENSG00000001461
chr1	24499351	24505351	RCAN3	0	+	ENSG00000117602
chr1	24553087	24559087	NCMAP	0	+	ENSG00000184454
chr1	24628716	24634716	SRRM1	0	+	ENSG00000133226
chr1	24742382	24748382	CLIC4	0	+	ENSG00000169504
chr1	24896511	24902511	RUNX3	0	-	ENSG00000020633
chr1	25219276	25225276	SYF2	0	-	ENSG00000117614
chr1	25239249	25245249	RSRP1	0	-	ENSG00000117616
chr1	25335317	25341317	TMEM50A	0	+	ENSG00000183726
chr1	25359249	25365249	RHCE	0	-	ENSG00000188672
chr1	25427858	25433858	MACO1	0	+	ENSG00000204178
chr1	25540606	25546606	LDLRAP1	0	+	ENSG00000157978
chr1	25613791	25619791	MAN1C1	0	+	ENSG00000117643
chr1	25797193	25803193	SELENON	0	+	ENSG00000162430
chr1	25815640	25821640	MTFR1L	0	+	ENSG00000117640
chr1	25828913	25834913	AUNIP	0	-	ENSG00000127423
chr1	25858484	25864484	PAQR7	0	-	ENSG00000182749
chr1	25881181	25887181	STMN1	0	-	ENSG00000117632
chr1	25956767	25962767	PAFAH2	0	-	ENSG00000158006
chr1	26034252	26040252	SLC30A2	0	-	ENSG00000158014
chr1	26108165	26114165	PDIK1L	0	+	ENSG00000175087
chr1	26156079	26162079	FAM110D	0	+	ENSG00000197245
chr1	26166516	26172516	ZNF593OS	0	-	ENSG00000236782
chr1	26166908	26172908	ZNF593	0	+	ENSG00000142684
chr1	26174484	26180484	CNKSR1	0	+	ENSG00000142675
chr1	26231200	26237200	CEP85	0	+	ENSG00000130695
chr1	26277086	26283086	SH3BGRL3	0	+	ENSG00000142669
chr1	26278328	26284328	UBXN11	0	-	ENSG00000158062
chr1	26314958	26320958	CD52	0	+	ENSG00000169442
chr1	26318698	26324698	CRYBG2	0	-	ENSG00000176092
chr1	26358634	26364634	ZNF683	0	-	ENSG00000176083
chr1	26429282	26435282	DHDDS	0	+	ENSG00000117682
chr1	26469440	26475440	HMGN2	0	+	ENSG00000198830
chr1	26526761	26532761	RPS6KA1	0	+	ENSG00000117676
chr1	26690236	26696236	ARID1A	0	+	ENSG00000117713
chr1	26784054	26790054	PIGV	0	+	ENSG00000060642
chr1	26823688	26829688	ZDHHC18	0	+	ENSG00000204160
chr1	26860149	26866149	SFN	0	+	ENSG00000175793
chr1	26873132	26879132	GPN2	0	-	ENSG00000142751
chr1	26887488	26893488	GPATCH3	0	-	ENSG00000198746
chr1	26897238	26903238	NUDC	0	+	ENSG00000090273
chr1	26946562	26952562	KDF1	0	-	ENSG00000175707
chr1	26990692	26996692	TRNP1	0	+	ENSG00000253368
chr1	27002020	27008020	TENT5B	0	-	ENSG00000158246
chr1	27095809	27101809	SLC9A1	0	-	ENSG00000090020
chr1	27231632	27237632	WDTC1	0	+	ENSG00000142784
chr1	27319145	27325145	TMEM222	0	+	ENSG00000186501
chr1	27339020	27345020	SYTL1	0	+	ENSG00000142765
chr1	27351067	27357067	MAP3K6	0	-	ENSG00000142733
chr1	27366110	27372110	FCN3	0	-	ENSG00000142748
chr1	27389622	27395622	GPR3	0	+	ENSG00000181773
chr1	27401230	27407230	WASF2	0	-	ENSG00000158195
chr1	27531035	27537035	AHDC1	0	-	ENSG00000126705
chr1	27609064	27615064	FGR	0	-	ENSG00000000938
chr1	27663064	27669064	IFI6	0	-	ENSG00000126709
chr1	27722961	27728961	FAM76A	0	+	ENSG00000009780
chr1	27770219	27776219	STX12	0	+	ENSG00000117758
chr1	27827782	27833782	PPP1R8	0	+	ENSG00000117751
chr1	27869543	27875543	THEMIS2	0	+	ENSG00000130775
chr1	27888524	27894524	RPA2	0	-	ENSG00000117748
chr1	27932000	27938000	SMPDL3B	0	+	ENSG00000130768
chr1	27956588	27962588	XKR8	0	+	ENSG00000158156
chr1	27967344	27973344	EYA3	0	-	ENSG00000158161
chr1	28144166	28150166	PTAFR	0	-	ENSG00000169403
chr1	28196456	28202456	DNAJC8	0	-	ENSG00000126698
chr1	28233109	28239109	ATP5IF1	0	+	ENSG00000130770
chr1	28256518	28262518	SESN2	0	+	ENSG00000130766
chr1	28326002	28332002	MED18	0	+	ENSG00000130772
chr1	28366582	28372582	PHACTR4	0	+	ENSG00000204138
chr1	28502943	28508943	RCC1	0	+	ENSG00000180198
chr1	28550085	28556085	TRNAU1AP	0	+	ENSG00000180098
chr1	28584829	28590829	TAF12	0	-	ENSG00000120656
chr1	28589200	28595200	RAB42	0	+	ENSG00000188060
chr1	28665778	28671778	GMEB1	0	+	ENSG00000162419
chr1	28733621	28739621	YTHDF2	0	+	ENSG00000198492
chr1	28884091	28890091	EPB41	0	+	ENSG00000159023
chr1	29116429	29122429	TMEM200B	0	-	ENSG00000253304
chr1	29144743	29150743	SRSF4	0	-	ENSG00000116350
chr1	29189657	29195657	MECR	0	-	ENSG00000116353
chr1	29233516	29239516	PTPRU	0	+	ENSG00000060656
chr1	30729469	30735469	LAPTM5	0	-	ENSG00000162511
chr1	30866466	30872466	SDC3	0	-	ENSG00000162512
chr1	30928506	30934506	PUM1	0	-	ENSG00000134644
chr1	31176745	31182745	NKAIN1	0	-	ENSG00000084628
chr1	31256568	31262568	SNRNP40	0	-	ENSG00000060688
chr1	31293982	31299982	ZCCHC17	0	+	ENSG00000121766
chr1	31362253	31368253	FABP3	0	-	ENSG00000121769
chr1	31406565	31412565	SERINC2	0	+	ENSG00000168528
chr1	31573485	31579485	TINAGL1	0	+	ENSG00000142910
chr1	31626866	31632866	PEF1	0	-	ENSG00000162517
chr1	31649263	31655263	COL16A1	0	-	ENSG00000084636
chr1	31724117	31730117	ADGRB2	0	-	ENSG00000121753
chr1	31787422	31793422	SPOCD1	0	-	ENSG00000134668
chr1	31903421	31909421	PTP4A2	0	-	ENSG00000184007
chr1	32010868	32016868	KHDRBS1	0	+	ENSG00000121774
chr1	32069031	32075031	TMEM39B	0	+	ENSG00000121775
chr1	32105056	32111056	KPNA6	0	+	ENSG00000025800
chr1	32176675	32182675	TXLNA	0	+	ENSG00000084652
chr1	32197595	32203595	CCDC28B	0	+	ENSG00000160050
chr1	32202671	32208671	IQCC	0	+	ENSG00000160051
chr1	32206089	32212089	DCDC2B	0	+	ENSG00000222046
chr1	32211472	32217472	TMEM234	0	-	ENSG00000160055
chr1	32218077	32224077	EIF3I	0	+	ENSG00000084623
chr1	32244222	32250222	FAM167B	0	+	ENSG00000183615
chr1	32248239	32254239	LCK	0	+	ENSG00000182866
chr1	32289083	32295083	HDAC1	0	+	ENSG00000116478
chr1	32330839	32336839	MARCKSL1	0	-	ENSG00000175130
chr1	32348521	32354521	TSSK3	0	+	ENSG00000162526
chr1	32358270	32364270	FAM229A	0	-	ENSG00000225828
chr1	32361633	32367633	BSDC1	0	-	ENSG00000160058
chr1	32462057	32468057	ENSG00000254553	0	+	ENSG00000254553
chr1	32597172	32603172	ZBTB8OS	0	-	ENSG00000176261
chr1	32648142	32654142	RBBP4	0	+	ENSG00000162521
chr1	32676906	32682906	SYNC	0	-	ENSG00000162520
chr1	32738830	32744830	KIAA1522	0	+	ENSG00000162522
chr1	32772237	32778237	YARS1	0	-	ENSG00000134684
chr1	32813767	32819767	S100PBP	0	+	ENSG00000116497
chr1	32859268	32865268	FNDC5	0	-	ENSG00000160097
chr1	32882994	32888994	HPCA	0	+	ENSG00000121905
chr1	32891594	32897594	TMEM54	0	-	ENSG00000121900
chr1	32933445	32939445	RNF19B	0	-	ENSG00000116514
chr1	33004940	33010940	AK2	0	-	ENSG00000004455
chr1	33078104	33084104	AZIN2	0	+	ENSG00000142920
chr1	33142399	33148399	TRIM62	0	-	ENSG00000116525
chr1	33253492	33259492	ZNF362	0	+	ENSG00000160094
chr1	33320623	33326623	PHC2	0	-	ENSG00000134686
chr1	33469645	33475645	ZSCAN20	0	+	ENSG00000121903
chr1	33510998	33516998	CSMD2	0	-	ENSG00000121904
chr1	34709737	34715737	SMIM12	0	-	ENSG00000163866
chr1	34752047	34758047	GJB5	0	+	ENSG00000189280
chr1	34756740	34762740	GJB4	0	+	ENSG00000189433
chr1	34778214	34784214	GJB3	0	+	ENSG00000188910
chr1	34789999	34795999	GJA4	0	+	ENSG00000187513
chr1	34862436	34868436	DLGAP3	0	-	ENSG00000116544
chr1	34978533	34984533	ENSG00000271741	0	-	ENSG00000271741
chr1	35029172	35035172	ZMYM1	0	+	ENSG00000197056
chr1	35173378	35179378	SFPQ	0	-	ENSG00000116560
chr1	35265709	35271709	ZMYM4	0	+	ENSG00000146463
chr1	35430492	35436492	KIAA0319L	0	-	ENSG00000142687
chr1	35554473	35560473	NCDN	0	+	ENSG00000020129
chr1	35570314	35576314	TFAP2E	0	+	ENSG00000116819
chr1	35596541	35602541	PSMB2	0	-	ENSG00000126067
chr1	35710877	35716877	C1orf216	0	-	ENSG00000142686
chr1	35717218	35723218	CLSPN	0	-	ENSG00000092853
chr1	35805016	35811016	AGO4	0	+	ENSG00000134698
chr1	35866808	35872808	AGO1	0	+	ENSG00000092847
chr1	35927718	35933718	AGO3	0	+	ENSG00000126070
chr1	36085892	36091892	ADPRS	0	+	ENSG00000116863
chr1	36092239	36098239	COL8A2	0	-	ENSG00000171812
chr1	36133570	36139570	TRAPPC3	0	-	ENSG00000054116
chr1	36152579	36158579	MAP7D1	0	+	ENSG00000116871
chr1	36221432	36227432	THRAP3	0	+	ENSG00000054118
chr1	36303368	36309368	SH3D21	0	+	ENSG00000214193
chr1	36319030	36325030	EVA1B	0	-	ENSG00000142694
chr1	36336624	36342624	STK40	0	-	ENSG00000196182
chr1	36388238	36394238	LSM10	0	-	ENSG00000181817
chr1	36412827	36418827	OSCP1	0	-	ENSG00000116885
chr1	36452718	36458718	MRPS15	0	-	ENSG00000116898
chr1	36463043	36469043	CSF3R	0	-	ENSG00000119535
chr1	37471580	37477580	ZC3H12A	0	+	ENSG00000163874
chr1	37486993	37492993	MEAF6	0	-	ENSG00000163875
chr1	37531449	37537449	SNIP1	0	-	ENSG00000163877
chr1	37553919	37559919	DNALI1	0	+	ENSG00000163879
chr1	37563816	37569816	GNL2	0	-	ENSG00000134697
chr1	37678570	37684570	C1orf109	0	-	ENSG00000116922
chr1	37689481	37695481	CDCA8	0	+	ENSG00000134690
chr1	37710880	37716880	EPHA10	0	-	ENSG00000183317
chr1	37790847	37796847	MANEAL	0	+	ENSG00000185090
chr1	37799945	37805945	YRDC	0	-	ENSG00000196449
chr1	37803979	37809979	C1orf122	0	+	ENSG00000197982
chr1	37806574	37812574	MTF1	0	-	ENSG00000188786
chr1	37857697	37863697	INPP5B	0	-	ENSG00000204084
chr1	37953975	37959975	SF3A3	0	-	ENSG00000183431
chr1	37993770	37999770	FHL3	0	-	ENSG00000183386
chr1	38006258	38012258	UTP11	0	+	ENSG00000183520
chr1	38040829	38046829	POU3F1	0	-	ENSG00000185668
chr1	38835198	38841198	RRAGC	0	-	ENSG00000116954
chr1	38861501	38867501	ENSG00000274944	0	-	ENSG00000274944
chr1	38882807	38888807	RHBDL2	0	-	ENSG00000158315
chr1	38988276	38994276	AKIRIN1	0	+	ENSG00000174574
chr1	39023318	39029318	NDUFS5	0	+	ENSG00000168653
chr1	39078316	39084316	MACF1	0	+	ENSG00000127603
chr1	39488636	39494636	BMP8A	0	+	ENSG00000183682
chr1	39557709	39563709	PABPC4	0	-	ENSG00000090621
chr1	39620435	39626435	HEYL	0	-	ENSG00000163909
chr1	39689182	39695182	PPIE	0	+	ENSG00000084072
chr1	39754182	39760182	BMP8B	0	-	ENSG00000116985
chr1	39835110	39841110	TRIT1	0	-	ENSG00000043514
chr1	39892426	39898426	MYCL	0	-	ENSG00000116990
chr1	39952112	39958112	MFSD2A	0	+	ENSG00000168389
chr1	40037233	40043233	CAP1	0	+	ENSG00000131236
chr1	40069710	40075710	PPT1	0	-	ENSG00000131238
chr1	40158387	40164387	RLF	0	+	ENSG00000117000
chr1	40255041	40261041	ZMPSTE24	0	+	ENSG00000084073
chr1	40297489	40303489	COL9A2	0	-	ENSG00000049089
chr1	40341850	40347850	SMAP2	0	+	ENSG00000084070
chr1	40447102	40453102	ZFP69B	0	+	ENSG00000187801
chr1	40474290	40480290	ZFP69	0	+	ENSG00000187815
chr1	40505741	40511741	EXO5	0	+	ENSG00000164002
chr1	40528573	40534573	ZNF684	0	+	ENSG00000117010
chr1	40617680	40623680	RIMS3	0	-	ENSG00000117016
chr1	40688648	40694648	NFYC	0	+	ENSG00000066136
chr1	40780787	40786787	KCNQ4	0	+	ENSG00000117013
chr1	40858054	40864054	CITED4	0	-	ENSG00000179862
chr1	40976688	40982688	CTPS1	0	+	ENSG00000171793
chr1	41012589	41018589	SLFNL1	0	-	ENSG00000171790
chr1	41024200	41030200	SCMH1	0	-	ENSG00000010803
chr1	41358922	41364922	FOXO6	0	+	ENSG00000204060
chr1	41475775	41481775	EDN2	0	-	ENSG00000127129
chr1	41503365	41509365	HIVEP3	0	-	ENSG00000127124
