Chr	Start	End	Name	Score	Strand
chr1	15488395	15494395	CELA2B	0	+
chr1	15744982	15750982	TMEM82	0	+
chr1	16005807	16011807	SRARP	0	+
chr1	16031050	16037050	CLCNKA	0	+
chr1	16054311	16060311	CLCNKB	0	+
chr1	17361004	17367004	PADI4	0	+
chr1	17398699	17404699	PADI6	0	+
chr1	18745866	18751866	PAX7	0	+
chr1	18836599	18842599	TAS1R2	0	-
chr1	19677966	19683966	HTR6	0	+
chr1	19917009	19923009	PLA2G2E	0	-
chr1	20158253	20164253	PLA2G2C	0	-
chr1	20552020	20558020	FAM43B	0	+
chr1	21995642	22001642	CELA3B	0	+
chr1	22009542	22015542	CELA3A	0	+
chr1	22600595	22606595	EPHA8	0	+
chr1	22950043	22956043	LACTBL1	0	-
chr1	23007834	23013834	TEX46	0	-
chr1	23867515	23873515	CNR2	0	-
chr1	25327445	25333445	RHD	0	+
chr1	26033464	26039464	EXTL1	0	+
chr1	26048301	26054301	TRIM63	0	-
chr1	26161101	26167101	C1orf232	0	-
chr1	26199968	26205968	CATSPER4	0	+
chr1	26426728	26432728	LIN28A	0	+
chr1	26908489	26914489	NR0B2	0	-
chr1	28868267	28874267	OPRD1	0	+
chr1	30708277	30714277	MATN1	0	-
chr1	31629518	31635518	HCRTR1	0	+
chr1	33303766	33309766	A3GALT2	0	-
chr1	33861791	33867791	HMGB4	0	+
chr1	34216131	34222131	C1orf94	0	+
chr1	36085275	36091275	TEKT2	0	+
chr1	36792527	36798527	GRIK3	0	-
chr1	37608350	37614350	RSPO1	0	-
chr1	39648229	39654229	NT5C1A	0	-
chr1	39675648	39681648	HPCAL4	0	-
chr1	40248684	40254684	TMCO2	0	+
chr1	42152820	42158820	GUCA2B	0	+
chr1	42730093	42736093	CLDN19	0	-
chr1	43351466	43357466	MPL	0	+
chr1	44132140	44138140	KLF17	0	+
chr1	44134821	44140821	KLF18	0	-
chr1	44780585	44786585	BEST4	0	-
chr1	44802893	44808893	DYNLT4	0	-
chr1	46529166	46535166	TMEM275	0	-
chr1	46542641	46548641	KNCN	0	-
chr1	46670594	46676594	TEX38	0	+
chr1	46926177	46932177	CYP4A11	0	-
chr1	47115318	47121318	CYP4Z1	0	+
chr1	47146727	47152727	CYP4A22	0	+
chr1	47415052	47421052	FOXE3	0	+
chr1	48245644	48251644	SLC5A9	0	+
chr1	48529854	48535854	AGBL4	0	-
chr1	50200772	50206772	ELAVL4	0	+
chr1	51145086	51151086	C1orf185	0	+
chr1	52666683	52672683	SHISAL2A	0	+
chr1	53464488	53470488	DMRTB1	0	+
chr1	53908086	53914086	DIO1	0	+
chr1	54004298	54010298	LDLRAD1	0	-
chr1	54129686	54135686	ENSG00000256407	0	-
chr1	54839252	54845252	LEXM	0	+
chr1	55014172	55020172	BSND	0	+
chr1	56715789	56721789	FYB2	0	-
chr1	56915223	56921223	C8A	0	+
chr1	56926207	56932207	C8B	0	-
chr1	59984269	59990269	C1orf87	0	-
chr1	62209328	62215328	L1TD1	0	+
chr1	62603313	62609313	ANGPTL3	0	+
chr1	63322128	63328128	FOXD3	0	+
chr1	64264368	64270368	UBE2U	0	+
chr1	66776047	66782047	DYNLT5	0	+
chr1	66794740	66800740	INSL5	0	-
chr1	67089165	67095165	C1orf141	0	-
chr1	67256979	67262979	IL23R	0	+
chr1	68425822	68431822	RPE65	0	-
chr1	70148945	70154945	LRRC7	0	+
chr1	74023015	74029015	LRRIQ3	0	-
chr1	74466376	74472376	LRRC53	0	-
chr1	74565117	74571117	ERICH3	0	-
chr1	75158533	75164533	LHX8	0	+
chr1	75910242	75916242	MSH4	0	+
chr1	75915873	75921873	ASB17	0	-
chr1	84412018	84418018	DNASE2B	0	+
chr1	85130138	85136138	DNAI3	0	+
chr1	86497259	86503259	CLCA1	0	+
chr1	90708539	90714539	BARHL2	0	-
chr1	91257766	91263766	HFM1	0	-
chr1	92011426	92017426	BRDT	0	+
chr1	92242813	92248813	C1orf146	0	+
chr1	98887245	98893245	PLPPR5	0	-
chr1	100539021	100545021	GPR88	0	+
chr1	101799560	101805560	OLFM3	0	-
chr1	103622780	103628780	AMY2A	0	+
chr1	103661554	103667554	AMY1A	0	+
chr1	103684415	103690415	AMY1B	0	-
chr1	103755726	103761726	AMY1C	0	+
chr1	108219464	108225464	NBPF4	0	-
chr1	108468920	108474920	NBPF6	0	+
chr1	108739749	108745749	FNDC7	0	+
chr1	109102951	109108951	C1orf194	0	-
chr1	109289365	109295365	MYBPHL	0	-
chr1	109479134	109485134	SYPL2	0	+
chr1	109545406	109551406	GPR61	0	+
chr1	109600091	109606091	GNAT2	0	-
chr1	110110947	110116947	UBL4B	0	+
chr1	110199202	110205202	SLC6A17	0	+
chr1	110454358	110460358	PROK1	0	+
chr1	110514217	110520217	KCNA10	0	-
chr1	110516837	110522837	KCNA2	0	-
chr1	110669465	110675465	KCNA3	0	-
chr1	111317566	111323566	CHIA	0	+
chr1	112724235	112730235	TAFA3	0	+
chr1	114086291	114092291	SYT6	0	-
chr1	114670090	114676090	AMPD1	0	-
chr1	114992370	114998370	SYCP1	0	+
chr1	115031302	115037302	TSHB	0	+
chr1	115282904	115288904	NGF	0	-
chr1	119391130	119397130	HAO2	0	+
chr1	119420035	119426035	HSD3B2	0	+
chr1	119890533	119896533	ADAM30	0	-
chr1	143891544	143897544	H3-2	0	-
chr1	144369875	144375875	PPIAL4E	0	-
chr1	144590652	144596652	PPIAL4F	0	+
chr1	145736288	145742288	CD160	0	+
chr1	146014468	146020468	HJV	0	-
chr1	146341006	146347006	PPIAL4H	0	-
chr1	147906269	147912269	GJA8	0	+
chr1	149810225	149816225	H3C13	0	-
chr1	149884469	149890469	H2AC21	0	-
chr1	150262078	150268078	CA14	0	+
chr1	150910292	150916292	CTXND2	0	+
chr1	151166986	151172986	TMOD4	0	-
chr1	151697058	151703058	CELF3	0	-
chr1	151726805	151732805	RIIAD1	0	+
chr1	151797264	151803264	LINGO4	0	-
chr1	151834819	151840819	C2CD4D	0	-
chr1	152081141	152087141	TCHHL1	0	-
chr1	152209076	152215076	HRNR	0	-
chr1	152345735	152351735	FLG2	0	-
chr1	152509177	152515177	LCE5A	0	+
chr1	152562654	152568654	LCE3E	0	-
chr1	152598086	152604086	LCE3C	0	+
chr1	152611098	152617098	LCE3B	0	+
chr1	152619834	152625834	LCE3A	0	-
chr1	152661659	152667659	LCE2D	0	+
chr1	152673569	152679569	LCE2C	0	+
chr1	152684397	152690397	LCE2B	0	+
chr1	152696442	152702442	LCE2A	0	+
chr1	152706434	152712434	LCE4A	0	+
chr1	152717470	152723470	C1orf68	0	+
chr1	152759052	152765052	KPRP	0	+
chr1	152774024	152780024	LCE1F	0	+
chr1	152785426	152791426	LCE1E	0	+
chr1	152795181	152801181	LCE1D	0	+
chr1	152801832	152807832	LCE1C	0	-
chr1	152810108	152816108	LCE1B	0	+
chr1	152825097	152831097	LCE1A	0	+
chr1	152840983	152846983	LCE6A	0	+
chr1	152882047	152888047	SMCP	0	+
chr1	152946258	152952258	SPRR5	0	+
chr1	152969574	152975574	SPRR4	0	+
chr1	153202120	153208120	LELP1	0	+
chr1	153259124	153265124	LORICRIN	0	+
chr1	153434058	153440058	S100A7L2	0	-
chr1	153989685	153995685	NUP210L	0	-
chr1	154196085	154202085	C1orf189	0	-
chr1	154322325	154328325	AQP10	0	+
chr1	154545147	154551147	TDRD10	0	+
chr1	154577013	154583013	CHRNB2	0	+
chr1	154991315	154997315	LENEP	0	+
chr1	155047930	155053930	DCST1	0	+
chr1	155286293	155292293	PKLR	0	-
chr1	155940087	155946087	RXFP4	0	+
chr1	156295624	156301624	VHLL	0	-
chr1	156343995	156349995	TSACC	0	+
chr1	156584719	156590719	TTC24	0	+
chr1	156622725	156628725	HAPLN2	0	+
chr1	156837063	156843063	INSRR	0	-
chr1	156878850	156884850	NTRK1	0	+
chr1	156930094	156936094	LRRC71	0	+
chr1	157089043	157095043	ETV3L	0	-
chr1	157570747	157576747	FCRL4	0	-
chr1	157742733	157748733	FCRL2	0	-
chr1	157791403	157797403	FCRL1	0	-
chr1	157827911	157833911	CD5L	0	-
chr1	158324951	158330951	CD1B	0	-
chr1	158354553	158360553	CD1E	0	+
chr1	158395522	158401522	OR10T2	0	-
chr1	158415210	158421210	OR10K2	0	-
chr1	158467857	158473857	OR10K1	0	+
chr1	158477936	158483936	OR10R2	0	+
chr1	158541550	158547550	OR6Y1	0	-
chr1	158557606	158563606	OR6P1	0	-
chr1	158575919	158581919	OR10X1	0	-
chr1	158607704	158613704	SPTA1	0	-
chr1	158609514	158615514	OR10Z1	0	+
chr1	158696678	158702678	OR6K2	0	-
chr1	158713327	158719327	OR6K3	0	-
chr1	158744814	158750814	OR6N1	0	-
chr1	158752891	158758891	OR6K6	0	+
chr1	158771222	158777222	OR6N2	0	-
chr1	159440078	159446078	OR10J1	0	+
chr1	159532078	159538078	OR10J5	0	-
chr1	159585865	159591865	APCS	0	+
chr1	159709289	159715289	CRP	0	-
chr1	159813257	159819257	FCRL6	0	+
chr1	159831474	159837474	ENSG00000256029	0	-
chr1	159948492	159954492	SLAMF9	0	-
chr1	159995651	160001651	KCNJ10	0	-
chr1	160087563	160093563	KCNJ9	0	+
chr1	162370203	162376203	SPATA46	0	-
chr1	162392268	162398268	SH2D1B	0	-
chr1	165198867	165204867	LMX1A	0	-
chr1	165397922	165403922	RXRG	0	-
chr1	165560957	165566957	LRRC52	0	+
chr1	167049836	167055836	GPA33	0	-
chr1	167806386	167812386	ADCY10	0	-
chr1	168537768	168543768	XCL2	0	-
chr1	170165866	170171866	NTMT2	0	+
chr1	171061765	171067765	MROH9	0	+
chr1	171632417	171638417	MYOC	0	-
chr1	171635799	171641799	MYOCOS	0	+
chr1	172465831	172471831	C1orf105	0	+
chr1	172663876	172669876	FASLG	0	+
chr1	173036202	173042202	TNFSF18	0	-
chr1	173497460	173503460	SLC9C2	0	-
chr1	173605336	173611336	ANKRD45	0	-
chr1	173634130	173640130	TEX50	0	+
chr1	173900800	173906800	SERPINC1	0	-
chr1	175312194	175318194	TNR	0	-
chr1	176854302	176860302	ASTN1	0	-
chr1	177279422	177285422	BRINP2	0	+
chr1	178476247	178482247	CLEC20A	0	-
chr1	178545602	178551602	TEX35	0	+
chr1	179547539	179553539	NPHS2	0	-
chr1	179813198	179819198	FAM163A	0	+
chr1	181805084	181811084	CACNA1E	0	+
chr1	182051570	182057570	ZNF648	0	-
chr1	182395117	182401117	TEDDM1	0	-
chr1	182557599	182563599	RGSL1	0	+
chr1	182638816	182644816	RGS8	0	-
chr1	182896865	182902865	SHCBP1L	0	-
chr1	183643275	183649275	APOBEC4	0	-
chr1	186440566	186446566	PDC	0	-
chr1	190094658	190100658	BRINP3	0	-
chr1	192182815	192188815	RGS18	0	+
chr1	192364285	192370285	RGS21	0	+
chr1	192657311	192663311	RGS13	0	+
chr1	193175730	193181730	B3GALT2	0	-
chr1	196222779	196228779	KCNT2	0	-
chr1	196915713	196921713	CFHR4	0	+
chr1	196956622	196962622	CFHR2	0	+
chr1	197006678	197012678	CFHR5	0	+
chr1	197035741	197041741	F13B	0	-
chr1	197475455	197481455	CRB1	0	+
chr1	197932478	197938478	LHX9	0	+
chr1	198520222	198526222	ATP6V1G3	0	-
chr1	200871178	200877178	GPR25	0	+
chr1	201036512	201042512	CACNA1S	0	-
chr1	201110943	201116943	ASCL5	0	-
chr1	201225952	201231952	IGFN1	0	+
chr1	203080129	203086129	MYOG	0	-
chr1	203505949	203511949	OPTC	0	+
chr1	205075289	205081289	CNTN2	0	+
chr1	205333061	205339061	KLHDC8A	0	-
chr1	206103936	206109936	AVPR1B	0	-
chr1	206764602	206770602	IL10	0	-
chr1	206839981	206845981	IL19	0	+
chr1	206866223	206872223	IL20	0	+
chr1	206954965	206960965	FCAMR	0	-
chr1	207096993	207102993	C4BPB	0	+
chr1	207141972	207147972	C4BPA	0	+
chr1	207735416	207741416	CR1L	0	+
chr1	209610939	209616939	CAMK1G	0	+
chr1	210673823	210679823	KCNH1	0	-
chr1	211473522	211479522	RD3	0	-
chr1	212623775	212629775	FAM71A	0	+
chr1	212827141	212833141	SPATA45	0	-
chr1	215234090	215240090	KCNK2	0	+
chr1	219682427	219688427	SLC30A10	0	-
chr1	223392465	223398465	CCDC185	0	+
chr1	225933598	225939598	LEFTY2	0	-
chr1	226224060	226230060	MIXL1	0	+
chr1	227843470	227849470	PRSS38	0	+
chr1	228058271	228064271	WNT3A	0	+
chr1	228421845	228427845	H3-4	0	-
chr1	231218565	231224565	TRIM67	0	+
chr1	234321511	234327511	SLC35F3	0	+
chr1	236761631	236767631	ACTN2	0	+
chr1	237001103	237007103	MT1HL1	0	-
chr1	237874864	237880864	ZP4	0	-
chr1	237940724	237946724	MTRNR2L11	0	-
chr1	240472187	240478187	FMN2	0	+
chr1	240764636	240770636	RGS7	0	-
chr1	241799777	241805777	WDR64	0	+
chr1	241956062	241962062	BECN2	0	+
chr1	241992490	241998490	MAP1LC3C	0	-
chr1	242079986	242085986	PLD5	0	-
chr1	244386663	244392663	C1orf100	0	+
chr1	244638177	244644177	CATSPERE	0	+
chr1	247446118	247452118	OR2B11	0	-
chr1	247521677	247527677	OR2C3	0	-
chr1	247574690	247580690	GCSAML	0	+
chr1	247586313	247592313	OR2G2	0	+
chr1	247603515	247609515	OR2G3	0	+
chr1	247619372	247625372	OR14L1P	0	+
chr1	247667812	247673812	OR13G1	0	-
chr1	247708813	247714813	ENSG00000239395	0	-
chr1	247736559	247742559	OR14K1	0	+
chr1	247751846	247757846	OR1C1	0	-
chr1	247811660	247817660	OR14A16	0	-
chr1	247837928	247843928	OR11L1	0	-
chr1	247877138	247883138	TRIM58	0	+
chr1	247893531	247899531	OR2W3	0	+
chr1	247920152	247926152	OR2T8	0	+
chr1	247932339	247938339	OR2AJ1	0	+
chr1	247946796	247952796	OR2L8	0	+
chr1	247963386	247969386	OR2AK2	0	+
chr1	248021276	248027276	OR2L5	0	+
chr1	248039305	248045305	OR2L2	0	+
chr1	248060407	248066407	OR2L3	0	+
chr1	248098103	248104103	OR2L13	0	+
chr1	248143086	248149086	OR2M5	0	+
chr1	248178067	248184067	OR2M2	0	+
chr1	248209925	248215925	OR2M3	0	+
chr1	248241679	248247679	OR2M4	0	+
chr1	248266917	248272917	OR2T33	0	-
chr1	248287139	248293139	OR2T12	0	-
chr1	248320630	248326630	OR2M7	0	-
chr1	248346713	248352713	OR14C36	0	+
chr1	248359627	248365627	OR2T4	0	+
chr1	248388811	248394811	OR2T6	0	+
chr1	248405020	248411020	OR2T1	0	+
chr1	248452725	248458725	OR2T2	0	+
chr1	248471307	248477307	OR2T3	0	+
chr1	248488113	248494113	OR2T5	0	+
chr1	248524337	248530337	OR2G6	0	+
chr1	248553912	248559912	OR2T29	0	-
chr1	248570801	248576801	OR2T34	0	-
chr1	248587487	248593487	OR2T10	0	-
chr1	248620557	248626557	OR2T11	0	-
chr1	248633356	248639356	OR2T35	0	-
chr1	248646838	248652838	OR2T27	0	-
chr10	43888	49888	TUBB8	0	-
chr10	1174313	1180313	ADARB2	0	-
chr10	5151140	5157140	AKR1C8P	0	-
chr10	5371692	5377692	UCN3	0	+
chr10	5390101	5396101	TUBAL3	0	-
chr10	7746520	7752520	ITIH2	0	+
chr10	13218766	13224766	UCMA	0	-
chr10	14816245	14822245	CDNF	0	-
chr10	14985050	14991050	MEIG1	0	+
chr10	15070853	15076853	OLAH	0	+
chr10	15072475	15078475	ACBD7	0	-
chr10	16510734	16516734	C1QL3	0	-
chr10	16820966	16826966	CUBN	0	-
chr10	17312421	17318421	ST8SIA6	0	-
chr10	17797868	17803868	TMEM236	0	+
chr10	18040292	18046292	SLC39A12	0	+
chr10	19787401	19793401	MALRD1	0	+
chr10	22205475	22211475	EBLN1	0	-
chr10	22451224	22457224	SPAG6	0	+
chr10	23035523	23041523	ARMC3	0	+
chr10	23191245	23197245	PTF1A	0	+
chr10	23199696	23205696	C10orf67	0	-
chr10	24978979	24984979	ENKUR	0	-
chr10	26301558	26307558	GAD2	0	+
chr10	27772186	27778186	ODAD2	0	-
chr10	29315328	29321328	LYZL1	0	+
chr10	30608779	30614779	LYZL2	0	-
chr10	35605935	35611935	GJD4	0	+
chr10	37229567	37235567	ANKRD30A	0	+
chr10	37598440	37604440	MTRNR2L7	0	-
chr10	44934010	44940010	TMEM72	0	+
chr10	46327207	46333207	ANTXRL	0	+
chr10	46458099	46464099	NPY4R	0	-
chr10	47310577	47316577	GDF10	0	+
chr10	47324588	47330588	GDF2	0	+
chr10	47354881	47360881	RBP3	0	+
chr10	47484219	47490219	FAM25G	0	-
chr10	47741717	47747717	ENSG00000277758	0	-
chr10	47920524	47926524	NPY4R2	0	+
chr10	47992322	47998322	FAM25C	0	-
chr10	48150088	48156088	FRMPD2	0	-
chr10	48906483	48912483	LRRC18	0	-
chr10	49128154	49134154	FAM170B	0	-
chr10	49324492	49330492	C10orf71	0	+
chr10	49361066	49367066	DRGX	0	-
chr10	49664942	49670942	CHAT	0	+
chr10	49707261	49713261	C10orf53	0	+
chr10	50008654	50014654	TIMM23B-AGAP6	0	+
chr10	50796409	50802409	A1CF	0	-
chr10	52762380	52768380	MBL2	0	-
chr10	53799771	53805771	PCDH15	0	-
chr10	55597728	55603728	MTRNR2L5	0	+
chr10	59733692	59739692	MRLN	0	-
chr10	61763766	61769766	CABCOCO1	0	+
chr10	65909457	65915457	CTNNA3	0	-
chr10	67098551	67104551	LRRTM3	0	+
chr10	68209017	68215017	MYPN	0	+
chr10	68227595	68233595	ATOH7	0	-
chr10	69568698	69574698	NEUROG3	0	-
chr10	70244329	70250329	NPFFR1	0	-
chr10	70428936	70434936	NODAL	0	-
chr10	70768238	70774238	TBATA	0	-
chr10	72930036	72936036	OIT3	0	+
chr10	72931762	72937762	PLA2G12B	0	-
chr10	73628612	73634612	MYOZ1	0	-
chr10	73641881	73647881	SYNPO2L	0	-
chr10	75034472	75040472	DUSP29	0	-
chr10	75091432	75097432	DUSP13	0	-
chr10	79612455	79618455	SFTPA1	0	+
chr10	80333105	80339105	DYDC1	0	-
chr10	80365073	80371073	DYDC2	0	+
chr10	80643560	80649560	SH2D4B	0	+
chr10	82984179	82990179	NRG3	0	+
chr10	84217571	84223571	LRIT2	0	-
chr10	84228520	84234520	LRIT1	0	-
chr10	84256960	84262960	RGR	0	+
chr10	88603976	88609976	LIPJ	0	+
chr10	88675814	88681814	LIPF	0	+
chr10	88749776	88755776	LIPK	0	+
chr10	88776626	88782626	LIPN	0	+
chr10	88817546	88823546	LIPM	0	+
chr10	89382205	89388205	IFIT1B	0	+
chr10	89427299	89433299	SLC16A12	0	-
chr10	93066540	93072540	CYP26C1	0	+
chr10	93601480	93607480	FFAR4	0	+
chr10	93663010	93669010	PDE6C	0	+
chr10	93803272	93809272	LGI1	0	+
chr10	95033772	95039772	CYP2C8	0	-
chr10	96030745	96036745	CC2D2B	0	+
chr10	96335564	96341564	DNTT	0	+
chr10	96340221	96346221	OPALIN	0	-
chr10	96995038	97001038	SLIT1	0	-
chr10	97580884	97586884	ANKRD2	0	+
chr10	97763751	97769751	SFRP5	0	-
chr10	99533524	99539524	NKX2-3	0	+
chr10	100039193	100045193	CPN1	0	-
chr10	100285149	100291149	PKD2L1	0	-
chr10	100480744	100486744	WNT8B	0	+
chr10	100826944	100832944	PAX2	0	+
chr10	101223994	101229994	LBX1	0	-
chr10	101767109	101773109	FGF8	0	-
chr10	102226589	102232589	ELOVL3	0	+
chr10	102227186	102233186	PITX3	0	-
chr10	102827531	102833531	CYP17A1	0	-
chr10	103450240	103456240	CALHM1	0	-
chr10	104126888	104132888	CFAP43	0	-
chr10	104452102	104458102	CFAP58	0	+
chr10	105262242	105268242	SORCS3	0	+
chr10	106570663	106576663	SORCS1	0	-
chr10	112302038	112308038	TECTB	0	+
chr10	113585714	113591714	NRAP	0	-
chr10	113586602	113592602	HABP2	0	+
chr10	114229304	114235304	TDRD1	0	+
chr10	115945999	115951999	ATRNL1	0	+
chr10	116377029	116383029	CCDC172	0	+
chr10	116474957	116480957	PNLIPRP3	0	+
chr10	116564855	116570855	PNLIP	0	+
chr10	116606175	116612175	PNLIPRP1	0	+
chr10	116660696	116666696	C10orf82	0	-
chr10	116908788	116914788	ENO4	0	+
chr10	117125521	117131521	VAX1	0	-
chr10	117207299	117213299	KCNK18	0	+
chr10	118586997	118592997	PRLHR	0	-
chr10	122454352	122460352	ARMS2	0	+
chr10	122694709	122700709	C10orf120	0	-
chr10	122910111	122916111	FAM24A	0	+
chr10	123136423	123142423	HMX3	0	+
chr10	123147672	123153672	HMX2	0	+
chr10	123694399	123700399	GPR26	0	+
chr10	124442243	124448243	NKX1-2	0	-
chr10	125573522	125579522	TEX36	0	-
chr10	125750580	125756580	MMP21	0	-
chr10	126421997	126427997	C10orf90	0	-
chr10	127132426	127138426	INSYN2A	0	-
chr10	127550540	127556540	NPS	0	+
chr10	127738183	127744183	FOXI2	0	+
chr10	127874841	127880841	CLRN3	0	-
chr10	131089391	131095391	TCERG1L	0	-
chr10	132181858	132187858	JAKMIP3	0	+
chr10	132805392	132811392	CFAP46	0	-
chr10	133128675	133134675	ADGRA1	0	+
chr10	133223412	133229412	KNDC1	0	+
chr10	133228558	133234558	UTF1	0	+
chr10	133238928	133244928	VENTX	0	+
chr10	133321072	133327072	CALY	0	-
chr10	133550901	133556901	SYCE1	0	-
chr10	133620895	133626895	FRG2B	0	-
chr11	191575	197575	SCGB1C1	0	+
chr11	197261	203261	ODF3	0	+
chr11	282388	288388	NLRP6	0	+
chr11	295200	301200	IFITM5	0	-
chr11	623309	629309	SCT	0	-
chr11	637706	643706	DRD4	0	+
chr11	784115	790115	CEND1	0	-
chr11	1581342	1587342	KRTAP5-1	0	-
chr11	1594177	1600177	KRTAP5-2	0	-
chr11	1604565	1610565	KRTAP5-3	0	-
chr11	1617958	1623958	KRTAP5-4	0	-
chr11	1627707	1633707	KRTAP5-5	0	+
chr11	1694755	1700755	KRTAP5-6	0	+
chr11	2156779	2162779	INS	0	-
chr11	2292628	2298628	C11orf21	0	-
chr11	2315204	2321204	TSPAN32	0	+
chr11	2401515	2407515	TRPM5	0	-
chr11	3214944	3220944	MRGPRG	0	-
chr11	3222030	3228030	MRGPRE	0	-
chr11	3635512	3641512	ART5	0	-
chr11	3661416	3667416	ART1	0	+
chr11	4364263	4370263	OR52B4	0	-
chr11	4447361	4453361	OR52K2	0	+
chr11	4490497	4496497	OR52K1	0	+
chr11	4543144	4549144	OR52M1	0	+
chr11	4590340	4596340	OR52I2	0	+
chr11	4592013	4598013	OR52I1	0	+
chr11	4640060	4646060	OR51D1	0	+
chr11	4652488	4658488	OR51E1	0	+
chr11	4677171	4683171	OR51E2	0	-
chr11	4765979	4771979	OR51F1	0	-
chr11	4800433	4806433	OR52R1	0	-
chr11	4845237	4851237	OR51S1	0	-
chr11	4909588	4915588	OR51G2	0	-
chr11	4920374	4926374	OR51G1	0	-
chr11	4939831	4945831	OR51A4	0	-
chr11	4951772	4957772	OR51A2	0	-
chr11	4989431	4995431	MMP26	0	+
chr11	5002536	5008536	OR51L1	0	+
chr11	5044461	5050461	OR52J3	0	+
chr11	5055650	5061650	OR52E2	0	-
chr11	5125776	5131776	OR52A5	0	-
chr11	5143824	5149824	OR52A1	0	-
chr11	5196735	5202735	OR51V1	0	-
chr11	5229678	5235678	HBD	0	-
chr11	5251392	5257392	ENSG00000239920	0	-
chr11	5349446	5355446	OR51B6	0	+
chr11	5390263	5396263	OR51M1	0	+
chr11	5420206	5426206	OR51Q1	0	+
chr11	5453518	5459518	OR51I2	0	+
chr11	5486749	5492749	OR52D1	0	+
chr11	5578884	5584884	OR52B6	0	+
chr11	5752958	5758958	OR52N4	0	+
chr11	5764465	5770465	OR56B2P	0	+
chr11	5773165	5779165	OR52N5	0	-
chr11	5783471	5789471	OR52N1	0	-
chr11	5818483	5824483	OR52N2	0	+
chr11	5837928	5843928	OR52E6	0	-
chr11	5853749	5859749	OR52E8	0	-
chr11	5884079	5890079	OR52E4	0	+
chr11	5899730	5905730	OR52E5	0	+
chr11	5948347	5954347	OR56A3	0	+
chr11	5964177	5970177	OR56A5	0	-
chr11	5982892	5988892	OR52L1	0	-
chr11	5996445	6002445	OR56A4	0	-
chr11	6016336	6022336	OR56A1	0	-
chr11	6105835	6111835	OR56B4	0	+
chr11	6166355	6172355	OR52B2	0	-
chr11	6197186	6203186	OR52W1	0	+
chr11	6208135	6214135	C11orf42	0	+
chr11	6241479	6247479	CNGA4	0	+
chr11	6269127	6275127	CCKBR	0	+
chr11	6428049	6434049	HPX	0	-
chr11	6762626	6768626	OR2AG2	0	-
chr11	6788558	6794558	OR2AG1	0	+
chr11	6788736	6794736	OR6A2	0	-
chr11	6843636	6849636	OR10A5	0	+
chr11	6871717	6877717	OR10A2	0	+
chr11	6874619	6880619	OR10A4	0	+
chr11	6888574	6894574	OR2D2	0	-
chr11	6918994	6924994	OR2D3	0	+
chr11	7068526	7074526	NLRP14	0	+
chr11	7088148	7094148	RBMXL2	0	+
chr11	7466043	7472043	SYT9	0	+
chr11	7686437	7692437	OVCH2	0	-
chr11	7792974	7798974	OR5P2	0	-
chr11	7821818	7827818	OR5P3	0	-
chr11	7921592	7927592	OR10A6	0	-
chr11	7934171	7940171	OR10A3	0	-
chr11	7954537	7960537	NLRP10	0	-
chr11	8221309	8227309	LMO1	0	-
chr11	8917076	8923076	C11orf16	0	-
chr11	8934578	8940578	ASCL3	0	-
chr11	13489054	13495054	PTH	0	-
